,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,brand_owner,traceability_code
166,Millet doré - Coop Naturaplan - 500g,7610809003558,,500 g,,['Coop Naturaplan'],,"['Bio', 'Bio européen', 'CH-BIO-006']",,,"['France', 'Suisse']",['millet commun bio'],,,[],,1540,,?,,1540 kj(368 kcal),,2,,"0,5",,73,,"0,5",,12,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
167,Artischockenherzen - Coop - 240g,7610809020982,,240 g,['Conserve'],['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",['Sans additifs'],,,"['France', 'Suisse']","[""cœurs d'artichaut 60 %"", 'eau', 'sel de cuisine', 'acidifiant ', 'E 330']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,160,+3%,38,-24%,160 kj(38 kcal),-23%,0,-100%,0,-100%,"6,5",+43%,"1,5",+23%,"1,5",-14%,"0,5",-42%,"0,2",-42%,0 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.5 g,en quantité modérée,-6,,A,,,,,,,,,,,,,,
168,Sirup - coop - 1000ml,7610809034941,,1000 ml,,['Coop'],,,,,"['France', 'Suisse']","['sucre', ""jus d'orange* 30%"", 'eu', 'acidifiant ', 'E 330', 'arôme', 'colorant ', 'E 120', 'extrait de carthame', '\r*a base de concentre']","['E330 - Acide citrique', 'E120 - Acide carminique']",,"['Non végétalien', 'Non végétarien']",4,1460,,?,,1460 kj(349 kcal),,0,,0,,85,,85,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
169,Coop Naturaplan Bio Gewürzmischung Salat,7610809095102,,,,"['Coop Naturaplan', 'Coop', 'Naturaplan']",,['Bio'],,,['France'],[],,,[],,?,,1,,4 kj(1 kcal),,1,,"0,5",,"0,5",,"0,2",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Hochstamm Süssmost - Coop - 1000ml,7610809122211,,1000ml,,['Coop'],,,,,"['France', 'Allemagne', 'Suisse']",[],,,[],,?,,45,,188 kj(45 kcal),,0,,0,,11,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Chou rouge cuit - COOP,7610818264759,,,,"['COOP', 'Naturaplan']",,,,,['France'],[],,,[],,?,,36,,151 kj(36 kcal),,0,,0,,7,,6,,1,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
172,Paun con paira - Fine Food - 350g,7610818953813,,350 g,,"['Fine Food', 'Coop fine food']",,,,,"['France', 'Suisse']","['poires séchées 21 0%', 'farine bise ', 'froment', 'eau', 'raisins sultanines', 'figues séchées', ""écorces d'orange et de citron confites "", 'sucre', 'sirop de glucose', ""écorces d'orange"", 'écorces de citron', 'noix 4,5%', 'noisettes 4%', 'eau-de-vie de marc de fruit', 'levure', 'sel de cuisine iodé', 'épices', ' Teneur totale en sel de cuisine: 0,5%', ' i Allergie Enthâlt Baumnuss', 'Gluten', 'Haselnuss', ' Kann Spuren von Milch enthalten', '/Contient des noix', 'du gluten', 'des noisettes', ' Peut contenir des traces de lait']",,"['Gluten', 'Fruits à coque']",[],4,1240,,?,,1240 kj(296 kcal),,8,,0,,44,,0,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Spaghetti saumon, sauce au citron - Coop",7610819267544,,,,['Coop'],"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Plats au saumon']",,,,['France'],"['pâtes 50% ', 'eau', 'semoule de blé dur', ""æufs d'élevage en plein air"", ""huile d'olive"", 'sel de cuisine', 'eau', 'crème ', 'Suisse', 'produit à base de saumon 7% ', 'saumon [Salmo salar', 'élevé au Chili]', 'sel de cuisine', 'oignons', ""huile d'olive"", 'jus de citron 1 %', 'vin blanc', 'sel de cuisine iodé', 'amidon de maïs cireux', 'sucre', 'aneth', 'épaissis - sant ', 'E 415', 'poivre', 'extrait de citron']",['E415 - Gomme xanthane'],"['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,,167,+12%,699 kj(167 kcal),+14%,9,+26%,4,+67%,16,+31%,"1,5",-16%,5,-29%,1,+37%,"0,4",+37%,9 g,en quantité modérée,4 g,en quantité modérée,1.5 g,en faible quantité,1 g,en quantité modérée,6,+171%,C,+171%,,,,,,,,,,,,,
174,Instant Soup Croûtons Qualité & Prix - Coop - 54g,7610827702570,,54 g,['Sachet'],"['Coop', 'Qualité & Prix']","['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,,,"['France', 'Suisse']","['Pain spécial 41% ', 'farine de froment', 'huile de palme', 'sel de cuisine', 'levure', ""extrait d'herbes aromatiques"", 'maltodextrine', 'sel de cuisine', 'exhausteurs de saveur ', 'E 621', 'E 631', 'E 627', 'légumes 7% ', 'oignons', 'céleri', 'poireau carottes', 'extrait de levure', 'fécule de pomme de terre', 'graisse de palme', 'persil 0,7%', 'épices', 'sirop de sucre caramélisé']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique']","['Céleri', 'Gluten']",['Huile de palme'],4,1660,+120%,397,+194%,1660 kj(397 kcal),+187%,17,+585%,9,+876%,49,+125%,7,+88%,10,+162%,15,+392%,6,+392%,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
175,Qualité & Prix : Sorbet au Citron - Coop - 630g / 900ml,7610829062771,,630 g / 900 ml,"['surgelé', 'Bac', 'Plastique']",['Coop'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,['Suisse'],['Coop'],"['France', 'Suisse']","['Eau', 'sucre', 'sirop de glucose', 'morceaux de citron 4 %', 'sucre inverti', 'concentré de jus de citron 2', '5 %', 'protéines lactiques', 'pulpe de limette', 'stabilisants ', 'E410', 'E440', 'arômes', 'concentré de jus de limette', 'fécule de pomme de terre']","['E410 - Gomme de caroube', 'E440 - Pectines']",['Lait'],['Non végétalien'],4,?,,110,-8%,460 kj(110 kcal),-8%,0,-100%,0,-100%,27,-5%,22,-8%,0,-100%,"0,03",-5%,"0,012",-5%,0 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,0.03 g,en faible quantité,5,-14%,C,-14%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,['CH 2406']
176,Jardinière de légumes bio - Naturaplan - 500g,7610829445116,,500 g,['Sachet plastique'],['Naturaplan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Mélanges de légumes surgelés']","['Bio', 'Bio Suisse']",,['Coop'],"['France', 'Suisse']","['carottes ', 'Suisse', 'courgettes ', 'Suisse', 'brocoli Italie', 'Hongrie', 'Allemagne', 'chou-fleur ', 'Suisse']",,,[],1,?,,27,-51%,113 kj(27 kcal),-50%,0,-100%,0,-100%,"3,5",-39%,"3,5",+34%,2,-1%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,0 g,en faible quantité,-8,,A,,,,,,,,,,,,,,
177,Boletus - Coop - 30g,7610845355666,,30g,,['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Aliments à base de plantes séchées', 'Champignons séchés', 'Cèpes déshydratés']",,,,"['France', 'Suisse']",['bolets'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1280,,?,,1280 kj(306 kcal),+4%,3,-6%,1,+186%,30,+15%,17,+80%,31,+4%,"0,076",+38%,"0,03",+38%,3 g,en quantité modérée,1 g,en faible quantité,17 g,en quantité élevée,0.0762 g,en faible quantité,-9,,A,,,,,,,,,,,,,,
178,Madeleines - Coop - 225g,7610845407020,,225 g,,['Coop'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,"['France', 'Suisse']","['Farine blanche ', 'froment', 'sucre ', 'huile de soja', 'œufs entier ', ""oeufs d'élevage au sol "", 'Espagne', 'sirop de glucose', 'humectants ', 'E 420', 'E 422', ' ', 'cacao maigre en poudre 2%', 'poudre à leverr ', 'E 450', 'E 500', 'sel de cuisine ', 'miel', 'conservateur ', 'E 200', 'arôme']","['E420 - Sorbitol', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",['Gluten'],['Non végétalien'],4,1790,-4%,421,-5%,1790 kj(421 kcal),-3%,18,-21%,3,-57%,60,+14%,24,-13%,5,-12%,"0,7",-14%,"0,28",-14%,18 g,en quantité modérée,3 g,en quantité modérée,24 g,en quantité élevée,0.7 g,en quantité modérée,10,-46%,C,-46%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,
179,Jogurt  Schocolade - COOP,7610845438680,,,,"['COOP', 'Naturaplan']",,,,,['France'],[],,,[],,?,,112,,469 kj(112 kcal),,"3,5",,2,,15,,15,,"4,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
180,Biscuits miel-amandes aux céréales complètes - Jamadu - 150g,7610846454634,,150 g,,['Jamadu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Fabriqué en Suisse'],,['Coop'],"['France', 'Suisse']","['farine de froment ', 'complète 22%', 'blanche', 'froment complet égrugé 17%', 'huile de colza', 'miel 12% ', 'Amérique du Centrale et du Sud', 'son de froment', 'sucre brut', 'amandes 6%', 'poudre à lever ', 'E500', 'sel de cuisine']",['E500 - Carbonates de sodium'],"['Gluten', 'Fruits à coque']",['Non végétalien'],3,1870,-6%,447,-6%,1870 kj(447 kcal),-6%,17,-18%,"1,5",-85%,58,-9%,16,-46%,10,+54%,"0,2",-66%,"0,08",-66%,17 g,en quantité modérée,1.5 g,en quantité modérée,16 g,en quantité élevée,0.2 g,en faible quantité,-1,-105%,A,-105%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,
181,Pain Pagnol Bio - Naturaplan - 370g,7610848073369,,370 g,"['Sachet', 'Papier', 'décongelé']","['Naturaplan', 'Coop', 'coop naturaplan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Produits décongelés']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'CH-BIO-006', 'en:FSC', 'FSC Mix', 'FSC-C105569']",['Suisse'],['Coop'],"['France', 'Allemagne', 'Suisse']","['Farine mi-blanche ', 'froment [Suisse', 'Europe', 'Amérique du Nord]', 'eau', 'sel de cuisine iodé', 'gluten de froment', 'levure', 'amidon de froment', ""farine de malt d'orge"", ""poudre d'acérola avec fécule de manioc "", 'améliorant de cuisson', 'enzyme ', 'amylases']",['E1100 - Amylases'],"['Gluten', 'Gluten de froment']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1090,-4%,261,-16%,1090 kj(261 kcal),-16%,"1,5",-90%,0,-100%,50,+57%,2,-84%,9,+3%,"1,5",+29%,"0,6",+29%,1.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,1.5 g,en quantité modérée,1,-93%,B,-93%,,,,,,,,,"['Europe', 'Amérique du Nord', 'Suisse']",,,,
182,Rosa Thunfisch Coop - 100g,7610848150732,,100g,,['Coop'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve']","['Pêche durable', 'Pêche durable MSC']",,,"['France', 'Allemagne', 'Suisse']","['Listao ', 'Katsuwonus pelamis', ""pêché dans l'océan Indien"", 'huile de tournesol', 'eau', 'sel de cuisine', ' Teneur totale en sel de cuisine: 1,0%']",,,"['Non végétalien', 'Non végétarien']",3,710,-6%,213,+8%,710 kj(213 kcal),-12%,13,+17%,"13,2",+642%,0,-100%,0,-100%,24,+7%,1,-4%,"0,4",-4%,13 g,en quantité modérée,13.2 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,16,+441%,D,+441%,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,['MSC-C-50841']
183,Dim Sum Gyoza : aux crevettes - Betty Bossi - 300g,7610848531012,,300 g,['Barquette'],['Betty Bossi'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli chinois', 'Ravioli japonais', 'Gyosas aux crevettes']",,,['Coop'],"['France', 'Suisse']","['eau', 'crevettes 23% ', 'Penaeus monodon', 'élevées au Vietnam', 'amidons ', 'manioc', 'maïs', 'farine de riz', 'ousses de bambou', ""châtaignes d'eau"", 'carottes 5%', 'huiles végétales ', 'soja', 'sésame', 'oignons', 'sucre', 'sel de cuisine', 'ail', 'poivre']",,"['Crustacés', 'Graines de sésame', 'Soja']","['Non végétalien', 'Non végétarien']",3,670,,?,,670 kj(160 kcal),-3%,2,-58%,1,+15%,30,+30%,"0,5",-82%,"4,5",-37%,"1,1",+1%,"0,44",+1%,2 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,2,+10%,B,+10%,,,,,,,,,,,,,
184,Ramequins au fromage - Coop - 840g,7610848588337,,840 g,,['Coop'],,,,,"['France', 'Suisse']","['lait écrémé ', 'Suisse', 'fromage 20% ', 'Suisse', 'farine blanche ', 'froment', ',\rgraisses et huiles végétales ', 'palme', 'colza', 'amidons ', 'froment', 'pomme de terre', 'eau', 'oeuf entier ', ""oeufs d'élevage au sol [Suisse"", 'Europe]', 'farine de soja', 'sel de cuisine ', 'iodé', 'fluoré', 'sucre', 'oignons', 'épices', 'épaississant ', 'E 415', 'levure', ""\r Allergie: contient de l'oeuf"", 'du gluten', 'du lait', 'du soja']",['E415 - Gomme xanthane'],"['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,1120,,?,,1120 kj(268 kcal),,15,,6,,25,,2,,8,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
185,Bio Bircher Müesli - Naturaplan - 750g e,7610848616610,,750 g e,"['Sachet', 'Plastique']","['Naturaplan', 'Coop', 'Familia']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'CH-BIO-006', 'Point Vert', 'Fabriqué en Suisse', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Emballage-compense-carbone']",['Suisse'],['Coop'],"['France', 'Suisse']","[""Flocons d'avoine"", 'flocons de blé', 'flocons de fruits ', 'farine complète ', 'blé', 'seigle', 'orge', 'pulpe de dattes 4,5%', 'pommes', 'purée de bananes 2%', 'flocons de millet', 'raisins secs 8% ', 'avec huile de tournesol', ""flocons d'orge"", 'noisettes rôties 4%', 'amandes rôties 1%']",,"['Gluten', 'Fruits à coque']",[],3,?,,358,-10%,1498 kj(358 kcal),-10%,6,-43%,1,-63%,65,+6%,13,-28%,11,+15%,"0,01",-93%,"0,004",-93%,6 g,en quantité modérée,1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,-4,-217%,A,-217%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Europe', 'Suisse', 'Tunisie', 'Northamerica', 'Southamerica']",,,,
186,Bifidus drink vanille - COOP - 500ml,7610848711971,,500 ml,,['COOP'],,,,,"['France', 'Suisse']","['lait partiellement écrémé ', 'homogénéise', 'pasteurisé ', 'Suisse', 'sucre', 'amidon modifié de maïs ', 'E 1442', 'extrait de vanille ', 'Madagascar', 'concentré de jus de citron', 'colorant ', 'E 160a']","['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E160a - Carotènes mélangés']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,300,,?,,300 kj(72 kcal),,"1,5",,1,,12,,12,,"2,5",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
187,Grissini al mais - Fine food - 200g,7610848751328,,200 g,,['Fine food'],,,,,"['France', 'Suisse']",[],,,[],,?,,407,,1703 kj(407 kcal),,7,,"1,5",,72,,"1,5",,11,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
188,Salade de pâtes bio - NATURAPLAN - 280g,7610848775195,,280 g,,['NATURAPLAN'],"['Plats préparés', 'Plats à base de pâtes', 'Salades', 'Salades composées', 'Salades de pâtes', 'Salades de pâtes végétariennes']","['Bio', 'AOP']",,,['France'],"['Pâtes 48% ', 'eau', 'semoule de blé dur [Amérique du Nord', 'Europe]', 'œufs', ""blanc d'œuf"", 'huile de colza', 'poivrons 19% ', 'Turquie', 'fromage aux laits de brebis et de chèvre «feta DOP» 8% ', 'Grèce', 'eau', 'olives 3% ', 'olives [Grèce]', 'eau', 'sel marin', ""huile d'olive"", 'vinaigre de vin blanc', 'huile de colza', 'tomates séchées 2,5% ', 'Italie', ""huile d'olive"", 'sel de cuisine iodé', 'moutarde', 'amidon de maïs', 'sucre de canne brut', 'épices', 'herbes aromatiques']",,"['Œufs', 'Moutarde']",['Non végétalien'],3,?,,165,-9%,690 kj(165 kcal),-8%,8,-13%,"2,5",+16%,17,+2%,"2,5",+8%,5,-7%,"1,5",+128%,"0,6",+128%,8 g,en quantité modérée,2.5 g,en quantité modérée,2.5 g,en faible quantité,1.5 g,en quantité modérée,5,+112%,C,+112%,B,63.6%,20.1%,6.5%,6.0%,3.0%,0.8%,76,,,,,
189,Hochstamm Apfelsprudel - Coop - 1500ml,7610848893318,,1500 ml,,['Coop'],['Boissons'],,,,"['France', 'Suisse']","['jus de pomme 67', '5% ', 'Suisse', 'eau', 'jus de poire 7', '5% ', 'Suisse', 'gaz carbonique']",['E290 - Dioxyde de carbone'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,150,-46%,?,,150 kj(36 kcal),-38%,0,-100%,0,-100%,9,-20%,9,-5%,0,-100%,0,-100%,0,-100%,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,7,-9%,D,-9%,,,,,,,,,,,,,
190,Prosciutto e mascarpone,7610849101924,,,,,,,,,['France'],[],,,[],,?,,237,,992 kj(237 kcal),,7,,4,,30,,"2,5",,12,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
191,Bio paneer - COOP,7610849635061,,,,"['COOP', 'Betty Bossi']",,['Bio'],,,['France'],[],,,[],,?,,294,,1230 kj(294 kcal),,21,,14,,"2,5",,"2,5",,24,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
192,Dim Sum Shao Mai - Betty Bossi - 200g,7610849658930,,200 g,,['Betty Bossi'],,,,,"['France', 'Suisse']","['crevettes blanches 44% ', 'Penaeus vannamei', 'élevées au Vietnam', 'légumes 30% ', 'jicamas', 'carottes', 'oignons', 'échalotes', 'oignons botte', 'pâte 18% ', 'farine de froment', 'eau', 'sel de cuisine', 'huile de soja', 'extrait de curcuma', 'vermicelles ', 'eau', 'amidons [haricot mungo', 'pomme de terre', 'manioc]', 'huiles végétales ', 'sésame', 'soja', 'ail', 'gingembre', 'fécule de manioc', 'sucre', 'sel de cuisine', 'chili', 'lemon grass', 'poivre']",['E100 - Curcumine'],"['Gluten', 'Graines de sésame', 'Soja']","['Non végétalien', 'Non végétarien']",4,470,,?,,470 kj(112 kcal),,"1,5",,"0,5",,15,,"0,5",,9,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
193,Viande séchée - Coop,7610849661374,,,,['Coop'],,['Fabriqué en Suisse'],,,"['France', 'Suisse']",[],,,[],,880,,?,,880 kj(210 kcal),,"53,4",,0,,0,,0,,41,,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,
194,Petits pois suisses très fins - Qualité & Prix - 700g,7610849682034,,700g,['Dose'],['Qualité & Prix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées', 'Légumes surgelés', 'Petits pois', 'Petits pois surgelés']",,,,"['France', 'Allemagne', 'Suisse']","['petits pois ', 'Suisse']",,,[],,380,+28%,86,+2%,380 kj(86 kcal),+9%,"0,5",-15%,0,-100%,12,+46%,6,+96%,7,+33%,0,-100%,0,-100%,0.5 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,0 g,en faible quantité,-12,,A,,A,53.1%,0.0%,14.8%,11.8%,14.0%,6.3%,94,,,,,
195,Wild Berry - Coop,7610849710416,,,,['Coop'],,,,,"['France', 'Suisse']","[""fleurs d'hibiscus"", 'pelures de pomme', 'morceaux de pomme', 'feuilles de mûrier', 'arômes', 'acidifiant ', 'E 330', 'morceaux de groseilles 1%', 'morceaux de fraises 1%', 'jus de baies en granulés ', 'groseille', 'fraise', 'écorces de cynorrhodon']",['E330 - Acide citrique'],,[],4,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Macaronis à la montagnarde - Coop - 500g,7610849860302,,500 g,,['Coop'],,,,,"['France', 'Suisse']","['Semoule de blé dur', 'oeuf entier 13,5% ', ""oeufs d'élevage en plein air [Europe]""]",,"['Œufs', 'Gluten']",['Non végétalien'],,1510,,?,,1510 kj(361 kcal),,3,,1,,67,,3,,14,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
197,Legumes du marche - Betty Bossi,7610849911776,,,,['Betty Bossi'],,,,,['France'],[],,,[],,?,,43,,180 kj(43 kcal),,"0,5",,0,,6,,4,,2,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
198,Gruyere - Emmi,7610900005390,,,,['Emmi'],,,,,['France'],[],,,[],,?,,400,,1674 kj(400 kcal),,32,,19,,"0,1",,"0,1",,27,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
199,Fondue Suisse original - Emmi - 400g e,7610900016914,Fondue au fromage suisse,400 g e,"['Frais', 'Plastique']",['Emmi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Fondues']",['Sans lactose'],"['Suisse', 'Switzerland']",['Bi1'],['France'],"['Fromage suisse 52%', 'vin blanc', 'eau', 'fécule de pomme de terre', 'eau-de-vie de cerises', 'sel de cuisine', 'sel de fonte ', 'E339', 'épices', 'stabilisateur ', 'farine de graines de caroube']","['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube']","['Lait', '01g/100g', 'Lactose inf à 0']",['Non végétalien'],4,?,,244,-17%,1021 kj(244 kcal),-15%,16,-25%,9,-35%,"3,5",+17%,"0,7",+28%,15,-17%,"1,275",-4%,"0,51",-4%,16 g,en quantité modérée,9 g,en quantité élevée,0.7 g,en faible quantité,1.27 g,en quantité modérée,11,-17%,D,-17%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,https://goo.gl/rcEn8f,,,['CH-2402']
200,"Cristallina Vanille Jogurt, Milch, Zucker - 175g",7610900052608,,175 g,,['Cristallina'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,,"['France', 'Suisse']","['yogourt au lait pasteurisé', 'sucre', 'amidon modifié', 'extrait de vanille', 'aromes', 'concentré de jus de carotte', 'extrait de curcuma', 'concentré de jus de citron', 'graines de vanille']","['E14XX - Amidons modifiés', 'E100 - Curcumine']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,420,-19%,?,,420 kj(100 kcal),-14%,3,-56%,1,-77%,14,+60%,13,+63%,3,-32%,0,-100%,0,-100%,3 g,en quantité modérée,1 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,2,-51%,B,-51%,,,,,,,,,,,,,
201,Tete De Moine Petales - Fromage De Bellelay,7610900098323,,,,['Fromage De Bellelay'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",,,,['France'],"['lait suisse', 'sel', 'ferments lactiques', 'présure']",,['Lait'],[],3,?,,401,-4%,1678 kj(401 kcal),-4%,33,-5%,20,-8%,"0,1",-81%,"0,1",+517%,25,-2%,"1,9",-3%,"0,76",-3%,33 g,en quantité élevée,20 g,en quantité élevée,0.1 g,en faible quantité,1.9 g,en quantité élevée,18,+1%,D,+1%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
202,Yaourt bio sans lactose - Biedermann - 200g,7610900098712,,200 g,,['Biedermann'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts sans lactose']","['Bio', 'Sans lactose']",,,['France'],"['yogourt léger sans lactose ', 'lait pasteurisé et homogénéisé ', 'CH', 'protéines lactiques', 'cultures', 'lactase', "" Tous les ingrédients d'origine agricole sont issus de l'agriculture biologique""]",,,['Non végétalien'],4,?,,69,-15%,289 kj(69 kcal),-15%,"3,5",+30%,"2,1",+28%,"4,8",-50%,"4,8",-46%,"4,5",+23%,"0,1",-5%,"0,04",-5%,3.5 g,en quantité modérée,2.1 g,en quantité modérée,4.8 g,en faible quantité,0.1 g,en faible quantité,1,-24%,B,-24%,,,,,,,,,,,,,
203,Gran d'Oro - Emmi - 120g,7610900115662,,120 g,,['Emmi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,"['France', 'Suisse']","['Lait', 'sel', 'ferments lactiques', 'présure', 'conservateur ', ""E 1105 de blanc d'oeuf""]",['E1105 - Lysozyme'],['Lait'],['Non végétalien'],3,?,,388,+18%,1623 kj(388 kcal),+18%,28,+5%,17,-4%,"0,1",-92%,"0,1",-87%,33,+62%,"1,7",+31%,"0,68",+31%,28 g,en quantité élevée,17 g,en quantité élevée,0.1 g,en faible quantité,1.7 g,en quantité élevée,16,+17%,D,+17%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
