,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,labels,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,link,manufacturing,palm_ingredients,producer_info,brand_owner,origin_detail
207,Pruneaux d'Agen - Maître Prunille - 1kg,3180840012061,['Maître Prunille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",['France'],"[""Pruneaux d'Agen""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.2 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,0.02 g,en faible quantité,?,,232,-4%,971 kj(232 kcal),-4%,"0,2",-44%,"0,1",-12%,50,-6%,35,-4%,"1,6",-14%,"0,02",+45%,"0,008",+45%,-1,-146%,A,-146%,D,1 kg,"['Sachet', 'Plastique']","['Sans conservateurs', 'IGP']",,['Intermarché'],73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,['France'],Pruneaux d'agen,,,,,,
208,Steak haché pur bœuf - Charal - 180g,3181232220415,['Charal'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais', 'Steak haché pur Boeuf']",['France'],['100% viande hachée de bœuf française'],,,[],,15 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,0.24 g,en faible quantité,878,+23%,211,+28%,878 kj(211 kcal),+26%,15,+47%,6,+42%,0,-100%,0,-100%,19,-3%,"0,24",+18%,"0,096",+18%,3,+142%,C,+142%,E,180 g,"['Sachet individuel', 'Plastique', 'Sous atmosphère protectrice', 'Film en plastique']","['Viande Française', '100% muscle', 'Nutriscore', 'Nutriscore C', 'Viande-bovine-francaise']","['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)', 'FR 57.463.001 CE', 'Metz (Moselle, France)']",['Carrefour'],98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,['France'],,,['France'],,,,
209,Haché Moelleux à Cuisiner - Happy Family - Charal - 600g,3181232519472,['Charal'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande bovine hachée']",['France'],"['Viande de bœuf ', '80%', 'eau', 'fibres végétales de pois', 'sel', 'amidon de pois', 'arôme naturel']",,,"['Non végétalien', 'Non végétarien']",4,15 g,en quantité modérée,7.3 g,en quantité élevée,0 g,en faible quantité,0.45 g,en quantité modérée,863,-7%,208,-2%,863 kj(208 kcal),-4%,15,-4%,"7,3",+7%,"0,5",-81%,0,-100%,"16,2",+9%,"0,45",-51%,"0,18",-51%,2,-81%,B,-81%,,600 g,"['Frais', 'Plastique', 'sachet']",['Point Vert'],,['Magasins U'],,,,,,,,,,,,,,,
210,Sel de mer la baleine - 500g,3183280000896,['La Baleine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sels', 'Sels marins', 'Sels de table', 'Sels fins']",['France'],"['Sel de mer', 'lodure de Sodium: 15 à 20 mg/kg ', 'exprimés en élément iode', ' antiagglomérant : E 535']",['E535 - Ferrocyanure de sodium'],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98 g,en quantité élevée,?,,0,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,98,+40%,"39,2",+40%,,,,,A,500 g,"['Carton', '500g', 'paquet', 'Etui en carton']",,,"['Super U', 'Magasins U']",50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['France'],Sel de table iodé,,"[""Salin d'Aigues-Mortes""]",,,,
211,Minisel - La Baleine - 125g,3183280012578,['La Baleine'],"['Epicerie', 'Condiments', 'Sels', 'Sels de table']",['France'],"['Chlorure de potassium 66%', 'sel de mer 33%', 'antiagglomérants : carbonate de magnésium', 'E535']",['E535 - Ferrocyanure de sodium'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,,,32.3 g,en quantité élevée,?,,0,,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,,,?,,"32,3",-54%,"12,92",-54%,,,,,B,125 g,['Plastique'],['3 fois moins de sodium'],,"['SImply Market', 'Magasins U']",50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
212,Biobis épeautre choc - Pural - 300g,3184340000542,['Pural'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Allemagne']","[""Farine d'épeautre complète"", ""farine d'épeautre"", 'sucre de canne brut', 'graisse de palme non hydrogénée', 'poudre de cacao fortement dégraissé ', '2,3%', 'amidon de maïs', 'sirop de riz', 'poudre à lever : bicarbonate de sodium', 'sel marin', 'vanille Bourbon']",['E500ii - Carbonate acide de sodium'],['Gluten'],"['Huile de palme', 'Végétalien', 'Végétarien']",3,22 g,en quantité élevée,10 g,en quantité élevée,26 g,en quantité élevée,0.4 g,en quantité modérée,?,,489,+3%,2046 kj(489 kcal),+3%,22,+6%,10,-1%,63,-2%,26,-12%,"7,5",+15%,"0,4",-32%,"0,16",-32%,21,+6%,E,+6%,D,300 g,,"['Bio', 'Végétarien', 'Végétalien', 'Point Vert']",,['Bio14'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,['Huile de palme'],,,
213,Flûtes fromage - Pural - 125g,3184340030303,['Pural'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],"['farine de blé', 'beurre ', '27%', 'fromage ', '10%', 'lait écrémé en poudre', 'sel', 'levure', ""farine de malt d'orge"", 'sucre']",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,26 g,en quantité élevée,17 g,en quantité élevée,3 g,en faible quantité,1.8 g,en quantité élevée,2091,+5%,?,,2091 kj(500 kcal),+7%,26,+31%,17,+214%,52,-12%,3,-23%,13,+31%,"1,8",-10%,"0,72",-10%,20,+30%,E,+30%,B,125g,"['Sachet', 'Plastique']","['Bio', 'Bio européen', 'Agriculture non UE', 'CH-BIO-006', 'Fabriqué en Suisse']",,"['Biocoop', 'Biocoop Caluire']",60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,Biscuits feuilletés au fromage,,,,,,
214,Nouilles aux oeufs - Casino Saveurs d'Ailleurs - 250g,3222472572947,"[""Casino Saveurs d'Ailleurs"", 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles chinoises', 'Nouilles chinoises aux oeufs']","['France', 'Maroc']","['Farine de blé tendre ', '58%', ' - farine de blé dur - oeufs ', '15%', "" - sel - correcteur d'acidité : carbonate de potassium"", 'traces éventuelles de soja', 'lait', 'sesame']",['E501i - Carbonate de potassium'],"['Œufs', 'Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3 g,en quantité modérée,0.7 g,en faible quantité,3.5 g,en faible quantité,0.92 g,en quantité modérée,1517,,358,,1517 kj(358 kcal),+8%,3,+17%,"0,7",+13%,69,+10%,"3,5",+25%,"12,5",+7%,"0,92",+72%,"0,368",+72%,3,,C,,,250 g,['Paquet'],,"['EMB 56185E', 'Quéven (Morbihan, France)']",['Casino'],,,,,,,,,préparation alimentaire à base de farine de blé tendre,,,,,,
215,Houmous - pois chiches et sésame - Casino - 200g,3222472667612,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],"['Pois chiches cuits 50% - huile de colza 20% - eau - pâte de graines de sésame 12% - sel - acidifiant : acide citrique - ail déshydraté - conservateur : sorbate de potassium', 'traces de lait', 'soja', 'céréales contenant du gluten', 'crustacés', 'poissons', 'oeufs', 'céleri', 'moutarde', 'mollusques', 'lupin']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Lait', 'Graines de sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,27 g,en quantité élevée,2.5 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,1325,+20%,320,+22%,1325 kj(320 kcal),+20%,27,+34%,"2,5",+2%,9,-15%,0,-100%,"7,1",+9%,"1,2",+15%,"0,48",+15%,1,-80%,B,-80%,B,200 g,,,,['Casino'],51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,"Préparation à base de purée de pois chiches cuits, d'huile de colza et de pâte de graines de sésame",,,,,,
216,son d'avoine biologique - Casino Bio - 500g,3222475112638,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Avena', 'Avoines']",['France'],"[""son d'avoine issu de l'agriculture biologique"", ' Traces de gluten', 'soja', 'fruits à coque', 'sésame']",,['Avoine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,7.7 g,en quantité modérée,1.4 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,1553,,371,+5%,1553 kj(371 kcal),+5%,"7,7",+12%,"1,4",+31%,57,+8%,"0,9",-68%,13,+7%,0,-100%,0,-100%,-5,,A,,B,500 g,"['Plastique', 'Sachet']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']","['EMB 26313', 'Saint-Marcel-lès-Valence (Drôme, France)']",['Casino'],82.3%,0.0%,8.5%,4.4%,4.8%,0.0%,86,,son d'avoine issu de l'agriculture biologique,,['France'],,,,
217,Gouters parfum chocolat - Casino - 330g,3222475415647,['Casino'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['France'],"['Céréales 51,5% ', 'farines de blé et de seigle', ' - sucre - matières grasses végétales hydrogénées et non hydrogénées ', 'palme', 'coprah', 'colza', ' - sirop de glucose - poudre de cacao maigre 3,9% - lactose - poudres à lever: carbonates de sodium', ""carbonates d'ammonium"", 'diphosphates - lait écrémé et lait entier en poudre - sel - arômes - émulsifiant: lécithines de tournesol - protéines de lait', ""traces d'oeufs""]","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,18 g,en quantité modérée,10 g,en quantité élevée,31 g,en quantité élevée,0.48 g,en quantité modérée,474,-77%,1991,+305%,474 kj(1991 kcal),-77%,18,-23%,10,-15%,70,+12%,31,-5%,"6,3",-4%,"0,48",-13%,"0,192",-13%,15,-30%,D,-30%,D,330 g,['Plastique'],,"['EMB 01072D', 'Ceyzériat (Ain, France)']","['Géant', 'Casino']",84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,15 biscuits aux céréales fourrés parfum chocolat,,,['Huile de palme'],,,
218,Multicéréales bio - Casino Bio - 225g,3222475442964,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']",['France'],"['Céréales 91', '4% ', 'farine de ble* 85% - ble concassé* 1', '8% - farine de seigle* 1', '8% - graines de sarrasin* 1', ""2% - farine d'orge* 1"", '2% - graines de millet* 0', '4%', ' - graines ', 'sesame* 4', '9% - lin* 1', '8%', ' - huile de tournesol* - levure - sucre* - sel - gluten de ble* - agent de traitement de la farine: acide ascorbique', "" *ingrédients issus de l'agriculture biologique"", "" traces d'arachides"", 'de fruits à coque', 'de lait', ""d'oeufs et de soja""]",['E300 - Acide ascorbique'],"['Gluten', 'Graines de sésame']",['Sans huile de palme'],4,9 g,en quantité modérée,1 g,en faible quantité,3.5 g,en faible quantité,1.1 g,en quantité modérée,1707,-0%,405,+0%,1707 kj(405 kcal),+0%,9,+7%,1,-38%,66,-2%,"3,5",-40%,12,+14%,"1,1",-4%,"0,44",-4%,-1,-119%,A,-119%,B,225 g,"['Sachet', 'Plastique']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:palm-oil-free', 'AB Agriculture Biologique']",,['Casino'],64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,Petits pains grillés aux céréales issus de l'agriculture biologique.,,,,,,
219,Velouté 8 légumes BIO - Casino Bio - 1l,3222476464194,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],"['Eau - pommes de terre* 14% - carottes* 14% - purée de tomates reconstituée* 4,7% - céleri-rave* 4,4% - oignons* 4% - choux-fleurs* 4% - crème fraîche* - poireaux* 2,6% - amidon de maïs* - haricots verts* 0,9% - sel - extrait de levure - arôme naturel - arôme naturel de poivre', ""*ingrédients issus de l'agriculture biologique"", ' ']",,"['Céleri', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.1 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en faible quantité,0.65 g,en quantité modérée,188,+18%,45,+15%,188 kj(45 kcal),+15%,"1,1",-29%,"0,7",+16%,"7,5",+58%,"1,3",-30%,"0,8",-6%,"0,65",+1%,"0,26",+1%,2,+49%,B,+49%,B,1 l,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Casino'],25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,"Velouté de légumes variés, issu de l'agriculture biologique",,,,,,
220,Crème de camembert à tartiner - Président - 150g,3228023980063,['Président'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages industriels', 'Fromages fondus']",['France'],"['Camembert président ', '50%', ' ', 'lait', 'lait écrémé reconstitué', 'beurre ', 'lait', 'sels de fonte : E339', 'E452', 'protéines de lait', 'conservateur : E202', 'colorant: E160a']","['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,25 g,en quantité élevée,18 g,en quantité élevée,2 g,en faible quantité,1.6 g,en quantité élevée,1163,+10%,281,+11%,1163 kj(281 kcal),+10%,25,+24%,18,+34%,2,-63%,2,-50%,12,+3%,"1,6",-20%,"0,64",-20%,15,-3%,D,-3%,D,150 g,"['Pot', 'Plastique']",,"['FR 39.300.002 CE', 'Lons-le-Saunier (Jura, France)']",['Magasins U'],79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,Crème de Camembert fondu,,['France'],,,,
221,Café en dosettes - Senseo,3228470065252,['Senseo'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Senseo']",['France'],[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,['Sachet'],"['Agriculture durable', 'en:UTZ Certified']",,['Magasins U'],,,,,,,,,,,,,,,
222,La Pizz - Jambon Emmental - Sodebo - 470g,3242272500056,['Sodebo'],"['Plats préparés', 'Frais', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Réfrigérés', 'Pizza jambon fromage', 'Pizzas fraîches', 'Pizzas jambon emmental']",['France'],"['Pâte fine à pizza ', 'farine de blé', 'eau', 'levure boulangère', 'sel', 'purée de tomates', 'emmental', 'jambon de porc', 'eau', 'mozzarella', 'olives noires avec noyau', ""huile d'olive"", 'farine de blé', 'amidon de maïs', 'lactose', 'dextrose', 'sirop de glucose', 'ferment', 'conservateur : E250', 'gélifiant : E407', 'stabilisant : E451', 'antioxydant : E316', 'sel', 'arôme naturel', 'bouillon de porc', 'plantes aromatiques']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,6.1 g,en quantité modérée,3.6 g,en quantité modérée,2.7 g,en faible quantité,1.7 g,en quantité élevée,841,-9%,?,,841 kj(201 kcal),-9%,"6,1",-10%,"3,6",+6%,24,-13%,"2,7",-8%,11,+5%,"1,7",+21%,"0,68",+21%,8,+1%,C,+1%,C,470 g,"['Frais', 'Film plastique à jeter', 'Support carton à recycler', 'Sous atmosphère protectrice', 'Carton', 'Plastique']","['Point Vert', 'Nutriscore', 'Nutriscore C', 'Eco-Emballages']",,"['Banque alimentaire', 'Cora', 'Leclerc', 'Magasins U', 'Carrefour']",65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,['Porc Origine UE'],"Pizza composée de 40% de pâte fine, 17% de jambon cuit standard et 13% d'emmental",https://www.sodebo.com/produit/pizza-la-pizz-jambon-emmental/,['France'],,,,
223,Sandwich Maxi Simple & Bon ! - Thon Oeuf Salade - Sodebo - 190     g,3242272907350,"['Sodebo', 'maxi simple & bon club']","['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon', 'en:raw-vegetable-sandwiches']",['France'],"['Pain de mie complet farines 51% : ', 'blé', 'fève', 'orge malté torréfiée', 'eau', 'huile de colza', 'son de blé', 'levure boulangère', 'sucre', 'sel', 'vinaigre d’alcool', ' Garniture 49% : thon 31%', 'mayonnaise allégée en matières grasses ', 'huile de colza', 'eau', ""jaune d'œuf"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'amidon de maïs', 'arôme', 'sel', 'poivre', 'œuf 20%', 'salade 17%', 'eau', 'sel', ' ', '% exprimés sur la garniture', 'Ce produit peut contenir des traces de lait et de soja']",,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,1.2 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,1005,+8%,?,,1005 kj(240 kcal),+7%,11,+30%,"1,2",+17%,24,-5%,2,-28%,11,+13%,"1,1",+2%,"0,44",+2%,1,+24%,B,+24%,C,190     g,"['Plastique', 'Film']","['Point Vert', 'Nutriscore', 'Nutriscore A']",,"['Auchan', 'Leclerc']",74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,,"Sandwich au pain de mie complet garni de thon, d'œuf et de salade.",,,,,,
224,Sel de Guérande - Reflets de France - 500g,3245390028587,['Reflets de France'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels de Guérande']",['France'],['Sel marin gris de cuisine'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,?,,0,,0 kj(0 kcal),-100%,0,-100%,0,-100%,9,+3283%,0,-100%,0,-100%,100,+39%,40,+39%,,,,,B,500 g,"['Pot', 'Plastique']",['IGP'],"['EMB 44069B', 'Guérande (Loire-Atlantique, France)']",,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['France'],,https://www.refletsdefrance.fr/produits/epicerie-salee-artisanale/sauces-et-aides-culinaires/sel-de-guerande-igp-moulu-recolte,,,,,
225,Crozets de Savoie au sarrasin - Reflets de France - 400g,3245390065926,['Reflets de France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs', 'Pâtes sèches aux œufs', 'Crozets', 'Crozets de Savoie', 'Crozets au sarrasin']",['France'],"['Semoule de blé dur de qualité supérieure', 'farine de sarrasin 16,9 %', 'œufs frais 14,9 %', 'sel']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,0.25 g,en faible quantité,?,,366,+5%,1531 kj(366 kcal),+5%,3,+29%,"0,8",+63%,70,+2%,"2,5",+19%,13,+6%,"0,25",+44%,"0,1",+44%,-3,,A,,B,400 g,"['Sachet', 'Plastique', 'Sachet']",,,,63.3%,21.1%,6.6%,5.4%,2.9%,0.8%,75,['France'],Spécialité céréalière aux oeufs (4 oeufs frais aux kilos),https://www.refletsdefrance.fr/produits/epicerie-salee-artisanale/pates-riz-et-legumes-secs/crozets-de-savoie-au-sarrasin,"['France', 'Christian Taquard', 'Chambéry']",,,,
226,6 oeufs frais fermiers de poules élevées en plein air - Reflets de France,3245390208538,['Reflets de France'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'en:Labeled-eggs', 'en:Labeled-products', 'Oeufs-label-rouge', 'Produits-label-rouge']",['France'],"['Œufs frais de catégorie A', ' Calibre moyen', ' Œufs de poules élevées en liberté', 'alimentées avec de céréales 65%']",,,['Non végétalien'],,9.86 g,en quantité modérée,1 g,en faible quantité,0.22 g,en faible quantité,0 g,en faible quantité,?,,142,+1%,594 kj(142 kcal),+1%,"9,86",-1%,1,-45%,"0,8",+9%,"0,22",-49%,"12,6",+2%,0,-100%,0,-100%,-4,,A,,B,6 oeufs,"['Boîte', 'Carton']","['Plein air', 'Œufs de poules élevées en plein air', 'Label Rouge']","['FR 72.024.001 CE', 'Bazoge (Sarthe, France)']",['Carrefour Market'],91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['France', 'Pays de Loire']",Oeufs frais,https://www.refletsdefrance.fr/produits/cremerie-artisanale/oeufs/oeufs-frais-bio-poules-elevees-en-plein-air,,,,,
227,La Brique - Carrefour - 200g,3245411692834,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages pasteurisés', 'Fromages industriels']",['France'],"['Lait pasteurisé de vache', 'sel', ""ferments lactiques et d'affinage"", 'présure animale']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,32 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,356,+14%,1490 kj(356 kcal),+16%,32,+24%,23,+28%,1,-30%,"0,5",-55%,16,-9%,"1,4",+2%,"0,56",+2%,15,+6%,D,+6%,C,200 g,"['Frais', 'Barquette', 'Bois', 'Etui carton', 'Papier plastifié', 'Plastique', 'Film', 'Carton']","['Point Vert', 'Fabriqué en France', 'Triman', 'Eco-Emballages']","['FR 56.179.001 CE', 'Pont-Scorff (Morbihan, France)', 'EMB 56179C', 'Pont-Scorff (Morbihan, France)']","['Dia', 'Carrefour']",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,Fromage à pâte molle au lait pasteurisé de vache - 32 % de matière grasse sur produit fini,,"['Fromagerie du Val de Scorff (FVDS) - 16 Rue Camille Claudel - Bellerive - 56620 Pont-Scorff', 'Morbihan', 'Bretagne', 'France']",,,,
