,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,palm_ingredients,generic_name,link,manufacturing,traceability_code,ingredients_origins,brand_owner,origin_detail,producer_info
186,Vitafiber - Myprotein,5055936810198,,['Myprotein'],"['France', 'Allemagne']",['Poule d’isomalto-oligosaccharides'],[],,?,202,845 kj(202 kcal),0,0,96,5,0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Protein Cookie (Cookie & Cream Flavour) - Myprotein,5055936815483,,['Myprotein'],['France'],"['Protéines de Lait', 'Gélatine Hydrolysée', 'Glycérine', 'Huile de Palme', 'Morceaux de Chocolat Blanc ', '8%', ' ', 'Sucre', 'Beurre de Cacao', 'Lait entier en poudre', 'Emulsifiant ', 'Lécithine de Soja', 'Aromatisant', 'Protéines de Soja', 'Sucre', 'Cacao en Poudre faible en matières grasses', 'Céréales de Soja Protéinées ', '3%', ' ', 'Isolat protéique de Soja', ""Farine d'Avoine"", 'Gomme Arabique', 'Poudre à Lever ', 'Bicarbonate de Sodium', 'Crème de Tartre', 'Arôme', 'Sel', 'Édulcorant ', 'Sucralose']","['Huile de palme', 'Non végétalien']",4,?,426,1782 kj(426 kcal),13,"5,2",26,"9,6",50,"0,7","0,28",D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['E428 - Gélatine', 'E422 - Glycérol', 'E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E500ii - Carbonate acide de sodium', 'E336 - Tartrates de potassium', 'E955 - Sucralose']","['Gluten', 'Lait', 'Avoine', 'Soja']",13 g,en quantité modérée,5.2 g,en quantité élevée,9.6 g,en quantité modérée,0.7 g,en quantité modérée,,-10%,-10%,-38%,-49%,-59%,-67%,+669%,+19%,+19%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Riche en protéines'],,['Huile de palme'],,,,,,,,
188,Myprotein Protein Cookie Oatmeal & Raisin,5055936815490,,['Myprotein'],"['France', 'Espagne']",[],[],,?,421,1761 kj(421 kcal),12,"4,6",28,6,50,"0,7","0,28",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,12 g,en quantité modérée,4.6 g,en quantité modérée,6 g,en quantité modérée,0.7 g,en quantité modérée,,-11%,-12%,-42%,-54%,-56%,-80%,+669%,+19%,+19%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,
189,Mybar - Zero - Myprotein,5055936815568,,['Myprotein'],['France'],"['Protéines de lait Isomalto-oligosaccharide', 'Agent de charge ', 'polydextrose', 'Oligofructose', 'Huile de tournesol', 'fèves de cacao', 'protéines de Whey ', 'Lait', 'Farine de riz', 'Poudre de cacao à faible teneur en matières grasses ', '2%', 'Arômes', 'Sel', 'Édulcorant ', 'glycosides de stéviol', ' émulsifiant ', 'lécithine de soja']","['Non végétalien', 'Végétarien']",4,?,311,1301 kj(311 kcal),"9,2","2,2","6,5","3,9",32,"0,57","0,228",,,,"['E1200 - Polydextrose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine']","['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Végétarien'],,,,,,,,,,
190,Myprotein Bio Weizengraspulver,5055936817456,,['Myprotein'],['France'],[],[],,?,254,1063 kj(254 kcal),6,"0,5","4,9","4,6",28,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
191,"Flavdrops, Strawberry, 100ML - MyProtein",5055936827646,,['MyProtein'],['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Impact diet isolate - My Protein,5055936840577,,['My Protein'],['France'],"['Protéine de Lactosérum ', 'Whey', ' ', '90%', ' ', 'Isolat de Protéine de Lactosérum ', 'Whey', ' ', 'Lait', ' [71%', '] Émulsifiant : Lécithine de Soja', 'Concentrat \rde Protéine de Lactosérum ', 'Whey', ' ', 'Lait', ' [19%', 'Arôme ', 'Poudre de Cacao \rdégraissée', 'Édulcorant : Sucralose', 'Arômes', 'Poudre de Tartrate de Carnipure® ', '4%', ' \r', 'L-Carnitine L-Tartrate', 'Bitartrate de Choline ', '1%', 'Extrait de Thé Vert ', '0', '4%', '\rGuarana ', '0', '4%', 'Poudre de graines de Guarana', 'Caféine', 'Colorants ', 'Caramel', '\rExtrait de Guarana', ' \rALLERGENES: Pour la liste des allergènes', 'voir les ingrédients en gras', '\rCe produit peut aussi contenir du gluten et des oeufs']",['Non végétalien'],4,?,376,1573 kj(376 kcal),"2,2","0,9","6,1",1,82,"1,3","0,52",,,,"['E322i - Lécithine', 'E955 - Sucralose', 'E150 - Caramel']","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Kascher', 'en:Orthodox Union Kosher']",,,,,,,,,,
193,"Cocopure, Kokosöl - Myprotein",5055936841390,,['Myprotein'],['France'],"['coconut oil', ' Each tub contains approximatety30 used in CoconpureTM are carefullly harvested from : sh:edded and left to dry in the Sri Lankan sun', 'The fresh coconut purified before being packed into this very tub! USE: Coconut oil is heat stable so it can be used as a direct sb', ' also be used as a raw ingredient for sports drinks or as cn INFORMATION: Store in a cool', 'dry direct sunlight', ' This product is be used alongside an active lifestyle :ced diet', ' Suitable for vegetarians and untry of originsri Lanka']",[],,?,884,3699 kj(884 kcal),100,87,0,0,0,"0,05","0,02",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,100 g,en quantité élevée,87 g,en quantité élevée,0 g,en faible quantité,0.05 g,en faible quantité,,+3%,+3%,+3%,+3%,-100%,-100%,-100%,+865%,+865%,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,
194,Impact whey protein elite - MyProtein,5055936842724,,['MyProtein'],['France'],[],[],,?,395,1653 kj(395 kcal),"7,6",5,6,"4,4",74,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
195,Impact whey protein elite - MyProtein,5055936842748,,['MyProtein'],['France'],[],[],,?,406,1699 kj(406 kcal),"7,1","4,8",7,7,78,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Energy bar elite berry flavour - MyProtein,5055936842816,,['MyProtein'],['France'],[],[],,?,222,929 kj(222 kcal),"5,3","3,5",65,39,13,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Pro. Milk 50 Zero - Myprotein,5055936843059,,['Myprotein'],['France'],"['MILK FROYEIN', ' WHEY PROTEIN FLAVOUR SWEETENER', ' ', ' Water', 'Milk Protein ', '105%', 'Fat - Cocoa Powder ', '2,2%', 'Flavourings Cocoa Powder', 'Lactose [Milk]', 'Whey Concentrate [Milk', ' [0,3%', ""Buttermilk powder L'E"", 'Sweetener ', 'Sucralose', 'Acidity Regulator Phosphate', 'Thickener ', 'Carrageenan', 'LERGENS: For allergens', 'see ingredients INFORMATION: Store in a dry sunlioht', ' Once opened', 'keep refrigerated edceunsume with', 'n 24 hours', ' Contains naturally sugars', 'Guitable for vegetarians,']",['Non végétalien'],4,?,49,205 kj(49 kcal),"0,4","0,3","0,9","0,4",10,"0,02","0,008",D,,"['Produits laitiers', 'Laits']","['E955 - Sucralose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],0.4 g,en faible quantité,0.3 g,en faible quantité,0.4 g,en faible quantité,0.02 g,en faible quantité,,-26%,-25%,-81%,-75%,-85%,-93%,+182%,-84%,-84%,-5,-970%,A,-970%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,
198,Avoine Instantanée - MyProtein,5055936844063,,['MyProtein'],['France'],[],[],,?,384,1607 kj(384 kcal),"7,7","1,4",62,"1,1",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
199,Gluten Free Rolled Oats - Unflavoured - 1KG - Myprotein - 1kg,5055936844087,1 kg,['Myprotein'],['France'],"['ALLERG€NES Peut carterir du soja', 'du lait et des oeu', 's ALLE ', 'JOSAGE SUGGÉRÉ A avprécier 12 matir aven votre Melargez ANBE amplement une mesure g', "" de flocons avec 200 ml d'eau ou de latt et chauffez miru2s a BOT"", ' au mitto-ordes', ' 12 ptnduit âtre chaud ttlFOPMATlONS IMPORTANTES A conserver dars ur endroit trais VIGTIG directe du Ce produit est prévu pour âtre ""ars le 3 tyle vie a2Zf d\'ur alimentaire équilibre', ' Corviar: paur ur regimevégà:arier ZUTATEN - Glutenfreie Haferflocken ', '10Û%J ALLERGENE Karr Soja', 'Mil* urd Ei erthalter', "" VORGESEHENE VEPWENOUNG Sie die Haferflocken zusammen mit Ihren am Morgen Mischen Sie enfach einen Messlàffel [50gJ mit 2û0mi Mil* urd Sie das Garze 2 Miruter ir der Mikrnvejle au' au' eirer BM"", ' W Vorsi±t: Das Produkt wird hei43 =eir gerrat dir ekter Sarrereirstrahlurg lagerr un zusammer mit eirem aktiver Letersstil urd verwerdet zu werder', ' Geeigret Für Vegetarier urd Sir Gluten El ur lugar fresr,o y seco', ' Proteger de la luz salar tzatse dertra cie ura dieta variada y ur estiln de vida']","['Végétalien', 'Végétarien']",,?,366,1531 kj(366 kcal),"6,2",1,61,"1,2",12,"0,02","0,008",,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,
200,Gluten Free Rolled Oats - Unflavoured - 2.5KG - My Protein,5055936844094,,['My Protein'],['France'],"['Flocons sans Gluten ALLERGÈNES', ' Peut cnrtenir du soja', 'du lait et des DOSAGE SUGGÉRÉ A apprécier Ic matin 3/ecsotre acmmçagnement tavorte Mélange simplement une mesure ', '50 g', ' de flocons mec 200 mi ou da tolt ot chauffez pendant 2 minutes à BDO Watts au microtordes Attention t produit peut êtrcdud INFORMATIONS IMPORTANTES: A conserser dars erdfOJt trags et sec', ""à fabn9de la lumière directe du soleils Ce produit est ure careomrré dars 10 style de vie actif et d'un régime atirrert&re et végétalien""]","['Végétalien', 'Végétarien']",,?,366,1531 kj(366 kcal),"6,2",1,61,"1,2",12,"0,02","0,008",,,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,
201,Active women meal prepared replacement - MyProtein,5055936867970,,['MyProtein'],['France'],"['Poudre de Lalt écrémé ', '41%', ' Concentréde Protéine de Whey ', 'Lait', ' [11%', ' [contient8oja', ' Poudre concentrée de matière grasse ', '11%', '[Huile de Graines de Soja raffinée', 'Maltodextrine', 'Protéines de Lait', 'Protéine de Soja ', '10%', 'Concentré ce Poudre de Crème ', '8%', ' ', 'Huile de Noix de Coco reffinée', 'Protéine ce Whey ', 'Lait', 'Protéine de Lait', 'Arôme ', 'Poudre de Jus de Betterave', 'Edulcorant [Sucralose]', 'Arôme nature', 'Matodextrine', 'Inuline', 'Citrate de PotasSium', 'Epaississant ', 'Gomme Xanthane]', 'Acétyl L-Carnitine', 'Phosphate ce Di-Potass um', 'Chlorure de Calcium Dihydraté', 'Pré-mélange de Vitamines et de Minéraux ', 'Acide Folique', 'Vitamine C', 'Niacine', 'Fer', 'Vitamine E', 'Zinc', 'Acide Pantothénique', 'Fluorure', 'Manganèse', 'Vitamine B6', 'Vitamine 82', 'Vitamine B1', 'Cuivre', 'Vitamine A', 'lode', 'Vitamine K', 'Sélénium', 'Molybdène', 'Biotine', 'Chrome', 'Vitamine 0', 'Vitamine B12', ' Oxyde de Magnésium', ' ALLERGÈNES: Pour les allergènes', 'voir ingrédients en gras', ' Peut ton et ouf DOSAGE SUGGÉRÉ Aiouter 51g ', '1arande mesure et 212 de grande mesurelà']",['Non végétalien'],4,?,403,1686 kj(403 kcal),13,"6,3",34,24,36,"1,2","0,48",,,['pt:Batidos'],"['E955 - Sucralose', 'E415 - Gomme xanthane', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",['Lait'],13 g,en quantité modérée,6.3 g,en quantité élevée,24 g,en quantité élevée,1.2 g,en quantité modérée,,,,,,,,,,,16,,D,,,,,,,,,,,,,,,,,,,
202,Myprotein Active Women Kollagen & Kokosnuss,5055936868090,,['Myprotein'],['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Vegan Protein Bar - MyProtein - 50g,5055936868533,50 g,['MyProtein'],"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",,?,451,1887 kj(451 kcal),23,"8,9",32,12,24,"0,38","0,152",,['Item'],['es:vegano'],,,23 g,en quantité élevée,8.9 g,en quantité élevée,12 g,en quantité modérée,0.38 g,en quantité modérée,,,,,,,,,,,16,,D,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
204,Calcium & vitamin D3 - MyProtein,5055936868823,,['MyProtein'],['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,['Plastique'],['Compléments alimentaires'],,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,Calcium et vitamine D3,,,,,,,
205,Whole fuel - Myprotein,5055936868939,,['Myprotein'],"['France', 'Espagne']","['Farine d’Avoine ', '41%', 'Isolat de proteine de Pois ', '23%', 'Crème végetale ', 'Huile de Tournesol', 'Emulsifiants ', ""Gomme d'Acacia"", 'Lécithine de Tournesol', 'Sirop de riz Brun', 'Aromatisant Naturel', 'Agent antiagglomérant ', 'Dioxyde de Silicone', ' Antioxydant ', 'Alpha-Tocopherol', 'Protéine de Riz Brun ', '6%', 'Arome Vanille Naturelle ', 'Aromatisants', 'Édulcorant: Sucralose', ' graine de lin en poudre ', '5%', 'Phosphate de Potassium', 'Calcium', 'Emulsifiant ', 'Gomme de Xanthanel', ' Mélange de Minéraux et de Vitamines ', 'Maltodextrine', 'Vitamine C', 'Zinc', 'Fer', 'Vitamine E', 'Niacine', 'Sélénite de Sodium ', 'Vecteur: Carbonate de Calcium', 'Vitamine A', 'Cuivre', 'Manganèse', 'Acide Panthoténlque', 'Biotine ', 'vecteur  Maltodextrine', ' Chrome ', 'Vecteur Carbonate de Calcium', 'Acide Folique ', 'Vecteur: Maltodextrinel', ' Vitamine K ', 'Ergocalciféroll', 'Vitamine B6', 'Vitamine B12 ', 'Vecteur: Maltodextrine', 'Vitamine K', 'Iodate de Potasstum ', 'Vecteur', ' Citrate de Sodium', 'Thiamine', 'Molybdène ', 'Vecteur: Maltodextrioe', ' Riboflavine', ""Poudre d'Inuline"", 'Magnesium', 'Épaississant ', 'Gomme de Guar']",[],4,?,436,1824 kj(436 kcal),13,"1,5",44,4,30,"0,8","0,32",,,['Compléments alimentaires'],"[""E414 - Gomme d'acacia"", 'E322i - Lécithine', 'E307 - Alphatocophérol', 'E955 - Sucralose', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E412 - Gomme de guar']",['Avoine'],13 g,en quantité modérée,1.5 g,en quantité modérée,4 g,en faible quantité,0.8 g,en quantité modérée,,+50%,+51%,+107%,-40%,+130%,-44%,-12%,+44%,+44%,-1,-115%,A,-115%,,,,,,,,,,,,,,,,,,
206,Whole fuel (chocolat) - MyProtein,5055936868960,,['MyProtein'],['France'],[],[],,?,425,1778 kj(425 kcal),13,"1,9",42,"0,9",30,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Oats & Whey Flapjack - My Protein,5055936872295,,['My Protein'],['France'],"[""Mélange d'Avoine [40%"", "" [Flocons d'Avoine"", ""Avoine Grillée et Maltée [Flocons d'Avoine Entiers"", 'Huile de palme', ""Extrait de Malt d'Orge"", 'Mélange de Protéines ', '16%', ' [Protéine de Lait', 'Concentrat de protéine de Whey ', 'Lait', 'Humectants [Glycerol', 'Maltitoll Collagène Hydrolysé', 'Glacage aromatisé au Chocolat au Lait [8%', ' [Edulcorants ', 'Isomalt', 'Sucralose', 'Huile de Palme Non-Hydrogénée et de Palmiste', 'Poudre de Whey ', 'Lait', 'Cacao en Poudre Maigre', 'Farine de Blé Enrichie ', 'Farine de Blé', 'Carbonate de Calcium', 'Fer', 'Niacine', 'Thiamine', 'Emulsifiants [Lécithine de Soja', 'EL1761 Arôme Naturel', 'Isomalto-01igosaccharides', 'Arachides Concassées', 'Arôme', 'Huile de Colza', 'Sel', 'Colorant ', 'Caramel Ordinaire', 'antioxydant [mélange de tocophérols naturels', ' Attention : Une consommation excessive peut avoir des effets laxatifs', ' Ne convient pas aux diabétiques', ' ALLERGÈNES: Pour les allergènes', 'incluant les céréales contenant du gluten', 'voir les ingrédients en gras', "" Peut également contenir des traces d'oeuf"", 'fruits à coques et dioxyde de souffre', ""INFORMATIONS IMPORTANTES: A conserver dans un endroit sec et frais à l'abri de la lumière directe du soleil"", ' Ce produit ne doit pas être utilisé comme substitut à un régime varié', "" A consommer dans le cadre d'un régime équilibré et d'un mode de vie sain"", ' Non approprié aux végétariens']","['Huile de palme', 'Non végétalien']",4,?,365,1527 kj(365 kcal),11,"3,9",44,"4,4",26,"0,64","0,256",,,,"['E422 - Glycérol', 'E953 - Isomalt', 'E955 - Sucralose', 'E322i - Lécithine', 'E150a - Caramel E150a', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Une consommation excessive peut avoir des effets laxatifs'],,['Huile de palme'],,,,,,,,
208,"Myprotein Pro Bar Elite, Toffee Vanilla, 12 X - 840g",5055936872349,840 g,['Myprotein'],['France'],[],"['Non végétalien', 'Non végétarien']",,?,338,1414 kj(338 kcal),"9,5","6,6",34,"3,8",37,"0,4","0,16",,['12 bars'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,9.5 g,en quantité modérée,6.6 g,en quantité élevée,3.8 g,en faible quantité,0.4 g,en quantité modérée,,-9%,-9%,-27%,+12%,+4%,-71%,+26%,-18%,-18%,6,-42%,C,-42%,,,,,,,,"['Non végétarien', 'Pur beurre']",,,,,,,,,,
209,"Myprotein Pro Bar Elite, Caramel Hazelnut, 12 X",5055936872356,,['Myprotein'],['France'],"['Protein Blend ', '22%', ' [Whey Protein Concentrate Milk Humectants [Glycerol', 'Maltitoll Milk Chocolates Flavoured Coating ', 'ILI%', ' ', 'Sweeteners ', 'Isomalt', 'Sucralosel Non-Hydrogenated Palm and Palm Kernel Oil', 'Whey Powder [Milk', 'Fat Reduced Cocoa Powder', 'Fortified Wheat Flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Emulsifiers ', 'Soya Lecithin', 'EA76', 'Flavouring]', 'Hydrolysed Collagen', 'Sugar Free Caramel ', '10%', ' ', 'Sweeteners [Maltitol', 'Maltitol Syrup', 'Skimmed Milk Powder', 'Coconut Cil', 'Bamboo Fibre', 'Milk Fat', 'Humectant ', 'Sorbitol', 'Flavouring', 'Emulsifier [EL171', 'Acid [Citric Acid', 'Salt', 'Preservative ', 'E202', 'Soya Protein Isolate', 'Fructo-ûligosaccharides', 'Water', 'Roasted Nibbed Hazelnuts ', 'Nuts', ' ', 'LIO/O', 'Rapeseed Cil', 'Flavouring', 'Salt', 'Sweetener [Sucralose]', 'Antioxidant [Natural Mixed Tocopherols', ' Warning: Excessive consumption may cause a laxative effect', ' ALLERGENS: For allergens', 'including cereals containing gluten', 'see ingredients in bold', 'May also contain barley', 'oatSJ eggs', 'peanuts and sulphur dioxide', ' SUGGESTED USE: Consume as a high protein snack throughout the day or in between meals tsuch like between breakfast and lunch or a mid-afternoon nutritious feed', ' to increase your daily protein intake', 'IMPORTANT INFORMATION: Store in a cool', 'dry place away from direct sunlight', ' This product is intended to be used alongside an active lifestyle and a balanced diet', 'Not suitable for vegetarians', 'THEHUTGROUP Meridian House', 'Cheshire', 'UK', 'CWB 7RA', ' 6037960']","['Non végétalien', 'Non végétarien']",4,?,348,1456 kj(348 kcal),11,6,32,"5,3",37,"0,54","0,216",,,,"['E422 - Glycérol', 'E953 - Isomalt', 'E965 - Maltitol', 'E965ii - Sirop de maltitol', 'E420 - Sorbitol', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Non végétarien'],,,,,,,,,,
210,"Myprotein Pro Bar Elite, Toffee Vanilla (Sample), 70G",5055936873650,,['Myprotein'],['France'],[],[],,?,231,967 kj(231 kcal),"6,5","4,3",24,"2,3",26,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"High Protein Bar, Vanilla - Myprotein - 80g",5055936873742,80 g,['Myprotein'],"['France', 'Grèce', 'Royaume-Uni']","['Protein Blend ', '23%', ' ', 'Milk Protein', 'whey Protein Concentrate ', 'Milk', 'Humectants ', 'Glycerol', 'Maltitol', 'Milk Chocolate Flavoured coating ', '14%', ' ', 'Sweeteners ', 'Isomalt', 'Sucralose', 'No-hydrogenated Palm and Palm Kernel Oil', 'Whey Powder ', 'Milk', 'Fat Reduced Cocoa Powder', 'Fortified Wheat flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'niacin', 'thiamin', 'Emulsifiers ', 'Soya Lecithin', 'E476', 'natural Flavouring', 'Hydrolysed Collagen', 'Fructo-oligosaccharides', 'Soya Protein Isolate', 'Bulking Agent ', 'polydextrose', 'Flavouring', 'Rapeseed oil', 'Salt', 'Sweetener ', 'Sucralose', 'Antioxidant ', 'Natural Mixed Tocopherols']","['Non végétalien', 'Non végétarien']",4,?,328,1372 kj(328 kcal),"7,9","5,1",29,"4,7",38,"0,7","0,28",,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['E422 - Glycérol', 'E965 - Maltitol', 'E953 - Isomalt', 'E955 - Sucralose', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E1200 - Polydextrose', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Soja']",7.9 g,en quantité modérée,5.1 g,en quantité élevée,4.7 g,en faible quantité,0.7 g,en quantité modérée,,-12%,-11%,-39%,-14%,-11%,-65%,+30%,+43%,+43%,8,-22%,C,-22%,,,,,,,,"['Peu ou pas de sucre', 'Peu de sucre', 'Riche en fibres']",['Myprotein'],,,http://www.myprotein.com,['United kingdom'],['0924581'],,,,
212,"Myprotein Protein Brownie Mix, Schokolade - My Protein",5055936873957,,"['My Protein', 'Myprotein']",['France'],[],[],,?,357,1494 kj(357 kcal),10,4,33,"1,8",33,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Benecol à tartiner - Au beurre - 225gr,5055940100179,225 gr,['Au beurre'],"['Belgique', 'France']",[],[],,?,538,2251 kj(538 kcal),59,17,"0,8","0,8","0,5","0,3","0,12",,,"['Matières grasses', 'Matières grasses animales', 'Matière grasse de beurre']",,,59 g,en quantité élevée,17 g,en quantité élevée,0.8 g,en faible quantité,0.3 g,en quantité modérée,,-16%,-14%,-15%,-61%,-0%,+50%,-13%,-52%,-52%,11,-41%,D,-41%,,,,,,,,,['Delhaize'],,,,,,,,,
214,"Nuts About Whey, Chocolate - Bulkpowders",5055950600089,,['Bulkpowders'],['France'],[],[],,?,538,2251 kj(538 kcal),35,"4,4","8,2","4,5",53,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,High protein snack bar chocolate orange - Active foods,5055950600225,,['Active foods'],['France'],[],[],,?,308,1289 kj(308 kcal),"7,6","5,4",29,"4,6",31,"0,15","0,06",,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,7.6 g,en quantité modérée,5.4 g,en quantité élevée,4.6 g,en faible quantité,0.15 g,en faible quantité,,-17%,-17%,-42%,-8%,-11%,-65%,+6%,-69%,-69%,4,-61%,C,-61%,,,,,,,,,,,,,,,,,,
216,Active seasonings garlic & herb,5055950600584,,,['France'],[],[],,?,396,1657 kj(396 kcal),"7,8","0,5",65,"31,7","16,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Chocolate whey balls - Bulk powder,5055950600874,,['Bulk powder'],['France'],[],[],,?,480,2008 kj(480 kcal),"19,2","11,5","54,6","42,1","19,4","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
