,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,labels,traceability_code,markets,allergens,nova_score,additives,eco_score,packaging,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,origin_detail,producer_info
467,Waffel-Röllchen - Kaufland Classic - 400g,4337185596506,['France'],"['Zucker', 'Weizenmehl', 'pflanzliche Fette ', 'Kokos', 'Palm', 'Molkenerzeugnis', 'Haselnüsse ', '7 %', 'fettarmes Kakaopulver ', '5 %', 'Stärke', 'Palmöl', 'Magermilchpulver', 'Sorbit', ' Eigelbpulver', 'Speisesalz', 'natürliches Aroma']",[],2024,482,2024 kj(482 kcal),20,13,71,56,"4,3","0,09","0,036",400g,['de:Waffeln mit Haselnuss-Kakao-Creme'],20 g,en quantité modérée,13 g,en quantité élevée,56 g,en quantité élevée,0.09 g,en faible quantité,,,,,,,,,,,24,,E,,['Kaufland Classic'],,,,,,,,,,,,,,,,,,,,,,
468,Pomme de la vallee de la Garonne,3701002405226,['France'],[],[],?,80,335 kj(80 kcal),"0,5","0,1",19,16,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,42269854,42269854,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Pizza - Lidl,4056489277941,['France'],[],[],?,247,1033 kj(247 kcal),"9,6","4,6","28,4","1,6","10,8","1,12","0,448",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",9.6 g,en quantité modérée,4.6 g,en quantité modérée,1.6 g,en faible quantité,1.12 g,en quantité modérée,,+8%,+8%,+15%,+17%,+6%,-46%,+5%,-10%,-10%,11,+42%,D,+42%,"['Lidl', 'Toque du Chef']","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,
471,Yaourts aromatises - Les 4 Pis,3701002405011,['France'],[],[],?,62,259 kj(62 kcal),"0,6","0,6",10,10,"3,4","0,12","0,048",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache']",0.6 g,en faible quantité,0.6 g,en faible quantité,10 g,en quantité modérée,0.12 g,en faible quantité,,-32%,-32%,-78%,-66%,-19%,-15%,-4%,+5%,+5%,0,-100%,B,-100%,['Les 4 Pis'],,,,,,,B,,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,,,,,,
472,Arancia Bionda - Santal,8002580004302,['France'],[],[],?,40,167 kj(40 kcal),0,0,"9,4","9,4",0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",0 g,en faible quantité,0 g,en faible quantité,9.4 g,en quantité élevée,0 g,en faible quantité,,+3%,+2%,-100%,-100%,+4%,+10%,-100%,-100%,-100%,13,+29%,E,+29%,"['Santal', 'Parmalat']",,,,,,,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
473,Pop corn,7612562284632,['France'],[],[],?,530,2218 kj(530 kcal),28,"16,6","62,1",55,"4,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Tripoux,3503110000139,['France'],[],[],?,119,498 kj(119 kcal),"5,9","2,95","0,71","0,52","15,79","1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Pesto Rosso Tomates Séchées et Fromages,8001310810800,['France'],[],[],?,1474,6167 kj(1474 kcal),32,9,9,9,6,"2,6","1,04",,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",32 g,en quantité élevée,9 g,en quantité élevée,9 g,en quantité modérée,2.6 g,en quantité élevée,,+308%,+311%,-4%,+83%,+7%,+61%,+49%,+26%,+26%,29,+82%,E,+82%,,,,,,,,C,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,
476,Cordon à la normande - Maître Coq - 200g,3230890050190,['France'],"['Viande de poulet traitée en salaison 53% ', 'viande de poulet 25% ', 'origine: France', 'eau', 'peau de poulet', 'protéines de soja', 'amidon transformé Informations de manioc', 'fibre de blé', 'arôme naturel', 'sel', 'panure ', 'chapelure ', 'farine de blé', 'sel', 'levure', 'épices', 'farine de blé', 'sel', 'arôme naturel', 'Camembert fondu nutritionnelles 10% ', 'Comembert ', 'lait', ' 3%', 'eau', 'beurre', 'fromages', 'amidons transformés', 'protéines de lait', 'lait écrémé en poudre', 'lactosérum ', 'lait', 'gélifiant : Energie carraghénanes', 'sauce à la Normande 10% ', 'eau', 'jambon de dinde 2', '2% ', 'viande de dinde', 'eau', 'sel', 'dextrose', 'protéines de pois', 'arôme naturel', 'Emmental ', 'lait', 'champignons de Paris 1%', 'lait', 'gélatine de bæuf', 'amidon transtarmé de manioc', 'huile de colza', 'arômes naturels ', 'contient gluten', 'lait', 'crème', 'suro me de champignon', 'gélifiant: carraghénanes', 'épaissis sorbate de potassium', ""jus concentré d'oignons"", 'huile de tournesol']","['Non végétalien', 'Non végétarien']",?,235,983 kj(235 kcal),14,"3,3",16,"2,3",10,"1,016","0,406",200 g,['B'],14 g,en quantité modérée,3.3 g,en quantité modérée,2.3 g,en faible quantité,1.02 g,en quantité modérée,,+73%,+74%,+132%,+84%,+7%,-30%,+78%,+40%,+40%,4,+56%,C,+56%,['Maître Coq'],"['Viande Française', 'Nutriscore', 'Volaille-francaise']","['FR 85.233.001 CE', 'Saint-Jean-de-Beugné (Vendée, France)']",['Inouiy'],"['Gluten', 'Lait']",4,"['E14XX - Amidons modifiés', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,['carton plastique'],,,,,,,,,,,,,,
477,Sauce zu braten,8711327405158,['France'],[],[],?,34,142 kj(34 kcal),1,"0,6","5,5","0,6","0,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"Mijoté haricots verts, tomates & persil",3229820800837,['France'],[],[],?,51,213 kj(51 kcal),"2,6","0,3","4,4","3,9","1,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,RISOTTO A LA TRUFFE D'ETE,3144550016191,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Délicieuses madeleines,3260260090907,['France'],[],[],?,100,418 kj(100 kcal),22,14,54,29,6,"0,7","0,28",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,14 g,en quantité élevée,29 g,en quantité élevée,0.7 g,en quantité modérée,,-77%,-77%,-4%,+102%,+2%,+5%,+6%,-14%,-14%,20,+9%,E,+9%,,,,,,,,B,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,
481,Spiruline crue - Akal Food - 100g,3760246000314,['France'],[],[],?,348,1456 kj(348 kcal),"6,3",3,"9,1","3,3",60,"1,6","0,64",100 g,"['Compléments alimentaires', 'Spiruline']",6.3 g,en quantité modérée,3 g,en quantité modérée,3.3 g,en faible quantité,1.6 g,en quantité élevée,,+39%,+37%,+72%,+134%,-12%,+373%,+21%,+39%,+39%,13,+166%,D,+166%,['Akal Food'],['Ecocert'],,,,,,E,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
482,Pizza 4 fromages bio,3664042005262,['France'],[],[],?,285,1192 kj(285 kcal),12,"6,6",32,"2,4",14,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
483,Caramel fleur de sel,3483130007236,['France'],[],[],?,396,1657 kj(396 kcal),44,24,35,12,"0,9","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Taureau aile riz basmati himalaya kg - 1000g,3038359010194,['France'],"['Riz basmati long grain naturellement parfumé', ' Origine du riz : Himalaya']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1495,352,1495 kj(352 kcal),"0,8","0,3",77,"0,4",9,0,0,1000 g,,,,,,,,,,,,,,,,,,,,,,,,['Taureau aile'],['Point Vert'],,,,,,,['Enveloppe'],,,,,,,,,,Riz basmati long grain naturellement parfumé,,,,
485,Thé vert bio de Corée au yuzu - terre d'Oc - 80g,3700324433535,['France'],"['Thé vert Daejak *', 'Corée du Sud', ' 75%', 'extrait de yuzu* 8%', 'morceaux de citron*', 'extrait de citron*', 'extrait de limette*', "" *Ingrédient issu de l'agriculture biologique""]",[],?,?,,?,,?,,?,,,80g,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,"[""terre d'Oc""]",['Bio'],,,,,,A,['métal'],66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
486,HALVA,5941164002149,['France'],[],[],?,549,2297 kj(549 kcal),"38,5","4,4","32,6","29,9","12,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"Lait Le Petit Vendéen, Demi-écrémé",3175310002758,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,+2%,-1%,-0%,0%,-2%,-9%,-9%,0,,B,,,,,,,,,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
488,rôti de porc rôti,3527591810315,['France'],[],[],?,133,556 kj(133 kcal),"5,3","2,15",11,"0,55","20,3",18,"7,2",,"['Viandes', 'Porc', 'Rôtis de porc']",5.3 g,en quantité modérée,2.15 g,en quantité modérée,0.55 g,en faible quantité,18 g,en quantité élevée,,-8%,-7%,+5%,+3%,+1246%,-12%,-9%,+947%,+947%,13,+82%,D,+82%,,,,,,,,E,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,
489,Fon de veau,7613039831014,['France'],[],[],?,0,0 kj(0 kcal),"2,5","0,5","65,2","13,6","8,4","16,8","6,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Carottes râpées - Pierre Martinet - 200g,3281780894974,['France'],"['Carottes 80%', 'eau', 'huile de colza', ' ciboulette déshydratée', 'épices', 'jus de citron à base de concentré', 'moutarde ', 'eau', 'graines al de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", ""jus d'orange concentré"", 'extrait de g citron', 'sel', 'amidon transformé', 'épaississant : 9 gomme xanthane', 'conservateur : sorbate de 9potassium', ' 8g']",[],?,79,331 kj(79 kcal),"5,2","0,4","5,6",5,"1,1","0,88","0,352",200g,"['Plats préparés', 'Légumes préparés', 'Carottes râpées', 'Crudités avec assaisonnement']",5.2 g,en quantité modérée,0.4 g,en faible quantité,5 g,en quantité modérée,0.88 g,en quantité modérée,,+3%,+4%,+12%,-1%,-6%,+2%,+25%,+42%,+42%,2,+267%,B,+267%,['Pierre Martinet'],,,['Casino'],['Moutarde'],4,['E14XX - Amidons modifiés'],B,['Plastique'],62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,http://www.martinet.fr,,,
491,Vigne Rouge Feuilles Bio,3374010110538,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
492,Pot Häagen-Dazs blueberry & cream,12137000,['France'],[],[],?,245,1025 kj(245 kcal),"16,1","9,9","20,7","18,5",4,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,BEYOND MINCE - Beyond Meat - 300g,1230000068154,"['France', 'Espagne']","['Protéine de pois ', '16%', 'huile de colza', 'huile de noix de coco', 'protéine de riz', 'arôme', 'beurre de cacao', 'levure déshydratée', 'stabilisant ', 'méthycellulose', 'fécule de pomme de terre', 'extrait de pomme', 'sel', 'chlorure de potassium', 'vinaigre de maïs', 'jus de citron concentrée', 'émulsifiants ', 'lécithine de tournesol', 'colorant ', 'rouge de betterave', 'maltodextrine', 'extrait de grenade']",[],?,246,1029 kj(246 kcal),17,"5,7","6,9",0,15,"0,75","0,3",300 g,['en:Viande Végétale'],17 g,en quantité modérée,5.7 g,en quantité élevée,0 g,en faible quantité,0.75 g,en quantité modérée,,,,,,,,,,,11,,D,,['Beyond Meat'],,,,,,,,['Sous-vide'],,,,,,,,,,Viande Végétale,,,,
494,Oreo joy fill,7622201127732,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Granarolo zenza lattosio,8002670163179,['France'],[],[],?,41,172 kj(41 kcal),1,"0,8","4,9","4,9","3,1","0,1","0,04",,"['Produits laitiers', 'Laits', 'Laits sans lactose']",1 g,en faible quantité,0.8 g,en faible quantité,4.9 g,en faible quantité,0.1 g,en faible quantité,,-31%,-19%,-32%,-15%,+0%,+4%,-4%,-8%,-8%,0,-100%,B,-100%,['Granarolo'],['Sans lactose'],,,,,,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
496,Sauce poivre,3683080541549,['France'],[],[],?,149,623 kj(149 kcal),14,"9,1","4,2","1,8","1,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Yogurt bianco magro - Conad,8003170044623,['France'],[],[],?,41,172 kj(41 kcal),"0,1",0,"5,6","4,6","4,3","0,11","0,044",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",0.1 g,en faible quantité,0 g,en faible quantité,4.6 g,en faible quantité,0.11 g,en faible quantité,,-43%,-42%,-97%,-100%,+15%,+4%,+4%,-8%,-8%,-1,-277%,A,-277%,['Conad'],,,,,,,B,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,
498,Orange carroyte citron - Monoprix Bio,3350033719354,['France'],[],[],?,32,134 kj(32 kcal),0,0,8,8,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,,,,-30%,-30%,-100%,-100%,-25%,-18%,-100%,,,,,,,['Monoprix Bio'],['Bio'],,,,,,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
499,Boulettes de bœuf,3265980790618,['France'],[],[],?,255,1067 kj(255 kcal),20,"8,1","2,6","0,9",15,"1,4","0,56",,"['Viandes', 'Bœuf']",20 g,en quantité modérée,8.1 g,en quantité élevée,0.9 g,en faible quantité,1.4 g,en quantité modérée,,+42%,+42%,+106%,+104%,+145%,+106%,-25%,+26%,+26%,17,+224%,D,+224%,,,,,,,,,,,,,,,,,,,,,,,
500,Soupe courgette et chèvre - Ferme d'Anchin,3490215000112,['France'],[],[],?,36,151 kj(36 kcal),"1,7","1,1","3,5","1,3","1,4","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,"[""Ferme d'Anchin""]",,,,,,,,,,,,,,,,,,,,,,
501,Ketchup,5601256305212,['France'],[],[],?,?,,?,,?,,?,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Cookies chocolat noir et cacao,3770006165153,['France'],"['Beurre* ', 'FR', 'farines* ', 'maïs*', 'riz*', ' ', 'FR', 'sucre de canne roux*° ', 'non UE', ' chocolat noir à 60%*° ', '15%', ' ', 'pâte de cacao*', ' sucre de canne blond*', 'beurre de cacao*', 'extrait de vanille*', ' ', 'non UE', 'fécule de pomme de terre* ', 'UE', ""poudre d'amandes* "", 'UE', 'œufs* ', 'FR', 'poudre de cacao*° ', '2,3%', ' ', 'non UE', 'psyllium* ', 'non UE', 'sel fin de Guérande ', 'FR', 'poudre à lever : bicarbonate de sodium ', 'FR']",['Non végétalien'],?,521,2180 kj(521 kcal),31,18,53,25,"4,9","0,6","0,24",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",31 g,en quantité élevée,18 g,en quantité élevée,25 g,en quantité élevée,0.6 g,en quantité modérée,,+6%,+6%,+32%,+53%,-15%,-23%,-25%,+9%,+9%,23,+7%,E,+7%,,,,,"['Œufs', 'Lait']",3,['E500ii - Carbonate acide de sodium'],D,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,
503,Falafel de lentilles jaunes - l'atelier V - 224g,3760253460477,['France'],"['Lentille jaune* origine France 40 %', 'courge musquée ', 'variété butternut', '* 20 %', 'pois chiche* origine France', 'huile de coco désodorisée*', 'graines de sésame noir* 5,9 %', 'graines de sésame* grillées', ""huile d'olive vierge extra*"", 'sel de Guérande', 'ail* 0,2 %', 'poivre de Timut* 0,2 %', 'poivre*', "" * Ingrédient issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",1122,270,1122 kj(270 kcal),17,"9,5",23,"2,4","9,4","0,94","0,376",224 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses']",17 g,en quantité modérée,9.5 g,en quantité élevée,2.4 g,en faible quantité,0.94 g,en quantité modérée,+77%,+46%,+48%,+256%,+1140%,+35%,+18%,-11%,+80%,+80%,11,,D,,"[""l'atelier V""]","['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique', 'EVE Vegan']",,['Biocoop'],,3,,,"['étui carton  film plastique', 'Etui en carton']",,,,,,,,['Union Européenne et Non Union Européenne'],['Bretagne'],,,,,
504,Lait demi écrémé,3760043166664,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,-2%,-2%,+2%,-1%,-0%,0%,-2%,-9%,-9%,0,,B,,,,,,,,,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
505,Perles de sucre rose métallisé,8718274812428,['France'],[],[],?,395,1653 kj(395 kcal),"0,1","0,1","98,5","94,4","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Emmental râpé - La Vie Claire - 400g,3266191053387,['France'],"['Lait cru', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1606,387,1606 kj(387 kcal),31,20,"0,5","0,5",27,"0,6","0,24",400 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",31 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,+4%,+4%,+3%,+7%,+2%,-45%,+24%,-1%,-21%,-21%,11,-8%,D,-8%,['La Vie Claire'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['FR 52.332.001 CE', 'Val-de-Meuse (Haute-Marne, France)']",,['Lait'],3,,B,"['Sachet', 'Plastique']",82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['France'],['France'],,,,,
507,Fresh,4056489191582,['France'],[],[],?,150,628 kj(150 kcal),0,0,63,0,0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Scary Eyeballs,8719831324705,['France'],[],[],?,347,1452 kj(347 kcal),0,0,"77,7",14,"7,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Croq' gaufre - 3 fromages,3388340050105,['France'],[],[],?,223,933 kj(223 kcal),11,"6,2",20,"1,6",11,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,"Le bento quinoa, légumes et lait de coco, pois chiches, coriandre et curcuma - Karine & Jeff - 360g",3760052239779,['France'],"['Eau pure du parc régional du Haut - Languedoc', 'carottes* ', '13% France', 'courgettes* ', '13%', ' quinoa* ', '13%', 'tomates* ', '13% France', 'poireau* ', '7,5% France', 'lait de coco* ', '6,3% extrait de noix de coco*', 'eau', 'pois chiches* ', '3,8% Sud-Ouest', 'huile de tournesol première pression A froid* ', 'Sud-Ouest', 'sel de Guérande garanti Nature & Progrès', 'jus de citron*', 'coriandre* ', '0,1%', 'curcuma* ', '0,1%', 'gingembre*', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",[],?,101,423 kj(101 kcal),"4,1","1,4",12,"2,2","3,1","0,54","0,216",360 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Aliments et boissons à base de légumes', ""Plats préparés d'origine végétale"", 'Plats à base de quinoa', 'Legumes-cuisines']",4.1 g,en quantité modérée,1.4 g,en faible quantité,2.2 g,en faible quantité,0.54 g,en quantité modérée,,+33%,+32%,+45%,+155%,+61%,-13%,+22%,-17%,-17%,1,,B,,['Karine & Jeff'],"['Bio', 'Ecocert', 'Bio européen', 'Sans arômes artificiels', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Edition limitée', 'Fabriqué en France', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans conservateurs']",,['Biocoop Caluire'],,3,,,['bocal verre'],,,,,,,,,"['France', 'Revel']","plat cuisiné à base de céréales, légumes et épices",https://www.karinejeff.fr/,,,
511,Croco baby - Haribo,3103220086148,['France'],[],[],?,304,1272 kj(304 kcal),"0,5","0,1",62,35,"6,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,['Haribo'],,,,,,,,['Sachet en plastique'],,,,,,,,,,,,,,
512,Pecatonka - jean Hervé - 350g,3390390008388,['France'],"['Noix de pécan* 50 %', 'Noix de cajou\' 0 Seché à l\'air chaud - Broyé à la meule à basse tempéralture Sucre de canne roux"" issu du commerce équitable *Issu de l\'agriculture biologiae Fève tonka*o']",[],2708,655,2708 kj(655 kcal),"54,2","6,9",23,"14,7","13,3","0,01","0,004",350 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",54.2 g,en quantité élevée,6.9 g,en quantité élevée,14.7 g,en quantité élevée,0.01 g,en faible quantité,+25%,+25%,+24%,+68%,-15%,-54%,-66%,+114%,-95%,-95%,11,-46%,D,-46%,['jean Hervé'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Biocoop'],['Fruits à coque'],,,,['Verre'],,,,,,,,['France'],['France'],,,,,
513,American Garden Us Peanut Butter Creamy,0717273501546,['France'],[],[],?,180,753 kj(180 kcal),15,3,8,4,7,"12,5",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Ossau-iraty - Sélection du fromager - 117g,2232070002327,['France'],[],[],?,422,1766 kj(422 kcal),35,25,?,"0,5",?,4,"1,6",117g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",35 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,,0%,+0%,-3%,+1%,,+71%,,+126%,+126%,,,,,['Sélection du fromager'],['AOP'],,,,,,E,,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,
515,Les Galipettes,3700416202476,['France'],[],[],?,533,2230 kj(533 kcal),31,11,51,47,"9,6","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,levure de bière - gerblé - 150g,03570506,['France'],[],[],?,?,,?,,?,,?,,,150g,"['Compléments alimentaires', 'Vitamines']",,,,,,,,,,,,,,,,,,,,,,,['gerblé'],,,['Carrefour'],,,,,['Carton'],,,,,,,,,,,,,,
517,8719874193047,8719874193047,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Herbe de blé en poudre,0705632865408,['France'],[],[],?,25,105 kj(25 kcal),"5,8","0,5","4,9","4,6",28,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Vitamax,9555708301016,['France'],[],[],?,350,1464 kj(350 kcal),0,0,85,50,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0748378001112,0748378001112,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Foie gras de canard - Ducs de Gascogne - 180g,3382561177221,['France'],[],[],?,535,2238 kj(535 kcal),55,21,1,1,8,1,"0,4",180g,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foie gras de canard entier cuit', 'Foies gras de canard entiers']",55 g,en quantité élevée,21 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,+1%,+1%,+1%,-9%,-58%,-24%,+6%,-17%,-17%,20,-4%,E,-4%,['Ducs de Gascogne'],,,,,,,B,['Bocaux'],70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,
522,Les sablés diamants pur beurre - carrefour - 250g,3523680448865,['France'],"['Farine de blé', 'sucre ', '28%', 'beurre ', '20%', 'sel de Guérande', 'extrait de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,402,1682 kj(402 kcal),13,"8,2",65,29,"5,7","0,5","0,2",250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",13 g,en quantité modérée,8.2 g,en quantité élevée,29 g,en quantité élevée,0.5 g,en quantité modérée,,-18%,-18%,-44%,-41%,+3%,+14%,-8%,-27%,-27%,21,-4%,E,-4%,['Carrefour'],['Fabriqué en France'],,['Carrefour'],"['Gluten', 'Lait']",3,,C,['Plastique'],80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,
