,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,labels,markets,traceability_code,additives,nova_score,ingredients_origins,generic_name,allergens,brand_owner,palm_ingredients,link,manufacturing
577,Grau Schlemmertöpfchen Rind mit Vollkornreis - 400g,4027671069330,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Dose'],,,,,,,,,,,,,
578,Tarte au flan nature,0260298039360,['France'],[],[],?,?,?,?,?,,,,,,B,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",,,,,,,,,,,,,,,,,,,,,,,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,,,,
579,poulet nourri aux graines de lin - Maître Coq,0215694032279,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maître Coq'],,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,
580,Buti-Tonus,3380251025050,['France'],[],[],?,304,0,"82,4","0,3",1272 kj(304 kcal),0,"82,12","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Rôti de magret de canard,2272021118660,['France'],[],[],?,366,33,"1,4",15,1531 kj(366 kcal),11,"0,7","0,62","0,248",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,11 g,en quantité élevée,0.7 g,en faible quantité,0.62 g,en quantité modérée,,+8%,+8%,+13%,+10%,+12%,+4%,-16%,-62%,-62%,16,-13%,D,-13%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,
582,"Orange Maltaise Pitufo,",3191220000844,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13216F', 'Marseille 16e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,
583,Terrine aux châtaignes - Le Père Jean,3357149634458,['France'],[],[],?,407,38,"5,1",11,1703 kj(407 kcal),14,"0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Père Jean'],,,"['FR 15.187.012 CE', 'Saint-Flour (Cantal, France)']",,,,,,,,,
584,Dinky melton mowbray pork pies,00025744,['France'],[],[],?,404,27,"26,1","13,2",1690 kj(404 kcal),10,"1,8","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Pâté de campagne Landais au foie,3497150001051,['France'],[],[],?,300,26,"1,5",15,1255 kj(300 kcal),10,"0,7","1,6","0,64",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",26 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,1.6 g,en quantité élevée,,-4%,-3%,-4%,-1%,-38%,-24%,+6%,-4%,-4%,19,0%,E,0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
586,Escalopes Dinde - Auchan,2600003061992,['France'],[],[],?,105,"0,4","0,4",25,439 kj(105 kcal),"0,4","0,4","0,1","0,04",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",0.4 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,,-13%,-13%,-70%,-1%,-87%,-48%,+9%,-82%,-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Auchan'],,['Auchan'],,,,,,,,,,
587,gommes propolis et miel bio - famille mary - 45g,3760115090996,['France'],"['gomme arabiaue*39%', 'sucre roux*', 'sirop de ble extral', ' de propolis* 19%', ""huile essentielle d'orange* 0,2o"", 'agen el $ huile végétale de tournesol* et cire de carnauba* ', ""Traces évertbto iolo d'eufs"", 'blé et fruits à coques', "" Ingrédients issus de l'agriculture lles Meurs""]",[],?,?,?,?,?,,,,,,D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,45 g,,['famille mary'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,
588,Crème crue - Les Petites Laiteries,3483130800820,['France'],[],[],?,416,44,"2,9",2,1741 kj(416 kcal),31,"2,9","0,08","0,032",C,"['Produits laitiers', 'Crèmes', 'en:raw-creams']",44 g,en quantité élevée,31 g,en quantité élevée,2.9 g,en faible quantité,0.08 g,en faible quantité,,+17%,+17%,+8%,+22%,+6%,+23%,-8%,+17%,+17%,15,+13%,D,+13%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,['Les Petites Laiteries'],,,,,,,,,,,,
589,4 push un barbe a papa,3273440002126,['France'],[],[],?,81,"3,35","11,35","1,45",339 kj(81 kcal),"2,25","9,9","0,03","0,012",,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barbes à papa']",3.35 g,en quantité modérée,2.25 g,en quantité modérée,9.9 g,en quantité modérée,0.03 g,en faible quantité,,-78%,-79%,+3090%,+2084%,-88%,-89%,+1399%,+94%,+94%,5,-64%,C,-64%,,,,,,,,,,,,,,,,,,,,,,
590,Mix Cuisine Japonaise,3760020508814,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,
591,Yaourt de la ferme,3770009665001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Sauce soja,4903001011470,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Mimolette jeune,0205817012134,['France'],[],[],?,321,24,0,26,1343 kj(321 kcal),16,0,"2,6","1,04",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes', 'Fromages-du-nord-pas-de-calais']",24 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,,0%,+0%,-0%,-2%,-100%,-100%,+1%,+2%,+2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
594,Aceto balsamico di modena I.G.P,8033971647501,['France'],[],[],?,212,0,47,1,887 kj(212 kcal),0,47,"0,05","0,02",B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",0 g,en faible quantité,0 g,en faible quantité,47 g,en quantité élevée,0.05 g,en faible quantité,,+44%,+44%,-100%,-100%,+48%,+61%,+50%,-29%,-29%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,['Italie'],,,,,,
595,Toasts apéritif aux olives noires - La Chanteracoise,3760178791342,['France'],[],[],?,339,"8,5","53,9",10,1418 kj(339 kcal),"5,9","4,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Chanteracoise'],"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,
596,Mélange Caraïbes,2600303051433,['France'],[],[],?,435,"19,5","54,4","7,2",1820 kj(435 kcal),"2,5","52,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Gingembre tranche,2600121018694,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Gouda jeune,0205818013512,['France'],[],[],?,375,31,0,24,1569 kj(375 kcal),21,0,"1,9","0,76",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+4%,+4%,+4%,+6%,-100%,-100%,+2%,-3%,-3%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
599,Gouda au cumin,2241435015872,['France'],[],[],?,376,31,0,24,1573 kj(376 kcal),"21,4",0,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",31 g,en quantité élevée,21.4 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,+1%,+2%,-100%,-100%,+1%,-7%,-7%,16,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
600,Gouda au cumin,2241435015872,['France'],[],[],?,376,31,0,24,1573 kj(376 kcal),"21,4",0,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",31 g,en quantité élevée,21.4 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,+1%,+2%,-100%,-100%,+1%,-7%,-7%,16,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
601,Miel de corse,3770002023068,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Saint nectaire fermier entier paille,0291035151595,['France'],[],[],?,?,?,?,?,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
603,1/2 palette fumee,2630626033915,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,"['FR 39.198.004 CE', 'Dole (Jura, France)']",,,,,,,,,
604,Chocolat noir noel - Le Comptoir de Mathilde,3760170098791,['France'],[],[],?,554,41,33,"7,1",2318 kj(554 kcal),24,29,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,
605,Bière blonde,8851994916011,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Auguillette de canard a la provencale,3700057808006,['France'],[],[],?,128,"4,6","3,1",19,536 kj(128 kcal),"1,1","0,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.439.004 CE', 'Saint-Laurent-sur-Manoire (Dordogne, France)']",,,,,,,,,
607,Saucisses fumées cuites sup 50g,0205345054712,['France'],[],[],?,376,35,"0,9",15,1573 kj(376 kcal),12,"0,5",19,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 60.009.001 CE', 'Allonne (Oise, France)']",,,,,,,,,
608,Beurre,2354569571005,['France'],[],[],?,744,82,"0,9","0,7",3113 kj(744 kcal),59,"0,9","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
609,Delices de pois chiche,3760221691049,['France'],[],[],?,117,"8,3","16,2","6,6",490 kj(117 kcal),"1,2","2,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,
610,Fromage au pesto,2093833042574,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Cassoulet mitonné,61439450,['France'],[],[],?,115,"4,7","8,9","7,3",481 kj(115 kcal),"1,8","0,6","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,
612,Noix de cajou grillée et salée,3663859000880,['France'],[],[],?,625,"47,8","30,2","16,8",2615 kj(625 kcal),"8,5",5,1,"0,4",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque salés', 'Noix de cajou', 'Noix de cajou salées']",47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,,+2%,+2%,-1%,-7%,+27%,-21%,-12%,+12%,+12%,10,+23%,C,+23%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,
613,Williams-Christ- Birnen-Brand,4006127000486,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,
614,Chateau Lalande,3182520212327,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Tartinable indien curry et gingembre,3253331010034,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Schwarzwälder Kirschwasser,4006127004620,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,,
617,Filet mignon de porc,0291500059630,['France'],[],[],?,489,"3,7","0,7",20,2046 kj(489 kcal),"1,5","0,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Magret de canard - Auchan,2600169109743,['France'],[],[],?,15,15,0,18,63 kj(15 kcal),"4,7",0,"0,23","0,092",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",15 g,en quantité modérée,4.7 g,en quantité modérée,0 g,en faible quantité,0.23 g,en faible quantité,,-96%,-96%,-49%,-53%,-100%,-100%,+1%,-86%,-86%,0,-100%,B,-100%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,['Auchan'],,['Auchan'],,,,,,,,,,
619,Plamil Organic Rich Chocolate 60% Cocoa,5013092090120,['France'],[],"['Végétalien', 'Végétarien']",?,562,"38,5","42,3","6,8",2351 kj(562 kcal),24,"39,1","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,,,,,,
620,Velouté de potiron,3574311380504,['France'],[],[],?,31,"1,6","3,2",0,130 kj(31 kcal),"1,1","0,6","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Preserve Rasberry and Blackberry,5053826597907,['France'],[],[],?,263,"0,2","64,6","0,5",1100 kj(263 kcal),0,"64,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Surberry,8436557132437,['France'],[],[],?,44,"0,6",0,1,184 kj(44 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Chocolat noir 55% vegan - Allergoora - 100g,3760168911040,['France'],"['masse de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de tournesol', 'vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,539,"33,6","48,1","6,7",2255 kj(539 kcal),22,47,"0,07","0,028",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",33.6 g,en quantité élevée,22 g,en quantité élevée,47 g,en quantité élevée,0.07 g,en faible quantité,,-3%,-3%,-15%,-5%,+25%,+48%,-13%,+50%,+50%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,,['Allergoora'],"['Végétarien', 'Végétalien']",,,['E322i - Lécithine'],4,,,,,,,
624,Steack & Chop spice,6001038281151,['France'],"['salt', 'radurised spices ', '19%', 'flavour enhancers imonosodium glutamate', 'e631', 'e627', 'flavouring', 'sugar', 'anticaking agents ', 'e470', 'e551', 'garlic', 'radurised chillies', 'radurised herbs,']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans conservateurs']",,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', ""E470 - Sels de sodium/potassium/calcium d'acides gras"", 'E551 - Dioxyde de silicium']",4,,,,,,,
625,Fruity pfirsich - Solevita,4056489020639,['France'],[],[],?,45,"0,5",11,"0,5",188 kj(45 kcal),"0,1",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Solevita'],,,,,,,,,,,,
626,Vieux lester,2480425023811,['France'],[],[],?,464,"39,2","1,5","26,2",1941 kj(464 kcal),"25,1","0,5","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Le Gaulois,2431641031036,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Gaulois'],,,,,,,,,,,,
628,Chaba wine 2016,3770009859134,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"Cigalon, Cuvee cigalon, vin rose, la bouteille de 75",3322490041095,['France'],[],[],?,67,"1,4","1,4","0,2",280 kj(67 kcal),"0,33","0,38",0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,+37%,+41%,-35%,-55%,-72%,-83%,-89%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Risone,3760189070863,['France'],[],[],?,366,"1,8",74,11,1531 kj(366 kcal),0,"14,7","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,
631,Apfelessig - 0.5l,9002540868226,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 l,['Flasche'],,,,,,,,,,,,,
632,Huile d olive a la truffe,8433543000060,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Pain aux cereales,2010000007020,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Délice cookies aux 3 chocolats,3266054176918,['France'],[],[],?,496,23,62,"6,1",2075 kj(496 kcal),14,46,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Confiture framboises - C'est Ginette qui l'a fait - 325g,3760159102525,['France'],[],[],?,236,"0,2","59,8","0,8",987 kj(236 kcal),"0,1","58,2","2,4","0,96",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.2 g,en faible quantité,0.1 g,en faible quantité,58.2 g,en quantité élevée,2.4 g,en quantité élevée,,+5%,+5%,-26%,+116%,+12%,+13%,+19%,+11168%,+11168%,21,+138%,E,+138%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,325 g,,"[""C'est Ginette qui l'a fait""]",['Bio'],,,,,,,,,,,
636,Pain de campagne,0209734019023,['France'],[],[],?,267,"1,3",50,10,1117 kj(267 kcal),"0,3","1,5","1,5","0,6",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",1.3 g,en faible quantité,0.3 g,en faible quantité,1.5 g,en faible quantité,1.5 g,en quantité modérée,,+0%,+1%,-62%,-37%,+4%,-25%,+22%,+20%,+20%,4,+40%,C,+40%,,,,,,,,,,,,,,,,,,,,,,
637,Rotweinessig „Alte Liebe“ - 750ml,4008100122154,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 ml,['Flasche'],,,,,,,,,,,,,
638,Comte aop,0262144028603,['France'],[],[],?,431,35,2,27,1803 kj(431 kcal),24,"0,5","0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,+9%,+9%,+7%,+11%,+333%,+80%,+7%,-8%,-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,['AOP'],,"['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,,,,,,,
639,Classic sauerkraut - Kühne,0039045504013,"['France', 'États-Unis']","['Sauerkraut 96% ', 'white cabbage', 'salt', 'sugar', 'modified starch', 'seasoning', 'spice extracts', 'antioxidant ascorbic acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,38,0,"8,46","1,54",159 kj(38 kcal),0,"3,08","1,27","0,508",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Choucroutes']",0 g,en faible quantité,0 g,en faible quantité,3.08 g,en faible quantité,1.27 g,en quantité modérée,,-60%,-59%,-100%,-100%,+269%,+343%,-65%,-2%,-2%,-2,-142%,A,-142%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,['Kühne'],,,,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique']",4,,,,Carl Kuhne Kg,,,
640,Vin blanc Jurançon - 750ml,3577075215020,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750ml,,['Jurançon'],,,,,,,,,,,,
641,Pain Bucheron,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Triple Grain,3760265800124,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Tarte fraise,,['France'],[],[],?,179,"4,7",32,"2,2",749 kj(179 kcal),"2,8",20,"0,1","0,04",D,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartes aux fraises']",4.7 g,en quantité modérée,2.8 g,en quantité modérée,20 g,en quantité élevée,0.1 g,en faible quantité,,-6%,-6%,-32%,-25%,+8%,+25%,-23%,-57%,-57%,7,-12%,C,-12%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,,,
644,Banane,2250106001342,['France'],[],[],?,?,?,?,?,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,
645,Cabernet sauvignon,3443660007045,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Bruschetta Oceane,2890798025914,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Véritable jambon à l'ancienne,2602656032404,['France'],[],[],?,123,"3,1","0,5",23,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,,
648,Rully rouge - Naudin Varrault - 75cl,3491330008014,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75cl,,['Naudin Varrault'],,,,,,,,,,,,
649,Saucisson cuit à l'ail,3268750004991,['France'],[],[],?,242,"20,8","0,1","13,6",1013 kj(242 kcal),"7,4","0,1","1,8","0,72",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",20.8 g,en quantité élevée,7.4 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,-11%,-12%,-7%,-13%,-91%,-86%,-15%,-15%,-15%,17,-12%,D,-12%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,"[""Saucisson à l'ail""]",,,,,,,,,,,
650,Mimolette française -,2259797020106,['France'],[],[],?,325,25,0,25,1360 kj(325 kcal),18,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,"['FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)']",,,,,,,,,
651,Chic beauty,3701086500282,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
652,0679385000013,0679385000013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
