,name,bar_code,eco_score,quantity,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,brand,allergens,nova_score,ingredients_origins,manufacturing,additives,markets,link,palm_ingredients,producer_info,brand_owner
230,Digestive Mørk Chokolade - McVitie's,5000396022308,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,"['Australie', 'France']",[],[],24.2 g,en quantité élevée,12.8 g,en quantité élevée,27.6 g,en quantité élevée,0.4 g,en quantité modérée,?,,205,-57%,858 kj(205 kcal),-57%,"24,2",+16%,"12,8",+27%,"60,8",-5%,"27,6",-6%,6,-8%,"0,4",-32%,"0,16",-32%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"[""McVitie's""]",,,,,,['Woolworths'],,,,
231,Organic set honey - Tesco,5000436797470,,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,326,,1364 kj(326 kcal),,"0,1",,"0,1",,81,,81,,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,
232,Tesco Chunky Vegetable Pasta Sauce 500G,5000462121287,,,,,,"['France', 'Royaume-Uni']","['T€xnato ', '580,6', 'Tomato Purée ', '24%', 'Yellow Pepper ', '4%', ' ', '3%', ' Courgette ', '3%', 'Sugar', 'Lemon Juice from Concentrate', 'hm', 'Salt', 'Herbs ', 'Basil', 'Parsley', 'Oregano', ' Onion Powder Oil - Garlic Purée', 'Firming Agent ', 'E509']",[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,7,,5,,1,,0,,0,,,,,,,,,,,,,,['glass-jar'],['Tesco'],,4,,,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,,,,
233,Minibix cereales de desayuno con chocolate - Weetabix,5010029221343,,,['Petit-déjeuners'],,,"['France', 'Espagne']",[],[],5.1 g,en quantité modérée,2.3 g,en quantité modérée,17 g,en quantité élevée,0.16 g,en faible quantité,?,,386,+21%,1615 kj(386 kcal),+21%,"5,1",-10%,"2,3",+52%,70,+18%,17,-58%,10,+158%,"0,16",+3%,"0,064",+3%,-1,-110%,A,-110%,,,,,,,,,,['Weetabix'],,,,,,,,,,
234,Fruit shoot,5010102240032,,,,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,9",,"5,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
235,Pilchard Tomate Piment,5010821210002,,,,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,"6,5",,"2,4",,"2,8",,"2,5",,"16,4",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
236,Magic tétine Gum - Zed Candy,5011061100399,,,,,,['France'],"['SUCRE', 'DEXTROSE', 'GOMME BASE', 'SIROP DE GLUCOSE', 'ACIDIFIANT: ACIDE CITRIQUE', ' ARÔMES', 'HUMECTANT: GLYCÉRINE', ' AMIDON MODIFIÉ', 'COLORANTS: E133', 'E150c', 'E160a', 'CONCENTRÉ DE CAROTTE NOIRE', ""AGENTS D'ENROBAGE E903"", 'E904 ANTIOXYGÈNE: E321']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,363,,1519 kj(363 kcal),,"2,5",,"1,4",,85,,79,,0,,0,,0,,,,,,,,,,,,,,,['Zed Candy'],,4,,,"['E330 - Acide citrique', 'E422 - Glycérol', 'E14XX - Amidons modifiés', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E321 - Butylhydroxytoluène']",,,,,
237,Pâte de Curry Épicée Korma - Patak's - 290g,5011308306294,,290 g,"['Epicerie', 'Sauces', 'Pâtes de curry']",['Végétarien'],,['France'],"['Eau', 'épices moulues [coriandre ', '4%', 'curcuma', 'épices', 'paprika ', '1%', 'cumin', 'fenugrec]', 'huile de colza ', '11%', 'sucre', 'concentré de purée de tomates ', '5%', 'sel', 'purée de gingembre ', '4%', ""purée d'ail "", '3%', 'oignons déshydratés', 'noix de coco desséchée ', '3%', 'farine de maïs', 'acidifiant ', 'acide acétique', 'moutarde en poudre', 'feuille de coriandre séchée']","['Sans huile de palme', 'Végétalien', 'Végétarien']",15.4 g,en quantité modérée,2.6 g,en quantité modérée,9.9 g,en quantité modérée,4.75 g,en quantité élevée,?,,277,+44%,1159 kj(277 kcal),+45%,"15,4",+25%,"2,6",+28%,"14,6",+14%,"9,9",+87%,"3,1",-6%,"4,75",-31%,"1,9",-31%,12,-4%,D,-4%,,,,,,,,,"['Verre', 'Bocal']","[""Patak's""]",['Moutarde'],3,,,['E260 - Acide acétique'],"['Leclerc', 'Auchan']",,,,
238,Tetley-ice Tea -mango-330ml-portugal,5014328085422,,,,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"0,5",,"0,5",,"7,2",,"7,2",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
239,Loprofin Part Baked Sliced Loaf 400G - 400g,5016533643336,,400 g,,,,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,"0,7",,"0,7",,51,,40,,"0,5",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,,,
240,Thon en morceaux au naturel -  - 400g,5016599008148,E,400 g,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']",,,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,1.05 g,en quantité modérée,?,,99,-14%,414 kj(99 kcal),-14%,"0,5",-67%,"0,1",-79%,"0,1",-17%,0,-100%,"23,5",-6%,"1,05",+1%,"0,42",+1%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,,,,,,
241,Big Tom spiced tomato juice -  - 25cl,5020934402522,,25 cl,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",,,"['Belgique', 'France']",[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,3 g,en quantité modérée,0 g,en faible quantité,?,,18,-10%,75 kj(18 kcal),-9%,"0,1",-44%,"0,1",+248%,4,+8%,3,-7%,"0,6",-20%,0,-100%,0,-100%,-5,,B,,,,,,,,,,,,,,,,,['Delhaize'],,,,
242,Cheddar - Wyke,5021427905797,,,,,,['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'lait', 'coagulant végétal', ' Conserver au réfrigérateur ', '2-8 oc', ' Conditionné sous atmosphère modifiée', ' Après ouverture', 'conserver au réfrigérateur et consommer dans les 7 jours', ' Convient à une alimentation végétarienne', ' Fabriqué et conditionné au Royaume-Uni']",['Non végétalien'],,,,,,,,,?,,410,,1715 kj(410 kcal),,"34,4",,"21,7",,"0,1",,"0,1",,25,,"1,8",,"0,72",,,,,,,,,,,,,,,['Wyke'],['Lait'],,,,,,,,,
243,La compote de fraises - Côteaux Nantais - 315g,3301594444810,B,315 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de fraise']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,21.4 g,en quantité élevée,0 g,en faible quantité,?,,105,+3%,439 kj(105 kcal),+4%,0,-100%,0,-100%,"23,6",+1%,"21,4",-2%,"0,7",+21%,0,-100%,0,-100%,0,,B,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,['Côteaux Nantais'],,,,,,,,,,
244,Lychee & mango - Whittard,5022032114918,,,,,,['France'],"['Sucre', ""Régulateur d'acidité: E330 "", 'Acide Citrique', '/ Extrait de Thé Noir ', '1 0%', 'Arômes']",[],,,,,,,,,?,,390,,1632 kj(390 kcal),,0,,0,,97,,95,,0,,0,,0,,,,,,,,,,,,,,,['Whittard'],,4,,,['E330 - Acide citrique'],,,,,
245,Dried mango - Forest Feast - 650g,5022374043778,,650g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,['France'],['mangues séchées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.5 g,en faible quantité,74 g,en quantité élevée,0.2 g,en faible quantité,?,,366,+9%,1531 kj(366 kcal),+9%,1,-86%,"0,5",-78%,80,+38%,74,+71%,"2,6",-37%,"0,2",+128%,"0,08",+128%,3,-37%,C,-37%,,,,,,,,,['Paquet'],['Forest Feast'],,1,,,,['Cosco'],,,,
246,Mulebar Kicks Cafe Cortado Gel Cherry Bomb - 37g,5030131106369,,37 g,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques']","['Végétarien', 'Végétalien', '1% pour la planète']",,"['France', 'Allemagne']","['Brown Rice Syrup', 'Malted Barley Syrup', 'Agave Syrup', 'Natural Cortado Coffee Natural Guarana Extract', 'Himalayan Crystal Salt']","['Végétalien', 'Végétarien']",0.3 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.6 g,en quantité modérée,1267,-21%,303,-22%,1267 kj(303 kcal),-22%,"0,3",-98%,0,-100%,74,+46%,59,+91%,"1,5",-89%,"0,6",+48%,"0,24",+48%,15,+22%,D,+22%,,,,,,,,,['Plastic'],['Mulebar'],,3,,,,['Bike24'],https://www.mulebar.com/boutique/sports-nutrition/energy-gels/coffee-cortado/,,,
247,Coconut Milk Light - Biona,5032722311534,,,['Aliments et boissons à base de végétaux'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['France', 'Espagne']",[],[],18 g,en quantité modérée,15.8 g,en quantité élevée,1.8 g,en faible quantité,0.02 g,en faible quantité,?,,181,-28%,757 kj(181 kcal),-27%,18,+103%,"15,8",+863%,"3,4",-89%,"1,8",-81%,"1,4",-71%,"0,02",-95%,"0,008",-95%,12,+214%,D,+214%,,,,,,,,,,['Biona'],,,,,,,,,,
248,Lancashire Farm 1KG Greek Style Yogurt - 1kg,5035251001310,,1 kg,['en:Greek style natural yogurt'],,,['France'],"['Whole Milk Yogurt ', 'MILK', ' Contains pasteurised cowis MILK']",[],10 g,en quantité modérée,5.15 g,en quantité élevée,3.4 g,en faible quantité,0.15 g,en faible quantité,?,,120,,502 kj(120 kcal),,10,,"5,15",,"6,5",,"3,4",,"4,13",,"0,15",,"0,06",,4,,C,,,,,,,,,,"['Plastic', 'pp-bag', 'pp-lid']",['Lancashire'],['Lait'],,,,,,,,,
249,Green and Blacks Hot Chocolate,5038512005041,,,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,5",,"0,1",,11,,11,,"0,5",,,,,,,,,,,,,,,,,,"['pet-bottle', 'pet-lid', 'pet-sleeve']",,,,,,,,,,,
250,Tesco Pure Apple Juice,50358793,,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,1",,"0,1",,"10,3",,"10,3",,"0,1",,0,,0,,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,
251,London tonic grapefruit & rosemary - 200ml,50414529,,200 ml,,,,['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,0,,0,,"3,9",,"3,9",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
252,All-Bran Fruta Y Fibra - Kellogg's - 500g,5050083223839,C,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales aux fruits', 'Céréales extrudées', 'Pétales de céréales aux fruits']",['Riche en fibres'],,['France'],"['Blé complet ', '68 %', 'fruits déshydratés ', '27 %', ' [raisin', 'coco', 'banane ', 'banane', 'huile de coco non hydrogénée sucre', 'arôme', 'pomme', 'noisette]', 'sucre', 'sel', ""arôme de malt d'orge"", 'vitamines ', 'B1', 'B2', 'B6', 'B12 acide folique', 'niacine', 'fer']",[],6 g,en quantité modérée,3.5 g,en quantité modérée,24 g,en quantité élevée,0.975 g,en quantité modérée,?,,380,+0%,1590 kj(380 kcal),0%,6,+80%,"3,5",+111%,69,-6%,24,+29%,8,-11%,"0,975",+26%,"0,39",+26%,11,+67%,D,+67%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,All-Bran Fruta Y Fibra,"['Carton', 'boîte', 'Plastique']","[""Kellogg's""]","['Gluten', 'Fruits à coque']",4,,,,,,,,
