,name,bar_code,eco_score,quantity,brand,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,labels,ingredients_origins,manufacturing,nova_score,additives,palm_ingredients,allergens,generic_name,link,producer_info,origin_detail,brand_owner
159,12 briochettes rondes - Grand Jury - 480g,3560070619849,C,480 g,"['Grand Jury', 'Carrefour']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Briochettes']","['EMB 44038A', 'Chauvé (Loire-Atlantique, France)', 'EMB 49099F', 'Cholet (Maine-et-Loire, France)']",['France'],"['Farine de blé 52%', 'sucre', 'huile de colza', 'oeufs frais 9%', 'eau', 'levure', 'sel', ""émulsifiants : mono - et diglycérides d'acides gras et esters monoacétyltartriques et diacétyltartriques des mono et diglycérides d'acides gras"", 'arômes ', 'contient blé et alcool', 'gluten de blé', 'gomme de cellulose', 'lait écrémé', 'rhum', 'conservateur : propionate de calcium', 'colorant : caroténoïdes', 'protéines de lait', 'protéines de pois', 'antioxydant : acide ascorbique']",['Non végétalien'],14 g,en quantité modérée,1.3 g,en faible quantité,12 g,en quantité modérée,1 g,en quantité modérée,1544,+3%,367,+4%,1544 kj(367 kcal),+4%,14,+7%,"1,3",-76%,53,+6%,12,-17%,"7,7",-4%,1,+6%,"0,4",+6%,10,-32%,C,-32%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Sachet', 'Plastique']",['Carrefour'],"['Point Vert', 'Fabriqué en France']",,['France'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E282 - Propionate de calcium', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']",,"['Œufs', 'Gluten', 'Lait']",12 petites brioches rondes,,Fabriqué en France par: A=EMB 44038A ou B=EMB 49099F (voir la lettre dans le N°lot) pour CMI.,,
160,Poulet saumuré cuit fumé - Carrefour,3560070649594,,,['Carrefour'],,,['France'],"['Ingrédients ', 'à la mise en oeuvre', ' : Poulet Halal 89 %', 'eau 8,5%', 'sel', 'sirop de glucose', 'dextrose', 'arômes naturels', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']",[],,,,,,,,,658,,157,,658 kj(157 kcal),,"7,4",,2,,"0,6",,"0,5",,22,,"1,1",,"0,44",,,,,,,,,,,,,,['Carrefour'],"['Viande Française', 'Volaille Française', 'Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,,4,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,Poulet saumuré cuit fumé. Halal.,,Fabriqué pour Interdis.,Elaboré à partir de volaille origine France. Viande issue de volailles abattues selon le rituel halal par un sacrificateur professionnel. La traçabilité des viandes et autres matières premières entrant dans la composition de ce produit est vérifiée par un organisme indépendant,
161,Lapin entier halal - Carrefour,3560070681501,D,,['Carrefour'],"['Viandes', 'Viande de lapin']",,['France'],['Lapin entier'],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['Carrefour'],"['Viande Française', 'Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes"", 'Lapin Français']",,,1,,,,Lapin entier Halal - Produit frais.,,,Origine France - Lapin abattu selon le rite halal par sacrificateur professionnel. La traçabilité des viandes entrant dans la composition de ce produit est vérifiée par un organisme de contrôle indépendant.,
162,Jambon Italien* - En Cuisine - 500g (2x 250g),3560070737369,E,500 g (2 x 250 g),"['En Cuisine', 'Carrefour']","['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons italiens', 'en:raw-cured-ham']","['FR 12.195.007 CE', 'Rebourguil (Aveyron, France)', 'EMB 12195', 'Rebourguil (Aveyron, France)', 'EMB 69238J', 'Saint-Symphorien-sur-Coise (Rhône, France)']",['France'],"['Ingrédients : Jambon de porc', 'sel', 'conservateur : nitrate de potassium', 'Peut contenir des traces de lait']","['Non végétalien', 'Non végétarien']",7.9 g,en quantité modérée,4.4 g,en quantité modérée,0 g,en faible quantité,6.3 g,en quantité élevée,830,,198,-2%,830 kj(198 kcal),-2%,"7,9",-25%,"4,4",+6%,0,-100%,0,-100%,31,+18%,"6,3",+43%,"2,52",+43%,16,+10%,D,+10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['Barquette', 'Plastique']",['Carrefour'],"['Fabriqué en Italie', 'Qualité supérieure']",,,3,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,['Ingrédients'],"Jambon sec supérieur séché et affiné en Italie, en tranches.",,"Fabriqué en Italie, puis tranché et conditionné en France par EMB 12195 pour EMB 69238J pour Interdis.",Fabriqué en Italie à partir de viande de porc d'origine Union Européenne.,
163,Yogourt framboise - Moléson - 500g,7623700292907,,500 g,['Moléson'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,"['France', 'Suisse']",[],[],34 g,en quantité élevée,2 g,en quantité modérée,15.1 g,en quantité élevée,0.1 g,en faible quantité,?,,108,+17%,452 kj(108 kcal),+18%,34,+940%,2,-2%,"15,4",+40%,"15,1",+50%,"3,9",+3%,"0,1",-13%,"0,04",-13%,3,-2%,C,-2%,,,,,,,,,,,,,,,,,,,,,
164,Nappage blond gout abricot - Carrefour - 900g,3560070817658,,900 g,['Carrefour'],,"['EMB 35163A', 'Luitré (Ille-et-Vilaine, France)']",['France'],"['Sirop de glucose', 'eau', 'sucre', 'gélifiants : pectines', 'alginate de sodium et gomme xanthane', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'arôme', 'colorants : anthocyanes et caroténoïdes', 'stabilisants : diphosphates et phosphates de calcium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,877,,207,,877 kj(207 kcal),,?,,,,50,,40,,?,,"0,14",,"0,056",,,,,,,,,,,,,,['Carrefour'],['Fabriqué en France'],,,4,"['E440 - Pectines', 'E401 - Alginate de sodium', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes', 'E160 - Caroténoïdes', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,Nappage blond goût abricot,,Fabriqué en France par EMB 35163A pour Interdis.,,
165,Grizzly'acid - Carrefour - 250g,3560070821051,E,250 g,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,['France'],"['Sucre', 'sirop de glucose', 'eau', 'gélatine de porc', 'acidifiants : acide malique et acide tartrique [L', '+', ']', 'jus de fruits concentré ', 'pomme', 'raisin blanc', 'poire', 'graisse de palme', 'concentrés de jus de sureau', 'de spiruline et de fleur de carthame', 'arômes naturels', ""arôme naturel d'orange avec autres arômes naturels"", 'arôme naturel de cassis avec autres arômes naturels', 'arôme naturel de citron avec autres arômes naturels', 'colorants : extrait de paprika et curcumine']","['Huile de palme', 'Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,,,1423,-2%,335,-3%,1423 kj(335 kcal),-1%,"0,5",+25%,0,-100%,76,-5%,63,+9%,"5,3",+44%,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Carrefour'],['Arômes naturels'],,,4,"['E428 - Gélatine', 'E296 - Acide malique', 'E334 - Acide L-tartrique', 'E160c - Extrait de paprika', 'E100 - Curcumine']",['Huile de palme'],,"Confiseries gélifiées aromatisées acidulées (goût poire, cerise, orange, cassis, pomme, citron)",,"Fabriqué en Belgique par Astra Sweets N.V., Bleukenlaan 18, 2300 Turnhout pour Interdis.",,
166,Thé vert Menthe - Carrefour - 160g,3560070852147,B,160 g,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés aromatisés', 'Thés à la menthe', 'Thés verts à la menthe']","['EMB 43089A', 'Espaly-Saint-Marcel (Haute-Loire, France)']",['France'],"['Thé vert 65%', 'feuilles de menthe 22%', 'arôme naturel de menthe 13%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Carrefour'],,,,4,,,,Thé vert aromatisé à la menthe avec feuilles de menthe,,Conditionné en France par EMB 43089A pour Interdis,,
167,Trofie,8014502210616,,,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,5",,"0,3",,72,,"2,2",,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Gousses de vanille - Carrefour - 70gProduit sujet à dessiccation,3560070901449,,70 gProduit sujet à dessiccation,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Vanille', 'Gousses de vanille']","['EMB 45008B', 'Artenay (Loiret, France)']",['France'],['Gousses de vanille'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",9.5 g,en quantité modérée,1.7 g,en quantité modérée,11 g,en quantité modérée,0.14 g,en faible quantité,993,,?,,993 kj(237 kcal),+129%,"9,5",+309%,"1,7",+128%,18,-3%,11,-13%,"5,2",+330%,"0,14",+136%,"0,056",+136%,,,,,,,,,,,,,['Carrefour'],,,,1,,,,Gousses de vanille Bourbon,,Conditionné en France par EMB 45 008 B pour INTERDIS,,
169,Café moulu Équilibré - Carrefour - 250g,3560070938629,E,250 g,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['EMB 59350F', 'Lille (Nord, France)']",['France'],['100% café moulu Arabica'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,['Carrefour'],,,,1,,,,Café moulu pur Arabica conditionné sous vide.,,Torréfié et conditionné en France par EMB 59350F ou 59368F pour Interdis.,,
170,Thé Noir Russian Earl Grey Zwarte thee Russian Earl Grey - Carrefour - 100g,3560071000219,B,100 g,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés aromatisés']",,['France'],"['Thé noir 91,5%', 'arôme naturel de bergamote et autres arômes naturels', ""écorces d'orange 2%"", 'écorces de citron 2%', 'pétales de bleuet 2%', 'arôme naturel de citron et autres arômes naturels', 'Zwarte thee 91', '5%', ""natuurlijk bergamotaroma en andere natuurlijke aroma's"", 'sinaasappelschillen 2%', 'citroenschillen 2%', 'korenbloemblaadjes 2%', ""natuurlijk citroenaroma en andere natuurlijke aroma's""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Carrefour'],,,,4,,,,"Thé noir aromatisé à la bergamote et au citron, avec écorces de citron, écorces d'orange et pétales de bleuet. Zwarte thee gearomatiseerd met bergamot en citroen, met citroenschillen, sinaasappelschillen en korenbloemblaadjes.",,Fabriqué au Sri Lanka et importé par SAS S.A. Dennenlaan 10 B-2340 Beerse Belgique pour Interdis.,Thé pur Ceylan emballé au Sri Lanka. TC/E/PR/238/109,
171,CHOC N' BISCUIT Barres biscuit cacaoté - Carrefour - 200g (10x 20g),3560071048112,,200 g (10 x 20 g),['Carrefour'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,"['France', 'Espagne']","['Sucre', 'farine de blé', 'graisse végétale de palme* 13,8%', 'poudre de lait écrémé 7', '5% ', 'dont 1', '2% dans le fourrage', 'beurre de cacao', 'pâte de cacao', 'poudre de lait entier 3', '8%', 'cacao maigre en poudre 2', '7 %', 'matière grasse de lait anhydre', 'lactosérum en poudre', 'sirop de glucose - fructose', 'émulsifiant : lécithines ', 'tournesol', 'sel', 'poudre à lever : carbonates de sodium', 'arôme naturel de vanille', 'Cacao : 27% minimum dans le chocolat au lait', 'Peut contenir des traces de soja', ""d'œufs"", ""d'arachides et de fruits à coque"", "" *Ce produit contient de l'huile de palme certifiée durable par la RSPO "", 'Table ronde pour une huile de palme durable', ' www', 'rspo', 'org']","['Huile de palme', 'Non végétalien']",28 g,en quantité élevée,16 g,en quantité élevée,42 g,en quantité élevée,0.65 g,en quantité modérée,2225,+3%,532,+6%,2225 kj(532 kcal),+5%,28,+3%,16,+6%,61,+10%,42,-7%,"7,5",+10%,"0,65",+101%,"0,26",+101%,24,-2%,E,-2%,,,,,,,,,['Carrefour'],,,,4,"['E322i - Lécithine', 'E500 - Carbonates de sodium']",['Huile de palme'],"['Gluten', 'Lait']","Biscuit cacaoté (40%) avec un fourrage lacté (18%), enrobé de chocolat au lait (42%)",,Fabriqué en Espagne par RGSEAA 25.00135/SS pour Interdis.,,
172,Pain Polaire Surprise - Carrefour - 450g,3560071067533,,450 g,['Carrefour'],"['Sandwichs', 'Pains surprise']","['EMB 47091A', 'Estillac (Lot-et-Garonne, France)']",['France'],"['Pain Polaire 70,9% : Farine de blé', 'eau', 'farine de seigle', 'sirop de sucre', 'sucre', 'gluten de blé', 'farine de froment fermentée', 'huile de colza', 'sel', ""fibres d'avoine"", 'levure', ""émulsifiants : mono - et diglycérides d'acides gras et esters monoacétyltartrique et diacétyltartrique des mono-et diglycérides d'acides gras"", ""poudre à lever : carbonate acide d'ammonium"", ""farine de malt d'orge"", 'agent de traitement des farines : acide ascorbique', ' Jambon Serrano et tartinage à la figue séchée 7,68% : jambon Serrano 4,8% ', 'jambon de porc 4,6%', 'sel', 'conservateurs : nitrate de potassium et nitrite de sodium', 'antioxydant : ascorbate de sodium', 'beurre 1,4%', 'eau', 'figues séchées 0,4% ', 'figues 0,02%', 'farine de riz', 'préparation pour sauce béchamel ', 'lactosérum en poudre', 'amidon modifié de pomme de terre', 'matière grasse de colza', 'lait écrémé en poudre', 'sel', 'farine de blé', 'protéines de lait', 'sirop de glucose', 'arômes naturels', 'Préparation à base de saumons et cranberries réhydratées 7,14% : saumon fumé 2,7% ', 'saumon ', 'Salmo salar', 'sel', 'fromage blanc', 'saumon cuit 1% ', 'Salmo salar', 'crème fraîche', 'cranberries réhydratées 0,4% ', 'cranberries séchées 0,9%', 'sucre', 'eau', 'huile de tournesol', 'aneth', 'amidon modifié de tapioca', 'épaississants : gomme xanthane et farine de graines de caroube', 'protéines de lait', ' Fromage blanc et concombre 7,14% : fromage blanc 5,1%', 'concombre 1,7%', 'sel', 'amidon modifié de tapioca', 'épaississants : farine de graines de caroube et gomme xanthane', 'protéines de lait', 'aneth', 'ail déshydraté', 'persil déshydraté', ' Thon', 'olives noires confites et citrons confits 7,14% : thon au naturel 3,5% ', 'thon 3,3%', 'eau', 'sel', 'mayonnaise [huile de colza', 'eau', ""jaune d'œuf salé"", ""vinaigre d'alcool"", 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', 'curcuma', 'sucre', 'sel', 'amidon modifié de maïs', 'stabilisants : gomme guar et gomme xanthane', 'colorant : caroténoïdes]', 'olives noires confites 1,1% ', 'olives', 'eau', 'sel', 'stabilisant : gluconate ferreux', 'écorces de citron confit 0,5% ', 'écorces de citron', 'sucre', 'jus de citron concentré', ""moutarde à l'ancienne [vinaigre d'alcool"", 'graines de moutarde', 'eau', 'sel', 'sons de moutarde', 'acidifiant : acide citrique', 'épices ', 'contient céleri', ']', ""huile d'olive vierge extra"", 'ail déshydraté', 'jus de citron concentré', 'poivre', 'Peut contenir des traces de : soja', 'fruits à coque', 'crustacés', 'graines de sésame']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",7.1 g,en quantité modérée,2.5 g,en quantité modérée,9 g,en quantité modérée,1.3 g,en quantité modérée,975,-8%,232,-10%,975 kj(232 kcal),-9%,"7,1",-33%,"2,5",-41%,31,+6%,9,+117%,"9,1",-1%,"1,3",+7%,"0,52",+7%,1,-90%,B,-90%,,,,,,,,,['Carrefour'],,,,4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E503ii - Carbonate acide d'ammonium"", 'E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', 'E579 - Gluconate de fer']",,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Avoine', 'Anhydride sulfureux et sulfites']","Pain Surprise au pain polaire découpé en 32 sandwichs garnis - Surgelé. 8 Sandwichs Jambon Serrano et tartinage à la figue séchée 8 Sandwichs Préparation à base de saumons et cranberries réhydratées 8 Sandwichs Fromage blanc et concombre 8 Sandwichs Thon, olives noires et citrons confits",,Fabriqué en France par EMB 47091A pour Interdis.,Ce pain surprise est fabriqué en France à partir de pain polaire fabriqué en Suède.,
173,Mélange de fruits Pour Smoothies - Carrefour - 400g,3560071082307,,400 g,['Carrefour'],,,['France'],"['Fraise 60%', 'banane 35% ', 'banane', 'antioxydant : acide ascorbique', ""correcteur d'acidité: acide citrique"", 'myrtilles 5%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,221,,52,,221 kj(52 kcal),,?,,,,11,,"8,8",,"0,8",,,,,,,,,,,,,,,,,,['Carrefour'],,,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,,"Mélange de fraises, banane et myrtilles, surgelé.",,"Conditionné en Serbie et importé par Crop's Fruits NV - Oostrozebeeksestraat 148 - 8710 Ooigem, pour Interdis.","Ce mélange de fruits pour smoothies est conditionné en Serbie, à partir de fraises cultivées au Maroc et de bananes provenant d'Équateur, du Pérou ou de Colombie. Les myrtilles sont issues de diverses origines.",
174,Nicaragua - Carrefour - 52g,3560071093372,,52 g,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Boissons chaudes', 'Chocolats', 'Cafés', 'Chocolats noirs', 'Dosettes', 'Cafés en dosettes']","['EMB 59368F', 'Madeleine (Nord, France)']",['France'],['100 % café moulu Arabica du Nicaragua'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Carrefour'],['Fabriqué en France'],['Nicaragua'],,3,,,,Capsules de café moulu pur Arabica.,,Fabriqué en France par EMB59368F pour Interdis,Voir F22,
175,UTC 4 Rhum Blanc Agricole AOC RHUM DE LA MARTINIQUE - Carrefour - 1l50% vol.,3560071114534,C,1 l50% vol.,['Carrefour'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums blancs']","['EMB 76351A', 'Havre (Seine-Maritime, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,['Bouteille'],['Carrefour'],,,,,,,,UTC 4 Rhum blanc agricole Appellation Rhum de la Martinique contrôlée,,Embouteillé par EMB 76351A pour Interdis,,
176,Moelleux chocolat - Carrefour - 500g,3560071152215,D,500 g,['Carrefour'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']","['EMB 33433B', 'Saint-Loubès (Gironde, France)']",['France'],"['Oeuf entier reconstitué ', 'eau', ""poudre d'œuf"", 'huile de colza', 'chocolat en poudre 18% ', 'sucre', 'cacao en poudre', 'sucre', 'farine de blé', 'amidon de blé', 'stabilisants : glycérol et gomme de xanthane', 'poudres à lever : diphosphates et carbonates de sodium', ""émulsifiant : mono - et diglycérides d'acides gras"", 'conservateur : sorbate de potassium', 'sel', 'Peut contenir des traces de soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,['Carrefour'],,,,4,"['E422 - Glycérol', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten']",Pâte à gâteau prête à cuire pour moelleux au chocolat,,Fabriqué en France par EMB 33433B pour Interdis.,,
177,Maïs doux - Carrefour - 300g,3560071213350,,300 g,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs', 'Maïs doux']","['EMB 13108A', 'Tarascon (Bouches-du-Rhône, France)']",['France'],"['Maïs doux en grains sans OGM*', 'eau', 'sel', ' Contient des sucres naturellement présents']",[],2 g,en faible quantité,0.5 g,en faible quantité,6.9 g,en quantité modérée,0.35 g,en quantité modérée,335,-16%,80,-14%,335 kj(80 kcal),-14%,2,+23%,"0,5",+75%,12,-19%,"6,9",+54%,"2,3",-18%,"0,35",-16%,"0,14",-16%,-2,,A,,,,,,,,,,['Carrefour'],"['Sans OGM', 'en:GMOs', 'Sans sucre ajouté']",,,3,,,,Maïs doux en grains sous-vide sans sucres ajoutés,,Fabriqué en France par EMB 13108A pour Interdis,Ce maïs est cultivé et fabriqué en France.,
178,Macédoine de légumes - Carrefour - 340g,5400101178595,B,340 g,['Carrefour'],"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",,['France'],"['Légumes 64% ', 'carottes', 'petits pois', 'haricots verts', 'flageolets verts', 'navets', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,2 g,en faible quantité,0.55 g,en quantité modérée,180,-52%,43,-53%,180 kj(43 kcal),-54%,?,,,,5,-14%,2,+23%,3,+28%,"0,55",-29%,"0,22",-29%,,,,,24.4%,36.8%,17.2%,8.6%,7.9%,5.0%,89,,['Carrefour'],['Fabriqué en Belgique'],,,3,,,,Macédoine de légumes (50% de légumes verts sur produit fini égoutté).,,"Fabriqué en Belgique par Greenyard Industrieterrein Kanaal-Noord 2002, 3960 Bree pour Interdis",Ce produit est fabriqué en Belgique à partir de légumes cultivés en Union Européenne.,
