,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
429,Noodles poulet - Selection,0059749891189,['Selection'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],,,[],,,,,,,,,,?,,440,+47%,1841 kj(440 kcal),+46%,16,+38%,8,+52%,64,+58%,2,-17%,11,+73%,1,-62%,"0,4",-62%,,,,,,,,,,,,,,,,,,,,,
430,Ketchup - Selection,0059749893022,['Selection'],,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,2.67 g,en quantité élevée,?,,100,-6%,418 kj(100 kcal),-5%,0,-100%,0,-100%,"26,667",+17%,20,+2%,0,-100%,"2,667",+34%,"1,067",+34%,15,+24%,D,+24%,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,
431,Tomates entières fines herbes et épices - Selection,0059749893466,['Selection'],,,,['France'],"['TOMATES', 'JUS DE TOMATE', 'SUCRE', 'SEL', 'PERSIL ET BASILIC DÉSHYDRATÉS', 'ACIDE CITRIQUE', 'CHLORURE DE CALCIUM', ""ARÔME NATUREL D'AIL ET D'OIGNON""]",['E330 - Acide citrique'],,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,6,,3,,1,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,
432,Maple Syrup - Selection - 1,0059749894388,['Selection'],,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,?,,220,-19%,920 kj(220 kcal),-19%,0,-100%,0,-100%,54,-21%,48,-21%,0,-100%,0,-100%,0,-100%,12,-9%,D,-9%,,,,,,,,,1,,,,,,,,
433,Barres tendres granola pépites de chocolat - Selection,0059749895064,['Selection'],,,['Sans colorants'],['France'],[],,,[],,,,,,,,,,?,,423,,1770 kj(423 kcal),,12,,4,,77,,31,,8,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
434,Choco Delish caramel & nut - Selection,0059749895071,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,140,,586 kj(140 kcal),,"4,5",,2,,24,,15,,2,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,
435,Pate Phyllo - Selection,0059749896290,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,280,,1172 kj(280 kcal),,2,,0,,52,,4,,8,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
436,Tomato ketchup - Selection,0059749898768,['Selection'],,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate', 'Ketchup canada']",,"['Canada', 'France']","['PURÉE DE TOMATE ', 'EAU', 'PÂTE DE TOMATES', 'GLUCOSE-FRUCTOSE', 'VINAIGRE BLANC', 'SEL', ""POUDRE D'OIGNON"", 'ÉPICES']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0 g,en faible quantité,?,,20,-81%,84 kj(20 kcal),-81%,0,-100%,0,-100%,5,-77%,4,-79%,"0,2",-85%,0,-100%,0,-100%,0,-100%,B,-100%,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,,
437,Selection Canneberge Framboise Diete,0059749900300,['Selection'],,"['Boissons', 'Boissons édulcorées']",,['France'],"['EAU GAZÉIFIÉE', 'ACIDE CITRIQUE', 'ARÔME NATUREL', 'CITRATE DE POTASSIUM', 'BENZOATE DE POTASSIUM', 'ACIDE MALIQUE', 'SUCRALOSE 31 mg/250 mL', 'ACÉSULFAME-POTASSIUM 13', 'ACID TARTRIQUE']","['E330 - Acide citrique', 'E212 - Benzoate de potassium', '', 'Risque élevé de sur-exposition', 'E296 - Acide malique', 'E955 - Sucralose', 'E950 - Acésulfame K']",,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
438,Riz instantané - Selection,0059749902434,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,0,,0,,82,,0,,7,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
439,Bouillon de boeuf - Selection,0059749903622,['Selection'],,"['Epicerie', 'Bouillons', 'Bouillons de bœuf']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.397 g,en quantité modérée,?,,7,-94%,29 kj(7 kcal),-94%,0,-100%,0,-100%,0,-100%,0,-100%,"1,5",-68%,"0,397",-98%,"0,159",-98%,1,-88%,B,-88%,,,,,,,,,,,,,,,,,
440,Muffins pépites de chocolat - Baker’s Selection Du Boulanger,0059749906395,['Baker’s Selection Du Boulanger'],,,,['France'],"['FARINE DE BLÉ ENRICHIE', 'SUCRE', 'EAU', 'HUILE DE SOYA ETIOU DE CANOLA', 'ŒUF LIQUIDE', 'PÉPITES DE CHOCOLAT ', 'SUCRE', 'LIQUEUR DE CHOCOLAT', 'BEURRE DE CACAO', 'DEXTROSE', 'LÉCITHINE DE SOYA', 'BABEURRE ', 'LAIT PARTIELLEMENT ÉCRÉMÉ', 'SEL CULTURE BACTÉRIENNE', 'AMIDON DE MAS MODIFIÉ', 'POUDRE À PÂTE', 'SUBSTANCES LAITIÈRES MODIFIÉES', 'ARÔMEARTIFICIEL', ""BLANC D'ŒUF SÉCHÉ"", 'SEL', 'GOMME XANTHANE', 'LÉCITHINE DE SOYA', 'CELLULOSE MODIFIÉE', ' CONTIENT DU LAIT', 'DES ŒUFS', 'DU SOYA ET DU BLÉ', ' PEUT CONTENIR DES NOIX', ""DES GRAINES DE SÉSAME ET DE L'AVOINE""]","['E322i - Lécithine', 'E415 - Gomme xanthane', 'E460 - Cellulose']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Non végétalien'],4,,,,,,,,,?,,320,,1339 kj(320 kcal),,8,,"1,5",,22,,13,,2,,"0,105",,"0,042",,,,,,,,,,,,,,,,,,,,,,
441,Gelée de pommes - Selection,0059749907910,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,0,,0,,86,,66,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
442,Bouillon de poulet - Selection,0059749913867,['Selection'],,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de volaille']",['Sans colorants'],['France'],"['SEL HUILE DE SOYA ET/OIJ DE COTON HYDROGÉNÉE', 'GLUTAMATE MONOSODIQUE', 'MALTODEXTRINE DE MAIS', 'PROTÉINES DE SOYA HYDROLYSÉES', 'EXTRAIT DE LEVURE', 'AMIDON DE MAÏS GRAS DE POULET FONDU', 'SUCRE', ""POUDRE D'OIGNON"", 'LÉCITHINE DE SOYA', 'ARÔME NATUREL', 'CURCUMA COLORANT CARAMEL PERSIL DÉSHYDRATÉ', ""POUDRE D'AIL"", 'INOSINATE DISODIQUE', 'GUANYLATE DISODIQUE', ' ONTIENT DU SOYA']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique']",,[],4,,,,,,,,,?,,20,-87%,84 kj(20 kcal),-87%,"1,5",-68%,"0,5",-77%,1,-95%,0,-100%,1,-82%,"0,73",-97%,"0,292",-97%,,,,,,,,,,,,,,,,,,,,,
443,Tomates assaisonnées - Selection,0059749915939,['Selection'],,,,['France'],"['TOMATES', 'DETOMATE', 'SUCRE', 'SEL', 'LÉGUMES ET FINES HERBES DÉSHYDRATÉS ', 'OIGNONS', 'CÉLERI', 'POIVRONSVERTS', 'BASILIC ET PERSIL', ""POUDRE D'AIL"", 'ÉPICES', 'ACIDE CITRIQUE', 'CHLORURE DE CALCIUM', 'PAPRIKA', "" FABRIQUÉAU CANADAÀ PARTIR D'INGRÉDIENTS CANADIENS ET IMPORTÉS PRÉPARÉ POUR LES MARQUES METRO MONTRÉAL "", 'QUÉBEC', ' HIC 0/6 TORONTO ', 'ONTARIO', ' M9B IB9 96 metromonepicier metroontario metro', 'ca']",['E330 - Acide citrique'],['Céleri'],[],,,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,9,,7,,2,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
444,Moutarde de Dijon - Selection - 325ml,0059749917384,['Selection'],,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],"['Eau', 'graines de moutarde', 'vinaigre blanc', 'sel', 'acide citrique', 'curcuma']",['E330 - Acide citrique'],['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,,,,,4.32 g,en quantité élevée,?,,100,-37%,420 kj(100 kcal),-37%,0,-100%,,,0,-100%,,,6,-17%,"4,32",-27%,"1,73",-27%,,,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,325 ml,['Bouteille'],,,,,,,
445,Margherita - Selection,0059749919333,['Selection'],,,['Sans colorants'],['France'],[],,,[],,,,,,,,,,?,,210,,879 kj(210 kcal),,7,,7,,29,,4,,9,,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,
446,Tartinade bleuets - Irrésistibles,0059749941594,['Irrésistibles'],,,['Sans colorants'],['France'],"['BLEUETS', 'EAU', 'SUCRE', 'PECTINE', 'JUS DE CITRON CONCENTRÉ', 'GOMME DE CAROUBE', 'ACIDE CITRIQUE', 'COLORANT NATUREL', 'BENZOATE DE SODIUM', 'ARÔME NATUREL']","['E440 - Pectines', 'E410 - Gomme de caroube', 'E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,97,,406 kj(97 kcal),,0,,0,,24,,24,,"0,49",,0,,0,,,,,,,,,,,,,,,,,,,,,,
447,Sirop d’érable - Irrésistibles,0059749942904,['Irrésistibles'],,,,['France'],"['WHATYOU NEED TO KNOW•', ' REFRIGERATE AFTER OPENING', ' INGREDIENT•', ' 100% PURE MAPLE SYRIJR PRODUCT OF CANADA PREPARED FOR METRO BRANDS MONTRÉAL ', 'QUÉBEC', ' HIC IV6', 'TORONTO ', 'ONTARIO', ' M9B IB9 YOUR SATISFACTION GUARANTEED FOR ANY QUESTIONS OR INFO ON OUR PRODUCTS CONTACT US', "" 1866 595-5554 Ametro•ca CE QU'IL FAUT SAVOIR : RÉFRIGÉRER APRÈS OUVERTURE"", "" INGRÉDIENT : SIROP D'ÉRABLE PUR À oh"", ' PRODUIT DU CANADA PRÉPARÉ POUR LES MARQUES METRO MONTRÉAL ', 'QUÉBEC', ' HIC IV6 TORONTO ', 'ONTARIO', ' M9B IB9']",,,[],,,,,,,,,,?,,366,,1531 kj(366 kcal),,1,,1,,90,,80,,1,,"1,01",,"0,404",,,,,,,,,,,,,,,,,,,,,,
448,Cranberries Enrobées de chocolat noir - Irresistibles - 340g,0059749943192,['Irresistibles'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Canneberges enrobées de chocolat']",,['France'],"['DARK CHOCOLATE ', 'SUGAR', 'UNSWEETENED CHOCOLATE', 'cocoA }UTTER', 'soy LECITHIN', 'NATURAL FLAVOUR', 'MILK INGREDIENTS', 'DNED :RANBERRIES ', 'CRANBERRIES', 'SUGAR', 'SUNFLOWER OIL', 'GUM ARABIC', 'GLUCOSE SOLIDS', ""CONFECTIONER'S SHELLAC""]","['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque']","['Lait', 'Soja']",[],4,20 g,en quantité modérée,6 g,en quantité élevée,30 g,en quantité élevée,0 g,en faible quantité,?,,460,+1%,1925 kj(460 kcal),+4%,20,-2%,6,-43%,36,-36%,30,-38%,2,-37%,0,-100%,0,-100%,13,-37%,D,-37%,,,,,,,,,340 g,,,,,,,,
449,Fruits et desserts - Selection,0059749948685,['Selection'],,,,['France'],[],,,[],,,,,,,,,,?,,15,,63 kj(15 kcal),,0,,0,,4,,3,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
450,Couscous blé entier - Sélection,0059749952347,['Sélection'],,,,['France'],"['INGRÉDIENT SEMOULE COMPLÈTE DE BLÉ DUR', ' CONTIENT DU BLÉ', ' PEUT CONTENIR DES GRAINES DE SÉSAME', ""DE L'ORGE ET DU SOYA""]",,['Gluten'],[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,1,,0,,69,,7,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,
451,Banane séchées - Selection,0059749952637,['Selection'],,,,['France'],"['BANANES', 'HUILE DE NOIX DE COCO ,SUCRE DE CANNE', ""ARÔME NATUREL DE BANANE PEUT CONTENIR DES ARACHIDES ,DU BLÉ,DE L'ORGE,DU LAIT"", 'DU SOYA,DES GRAINES DE SÉSAME', 'DES SULFITES ET DES NOIX']",,,['Non végétalien'],,,,,,,,,,?,,540,,2259 kj(540 kcal),,"32,4",,"28,8",,"57,6",,36,,"3,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,
452,Cookies Brownie - Selection - 500g,0059749952903,['Selection'],,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,['France'],"['ENRICHED WHEAT FLOUR', 'SUGAR/GLUCOSE-FRUCTOSE', 'MODIFIED PALM AND/OR MODIFIED PALM KERNEL OIL', 'CHOCOLATE CHIPS ', 'SUGAR', 'CHOCOLATE LIQUOR', 'COCOA BUTTER', 'DEXTROSE', 'MILK INGREDIENTS', 'SOY LECITHIN', 'COCOA POWDER', 'LIQUID WHOLE EGG', 'SODIUM BICARBONATE', 'SALT', 'BAKING POWDER', 'NATURAL FLAVOUR']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,21 g,en quantité élevée,10.5 g,en quantité élevée,30 g,en quantité élevée,0.3 g,en quantité modérée,?,,450,-9%,1883 kj(450 kcal),-9%,21,-10%,"10,5",-11%,60,-4%,30,-8%,6,-9%,"0,3",-46%,"0,12",-46%,21,-2%,E,-2%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,500 g,['Carton'],,['Canada'],,,,,
453,Creamy Stirred Yogurt - Irrésistibles - 16x 100g,0059749953702,['Irrésistibles'],,,,['France'],"['LAIT ÉCRÉMÉ', 'SUCRE', 'FRAISES', 'CRÈME', 'CERISES', 'FRUCTOSE', 'LAIT ULTRAFILTRÉ', 'AMIDON DE MODIFIÉ', 'PROTÉINES DE LACTOSÉRUM', 'FRAMBOISES', 'CANNEBERGES', 'BLEUETS', 'CULTURE BACTÉRIENNE ACTIVE', 'DE CITRON CONCENTRÉ', 'PECTINE', 'ARÔME NATUREL', 'COLORANT NATUREL', 'VITAMINE D3', 'CITRATE DE SODIUM', 'PHOSPHATE TRICALCIQUE', ' CONTIENT DU LAIT', ' FAIT À PARTIR DE LAIT ÉCRÉMÉ ENRICHI DE VITAMINE D']","['E14XX - Amidons modifiés', 'E440 - Pectines', 'E331 - Citrates de sodium']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,80,,335 kj(80 kcal),,"1,5",,1,,15,,13,,3,,"0,125",,"0,05",,,,,,,,,,,,,,16 x 100 g,,,,,,,,
454,Yogourt - Irrésistibles,0059749953870,['Irrésistibles'],,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"3,5",,2,,9,,9,,7,,9,,"3,6",,,,,,,,,,,,,,,,,,,,,,
455,Fromage à la crème ail et fines herbes - Selection,0059749954105,['Selection'],,,,['France'],"['SUBSTANCES LAITIÈRES MODIFIÉES', 'SEL', 'AIL DÉSHYDRATÉ', 'PERSIL DÉSHYDRATÉ', 'CULTURE BACTÉRIENNE', 'ACIDE LACTIQUE', 'GOMME XANTHANE', 'GOMME DE CAROUBE', 'GOMME DE GUAR', 'SORBATE DE POTASSIUM', 'CONTIENT DU LAIT', "" INGREDIENTS FABRIQUÉ AU CANADA A PARTIR D'INGRÉDIENTS CANADIENS ET IMPORTÉS 2910-385-160""]","['E270 - Acide lactique', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],['Non végétalien'],4,,,,,,,,,?,,90,,377 kj(90 kcal),,7,,"4,5",,3,,1,,3,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
456,Jus d'orange - Selection,0059749954662,['Selection'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,12.5 g,en quantité élevée,0 g,en faible quantité,?,,60,+40%,251 kj(60 kcal),+38%,0,-100%,0,-100%,"15,5",+60%,"12,5",+37%,"0,5",-20%,0,-100%,0,-100%,8,+167%,D,+167%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
457,Mayonnaise saveur de bacon fumé - Selection,0059749957649,['Selection'],,"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],[],,,[],,73 g,en quantité élevée,6.67 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,?,,667,+9%,2791 kj(667 kcal),+9%,73,+10%,"6,67",+8%,0,-100%,0,-100%,"1,33",+8%,"0,5",-62%,"0,2",-62%,16,-11%,D,-11%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
458,Chicken Breast - Selection,0059749962032,['Selection'],,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']","['Sans gluten', 'Sans conservateurs']",['France'],[],,,[],,1 g,en faible quantité,0.6 g,en faible quantité,2 g,en faible quantité,2.05 g,en quantité élevée,?,,100,-7%,418 kj(100 kcal),-6%,1,-51%,"0,6",-1%,2,+85%,2,+134%,22,+6%,"2,05",+11%,"0,82",+11%,5,+12%,C,+12%,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,
459,Margarine - Thibault - 907g,0059764000108,['Thibault'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['Kascher'],['France'],[],,,[],,80 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,70 g,en quantité élevée,?,,700,+37%,2929 kj(700 kcal),+38%,80,+42%,20,+23%,0,-100%,0,-100%,0,-100%,70,+12224%,28,+12224%,21,+81%,E,+81%,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,907 g,"['Frais', 'Plastique']",,,,,,,
460,Kit Kat Mint Créme & Cookie Smash - Nestlé,0059800501460,['Nestlé'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']",,['France'],[],,,[],,14 g,en quantité modérée,8 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,?,,230,-55%,962 kj(230 kcal),-55%,14,-51%,8,-49%,25,-56%,20,-54%,2,-71%,0,-100%,0,-100%,13,-47%,D,-47%,,,,,,,,,,,,,,,,,
461,Brio Aranciata rossa,0059957505366,,,,,['France'],[],,,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"10,98",,"10,98",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
462,Cheesecake citron ricotta - Marks & Spencer,00503075,['Marks & Spencer'],,,,['France'],"['Ricotta Cheese ', 'Milk', ' ', '14%', ' Full Fat soft Cheese ', 'Milk', ' • Wheatflour contains Gluten ', 'With Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' • Soured Cream ', 'Miik', ' • ', 'nut', ' Dextrose • Sugar • Whipping Cream ', 'Milk', ' • Water Sicilian Lemon Juice ', '5%', ' • Butter 01 ', 'Milk', ' • Glucose Syrup • Pasteurised Egg • Palm Oil • Whotemeal Wheatflour ', 'contains Gluten', ' Concentrated Sicilian Lemon Juice • Cornflour • Rapeseed Oil Invert Sugar Syrup Cernon Peel • Lemon Zest Chicory Fibre • Raising Agent: Sodium Bicarbonate', 'E503 Glucose-Fructose Syrup Gelling Agent Pectin Colour: Lutein • Lemon Flavouring • Acidity Regulator: Citric Acid']","['E500ii - Carbonate acide de sodium', ""E503 - Carbonates d'ammonium"", 'E161b - Lutéine', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,298,,1247 kj(298 kcal),,"16,5",,"9,8",,"32,6",,"21,8",,"4,2",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
463,2 Mini Melton Mowbray Pork Pies - M&S,00503310,['M&S'],,['Tartes'],['IGP'],"['France', 'Royaume-Uni']","['British Pork ', '37%', 'Wheatflour contains \r', 'with Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', '\rPork Lard', 'Pork Fat', 'Palm Oil · Rapeseed Oil · Pork \rStock \rSalt', 'Pek', 'Pork Bones', 'Pork Fat', 'Water', ' · Potato Starch· ite Pep rised Free Range Egg', 'Pork Gelatine', 'Ground ler \rAgent: E503']","['E428 - Gélatine', ""E503 - Carbonates d'ammonium""]",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,24.2 g,en quantité élevée,8.7 g,en quantité élevée,2.2 g,en faible quantité,1.13 g,en quantité modérée,?,,372,+23%,1556 kj(372 kcal),+23%,"24,2",+77%,"8,7",+25%,"26,1",-30%,"2,2",-87%,"11,6",+117%,"1,13",+86%,"0,452",+86%,16,+14%,D,+14%,,,,,,,,,,,,,,['Marks & Spencer'],,,
464,Double chocolate,00504683,,,,,['France'],[],,,[],,,,,,,,,,?,,469,,1962 kj(469 kcal),,"23,6",,"15,1",,"57,2",,46,,"5,8",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,
465,Salade tomate oeufs jambon - M&S,00505871,['M&S'],,"['Plats préparés', 'Salades', 'Salades composées']",,"['France', 'Royaume-Uni']","[""'T'a laitue iceberg 'ambon et INGRblENTS : durs de poules élevé de porc : viande de porc crue jambon"", ' • Sels de se : Conservateur : Nitrit : Antioxydant : Asco : Sucre roux', "" Sauce : salade contient Eau colza Vinaicra • i élevées en air ' de Se} ' Farir Curcuma CONSERVÂTION lusauuu : voir sur : Ilembailage"", ' Conse de à +500', ' COI atmosphère prote ijsber Slam ekookt ei van he 21 %', ' • komkomn 8%', ' ', 'varkensvlee : rauw varkensvlee : nitrietzout ', 'zout : natriumnitrlet • an natriumascorbaag : slasaus', ' Slasaus i koolzaadolie • azi : ei eel van eierer : uit OOP • maïszetl mosterdpoeder Voor allergenen : ingrediëntens B : aebruiken tot: Gekoeld beware beschermende']",,,[],,3 g,en quantité modérée,0.5 g,en faible quantité,3.2 g,en faible quantité,0.63 g,en quantité modérée,?,,62,-59%,259 kj(62 kcal),-59%,3,-67%,"0,5",-63%,"3,2",-68%,"3,2",+42%,"4,9",-11%,"0,63",-28%,"0,252",-28%,-2,-232%,A,-232%,,,,,,,,,,"['pet-tray', 'mixed plastic film-film']",,,,['Marks & Spencer'],,,
466,Sweet Rosa Verde Salad,00506267,,,,,['France'],[],,,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,"0,6",,"0,1",,"1,7",,"0,8",,"1,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,
467,Cantonese sweet & sour chicken with rice - Marks & Spencer,00506694,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,134,,561 kj(134 kcal),,"0,5",,"0,1",,"24,2",,"7,2",,"7,4",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,
468,Gambas marinees à l'ail et au persil,00509527,,,,,['France'],[],,,[],,,,,,,,,,?,,137,,573 kj(137 kcal),,"7,7",,1,,"0,2",,"0,1",,"16,6",,"1,18",,"0,472",,,,,,,,,,,,,,,"['pet-tray', 'mixed plastic-film']",,,,,,,
469,Filets de Saumon - Marks & Spencer,00510332,['Marks & Spencer'],,,['Bio'],['France'],[],,,[],,,,,,,,,,?,,857,,3586 kj(857 kcal),,"13,7",,"3,3",,"0,5",,"0,1",,"19,8",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,
470,Goats Cheese Sweet Potato And Spinach Pie - Marks & Spencer,00512787,"['Marks & Spencer', 'Pieminister']",,,['Végétarien'],['France'],"['Sweet Potatoes ', '89%', ' · Sunflower Oil · Wheatflour ', 'contains Gluten', ' ', 'with Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Cornflour · Salt · Dried Garlic · Dried Onions · Ground Paprika · Ground Black Pepper', 'Paprika Extract', ' For allergens see ingredients in bold', ' Suitable for vegetarians']",['E160c - Extrait de paprika'],['Gluten'],"['Sans huile de palme', 'Végétarien']",4,,,,,,,,,?,,120,,502 kj(120 kcal),,"5,2",,"0,5",,"14,8",,"9,6",,2,,0,,0,,,,,,,,,,,,,,,['card-box'],,,,['Marks & Spencer'],,,
471,Mini Pretzels,00515764,,,,,['France'],[],,,[],,,,,,,,,,?,,382,,1598 kj(382 kcal),,"2,1",,"0,4",,78,,"2,9",,"10,9",,"1,98",,"0,792",,,,,,,,,,,,,,,,,,,,,,
472,400g,00515993,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,400 g,,,,,,,,
