,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,nova_score,markets,additives,allergens,generic_name,brand_owner,palm_ingredients
194,24 karrot,3770011018017,"['Bio', 'Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,29,"0,2","6,4","0,2",,,,,,,,,,,,,,,121 kj(29 kcal),,,"0,1",,,"5,2",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
195,Poires - Carrefour,3276550323167,,['France'],[],[],?,?,?,?,?,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
196,Miel d'Acacia,3281170092553,,['France'],[],[],?,?,?,?,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
197,8992752119104,8992752119104,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Epices chili - Metro Chef,4337182065630,['Produits destinés aux professionnels'],['France'],[],[],?,291,"8,4",29,12,,,['Metro Chef'],,,,,,,,,,,,1218 kj(291 kcal),,,1,,,13,,,"15,3",,"6,12",,,,,,,,,,,,,,,,,,,,,,,,
199,Joghurt crisp banane & Schokoflakes - Penny - 175g,28435419,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,136,"4,9","18,2","3,8",175g,,['Penny'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",4.9 g,en quantité modérée,3.2 g,en quantité modérée,15.6 g,en quantité élevée,0.19 g,en faible quantité,,+48%,569 kj(136 kcal),+48%,+50%,"3,2",+56%,+65%,"15,6",+54%,+1%,"0,19",+65%,"0,076",+65%,5,+63%,C,+63%,,,,,,,,,,,,['DE SN-016 EG'],,,,,,,
200,Ajo picado,8435434311354,,['France'],[],[],?,153,"1,5","29,33","5,5",,,,,,,,,,,,,,,640 kj(153 kcal),,,"0,27",,,"8,1",,,"0,065",,"0,026",,,,,,,,,,,,,,,,,,,,,,,,
201,Captain rondo,06627966,,['France'],[],[],?,485,20,71,"4,4",,,,,,,,,,,,,,,2029 kj(485 kcal),,,12,,,37,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
202,8996001600504,8996001600504,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Filets de maquereaux - 122g,3339577050000,,['France'],[],[],?,205,"14,5",0,"18,9",122 g,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",14.5 g,en quantité modérée,3.15 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-8%,858 kj(205 kcal),-7%,-12%,"3,15",-15%,-100%,0,-100%,+15%,1,-10%,"0,4",-10%,4,-36%,C,-36%,D,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,
204,Manua Kea - Exki - 300g,,"['Bio', 'Bio européen', 'BE-BIO-01']",['France'],[],[],?,125,6,"12,6","4,1",300 g,,['Exki'],"['Plats préparés', 'Salades', 'Salades composées']",6 g,en quantité modérée,0.62 g,en faible quantité,2 g,en faible quantité,0.7 g,en quantité modérée,,-18%,523 kj(125 kcal),-17%,-33%,"0,62",-54%,+25%,2,-12%,-26%,"0,7",-20%,"0,28",-20%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,
205,Jambon traditionnel fumé au bois de hêtre - Saint Alby,2205886002348,,['France'],[],[],?,125,"4,5",1,20,,,['Saint Alby'],,,,,,,,,,,,523 kj(125 kcal),,,"1,5",,,"0,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,
206,Confiture mangue - Création Gourmande,3770013313073,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",['France'],"['Mangue 57%', 'sucre 40% extrait citron 3% Prépare avec 60 g de fruits pour 100g sans colorant', 'sans conservateur et sans aróme artificiel']",[],?,165,"0,5",40,0,,,['Création Gourmande'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de mangues']",0.5 g,en faible quantité,0.1 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,,-21%,690 kj(165 kcal),-21%,+68%,"0,1",+162%,-23%,40,-21%,-100%,0,-100%,0,-100%,9,-8%,C,-8%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,1,,,,,,
207,76424731,76424731,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Piña pelada,2280050002430,,['France'],[],[],?,67,0,"15,8","0,5",,,,,,,,,,,,,,,280 kj(67 kcal),,,0,,,"9,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
209,Risotto aux fruits de mer - 600g,3760002340715,,['France'],[],[],?,137,6,"14,2","6,1",600 g,,,,,,,,,,,,,,573 kj(137 kcal),,,"3,4",,,"1,2",,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,
210,Panini white rolls - Schär - 170g,8008698023211,"['en:gluten-free', 'Sans lactose', 'Sans conservateurs']",['France'],[],[],?,260,"2,9",53,"4,4",170 g,,['Schär'],,,,,,,,,,,,1088 kj(260 kcal),,,"0,4",,,"2,5",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
211,capitaine cook - 115g,3270391137176,,['France'],[],[],?,?,?,?,?,115g,,['capitaine cook'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,
212,TEST YUKA - mousse choco vegetale & copaux de chocolat,3770006750373,"['Fabriqué en France', 'Sans conservateurs']",['France'],[],[],?,353,19,"22,7","11,9",,,,"['Non alimentaire', 'en:Tests']",19 g,en quantité modérée,9 g,en quantité élevée,4 g,en faible quantité,0 g,en faible quantité,,+71%,1477 kj(353 kcal),+70%,+104%,9,+197%,+10%,4,-50%,+81%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,
213,Yaourts aux fruits,3222477348615,,['France'],[],[],?,40,0,"6,2","3,7",,,,,,,,,,,,,,,167 kj(40 kcal),,,0,,,"5,8",,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,
214,Thé à l'artichaut,8934567059039,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Pascual,8410128175474,,['France'],[],[],?,?,?,?,?,,,['Pascual'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Coconutty curry - 500g,8720600618352,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",['France'],[],"['Végétalien', 'Végétarien']",?,60,"0,9","8,2",3,500 g,,,,,,,,,,,,,,251 kj(60 kcal),,,"0,5",,,"2,9",,,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,,,,,
217,Nicole très choco,8718161358473,"['Agriculture durable', 'en:UTZ Certified']","['France', 'Pays-Bas']",[],[],?,479,19,"68,1","5,8",,,,,,,,,,,,,,,2004 kj(479 kcal),,,"11,4",,,"44,5",,,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,
218,Aloo tikki,8901777521120,,['France'],[],[],?,162,"4,78","27,16","2,68",,,,,,,,,,,,,,,678 kj(162 kcal),,,"2,12",,,0,,,"0,425",,"0,17",,,,,,,,,,,,,,,,,,,,,,,,
219,Nectar bio abricot - Vitamont,3289196480040,['Bio'],['France'],[],[],?,52,0,"12,1","0,5",,,['Vitamont'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0 g,en faible quantité,,-2%,218 kj(52 kcal),-2%,-100%,0,-100%,-2%,"12,1",+3%,+34%,0,-100%,0,-100%,17,+12%,E,+12%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
220,Cortezas de cerdo fritas,8433329065337,,['France'],[],[],?,544,31,0,67,,,,,,,,,,,,,,,2276 kj(544 kcal),,,13,,,0,,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,
221,Muesli aux baies - Naturaplan,277611654750000500000215,,['France'],[],[],?,?,?,?,?,,,['Naturaplan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Sardinhas - Pêche Océan - 120g,5606456009526,,['France'],[],[],?,154,"6,3","1,8",23,120 g,,['Pêche Océan'],,,,,,,,,,,,644 kj(154 kcal),,,"1,8",,,"0,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
223,Mélange riz long blanc étuvé quinoa rouge - 500g,3329480018426,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,360,3,72,"9,4",500 g,,,,,,,,,,,,,,1506 kj(360 kcal),,,"0,4",,,"1,6",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
224,Légumes et veau - 2x 200g,10130162,,['France'],[],[],?,62,"1,8","7,5","2,8",2 x 200 g,,,,,,,,,,,,,,259 kj(62 kcal),,,"0,3",,,"2,1",,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,
225,Noix de cajou du Vietnam - Le sillon - 125g,3263584586989,['Bio'],['France'],['100% Noix de cajou biologiques du Vietnam'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,125g,,['Le sillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,1,,,,,,
226,660 G-macedonia De Verduras - Spar,8480013191360,,['France'],[],[],?,29,"0,25","3,33","1,42",,,['Spar'],,,,,,,,,,,,121 kj(29 kcal),,,"0,05",,,0,,,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,
227,Saumon fumé ecosse -  - 260g,3033610057161,,['France'],[],[],?,198,12,"0,6",22,260 g,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""en:Saumons fumés d'Ecosse""]",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+4%,828 kj(198 kcal),+4%,+8%,"2,5",+0%,+31%,"0,6",+108%,+0%,"2,9",+20%,"1,16",+20%,14,+15%,D,+15%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,['Ecosse'],,,,,,,,
228,Court bouillon aux algues marines,3570560001016,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Paté au sanglier - Deluxe - 250g,20444761,,['France'],[],[],?,270,22,"3,5",14,250 g,,['Deluxe'],,,,,,,,,,,,1130 kj(270 kcal),,,"9,9",,,1,,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
230,Paté de campagne pur porc - Maistres Occitans,3443705062978,,['France'],[],[],?,319,28,"0,5",18,,,['Maistres Occitans'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",28 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,,+3%,1335 kj(319 kcal),+3%,+4%,10,-1%,-79%,"0,5",-46%,+27%,"1,6",-4%,"0,64",-4%,19,0%,E,0%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
231,Pommes Selection Prestige - 4items,3562140805503,,['France'],"['SAS LES VERGERS LAUNAY ZA', ' Le Vigneau 37370 ST PATERNE RACAN Tél 02-47-29-25-27 Variété : Dalinette choupette Origine: FRANCE No lot 02009362747 Calibre: 201/240 Cat: Extra Poids mini: 800 g 3 ""562140""805503""']",[],?,?,?,?,?,4 items,,['Selection Prestige'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,,,,,
232,Pommes Frites,3700328401172,,['France'],[],[],?,115,"2,4",20,"2,1",,,,,,,,,,,,,,,481 kj(115 kcal),,,"0,5",,,"0,5",,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,
233,Mélange colombo - La Vie Claire,3266191021621,,['France'],[],[],?,?,?,?,?,,,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,['La Vie Claire'],,,,,
234,Miel de azahar tarro - Mellarius,8424763151731,,['France'],[],[],?,?,?,?,?,,,['Mellarius'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2000001639603,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Licor pastel de nata - Bairrista - 70cl,5601312091745,,['France'],[],[],?,?,?,?,?,70cl,,['Bairrista'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,
237,Semillas de sésamo tostado ecológicas - Hijas del Sol,8412016360009,['Bio'],['France'],[],[],?,575,48,7,20,,,['Hijas del Sol'],,,,,,,,,,,,2406 kj(575 kcal),,,7,,,"0,3",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
238,Te Pyramide Enchanting Berries - Lipton,8722700472452,,"['France', 'Espagne']",[],[],?,4,0,"0,5","0,5",,,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions aux fruits', 'Infusions en sachets', 'Infusions aux fruits en sachets']",0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,+33%,17 kj(4 kcal),+31%,-100%,0,-100%,-41%,"0,5",-14%,+159%,0,-100%,0,-100%,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
239,0207282006564,0207282006564,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Sondey,20775667,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'NL-BIO-01']",['France'],[],[],?,?,?,?,?,,,['Sondey'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Bacon fumé au bois de hêtre - Leaderprice,3263858837717,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,?,?,?,?,,,['Leaderprice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Mes Knacks 100% pur porc BIO - Madrange - 132g (4saucisses),3180940087655,"['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-01', 'Viande Porcine Française', 'AB Agriculture Biologique']",['France'],"['Viande de porc* origine France 69%', 'eau', 'gras de porc* origine France', 'sel', 'dextrose*', 'arôme naturel', 'conservateur : nitrite de sodium', ""\r*Ingrédients d'origine agricole obtenus selon le mode de production biologique""]","['Non végétalien', 'Non végétarien']",1353,?,31,"2,3","9,8",132 g (4 saucisses),"['Plastique', 'Sous vide', 'Sachet']",['Madrange'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",31 g,en quantité élevée,12 g,en quantité élevée,0.7 g,en faible quantité,2 g,en quantité élevée,+20%,,1353 kj(323 kcal),+21%,+31%,12,+36%,+46%,"0,7",-46%,-22%,2,+5%,"0,8",+5%,22,+20%,E,+20%,C,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,['France'],https://www.madrange.fr/nos-produits/mes-knacks-bio/,['France'],"['FR 95.280.001 CE', ""Goussainville (Val-d'Oise, France)""]",4,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,Saucisses de Strasbourg,,
243,Coffret tradition or - Lindt,3046920590952,,['France'],[],[],?,629,49,41,"4,5",,,['Lindt'],,,,,,,,,,,,2632 kj(629 kcal),,,37,,,39,,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
244,"Pain "" la fournee (froment, seigle, epautre)",3700353479603,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Mes knacks 100% pur porc -25% sel - Madrange - 132g (4saucisses),3180940087631,"['Peu ou pas de sel', 'Peu de sel', 'en:without-antibiotics', 'Viande Française', 'Allégé en sel', 'Sans antibiotique après sevrage', 'Moins 25% de sel', 'Viande Porcine Française', 'Porcs élevés sans antibiotique', 'Porcs élevés sans antibiotique après sevrage', 'Naturel']",['France'],"['Viande de porc français élevé sans antibiotique dès la fin du sevrage ', '42ème jour', ' 74%', 'eau', 'gras de porc français élevé sans antibiotique dès la fin du sevrage ', '42ème jour', 'plasma de porc', 'sel', 'sucre de canne', 'arômes naturels', 'ferments', '\r*Par rapport à la moyenne des saucisses de Strasbourg du marché']","['Non végétalien', 'Non végétarien']",?,300,27,"1,3",13,132 g (4 saucisses),"['Plastique', 'Sous vide', 'Sachet']",['Madrange'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",27 g,en quantité élevée,9.8 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,,+12%,1255 kj(300 kcal),+12%,+14%,"9,8",+11%,-17%,1,-22%,+4%,"1,5",-21%,"0,6",-21%,18,-2%,D,-2%,D,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,['France'],https://www.madrange.fr/nos-produits/mes-knacks-25-de-sel/,['France'],"['FR 95.280.001 CE', ""Goussainville (Val-d'Oise, France)""]",4,,,,Saucisses de Strasbourg à teneur réduite en sel de 25%*,,
246,Yaourts aromatises - 16x 125g,26004525,,['France'],[],[],?,67,9,12,31,16 x 125 g,,,,,,,,,,,,,,280 kj(67 kcal),,,6,,,12,,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,
247,Garlic and herb seasoning - Cook with M&S,00958905,,['France'],[],[],?,289,"2,7","39,7","18,1",,,['Cook with M&S'],,,,,,,,,,,,1209 kj(289 kcal),,,"0,6",,,"15,9",,,"6,6",,"2,64",,,,,,,,,,,,,,,,,,,,,,,,
248,Spaguetti Espelta Quinoa Biográ 250 GR,8426904173657,,['France'],[],[],?,354,"3,18","64,76","12,22",,,,,,,,,,,,,,,1481 kj(354 kcal),,,"2,06",,,"4,54",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
249,Pate de tomate,8028928000232,,['France'],[],[],?,431,"28,1","29,9","9,6",,,,,,,,,,,,,,,1803 kj(431 kcal),,,"2,9",,,"29,3",,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
250,Bífidus natural desnatado m.g. sin gluten - El Corte Ingles,8433329067980,,['France'],[],[],?,40,"0,1","5,2",4,,,['El Corte Ingles'],,,,,,,,,,,,167 kj(40 kcal),,,"0,05",,,"5,1",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
251,Rillettes de canard au piment d'Espelette - Bixente Ibarra,3482970009479,,['France'],[],[],?,467,43,0,20,,,['Bixente Ibarra'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",43 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+16%,1954 kj(467 kcal),+16%,+17%,13,+4%,-100%,0,-100%,+23%,"1,7",+24%,"0,68",+24%,22,+14%,E,+14%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
252,7613900083337,7613900083337,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Nectar Ease Active Manuka Honey 5+,9421900325979,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Un brin de sud,3269210254123,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Pizza pocket - 4x 120g,26027678,,['France'],[],[],?,235,"8,2",28,"11,5",4 x 120 g,,,,,,,,,,,,,,983 kj(235 kcal),,,"3,7",,,"6,9",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
256,Plaisir pays d'oc,3701172704822,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Hankow style noodle,6925052198977,,['France'],[],[],?,431,14,52,13,,,,,,,,,,,,,,,1803 kj(431 kcal),,,"2,1",,,"0,7",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
258,Soupe de panais-carottes,3760111100484,,['France'],[],[],?,46,"1,6","6,6","0,7",,,,,,,,,,,,,,,192 kj(46 kcal),,,"0,2",,,"1,9",,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,
259,Sauce 3 poivre - Saint Christophe,5420058014227,,['France'],[],[],?,565,"61,4","1,6","1,3",,,['Saint Christophe'],"['Epicerie', 'Sauces', 'Sauces au poivre']",61.4 g,en quantité élevée,5 g,en quantité modérée,1 g,en faible quantité,3.1 g,en quantité élevée,,+81%,2364 kj(565 kcal),+85%,+123%,5,+29%,-82%,1,-69%,-29%,"3,1",+34%,"1,24",+34%,21,+44%,E,+44%,B,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,,,,,,,,,,,
260,Carrefour,0202380023611,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,?,?,?,?,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 62820', 'Tincques (Pas-de-Calais, France)']",,['Carrefour'],,,,,
261,Turrón chocolate con almendras - El Antiguo - 200g,8410771101127,['en:gluten-free'],['France'],[],[],?,560,36,48,10,200 g,,['El Antiguo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón de chocolat', 'Turrón de chocolat aux amandes']",36 g,en quantité élevée,18 g,en quantité élevée,40 g,en quantité élevée,0.2 g,en faible quantité,,+1%,2343 kj(560 kcal),+0%,-9%,18,+32%,+24%,40,+25%,-13%,"0,2",+111%,"0,08",+111%,24,+13%,E,+13%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
262,Zonnat Snaps Peanut Crunch,87304572,,['France'],[],[],?,552,35,40,17,,,,,,,,,,,,,,,2310 kj(552 kcal),,,"4,8",,,28,,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,
263,26016207,26016207,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Alcool Pour Fruits Retro,3381661000323,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,tadim - 190,05160925,,['France'],[],[],?,501,27,"33,7","24,9",190,,['Tadim'],['tr:Cekirdek'],27 g,en quantité élevée,1.7 g,en quantité modérée,0 g,en faible quantité,0.06 g,en faible quantité,,,2096 kj(501 kcal),,,"1,7",,,0,,,"0,06",,"0,024",,2,,B,,,,,,,,,,,,['Turquie'],,,,,,,,
266,Protein bar,4260446581266,,['France'],[],[],?,299,"7,6","8,2","33,2",,,,,,,,,,,,,,,1251 kj(299 kcal),,,"3,1",,,"4,3",,,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,
267,Vegebaby - 120g,8422791009765,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",['France'],[],[],?,79,"0,5","19,4","0,9",120 g,,,,,,,,,,,,,,331 kj(79 kcal),,,"0,1",,,"11,9",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
268,Mélange canadien - Grand frais - 280,2600706027752,,['France'],[],[],?,?,?,?,?,280,,['Grand frais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Evian - 500ml,3068320024400,,['France'],[],[],?,?,?,?,?,500 ml,,['Evian'],['Boissons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
