,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,packaging,ingredients_origins,generic_name,allergens,additives,nova_score,palm_ingredients,manufacturing,link,markets,producer_info
645,Jeu Le Verger - Haba,4010168031705,['France'],[],[],?,9,38 kj(9 kcal),9,9,9,9,9,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Poulet,2245333045856,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Minute Maid Fruit Juice Mango Orange 1 x 1L (Single),5449000178619,['France'],[],[],?,48.5,203 kj(48 kcal),0,0,"28,7","11,5",0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,pipi,3859893637001,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Poulet prêt à cuire,0219989039493,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Bavarois Choco x2 - E.Leclerc - 1pièce,0202496018044,['France'],"['Ingridients: MOusse chocolat 58% ', 'CREME LAITIERE', ' carraghénanes ', ""extrait d'algues marines"", 'påte de cacao', ' beurre de cacac', ' ar 8me de naturel de vanille', ' LECITHINE DE SOJA', "" JAUHES D'OEUFS"", ' sucre de betterave', ' eau', 'bavarois joconde decor choco 22 ', 'FARINE DE BLE', ' BLANC D OEUFS', ' sucre', ' eau', "" JAUNES D'OEUFS"", ' dextrose', ' SIROP DE GLUCOSE-FRUCTOSE DE BLE', ' sel', ' DEUFS ar@me naturel de vanllle', ' sirap de sucre inverti', "" POUDRE D'AMANDE"", ' cacao en poudre', ' huile de palmiste', ' beurre de cacab', ' saccharose', "" BLANCS D'OEUFS"", 'copeaux chocolat noir ', ' masse de cacao', ' sucre', ' beurre de cacao', ' MATIERE GRASSE LAITIERE', ' arôme naturel de vanille', ' EMULSIFIANT: E322', ' poudre a decors ', 'destrose', ' Sucre', ' MATIERE GRASSE VEGETALE', ' Contient: FRUIT A DORUE', ' GLUTEN', 'LAIT', ' OEUF', ' SOJA Produ its surgele', ' ne pas recongel er']","['Huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,D,"['Desserts', 'Bavarois aux fruits']",,,,,,,,,,,,,,,,,,,,,,,,74.4%,14.2%,4.5%,4.5%,2.4%,0.0%,61,,['E.Leclerc'],1 pièce,['Plastique'],,,"['Œufs', 'Gluten', 'Lait', 'Soja']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E322 - Lécithines']",4,['Huile de palme'],,,['Leclerc'],
651,Biscuit goût chocolat,6174847,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Olives sauces pistou,2609867013642,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Duo detox,3596207257608,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,baguette logagraines,0208027007228,['France'],"['Ingrédients Farine de BLE T65', 'eau', 'sel', 'levure', 'graines de lin brun', 'lin jaune', 'millet décortiquées', 'tournesol décortiquées et SESAME décortiquées', ' Traces de fruits a coque', 'sésame', 'soja', 'oeuf', 'lait']",[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,"['Gluten', 'Graines de sésame']",,3,,,,,
655,Patatas Udapa,8424273001069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Carrot-raspberry-apple,5901067489997,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Bissap,3770014869319,['France'],[],[],?,0,0 kj(0 kcal),"0,1",0,"12,3",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Metagenics Vitamine D 2000iu NF Tabletten,5400433181065,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Cubello bieta erbetta foglia più surgelati,8003495104101,['France'],[],[],?,19,79 kj(19 kcal),0,0,"0,8","0,5","2,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Assaisonnement du pêcheur,3660159355900,['France'],[],[],?,302,1264 kj(302 kcal),"7,4",1,"36,3","13,4","13,1","11,9","4,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,riz calcium - bjorg - 100ml,01796551,['France'],"['Extrait de riz* ', 'eau', 'riz* 10%', 'huile de tournesol* pressée à froid', 'sel marin', 'eau', 'malt', ""d'orge algue marine Lithothamnium calcareum 0:4% épalssissant:"", ' farine de graines de caroube*', 'arôme naturel*', 'sel marin', ' Pourcentage exprimé sur produit fini', ' * Ingrédients biologiques', ' Pour 100 ml']",[],?,?,,?,,?,,?,,,,['Boissons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bjorg'],100ml,['Carton'],,,['Gluten'],['E410 - Gomme de caroube'],4,,,,,
662,Halva,1038554955230,['France'],[],[],?,510,2134 kj(510 kcal),8,2,50,30,1,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Ricotta Wholesale Uk - Biraghi Ricotta Fresca 1.5KG,8002004741172,['France'],[],[],?,173,724 kj(173 kcal),14,"9,8","1,8","1,8",10,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Tomates concassées biologiques,8009995000936,['France'],[],[],?,19,79 kj(19 kcal),"0,1",0,3,3,"1,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Pâte à tartiner Miel et Noisettes Chocolat,3760277300353,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Gougères,3760298510496,['France'],[],[],?,238,996 kj(238 kcal),16,"9,7",10,"0,5",12,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Saucisse moutarde,175507200864,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Poulet,0284138099383,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Saucisson,8436547210060,['France'],[],[],?,405,1695 kj(405 kcal),"32,9","12,4","1,9","1,9","26,2","4,95","1,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 12195A', 'Rebourguil (Aveyron, France)', 'FR 12.195.007 CE', 'Rebourguil (Aveyron, France)']",,,,,,,,,,,,,
670,Linizio lungo - Nespresso,9865468471240,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nespresso'],,,,,,,,,,,,
671,tourte vigneronne,3527480045248,['France'],[],[],?,273,1142 kj(273 kcal),"15,3","8,6","18,3","0,3","15,8",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 68.298.005 CE', 'Sainte-Marie-aux-Mines (Haut-Rhin, France)']",,,,,,,,,,,,,
672,Pain,0201821009771,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Guimauve fantaisie enrobée de chocolat noir,2608105019484,['France'],[],[],?,405,1695 kj(405 kcal),11,"6,6",73,55,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Baie de goji,3661803645224,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Harry Potter,5709364320407,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Ail des ours,3141258232991,['France'],[],[],?,563,2356 kj(563 kcal),"42,1","4,6","22,2","15,7","20,8","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Sveltic,3274470002773,['France'],[],[],?,105,439 kj(105 kcal),"1,7","0,3","16,2","2,8","5,6","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Beurre de cacahuète,8697465216682,['France'],[],[],?,544,2276 kj(544 kcal),"33,1","7,5","51,4","36,6",10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Ragu di anatra,8032615272994,['France'],[],[],?,290,1213 kj(290 kcal),28,"7,4",2,0,"6,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Ruster,4770179999257,['France'],[],[],?,438,1833 kj(438 kcal),13,"5,7",71,21,"8,7","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Sci-mx Nutrition Diet Pro Meal KG Vanilla,5060161305593,['France'],[],[],?,360,1506 kj(360 kcal),"7,9","2,8",27,"4,2",48,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Medicament,3400930305270,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Ccidre,83101809,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Chorizo tradition,2287595019022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Salade,10176153,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet en plastique'],,,,,,,,,,
686,"SKYR à boire ( jus de citron vert, aloe vera et kiwi)",,['France'],[],[],?,56,234 kj(56 kcal),"0,2","0,1",8,"7,8","5,5","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Reblochon AOP Fruitier,0202742028148,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Saucisson artisanal porc/sanglier,2922242004005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,DIY Pizza,27230299,['France'],[],[],?,252,1054 kj(252 kcal),"3,7","0,5","45,3",1,1,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,bream glace - 1,2030503992722,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
691,Moutarde piment d’espelette,3760226461869,['France'],[],[],?,101,423 kj(101 kcal),5,"0,2","8,1","4,2","5,9","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Peeled tomatoe in tomato juice,8001440000133,['France'],[],[],?,27,113 kj(27 kcal),"0,2","0,1","4,2","3,8","1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Chorizo,8437014510089,['France'],[],[],?,475.4,1989 kj(475 kcal),"39,2","14,2","3,3","1,9","27,4","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Tranches de saumon fumé,2885133062327,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Filets de poulet La nouvelle Agriculture,0213311069202,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,074",0,0,23,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.3 g,en faible quantité,0.074 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-16%,-55%,-90%,-100%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
696,Viande bovine,0210218039758,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Vouemes rouges,3609901001177,['France'],[],[],?,74,310 kj(74 kcal),"0,3","0,1","13,2","2,1","4,9","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Agneau caissette côtelettes a griller,2887249071767,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Mini beignets,2660260019358,['France'],[],[],?,428,1791 kj(428 kcal),24,"8,5",45,19,"6,8","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Tartinable d’artichauts,8001060038042,['France'],[],[],?,295,1234 kj(295 kcal),27,"3,2","8,6","1,8","1,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,4005556261598,4005556261598,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Tartinable de poivrons,8001060038035,['France'],[],[],?,239,1000 kj(239 kcal),23,"2,7","7,2","4,2","0,8",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,My-me kombucha,3770017914016,['France'],[],[],?,16,67 kj(16 kcal),"0,1","0,1",4,"3,7","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Barres de chocolat,3595181905277,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Filet de poulet,0219965017194,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,,,,,
706,La tierra - Malongo,0181710014508,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Malongo'],,,,,,,,,,,,
707,Aiguillette de canard,2285909020931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Poitrine demi sel,2274385027886,['France'],[],[],?,216,904 kj(216 kcal),18,"7,3","0,5","0,5",14,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.082.005 CE', 'Epesses (Vendée, France)']",,,,,,,,,,,,,
709,Terrine de poulet de Janzé au citron confit,3760306970069,['France'],[],[],?,253,1059 kj(253 kcal),19,"6,3","1,7",0,19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,curry,3250541011462,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Les milanaises,2431641030312,['France'],[],[],?,126,527 kj(126 kcal),"1,3","0,4","6,6",0,22,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Ravioli Robert Esposito,3308090002421,['France'],[],[],?,259,1084 kj(259 kcal),"4,7","1,3","37,4","4,2","15,1","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Coppa di parla,3664335100124,['France'],[],[],?,288,1205 kj(288 kcal),20,8,"0,5","0,5",27,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Les petits curieux,3229820801575,['France'],[],[],?,494,2067 kj(494 kcal),23,13,62,31,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Découpes de poulet - Bio pop - 2filets,2250333071040,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Frais', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille Française', 'en:AB', 'en:origine France']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 85.046.003 CE', 'Chaize-le-Vicomte (Vendée, France)']",['Bio pop'],2 filets,"['Plastique', 'Film en plastique', 'Frais']",['Vendée'],,,,,,['France'],,['Biocoop'],
716,Lapin belier,3700531206007,['France'],[],[],?,588,2460 kj(588 kcal),41,26,48,47,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Roasted Cranberry coconut chips,8809395750895,['France'],[],[],?,92,385 kj(92 kcal),"3,5",1,12,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Chocolatine,0209335018968,['France'],[],[],?,380,1590 kj(380 kcal),21,13,41,13,"7,7","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Saucisse fraiche fine,0203521036736,['France'],[],[],?,181,757 kj(181 kcal),"11,51","5,2","18,62","11,51","2,09","18,62","7,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Oreilletes frites,3760071160191,['France'],[],[],?,541,2264 kj(541 kcal),31,"4,7",58,13,"6,6","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Confiture Fraise,3308589823445,['France'],[],[],?,162,678 kj(162 kcal),"0,1",0,39,39,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Citronnade,8436563780554,['France'],[],[],?,26,109 kj(26 kcal),"0,1","0,1","6,4","5,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Cuisiné de petits pois,3431590014851,['France'],[],[],?,109,456 kj(109 kcal),"7,6","2,3","6,1","1,3","3,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Vin rouge,8020220001108,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Oeufs poussins,3370077582639,['France'],[],[],?,578,2418 kj(578 kcal),"37,8","23,4","50,1",50,"7,5","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Moutarde,3452930000143,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Ketchup - Amora - 468g,8710522922019,['France'],"['Les 5 ingrédients de notre recette sont : Des tomates² 100% italiennes ', '190 g de tomates pour 100 g de ketchup', "" Du vinaigre d'alcool 12% Du sucre 10% Un peu de sel 0,9% Un extrait d'épices 0,1% ²Tomates issues de l'agriculture durable""]",[],312,74,312 kj(74 kcal),"0,5","0,1",15,14,"1,5","0,88","0,352",,"['Epicerie', 'Condiments', 'Assaisonnements']",,0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0.88 g,en quantité modérée,-69%,-64%,-65%,-95%,-92%,-29%,+49%,-64%,-91%,-91%,6,-46%,C,-46%,,,,,,,,,['Amora'],468 g,"['Bouteille en plastique', 'Bouteille']",,Tomato Ketchup.,,,,,,,,
728,Pamplemousse,8400036015474,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5",0,"0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Indian chai,5415331000141,['France'],[],[],?,392,1640 kj(392 kcal),0,0,96,89,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Casablanca-Séville,3770020642029,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,les milanaises,2255103072166,['France'],"['Escalopes de dinde marinées à la milanaise', 'Ingrédients ', 'à la mise en œuvre', ' : Escalope de dinde origine France : 88%', 'chapelure de blé : 8% ', 'farine de blé', 'levure', 'sel', 'eau', 'sel', ""extraits d'ècices"", 'acidifiants acétate de sodium', 'lactate de calcium', ""Traces possibles de lait et d'œuf"", 'Conditionné sous atmosphère protectrice', 'A savourer cuit à ceur', 'A conserver entre 0°C et  4°C', 'A consommer rapidement après ouverture', 'Valeurs nutritionnelles moyennes pour i00 g : Énergie : 534 kJ /']",[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],"['E262i - Acétate de sodium', 'E327 - Lactate de calcium']",,,,,,
732,Datte,6191471100178,['France'],[],[],?,289,1209 kj(289 kcal),"0,4",0,65,65,"2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Oslo Istanbul,3770020642005,['France'],[],[],?,58.8,246 kj(58 kcal),"0,1",0,"11,5","10,7",1,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,La deliziosa,3281780895124,['France'],[],[],?,159,665 kj(159 kcal),"9,3","1,8",14,"2,3","4,1","0,78","0,312",,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique', 'Etui en carton']",,,,,,,,,,
735,La pause bio,3770005830151,['France'],[],[],?,440,1841 kj(440 kcal),24,"2,8",37,32,13,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Sardine de méditerranée,3700604200413,['France'],[],[],?,0,0 kj(0 kcal),"14,59","3,6",0,0,"10,44","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Green Wizard,4260636581793,['France'],[],[],?,5.52,23 kj(5 kcal),"0,02","0,02","0,98","0,78","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Gratin aux pommes de terre,3327511638759,['France'],[],[],?,221,925 kj(221 kcal),"15,8","9,2","10,8","3,6","7,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,0200218002197,0200218002197,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Pain gris,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Les milanaises,2431641020993,['France'],[],[],?,534,2234 kj(534 kcal),"1,3","0,4","6,6",0,22,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,FLEISCHSCHNACKAS OA TRANCHE,2426124062782,['France'],[],[],?,192.8,807 kj(192 kcal),"6,1","2,2",22,"2,4","12,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,
743,Gingembre moulu - Rustica,3582718111171,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre']",,,,,,,,,,,,,,,,,,,,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,,['Rustica'],,,,,,,,,,,,
744,Pur jus de pommes Locard,3760153400825,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,
745,Fritures de pâques se panache,3395250012383,['France'],[],[],?,120,502 kj(120 kcal),9,2,6,5,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Sauce barbecue,5410803011977,['France'],[],[],?,188,787 kj(188 kcal),"0,4",0,47,39,"1,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Raisin blond,2007496019613,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Andouillette panée,2628450036813,['France'],[],[],?,224,937 kj(224 kcal),16,"6,2","1,6","0,9",18,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Creamy mustard,75429171,['France'],[],[],?,231,967 kj(231 kcal),21,"2,5",10,"5,1","0,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,N 12,4260381240495,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
