,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,manufacturing,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,markets,allergens,traceability_code,link,additives,generic_name,palm_ingredients
113,Poulet rôti,2238750005220,['France'],[],[],?,167,"8,3",0,23,699 kj(167 kcal),"2,3",0,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Muesli Myrtille n4,3760091572486,['France'],[],[],?,444,20,53,11,1858 kj(444 kcal),"2,8",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Croco,8124220009130,['France'],[],[],?,1465,"0,5",79,"5,7",6130 kj(1465 kcal),"0,1",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Pain mais tournesol,2644668010506,['France'],[],[],?,282,"4,6","47,6","10,3",1180 kj(282 kcal),"0,5","6,6","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Saint nectaire,0241991019026,['France'],[],[],?,340,28,1,22,1423 kj(340 kcal),20,0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,4061458206679,4061458206679,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Saucisson du ventoux au taureau,2200003063172,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Boulettes de poisson asiatiques,3379140605275,['France'],[],[],?,95,"2,6","9,8",11,397 kj(95 kcal),1,"4,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0637793011144,0637793011144,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Bâtonnet cupcake chocolat blanc myrtille,56721683,['France'],[],[],?,230,9,"31,2","5,6",962 kj(230 kcal),"7,8","26,2","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Mont d’Or,62037,['France'],[],[],?,286,24,"0,5",17,1197 kj(286 kcal),17,"0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,16187467,16187467,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jeu de carte de Paris,3760248870809,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0728028151213,0728028151213,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Assortiment Charcutier,0200111042900,['France'],[],[],?,259,19,"1,2",22,1084 kj(259 kcal),"6,9",1,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Pates saumon - U,3256228438317,['France'],[],[],?,134,"5,4",15,"5,9",561 kj(134 kcal),"2,6",1,"0,85","0,34",,,['U'],"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Plats au saumon']","['Nutriscore', 'Nutriscore B']",,,5.4 g,en quantité modérée,2.6 g,en quantité modérée,1 g,en faible quantité,0.85 g,en quantité modérée,,-10%,-8%,-24%,+9%,+23%,-44%,-16%,+17%,+17%,2,-10%,B,-10%,,,,,,,,,,,,,,,,
129,Ananas en tranches,8858808900136,['France'],[],[],?,80,9,7,4,335 kj(80 kcal),5,"4,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Auguillettes de poulet,0259728023482,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Truite fumee,0207202085938,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Saucisse cuite fumée,2422871031750,['France'],[],[],?,?,?,?,?,,,,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Pod'citron,3770012292041,['France'],[],[],?,232,"9,4","37,4","1,6",971 kj(232 kcal),"0,8","33,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Saucisson sec beaufort aop,3375220503097,['France'],[],[],?,418,34,2,26,1749 kj(418 kcal),13,1,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Boudin basque,2297409025910,['France'],[],[],?,248,20,1,18,1038 kj(248 kcal),"6,8",1,13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,BOURGOGNE GAMAY - Etienne foillarol vignerons - 0.75l,3760185610476,['France'],"['CAVE DE FLEURIE BOURGOGNE GAMAY APPELLATION BOURGOGNE GAMAY CONTRÔLÉE Ce vin élaboré sur une sélection parcellaire de nos meilleurs crus arbore une robe rubis intense', "" Ces arômes de fruits noirs et sa légère touche épicée raviront vos papilles au cours de diverses moments de partage autour d'une planche de charcuterie lyonnaise"", 'de brunch ou de plats légèrement relevés', ' TEMPERATURE DE SERVICE :', ' Mis en bouteille à la propriété par la Cave des Grands Vins de Fleurie 16°C', ' 69820 Fleurie 1699 vo 75cl ""760185 610476"" CONTIENT DES SULFITES-PRODUIT DE FRANCE']",[],?,?,?,?,?,,,,,,0.75 l,['Verre'],['Etienne foillarol vignerons'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,['France'],,,,,,,,,,,,,,,,,,,,,,,,B,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,['France'],['Intermarché'],['Anhydride sulfureux et sulfites'],,,,,
137,Filet de poulet,2255960068227,['France'],[],[],?,108,"1,8",0,23,452 kj(108 kcal),"0,5",0,"0,13","0,052",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,1.8 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,,-18%,-17%,-38%,-33%,-100%,-100%,+1%,-83%,-83%,-4,,A,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
138,Macvin du Jura -,3509061100003,['France'],[],[],?,?,?,?,?,,0,0,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins français', 'Mistelle', 'Macvin du Jura']",,,,,,,,,,,,,,,,,,,,,,,,,,D,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,
139,OLIO EXTRA VERGINE DI OLIVA BIO -,7006244260135,['France'],[],[],?,824,"91,6",0,0,3448 kj(824 kcal),13,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,91.6 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-7%,,,,-100%,-100%,6,-2%,C,-2%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
140,Rillettes de canard,3760204105174,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Terrine de boeuf aix cèpes,3770014609243,['France'],[],[],?,101,"3,33",11,7,423 kj(101 kcal),1,"0,3",25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Biere artisanale,3770009150033,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Fruitcoktail,5400141402049,['France'],[],[],?,69,"0,5",15,"0,6",289 kj(69 kcal),"0,1",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,chips de crevettes - 80g,77861337,['France'],[],[],?,?,?,?,?,,,,,,80g,['sac plastique'],,['en:Apéritif'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,ADJIKA,3770009542425,['France'],[],[],?,166.1,"10,4","14,6","3,6",695 kj(166 kcal),"10,4","1,3","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Fleur De Bach Scleranthus N°28 - 20 ML - Biofloral,3760029841288,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,['Biofloral'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Folines,3469674940208,['France'],[],[],?,0,0,55,0,0 kj(0 kcal),0,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Canard sauce aux épices douces et poivre de sichuan,3368822009968,['France'],[],[],?,122,"6,2","4,6",12,510 kj(122 kcal),"0,4","3,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Thym Feuille,3175681004429,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,5060152821446,5060152821446,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2 cassolettes cuisinees aux noix de saint jacques,3325710631588,['France'],[],[],?,127,"8,5","5,9",6,531 kj(127 kcal),"4,8","3,4","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Tropez ienne,,['France'],[],[],?,257,"7,3",36,4,1075 kj(257 kcal),"4,9",18,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,petit dejeuner,3514962632508,['France'],[],[],?,160,50,8,8,669 kj(160 kcal),0,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Poitrine fumée fines tranches spécial petit-déjeuner,3379300002036,['France'],[],[],?,332,30,"1,5",14,1389 kj(332 kcal),"9,3","0,5","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Paris Brest,,['France'],[],[],?,401,31,28,"3,9",1678 kj(401 kcal),17,18,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Fourme d’ambert aop,0204547011288,['France'],[],[],?,334,28,18,20,1397 kj(334 kcal),18,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Macarons,2006050027460,['France'],[],[],?,420,18,54,"8,7",1757 kj(420 kcal),"6,6",51,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Thé vert des Açores,3700616410824,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Filetti di merluzzo grigliati olio extra vergine,8052789531710,['France'],[],[],?,119,"6,7","0,1","14,6",498 kj(119 kcal),"1,4","0,1","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Le Mormal,2295779049598,['France'],[],[],?,393,"31,6","0,71","26,6",1644 kj(393 kcal),"1,73","0,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Biscuit aperitif comté,0201027018041,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au Comté']",,,,,,,,,,,,,,,,,,,,,,,,,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
162,Souris d’agneau doree au four,0211937056415,['France'],[],[],?,159,"8,8","0,5",20,665 kj(159 kcal),4,"0,5","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Morbier aop,2488743025258,['France'],[],[],?,363,30,"1,3",22,1519 kj(363 kcal),21,"0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Poitrine plate de Porc BIO tranchée L,0226236029190,['France'],[],[],?,257.7,"20,8","0,1","16,2",1078 kj(257 kcal),"8,4","0,1","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Palette à la diable,2228357080683,['France'],[],[],?,120,"5,8","1,9",15,502 kj(120 kcal),"2,2","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Sablés Caramel Fleur De Sel,3770002597231,['France'],[],[],?,446,19,63,"5,8",1866 kj(446 kcal),12,29,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Piemontaise,2802676029525,['France'],[],[],?,73,73,7,"0,35",305 kj(73 kcal),3,4,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Auvergnat Biologique,0271318017053,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Coquillette au jambon,0208463026241,['France'],[],[],?,176,10,13,"7,9",736 kj(176 kcal),"1,6","1,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,ETXALDIA,2926162005852,['France'],[],[],?,428,37,"0,1",24,1791 kj(428 kcal),24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Ritual Kombucha Cannelle Anis,3760266660093,['France'],[],[],?,14,0,"3,4",0,59 kj(14 kcal),0,"3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,3760224621869,3760224621869,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Eau minérale naturelle,8007189000045,['France'],[],[],?,0,"0,4",0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Mascarpone au Gorgonzola,2425573026772,['France'],[],[],?,395,"38,2",0,11,1653 kj(395 kcal),25,0,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,7441007500699,7441007500699,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,3187670015941,3187670015941,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Finca los lagos,5430001328042,['France'],[],[],?,546,41,34,"9,1",2284 kj(546 kcal),25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3560071264215,3560071264215,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Tablette chocolat noir pure origine Sierra Leone,3770014589101,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Filet poulet,2487391029526,['France'],[],[],?,108,"1,8",23,23,452 kj(108 kcal),"0,5",23,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Thé instantané saveur citron,2596770558110,['France'],[],[],?,39,"0,5",95,"0,5",163 kj(39 kcal),"0,1",94,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Veggie bio,3265490007251,['France'],[],[],?,119,"8,5","7,1","2,9",498 kj(119 kcal),1,2,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Jus de coco gingembre,3770006394249,['France'],[],[],?,79,"0,5","14,5","0,5",331 kj(79 kcal),"0,1","13,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,La corbeille planche foie gras,3330720925367,['France'],[],[],?,511,"52,4","0,85",9,2138 kj(511 kcal),"21,1","0,32","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3434370000037,3434370000037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Hibiscus déshydraté entier,2600741007153,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"Fortimel Compact Erdbeere, 4 X",8716900560613,['France'],[],[],?,240,"9,3","29,7","9,6",1004 kj(240 kcal),"0,9",15,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Le ketch’up,3760300520284,['France'],[],[],?,201,"1,61","20,5","2,52",841 kj(201 kcal),"0,18","14,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Cekme hebra,8697436526635,['France'],[],[],?,458,17,75,"5,7",1916 kj(458 kcal),"7,2",40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Croquettes Mini Senior,4015598013543,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Non’os,3166780041910,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Huile d'olive Clássico,5601252103515,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Huile de colza,3770019464014,['France'],[],[],?,900,100,0,0,3766 kj(900 kcal),7,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,100 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+4%,+3%,-2%,-100%,-100%,-100%,-100%,-100%,5,-1%,C,-1%,C,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,
194,Croquettes Mini Senior,1285598013543,['France'],[],[],?,319.6,7,0,19,1337 kj(319 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Coppa,2228506023356,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,grand vin de bordeaux,3486030100106,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Brioche au poids,0205796022636,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Vieira rellena,4056489319429,['France'],[],[],?,117,"4,3","8,6","9,8",490 kj(117 kcal),"2,3","3,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Brie,0208779014963,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Oignon jaune,0208672005587,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,B,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,
201,Confiture Extra FIGUES,3397519004047,['France'],[],[],?,271,"0,1",67,"0,4",1134 kj(271 kcal),"0,1","65,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Green Boost,5060216562100,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Piment vert confit,3424242503742,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Schlagsahne - Milsani - 250ml,4061458216890,"['France', 'Allemagne']",[],[],?,298,29,7,"2,3",1247 kj(298 kcal),,7,,,250ml,,['Milsani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Milk chocolate crispy center,77247346,['France'],[],[],?,527,28,59,"6,6",2205 kj(527 kcal),17,53,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Thé et Rooibos bio : coffret découverte,3700496323382,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0204092014109,0204092014109,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Chourica,2938609002003,['France'],[],[],?,278,"12,6",0,"36,3",1163 kj(278 kcal),"5,1",0,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Moelleux a l orange,3770016575065,['France'],[],[],?,417,19,55,"5,8",1745 kj(417 kcal),12,39,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Buzet,3231230218041,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Gorgonzola mascarpone,2600088019352,['France'],[],[],?,377,36,"1,3",12,1577 kj(377 kcal),26,"1,3","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Sriracha Mayonnaise,8717624005497,['France'],[],[],?,652,70,"3,9",1,2728 kj(652 kcal),"5,3","3,4","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Caramel,6915288011607,['France'],[],[],?,21,85,11,8,88 kj(21 kcal),12,10,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Brecht Kräutersalz Classic,4008920670613,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Burrito de pollo,8437017437017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,3020831565186,3020831565186,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Curry doux,3760282150141,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Canelle du Vietnam,3102870068634,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,6 galettes pommes,3591660000488,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Ukitykzwjgskgqjkfagjkqfh'j'gs'sgjjkfqkfykqhftuksrj,0008421352296,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,thé des trésors,2700831001082,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Fruit sec du monde,3700650901401,['France'],[],[],?,435,"19,5","54,4","7,2",1820 kj(435 kcal),"2,5","52,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Yop Mangue,3291330005781,['France'],[],[],?,92,2,14,"3,3",385 kj(92 kcal),"1,2",14,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Sirop de quetsche,3321537097569,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Noix cajou grillées a sec sans sel - Ethiquable - 250g,3760278863888,['France'],[],[],?,593,48,20,18,2481 kj(593 kcal),"9,5","5,9",,,250g,,['Ethiquable'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Noix de Cajou grillées']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,48 g,en quantité élevée,9.5 g,en quantité élevée,5.9 g,en quantité modérée,,,,-3%,-3%,+1%,+7%,-18%,-7%,-4%,,,,,,,D,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,
226,Rigatoni,8594183380483,['France'],[],[],?,347,2,64,14,1452 kj(347 kcal),"0,3",1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Miel d'acacia du Morvan,9791034748006,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
