,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,quantity,markets,additives,link,palm_ingredients
1385,Palets Bretons Nature - Les Dieux - 500g,2220010037560,C,['Les Dieux'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,['France'],"['Beurre de baratte demi-sel', 'farine de blé', 'sucre', 'jaune d’œuf', 'poudre à lever ', ' [E450]', '[E500]', '[E330]', 'fleur de sel']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,29 g,en quantité élevée,18 g,en quantité élevée,24 g,en quantité élevée,1.6 g,en quantité élevée,?,,475,-5%,1987 kj(475 kcal),-4%,29,+14%,18,+10%,48,-21%,24,-7%,"4,9",-17%,"1,6",+82%,"0,64",+82%,27,+12%,E,+12%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,"['Sachet', 'Plastique']","['Fabrication artisanale', 'Riche en beurre']",,,500 g,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique']",,
1386,Galette fine caramel - 500g,2220010037584,,,,,['France'],[],,[],,,,,,,,,,?,,564,,2360 kj(564 kcal),,30,,19,,65,,38,,"6,8",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,500 g,,,,
1387,Petits sablés bretons au sarrasin - 500g,2220010037614,,,,,['France'],[],,[],,,,,,,,,,?,,559,,2339 kj(559 kcal),,30,,18,,65,,38,,"7,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,500 g,,,,
1388,Gwastell Du Myrtille - 500g,2220010067758,,,,,['France'],[],,[],,,,,,,,,,?,,521,,2180 kj(521 kcal),,28,,18,,59,,33,,"6,9",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,500 g,,,,
1389,Meringues au Blé Noir -,2220010071632,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,['France'],"[""Blanc d'œuf"", 'sucre glace', 'sucre cristal', 'farine de sarrasin']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0.15 g,en faible quantité,?,,310,-18%,1297 kj(310 kcal),-18%,0,-100%,0,-100%,72,-17%,69,-17%,"4,4",+9%,"0,15",-7%,"0,06",-7%,13,-10%,D,-10%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,"['Sachet', 'Plastique']",,,,,,,,
1390,Filet de canard - Monoprix,2220024031493,D,['Monoprix'],"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],,[],,14 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,?,,202,+3%,845 kj(202 kcal),+2%,14,+11%,"4,3",+17%,0,-100%,0,-100%,19,-2%,"0,16",-85%,"0,064",-85%,1,-78%,B,-78%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,['Monoprix'],,,
1391,Originale cocktail,2220084422637,,,,,['France'],[],,[],,,,,,,,,,?,,284,,1188 kj(284 kcal),,26,,10,,"1,3",,"0,9",,11,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,
1392,lolo à griller,2220100040807,,,,,['France'],[],,[],,,,,,,,,,?,,128,,536 kj(128 kcal),,"5,1",,2,,"1,5",,"0,4",,19,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
1393,Bananes,2220163010762,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['EMB 94065', 'Rungis (Val-de-Marne, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,
1394,Bananes Cavendish Bio - Origine Équateur,2220165013457,B,['Origine Équateur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,['Bio'],,,,,,,
1395,"Banane cavendish bio - 0,953kg",2220165014379,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,3 g,en quantité élevée,?,,94,-4%,393 kj(94 kcal),-4%,0,-100%,0,-100%,28,+29%,6,-60%,9,+650%,3,+17651%,"1,2",+17651%,2,,B,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,"0,953 kg",,,,
1396,M&M's biscuit - Mars - 198g,2220251241818,D,"['Mars', ""M&M's"", ""M&M's Biscuit""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,['France'],"['Farine de blé ', '33%', 'sucre', 'matière grasse de palme', 'beurre de cacao', 'pâte de cacao', ""farine d'orge "", '3,3%', 'lait écrémé en poudre', 'lactose', 'petit-lait en poudre', 'beurre concentré ', 'lait', 'sirop de glucose-fructose', 'lait entier en poudre', 'poudre à lever ', 'E500', 'sel', 'cacao maigre', 'émulsifiants ', 'lécithine de soja', 'E442', 'amidon', 'sirop de glucose', 'colorants ', 'E100', 'E120', 'E133', 'E171', 'dextrine', 'arômes', ""agent d'enrobage "", 'cire de carnauba', 'huile de noix de coco']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,26.3 g,en quantité élevée,15 g,en quantité élevée,36.8 g,en quantité élevée,0.81 g,en quantité modérée,2161,+4%,?,,2161 kj(516 kcal),+5%,"26,3",+12%,15,+27%,"62,6",+0%,"36,8",+13%,6,-9%,"0,81",+47%,"0,324",+47%,27,+26%,E,+26%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"Biscuit nappé de chocolat au lait (22%) et de M&M's minis (8,7%) (chocolat au lait dragéifié)","['Carton', 'Sachet', 'Plastique']",,,,198 g,,"['E500 - Carbonates de sodium', 'E322i - Lécithine', ""E442 - Phosphatides d'ammonium"", 'E100 - Curcumine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane', 'E1400 - Dextrines', 'E903 - Cire de carnauba']",,['Huile de palme']
1397,Fromage fermier aire des sully,2220408000008,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],,[],,30 g,en quantité élevée,16 g,en quantité élevée,0.59 g,en faible quantité,0.15 g,en faible quantité,?,,371,+13%,1552 kj(371 kcal),+13%,30,+13%,16,-10%,"3,3",+173%,"0,59",-20%,22,+8%,"0,15",-88%,"0,06",-88%,9,-34%,C,-34%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1398,Le petit millevaches - Fromagerie L'aire Des Sully,2220411027689,,"[""Fromagerie L'aire Des Sully""]",,,['France'],"[""e FROMAGERIE AIRE DES SULLY' LE PETIT MILLEVACHES""]",,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,30,,16,,"3,3",,"0,59",,22,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
1399,Le Petit Mille Vache - Le Millecache,2220411030245,,['Le Millecache'],,,['France'],[],,[],,,,,,,,,,?,,371,,1552 kj(371 kcal),,?,,16,,?,,"0,59",,22,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,
1400,2220488059309,2220488059309,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,2 filets dérouler noir bio  - Le picoreur - 235gr,2220501063764,D,['Le picoreur'],"['Viandes', 'Volailles', 'Poulets']","['FR 85.223.001 CE', 'Sainte-Hermine (Vendée, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Bio'],,,235gr,,,,
1402,Poulet,2220501072223,C,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
1403,Filet de poulet fermier,2220526053924,C,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Bio', 'Bio européen']",,,,,,,
1404,Volaille de ma région,2220526062919,,,,"['FR 85.223.001 CE', 'Sainte-Hermine (Vendée, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1405,Filet de poulet,2220526066511,C,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
1406,"2 fillets de poulet fermier biologique - 0,341kg",2220526067891,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,"0,341 kg",,,,
1407,Filets de poulet fermier biologique,2220526078453,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Bio'],,,,,,,
1408,2220528037915,2220528037915,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1409,Le picoreur - Filière Bodin,2220528043886,,['Filière Bodin'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Filet fumé de canard bio,2220577033265,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']","['FR 85.059.004 CE', 'Châtaigneraie (Vendée, France)']",['France'],[],,[],,2.5 g,en faible quantité,0.7 g,en faible quantité,0.5 g,en faible quantité,6.4 g,en quantité élevée,?,,130,-34%,544 kj(130 kcal),-34%,"2,5",-80%,"0,7",-81%,"0,5",+1%,"0,5",+50%,27,+40%,"6,4",+498%,"2,56",+498%,11,+147%,D,+147%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,['Bio'],,,,,,,
1411,Saucisson sec olives,2220640020017,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,['France'],[],,[],,31.8 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,4.7 g,en quantité élevée,?,,390,-3%,1632 kj(390 kcal),-3%,"31,8",+1%,13,+6%,"1,4",-37%,"0,5",-64%,26,-6%,"4,7",+1%,"1,88",+1%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,
1412,Saucisson artisanal des Cévennes au cantal,2220646018377,,,,,['France'],[],,[],,,,,,,,,,?,,401,,1678 kj(401 kcal),,32,,13,,"1,5",,"0,5",,27,,"4,6",,"1,84",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1413,Parmesan -,2220694003622,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],,[],,29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,398,-1%,1665 kj(398 kcal),-0%,29,-2%,18,-9%,0,-100%,0,,33,+2%,"1,5",-6%,"0,6",-6%,15,-10%,D,-10%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1414,Rôti filet de porc - Lidl,2220960004155,E,['Lidl'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,33,-77%,138 kj(33 kcal),-77%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"24,3",+8%,"0,11",-94%,"0,044",-94%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,['Lidl'],,,
1415,Roti filet de porc - L’etal Du Boucher,2220960004674,E,['L’etal Du Boucher'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],"['100% filet de porc ', 'longe', ' Viande de porc origine France']",,"['Non végétalien', 'Non végétarien']",1,7.2 g,en quantité modérée,3 g,en quantité modérée,0.3 g,en faible quantité,0.11 g,en faible quantité,?,,150,+4%,628 kj(150 kcal),+5%,"7,2",+43%,3,+44%,"0,3",-63%,"0,3",-52%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1416,Roti filet de porc - L’etal Du Boucher,2220960004711,E,['L’etal Du Boucher'],"['Viandes', 'Porc', 'Rôtis de porc']","['FR 53.097.001 CE', 'Évron (Mayenne, France)']",['France'],"['Rôti filet de PORC INGRÉDIENT 100% filet de porc ', 'longe', ' Viande de porc origine France', ' CONSERVATION']",,"['Non végétalien', 'Non végétarien']",,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1417,Rôti filet de porc,2220960004773,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1418,Roti fillet de porc - L’etal Du Boucher,2220960005350,E,['L’etal Du Boucher'],"['Viandes', 'Porc', 'Rôtis de porc']","['FR 53.097.001 CE', 'Évron (Mayenne, France)']",['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.4 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,4",-51%,"0,4",-36%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1419,Rôti filet de porc - 735kg,2220960005367,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,651,+352%,2724 kj(651 kcal),+357%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,5,-30%,C,-30%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,735 kg,,,,
1420,Rôti filet de porc,2220960005398,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1421,Rôti filet de porc,2220960005442,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1422,Rôti filet de porc - L'étal du boucher - 0.766kg,2220960005589,,"[""L'étal du boucher""]","['Viandes', 'Porc']",,['France'],['filet de porc'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,Rôti filet de porc,,,['France'],,0.766kg,,,,
1423,Rôti de porc,2220960005763,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,4 g,en quantité modérée,1.5 g,en quantité modérée,0.3 g,en faible quantité,0.14 g,en faible quantité,?,,125,-13%,523 kj(125 kcal),-12%,4,-20%,"1,5",-28%,"0,3",-63%,"0,3",-52%,22,-2%,"0,14",-92%,"0,056",-92%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1424,Rôti de porc - Lidl,2220960005862,E,['Lidl'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,4 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0.14 g,en faible quantité,?,,125,-13%,523 kj(125 kcal),-12%,4,-20%,"1,5",-28%,"0,5",-39%,"0,5",-20%,22,-2%,"0,14",-92%,"0,056",-92%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1425,Rôti de porc - 0.813kg,2220960005930,E,,"['Viandes', 'Porc', 'Rôtis de porc']","['EMB 38341', 'Rochetoirin (Isère, France)']",['France'],[],,[],,8.5 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.12 g,en faible quantité,?,,169,+17%,707 kj(169 kcal),+19%,"8,5",+69%,"3,3",+58%,"0,5",-39%,"0,5",-20%,23,+3%,"0,12",-93%,"0,048",-93%,0,-100%,B,-100%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,0.813 kg,,,,
1426,Roti filet de porc - L’etal Du Boucher,2220960006456,E,['L’etal Du Boucher'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],"['100% filet de porc ', 'longe', ' Viande de porc origine France']",,"['Non végétalien', 'Non végétarien']",1,7.2 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.11 g,en faible quantité,?,,151,+5%,632 kj(151 kcal),+6%,"7,2",+43%,3,+44%,"0,5",-39%,"0,5",-20%,"21,4",-4%,"0,11",-94%,"0,044",-94%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,
1427,Roti de porc - L’étal Du Boucher,2220963005142,E,['L’étal Du Boucher'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,3 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-17%,498 kj(119 kcal),-16%,3,-40%,"1,3",-38%,0,-100%,0,-100%,23,+3%,"0,15",-91%,"0,06",-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1428,Filet de porc,2220967007036,,,,"['FR 14.762.106 CE', 'Vire (Calvados, France)']",['France'],[],,[],,,,,,,,,,?,,119,,498 kj(119 kcal),,3,,"1,3",,0,,0,,23,,"0,15",,"0,06",,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1429,Roti de porc,2220969005283,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],,[],,3 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,119,-17%,498 kj(119 kcal),-16%,3,-40%,"1,3",-38%,0,-100%,0,-100%,23,+3%,"0,15",-91%,"0,06",-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1430,Chipolata,2220974021650,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,['France'],[],,[],,20.3 g,en quantité élevée,8.2 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,248,+4%,1038 kj(248 kcal),+4%,"20,3",+7%,"8,2",+14%,"0,5",-57%,0,-100%,"15,8",+3%,"1,6",-11%,"0,64",-11%,18,+8%,D,+8%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,
1431,Chipolata pur porc naturel,2220974024538,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1432,Merguez pur boeuf noyau naturel x5,2220976024666,,,,,['France'],[],,[],,,,,,,,,,?,,300,,1255 kj(300 kcal),,26,,10,,"0,6",,"0,6",,16,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,
1433,Andouillettes pur porc - Charcuteries Issoldunoises,2220985034243,,['Charcuteries Issoldunoises'],,,['France'],"['CHARCUTERIES ISSOLDUNOISES ZI', 'Rue D', ' Papin 36100 ISSOUDUN N DOUI L LETTES P R P BOC', ' CE grédients Panse', 'chaudin', ' maigre L gras et couenne do pot c gine France', ""vinaigre d'alcool"", 'sel', 'oignon', 'potvre', 'éptces plantes aromatiques', ' dextrose', 'aromes naturels briqué dans un atelier utilisant blé,moutarde', 'lait ,oeuf et Ifs a coque Inde de porc élevé et abattu en France »rmations']",,['Non végétalien'],4,,,,,,,,,?,,224,,937 kj(224 kcal),,"16,3",,"6,9",,"0,5",,0,,"18,8",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
1434,Boudin Blanc à l'Ancienne - Charcuteries Issoldunoises - 366g,2220987027755,C,['Charcuteries Issoldunoises'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]","['FR 36.088.008 CE', 'Issoudun (Indre, France)']",['France'],"['Maigre et gras de porc origine France', 'LAIT entier', 'fécule de pomme de terre', 'Cognac', 'sel', 'poivre', 'persil', 'muscade', 'épices et plantes aromatisantes', 'dextrose', 'arômes naturels', 'colorant : caramel']",['Lait'],"['Non végétalien', 'Non végétarien']",4,20.5 g,en quantité élevée,8 g,en quantité élevée,2 g,en faible quantité,1.3 g,en quantité modérée,1024,,?,,1024 kj(245 kcal),+7%,"20,5",+8%,8,+7%,"5,5",+20%,2,-4%,"10,1",+1%,"1,3",+1%,"0,52",+1%,15,+4%,D,+4%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,"['Frais', 'Plastique']","['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'en:Fabriqué en Berry']",['France'],['France'],366 g,,['E150 - Caramel'],,
1435,"Boudin noir aux oignons et au vin de Valençay - 0,394kg",2220988019421,D,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons', 'Boudin noir sauté']",,['France'],[],,[],,25.5 g,en quantité élevée,10.1 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,284,+11%,1188 kj(284 kcal),+12%,"25,5",+18%,"10,1",+21%,"1,3",-57%,"0,5",-75%,"12,2",+5%,"1,3",-2%,"0,52",-2%,18,+15%,D,+15%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,"0,394 kg",,,,
1436,Saucisson à l'ail en demi -,2220991019425,E,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,['France'],[],,[],,23 g,en quantité élevée,9.5 g,en quantité élevée,0.8 g,en faible quantité,2 g,en quantité élevée,?,,274,+0%,1146 kj(274 kcal),-0%,23,+3%,"9,5",+11%,"1,7",+55%,"0,8",+12%,15,-6%,2,-5%,"0,8",-5%,20,+4%,E,+4%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,
1437,Lapin,2221061055039,,,,,['France'],[],,[],,,,,,,,,,?,,136,,569 kj(136 kcal),,9,,4,,0,,0,,20,,"0,302",,"0,121",,,,,,,,,,,,,,,,,,,,,,
1438,Cuisse de lapin a la moutarde en papillotte - Loeul&Piriot,2221074049469,D,['Loeul&Piriot'],"['Viandes', 'Viande de lapin']",,['France'],"['épices ', 'dont MOUTARDE 30%', 'acidifiants: diacétate de sodium', 'citrate de potassium', 'acide citrique', 'sel', 'semoule de riz', 'aromes', 'saccharose', ""correcteur d'acidité: gluconate de sodium"", 'exhausteur de goût: chlorure de potassium']",['Moutarde'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,3 g,en quantité modérée,0.9 g,en faible quantité,0.1 g,en faible quantité,0.14 g,en faible quantité,?,,113,-27%,473 kj(113 kcal),-29%,3,-62%,"0,9",-62%,"0,5",-28%,"0,1",-76%,21,+7%,"0,14",-72%,"0,056",-72%,-4,-756%,A,-756%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,"['E262ii - Diacétate de sodium', 'E330 - Acide citrique', 'E576 - Gluconate de sodium', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition']",,
