,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,additives,eco_score,quantity,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,generic_name,markets,traceability_code,ingredients_origins,link,brand_owner,origin_detail,producer_info
461,Servivita Sauce Cesar 320ML,8413412802308,['Servivita'],['es:Salsa cesar'],,"['France', 'Espagne']","['vinaigre fibre végétale', 'sel', 'addujant ', 'acide lactique', 'stabilisant ', 'gomme xanthane', 'oignon en poudre', 'ail en poudre', 'épices', 'arôm6', 'conservateur ', 'benzoate de sodium', 'édulcorant ', 'sucralose', ' et colorants ', 'dioxyde de titane', ',']",[],4,?,,9,,38 kj(9 kcal),,0,,0,,"0,8",,0,,0,,"2,175",,"0,87",,"['E270 - Acide lactique', 'E415 - Gomme xanthane', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E171 - Oxyde de titane']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2.17 g,en quantité élevée,9,,C,,,,,,,,,,,,,,,,,,,
462,Chaskis sabor natural - Facundo,8413671022097,['Facundo'],"['Snacks', 'Snacks salés']",,"['France', 'Espagne']","['farine de mais', 'huile de tournesol ', '19,6%', 'sel', 'sucre', 'gazéifiant ', 'bicarbonate de soude', 'acidifiant ', 'acide citrique']",[],3,?,,487,+5%,2038 kj(487 kcal),+6%,21,-13%,"2,2",-48%,"67,1",+41%,"3,2",-2%,"5,8",-32%,"1,975",+28%,"0,79",+28%,"['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",,,,21 g,en quantité élevée,2.2 g,en quantité modérée,3.2 g,en faible quantité,1.98 g,en quantité élevée,13,+7%,D,+7%,,,,,,,,,,,,,,,,,,
463,Turron duro - San Andrés - 150g,8413725001160,['San Andrés'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['Contient du lait'],['France'],"['Amandes ', '60%', 'sucre,sirop de glucose', 'miel', 'gaufrette ', 'fécule de pomme de terre', 'eau et huile de tournesol', "" et blanc d'oeuf""]","['Sans huile de palme', 'Non végétalien']",4,?,,560,+7%,2343 kj(560 kcal),+7%,38,+21%,3,-43%,36,-20%,31,-19%,15,+25%,"0,1",+56%,"0,04",+56%,,E,150 g,,38 g,en quantité élevée,3 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,13,-21%,D,-21%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,"['Œufs', 'Fruits à coque']",,,,,,,,,,
464,Tortillons,8413760003655,,,,['France'],[],[],,?,,561,,2347 kj(561 kcal),,32,,15,,60,,20,,"4,8",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Miel de naranjo - el brezal,8413812011348,['el brezal'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,"['France', 'Espagne']",[],[],,?,,328,+13%,1372 kj(328 kcal),+12%,0,-100%,0,-100%,82,+7%,74,+6%,0,-100%,0,-100%,0,-100%,,B,,,0 g,en faible quantité,0 g,en faible quantité,74 g,en quantité élevée,0 g,en faible quantité,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
466,Chocolat à la canelle -  - 200g,8413907210502,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats au lait', 'Chocolats blancs', 'Chocolats aromatisés', 'Chocolats noirs aromatisés', 'Chocolats blancs aromatisés']",,"['France', 'Allemagne']",[],[],,?,,525,,2197 kj(525 kcal),-6%,31,-11%,20,-7%,48,-10%,0,-100%,6,-1%,0,-100%,0,-100%,,E,200 g,['Produkt'],31 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,16,-37%,D,-37%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,Chocolat à la Cannelle,,,,,,,
467,Sardinas de chocolate con leche - Simon Coll,8413907709303,['Simon Coll'],,,['France'],"['sucre', 'Beurre de Cacao', 'lait entier en Poudre', 'Pâte de Cacao', 'Lait écrémé en poudre', 'Emulsifiant ', 'Lécithiine de Soja', ' et Arôme', ' Cacao: 30% minimum']",['Non végétalien'],4,?,,577,,2414 kj(577 kcal),,39,,25,,48,,47,,7,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,,,,,,
468,Lentilles au naturel,8413940008401,,,,['France'],[],[],,?,,76,,318 kj(76 kcal),,0,,0,,"14,6",,0,,"4,6",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Epicerie / Condiments, Aides Culinaires / Sauces - Capell",8414092003122,['Capell'],,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",['France'],"['Tomàquets*', 'ceba*', ""oli d'oliva verge extra* "", 'sucre de canya integral* i sal marina']",[],,?,,31,,130 kj(31 kcal),,"1,5",,"0,5",,"3,8",,"2,3",,2,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Sunny Delight Fraise,8414100302841,['Sunny Delight'],,,['France'],[],[],,?,,12,,50 kj(12 kcal),,"0,1",,0,,"2,5",,"2,4",,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"Snackgold Iberico Ham Gourmet Potato Chips, 4.9 Ounce",8414139005010,,,,['France'],[],[],,?,,456,,1908 kj(456 kcal),,"27,1",,"3,3",,42,,"2,3",,7,,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,JAMON SERRANO,8414169200508,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,['France'],[],[],,?,,215,-10%,900 kj(215 kcal),-10%,"8,7",-31%,"3,6",-23%,"0,5",-30%,"0,5",+12%,"33,7",+11%,"5,8",+24%,"2,32",+24%,,E,,,8.7 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,5.8 g,en quantité élevée,15,-9%,D,-9%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
473,Manzanares Cacahuetes Con Cáscara Tostados,8414485225117,,,,['France'],[],[],,?,,571,,2389 kj(571 kcal),,"46,5",,6,,26,,4,,"23,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Buns rústico - 300g,8414509010484,,,,['France'],[],[],,?,,317,,1326 kj(317 kcal),,"6,3",,1,,55,,"7,7",,"9,4",,"1,1",,"0,44",,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,FUET,8414620091522,,,,['France'],[],[],,?,,466,,1950 kj(466 kcal),,38,,14,,"4,4",,2,,26,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Huile d olive - Echioro,8414979048246,['Echioro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,['France'],[],[],,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,,D,,,100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
477,"Mini Tortilla Oignon, - Te Gusta",8420056101100,['Te Gusta'],"['Plats préparés', 'Omelettes de pommes de terre']",,['France'],[],[],,?,,161,+1%,674 kj(161 kcal),+2%,"9,2",-2%,"1,5",-15%,13,+10%,"0,9",-4%,"5,4",+3%,"0,89",-17%,"0,356",-17%,,B,,,9.2 g,en quantité modérée,1.5 g,en quantité modérée,0.9 g,en faible quantité,0.89 g,en quantité modérée,1,-73%,B,-73%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,,,,,,,
478,"Te gusta, Tortilla pommes de terre oignons halal",8420056180402,['Te gusta'],"['Plats préparés', 'Omelettes de pommes de terre']",['Halal'],['France'],"['Pommes de terre ', '50%', ' oeuf pasteurisé', 'oignon frit ', '15%', ' ', 'oignons', ""huile d'olive"", 'sel et jus de citron', 'huile de tournesol', ""huile d'olive et sel""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,,160,+1%,669 kj(160 kcal),+1%,"10,4",+10%,"1,6",-9%,"10,6",-10%,"0,9",-4%,"5,3",+1%,1,-7%,"0,4",-7%,,B,,,10.4 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,3,-20%,C,-20%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,,,,,,,
479,Anxoves elaborades a l'Escala,8420478151059,,,,['France'],[],[],,?,,167,,699 kj(167 kcal),,"6,2",,1,,"0,9",,"0,5",,27,,"11,5",,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Gelli Sweet saveur Fraise - Reina - 400g,8420756003919,['Reina'],"['Desserts', 'Desserts gélifiés']",,['France'],"['Eau', 'sucre', 'dextrose', 'stabilisants ', 'E407', 'E410', 'E509', ""correcteurs d'acidité "", 'E330', 'E331', 'E332', 'arômes et colorants ', 'E120']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,76,+46%,318 kj(76 kcal),+44%,0,-100%,0,-100%,19,+83%,18,+100%,0,-100%,"0,2",+41%,"0,08",+41%,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium', 'E120 - Acide carminique']",,400 g,"['Frais', 'Plastique', 'Pot']",0 g,en faible quantité,0 g,en faible quantité,18 g,en quantité élevée,0.2 g,en faible quantité,3,+183%,C,+183%,,,,,,,,,,,Dessert gélifié réfrigéré aromatisé à la fraise,,,,,,,
481,Masa de hojaldre refrigerada - Alipende - 230g,8421691847729,['Alipende'],['es:Masas-de-hojaldre-congeladas'],,"['France', 'Espagne']","['Harina de trigo', 'grasas y aceites vegetales de palma y girasol', 'agua', 'alcohol etílico', 'sal', 'zumo de limón concentrado', ' agente de tratamiento de la harina ', 'L-cisteína', ' Puede contener trazas de leche']",[],3,1678,,403,,1678 kj(403 kcal),,"24,4",,"11,4",,"36,3",,"0,8",,"5,6",,"0,92",,"0,368",,"['E1510 - Éthanol', 'E920 - L-Cystéine et ses chlorhydrates']",,230 g,"['Plástico', 'cartón']",24.4 g,en quantité élevée,11.4 g,en quantité élevée,0.8 g,en faible quantité,0.92 g,en quantité modérée,18,,D,,,,,,,,,"['Gluten', 'Lait']",,,,,,,,,,
482,Fuet extra - Bellissima Comida,8422003000900,['Bellissima Comida'],['ca:Fuet'],['Fabriqué en Espagne'],['France'],"['FUET fRûlENTS: VIANDE DEPORC ', 'IL FAUT 149 g DE INDE FRAÎCHE POUR DE FUET', 'LARD DE RC', 'LAAT_QE', 'SEL', 'NOIR', 'ARÔME', 'E-326', 'E', '20,E-252', 'STABILISATEUR If-420', 'ANTIOXYDANT COLORANT ', 'E', '1 20', 'PRODUIT SUJECT A DESSICCATON', ' CONSERVER AU FROID', ' OUVRIR 10 MINUTES AVAN7ccNSOMMATlON', ' APRES OUVERTURE', 'CONSOMMER ET CONSERVER AU POIDS NET A L EMBALLAGE', 'FABRIQUÉ EN EspAGNE', ' CONDITIONNE SOUS ATM0spHEBE LOT: 38A22 POIDS NET: Kg']",[],4,?,,433,-3%,1812 kj(433 kcal),-3%,"35,9",+1%,"5,95",-55%,"2,45",-41%,"0,1",-96%,"25,26",-6%,"2,5",-37%,1,-37%,"['E326 - Lactate de potassium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,35.9 g,en quantité élevée,5.95 g,en quantité élevée,0.1 g,en faible quantité,2.5 g,en quantité élevée,20,-19%,E,-19%,,,,,,,,,,,,,,,,,,
483,Chorizo Sarta Iberico Bellota -,8422003001044,,,,['France'],"['CHORIZO SARTA IBÉRICO BELLOTA 30/11/19 Consumir prefereementantes e: PESC NEDAPROX 150 cr INGREDIE NTECarme de cerdo ibérico', 'carne de cerdo', 'sal', 'p ajo', 'dextrosa', 'LACTOSA', 'dextrine', 'PROENA DE LECHE', 'LECHE EN POLVO,azucar corrector de acidez E-31 emulgent as 0 B452', 'E-451', 'antioxidante E - 301', 'iii', 'E450  conservador E-250 145 g de xarne para elaborar 100 g  de producto final', '   Elaborado por  Alegria Riojana SA']","['Non végétalien', 'Non végétarien']",4,?,,469,,1962 kj(469 kcal),,"39,5",,"15,7",,"0,9",,"0,02",,"22,5",,"3,4",,"1,36",,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,,,
484,Salame Segovia Espanhol - Sierra Noble - 200g,8422003010558,['Sierra Noble'],,"['Fabriqué en Espagne', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],,?,,467,,1954 kj(467 kcal),,"40,3",,"15,9",,"0,6",,"0,4",,"25,5",,"3,4",,"1,36",,,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Suc de tomàquet - Bonpreu - 1L,8422410131952,['Bonpreu'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,['France'],"['Suc de tomàquet a partir de concentrat', 'sal i vitamina C', ' AL', 'LÈRGENS SENSE SENSE SENSE LLET GLUTEN OU INFORMACIO NUTRICIONAL per 100 ml I per 200 ml ', '%IR*']",[],3,?,,25,-46%,105 kj(25 kcal),-45%,"0,5",+192%,0,-100%,5,-52%,"3,6",-63%,"0,8",+108%,"0,5",+3446%,"0,2",+3446%,,,1 L,['Bick'],0.5 g,en faible quantité,0 g,en faible quantité,3.6 g,en quantité modérée,0.5 g,en quantité modérée,9,+63%,D,+63%,,,,,,,,['Gluten'],,,,,,,,,,
486,Festucs amb closca - Bonpreu,8422410213634,['Bonpreu'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",,"['France', 'Espagne']",[],[],,?,,639,+4%,2674 kj(639 kcal),+4%,55,+9%,"6,1",-3%,"9,1",-44%,"6,9",+28%,23,+19%,"1,3",+174%,"0,52",+174%,,,,,55 g,en quantité élevée,6.1 g,en quantité élevée,6.9 g,en quantité modérée,1.3 g,en quantité modérée,19,+286%,E,+286%,,,,,,,,,,,,['Bonpreu'],,,,,,
487,Taula de torro d'alacant - Bonpreu,8422410864898,['Bonpreu'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",,['France'],[],[],,?,,550,+2%,2301 kj(550 kcal),+3%,37,+11%,3,+6%,37,-13%,35,-7%,16,+16%,"0,1",+182%,"0,04",+182%,,E,,,37 g,en quantité élevée,3 g,en quantité modérée,35 g,en quantité élevée,0.1 g,en faible quantité,15,+5%,D,+5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
488,Beurre de cacahuète,8422470591055,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,['France'],[],[],,?,,583,-3%,2439 kj(583 kcal),-2%,"48,2",+0%,"9,9",+19%,"24,8",+72%,"2,8",-56%,"24,3",-1%,"1,2",+125%,"0,48",+125%,,C,,,48.2 g,en quantité élevée,9.9 g,en quantité élevée,2.8 g,en faible quantité,1.2 g,en quantité modérée,21,+91%,E,+91%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,
489,Pipas -,8423235002250,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,"['France', 'Espagne']",[],[],,?,,591,+4%,2473 kj(591 kcal),+3%,"48,38",+6%,"4,8",-3%,"7,09",-47%,"3,4",+41%,"27,46",+25%,"0,53",-71%,"0,212",-71%,,C,,,48.4 g,en quantité élevée,4.8 g,en quantité modérée,3.4 g,en faible quantité,0.53 g,en quantité modérée,13,-2%,D,-2%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,
490,Infunat relax - Naturhouse,8423263100997,['Naturhouse'],,,['France'],[],[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"Drenanat - naturhouse - 14,85g",8423263900979,['Naturhouse'],['Compléments alimentaires'],['Entrepreneurs + Engagés'],['France'],"['extrait des parties aériennes de prêle des champs ', 'Equisetum arvense', ': 600mg ', 'extrait de feuilles de ', 'Betula alba', ' : 400mg', 'capsule ', 'gélatine', 'colorant: dioxyde titane', 'agent de charge : cellulose microcristalline', 'extrait des parties aériennes de pissenlit ', 'Taraxacum officinale', ': 200mg', ""antiagglomérant : sels de magnésium d'acides gras""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,,?,,,,?,,,,?,,,,?,,,,,,"['E428 - Gélatine', 'E171 - Oxyde de titane', 'E460i - Cellulose microcristalline', ""E470b - Sels de magnésium d'acides gras""]",,"14,85 g",['Plastique'],,,,,,,,,,,,,,,,,,,,['Salycilés'],,,,,,,,,,
492,Carotte betterave - Naturhouse,8423263901099,['Naturhouse'],,,['France'],[],[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Rincón de la Subbetica - 500mL,8423397141965,['Rincon De La Subbetica'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Bio'],"['France', 'Allemagne']","['Aceite de Oliva V', ""rgen Odra l* 500 mi drectamentede acetzysôlomediante trocedmientcsmecânir le d'olive de qualité supérieur d olives et seulement par des procédés mécaniqua""]",[],,?,,888,+3%,3715 kj(888 kcal),+4%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,,D,500 mL,['Produkt'],100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
494,CrossFire Energy Drink -,8423565011779,,"['Boissons', 'Boissons énergisantes']",,['France'],"['eau gazeuse', 'sucre', 'sirop de glucose et de fructoe aits adifant ', 'acide citrique', 'taurine ', '0,4 %', ""correcteur d'aide mà "", 'àtates de sodium', 'arôme', 'colorant ', 'E-150b', 'caféine ', '0,31 %', 'gucuronolactone', 'inositol', 'vitamines ', 'niacine', 'acide pantothiéniqe', 'r B6', 'niboflavine', 'B12']",[],4,?,,46,+28%,192 kj(46 kcal),+29%,0,-100%,0,-100%,"10,8",+35%,"10,5",+45%,0,-100%,"0,2",+74%,"0,08",+74%,"['E330 - Acide citrique', 'E150b - Caramel de sulfite caustique']",,,,0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0.2 g,en quantité modérée,14,+30%,E,+30%,,,,,,,,,,,,,,,,,,
495,Soda,8423606000397,,,,['France'],[],[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,075",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Azucar Int 500GR 24914 - Cerealim - 500g,8423903000052,['Cerealim'],"['Édulcorants', 'Sucres', 'Sucres roux']",['Bio'],['France'],"['CAR MORENO ANA INTEGRAL ', ' Azücar moreno de cana Integrat ANALISIS ', 'pc - 1000 ', ' Valor energéttcc']",[],,?,,395,+1%,1653 kj(395 kcal),+1%,"0,3",+1130%,0,-100%,98,-0%,98,+1%,"0,3",+278%,0,-100%,0,-100%,,B,500 g,,0.3 g,en faible quantité,0 g,en faible quantité,98 g,en quantité élevée,0 g,en faible quantité,14,-1%,D,-1%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,,
497,Lemon cake slices - Mandul,8423915000118,['Mandul'],,,['France'],[],[],,?,,454,,1900 kj(454 kcal),,"25,7",,"3,1",,"52,4",,"23,4",,3,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Muffin babi traditional chip gocce di cioccolato - Mandul,8423915010070,['Mandul'],,"['Fabriqué en Espagne', ""À l'huile de tournesol""]",['France'],"['Farine de BLÉ ', 'contient GLUTEN', 'huile végétale de tournesol', 'ŒUF entier pasteurisé', 'sucre', 'pepites chocolat 7% [sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de SOJA', ']', 'humectant ', 'glycérine', 'Sorbitol', 'sirop de glucose et fructose', 'poudre á lever ', 'pyrophosphate acide de sodium', 'bicarbonate de sodium', 'conservateur ', 'acide sorbique', 'acidifiant ', 'acide lactique', 'arôme épaississant ', 'gomme xanthane', '\rPeut contenir des traces de FRUITS A COQUE et produits a base de CES FRUITS', 'LAIT et produits à base de LAIT ', 'y compris le LACTOSE']",['Non végétalien'],4,1950,,273,,1950 kj(273 kcal),,"24,4",,"4,1",,56,,"29,2",,"4,6",,"0,6",,"0,24",,"['E322i - Lécithine', 'E422 - Glycérol', 'E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E415 - Gomme xanthane']",,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Soja']",['Spain'],,,,,,,,,
499,Huile d'olive,8424691300324,,,,['France'],[],[],,?,,0,,0 kj(0 kcal),,17,,16,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Organic Yoghurt Banana & Biscuit - Pastoret,8424790200044,['Pastoret'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la banane']",['Bio'],"['France', 'Espagne']",[],[],,?,,115,+24%,481 kj(115 kcal),+23%,"3,3",+25%,"2,5",+43%,"15,5",+16%,15,+22%,"4,9",+47%,"0,1",-5%,"0,04",-5%,,C,,,3.3 g,en quantité modérée,2.5 g,en quantité modérée,15 g,en quantité élevée,0.1 g,en faible quantité,3,-16%,C,-16%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Lait', 'Fruits à coque']",,,,,,,,,,
501,Nutchoc Max Cream (450G),8425252155551,,,,['France'],[],[],,?,,160,,669 kj(160 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Aceite de Oliva Extra Virgen - Oleo Cazorla,8425406300059,['Oleo Cazorla'],['Matières grasses'],,['France'],['de las cuales: / of which: Azücares / Sugars Fibra alimentaria / Alimentary fiber Proteinas / Proteins Sal / sait Vitamina E / Vitamin E Vitamina A / Vitamin A'],[],,?,,900,+12%,3766 kj(900 kcal),+12%,100,+13%,12,-47%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,100 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,
503,Casamayor Popcorn - Gut gunstig,8425408252219,['Gut gunstig'],,,['France'],[],[],,?,,443,,1854 kj(443 kcal),,"20,4",,"9,9",,"53,5",,"0,8",,9,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Bouillon dégraissé de poule,8425741005831,,,,['France'],[],[],,?,,154,,644 kj(154 kcal),,"6,1",,"3,8",,"15,2",,"0,2",,"9,5",,"6,2",,"2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Brochettes piquantes,8425758001147,,,,['France'],[],[],,?,,39,,163 kj(39 kcal),,"2,6",,"0,49",,"2,8",,"0,244",,"1,1",,"3,41",,"1,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Canónigos - Primaflor - 70g,8425779035183,['Primaflor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Mâches']",,"['France', 'Espagne']",[],[],,?,,15,-25%,63 kj(15 kcal),-25%,"0,5",+28%,"0,1",+18%,"0,7",-61%,"0,5",+13%,"1,6",-17%,"0,13",+262%,"0,052",+262%,,B,70 g,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.13 g,en faible quantité,-5,,A,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,,,,
507,Barra Gallego Cremosa - Oro del Valle - 100g,8425837100631,['Oro del Valle'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['Point Vert'],"['France', 'Espagne']","['Leche pasteurizada de vaca', 'sal', 'conservador lisozima ', 'derivada del huevo', 'corrector de acidez: cloruro cálcico', 'cuajo', 'y fermentos lácticos']","['Non végétalien', 'Non végétarien']",3,?,,368,+12%,1540 kj(368 kcal),+12%,"28,8",+8%,"20,3",+14%,"0,2",-83%,"0,2",-73%,21,+3%,"1,25",-4%,"0,5",-4%,['E1105 - Lysozyme'],D,100g,,28.8 g,en quantité élevée,20.3 g,en quantité élevée,0.2 g,en faible quantité,1.25 g,en quantité modérée,14,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['ES 15.03052/C CE'],,,,,
508,Starmix surtido de caramelos de goma - Haribo,8426617005627,['Haribo'],,,['France'],[],[],,?,,339,,1418 kj(339 kcal),,"0,5",,"0,1",,78,,53,,"5,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
