,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,brand_owner,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,producer_info
622,Cafe torrefie moulu en dosettes - Carte Noire,8000070028609,['Carte Noire'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Gaspacho de tates au basilic,3276350207759,,['France'],[],[],?,203,849 kj(203 kcal),"1,3","0,2","5,4","3,7",2,"0,4","0,16","['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Crunchy Waffle,28387534,,['France'],[],[],?,548,2293 kj(548 kcal),33,22,52,33,"7,9","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Biere mini,5601146001217,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Nature céréales -,8410740912594,,"['France', 'Espagne']",[],[],?,395,1653 kj(395 kcal),"7,1","3,1",76,38,"6,2","0,45","0,18","['Sans colorants', 'Sans huile de palme']",,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,-7%,-55%,+26%,-17%,,,,,,,,,,,,,7.1 g,en quantité modérée,3.1 g,en quantité modérée,38 g,en quantité élevée,0.45 g,en quantité modérée,-7%,-48%,+40%,+15%,+15%,16,+21%,D,+21%,,,,,,,,
627,Deliciosa Concentrado De Arroz Para Licu De Arroz,7501088013331,,['France'],[],[],?,185,774 kj(185 kcal),1,1,43,29,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Boisson de riz à la noix de coco - Vegetalia,8422791009277,['Vegetalia'],['France'],[],[],?,72,301 kj(72 kcal),"2,5","1,6",12,"6,6","0,2","0,1","0,04","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Rivazur cakes fruits,3174591000644,,['France'],[],[],?,386,1615 kj(386 kcal),13,"8,3",60,36,"4,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Assortiment minigratins - Boni,5400141387568,['Boni'],['France'],[],[],?,200,837 kj(200 kcal),15,"9,9",13,"0,2","2,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Snack Würfel - Devinos - 160g,4061458045902,['Devinos'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,160g,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Erdinger Weissbrau Cerveza X331ML,4002103248231,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,4411370133,4411370133,,['France'],[],[],?,?,,?,,?,,?,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Bariésun - Uriage - 100ml,3661434004247,['Uriage'],['France'],[],[],?,?,,?,,?,,?,,,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Le traditionnel saucisson sec bridé,3369570104639,,['France'],[],[],?,409,1711 kj(409 kcal),33,14,"2,1","1,4",26,"4,7","1,88",,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,+1%,+4%,-6%,-6%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,"['FR 69.238.010 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,,33 g,en quantité élevée,14 g,en quantité élevée,1.4 g,en faible quantité,4.7 g,en quantité élevée,+1%,+14%,+2%,+1%,+1%,25,+4%,E,+4%,,,,,,,,
636,Chorizo cular,3264057564541,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Sauce blanche,3700952001588,,['France'],[],[],?,678,2837 kj(678 kcal),"74,8","5,1","0,1",0,"1,2","1,2","0,48",['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Malo - 125g,07046070,['Malo'],['France'],[],[],?,?,,?,,?,,?,,,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,The dangerously good brownie,3355710815992,,['France'],[],[],?,463,1937 kj(463 kcal),27,17,47,39,"5,2","0,44","0,176",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Planete tonic,3760186970906,,['France'],[],[],?,31,130 kj(31 kcal),"0,5","0,5","7,8","7,8","0,5",0,0,"['Bio', 'en:EG-Öko-Verordnung', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Lait saveur fraise bio bouteille - Bio Village - 4x 20cl,3564707143189,"['Bio Village', 'Marque Repère']",['France'],"['Lait demi-écrémé* 95 % ', 'origine : France', ' ', ' sucre de canne* 4,2 % ', ' arôme naturel de fraise ', ' épaississant : carraghénanes', "" *Ingrédients issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",273,?,273 kj(65 kcal),"1,5",1,"9,6","9,6","3,3","0,1","0,04","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,4 x 20 cl,,,,,,,,,,,,,,,,['Leclerc'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,
642,Barrita de cereales - dia - 180g,8480017188175,['Dia'],"['France', 'Espagne']",[],[],?,362,1515 kj(362 kcal),"8,9","3,9","53,7","16,9","8,2","0,32","0,128",,,180 g,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,-14%,-44%,-11%,+10%,,,,,,,,,,,,,8.9 g,en quantité modérée,3.9 g,en quantité modérée,16.9 g,en quantité élevée,0.32 g,en quantité modérée,-15%,-35%,-38%,-18%,-18%,11,-17%,D,-17%,,,,,,,,
643,Ciney blonde - 330ml,54064041,"['Ciney', 'Alken-Maes']",['France'],"['eau', ""malt d'orge"", 'sirop de glucose', 'sucre', 'houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",168,40,168 kj(40 kcal),?,,?,,?,,,"['Déconseillé aux femmes enceintes', 'Conduite-automobile-interdite', 'Plus-de-18-ans']",C,330 ml,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blondes']",-30%,-23%,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre', 'Capsule', 'métal']",,['Carrefour Market'],,4,,,,,,,,,-26%,,,,,,,,,['Gluten'],,,"['Belgique', 'Alken']",Bière blonde belge de haute fermentation,https://www.alken-maes.be/site/fr#/site/fr/product/ciney,,
644,"Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants - Yoplait - 1040g",3329770063686,"['Yoplait', 'Panier 0%']","['France', 'Suisse']","['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - Poudre de LAIT écrémé - Ferments LACTIQUES ', 'LAIT', ' - Fruits 8% : Poire ou Abricot ou Pêche ou Ananas - Amidon transformé de maïs - Jus de citron - Arômes naturels - Epaississant : Carraghénanes - Edulcorants : Aspartame', 'Acesulfame K - Concentré des minéraux du LAIT', ""LAIT d'origine France Contient une source de phénylalanine""]",['Non végétalien'],199,47,199 kj(47 kcal),"0,1","0,1",6,"5,6","4,5","0,17","0,068",,,1040 g,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E951 - Aspartame', 'E950 - Acésulfame K']",4,,,,,,,,,,,,,,,,,,['Lait'],,,,"Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants",,,
645,U,3256225979417,['U'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Nachos kinepolis,2009121802,,['France'],[],[],?,463,1937 kj(463 kcal),"26,7","2,7","48,5","0,9","4,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Dés d'ananas - 250g,3700758501589,,['France'],[],[],?,?,,?,,?,,?,,,"['Sans additifs', 'Sans conservateurs']",,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Pois chiches grilles saveur curry - 90g,3770008409132,,['France'],[],[],?,395,1653 kj(395 kcal),"12,8","1,3",43,"3,2",19,"2,3","0,92","['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Salsa Cocktail Especial Marisco 225ML - Calve,8712566388943,['Calve'],"['Belgique', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Express quinoa cereales  cranberries - Primeal,3380380088162,['Primeal'],['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Boisson énergisante,5949000501795,,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,8","3,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Schweppes Tónica,8414100383444,['Schweppes'],"['France', 'Espagne']",[],[],?,33,138 kj(33 kcal),0,0,"7,8","7,8",0,"0,01","0,004",['Point Vert'],,,"['Boissons', 'Boissons gazeuses']",,+32%,-100%,+28%,-100%,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,7.8 g,en quantité élevée,0.01 g,en faible quantité,+33%,-100%,+32%,-41%,-41%,11,+34%,E,+34%,,,,,,,,
653,Melapi Miel Acacia Liquide 500G 5520,5410038121052,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Hot & spicy,9556345280078,,['France'],[],[],?,518,2167 kj(518 kcal),"27,9","13,8","62,2","20,4","4,5","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Cinzano Rosso 15%,8000020000020,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Riz au lait à la vanille - Auchan - 8x 115g,3596710474158,['Auchan'],['France'],[],[],?,116,485 kj(116 kcal),"2,7","1,8",20,11,"2,8","0,11","0,044",,B,8 x 115 g,"['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille']",,-12%,-26%,-4%,-14%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,['Auchan'],,,2.7 g,en faible quantité,1.8 g,en quantité modérée,11 g,en quantité modérée,0.11 g,en faible quantité,-12%,-22%,-12%,-15%,-15%,3,-17%,C,-17%,,,,,,,,
657,Schinken Spicker Paprika Lyoner - Rügenwalder Mühle - 80g,4000405004821,"['Rügenwalder Mühle', 'Rügenwalder Mühle']","['France', 'Allemagne', 'Royaume-Uni']",[],[],?,218,912 kj(218 kcal),18,,3,"1,3",11,,,"['Sans gluten', 'Sans lactose']",,80g,"['Viandes', 'Charcuteries', 'Saucisses', 'en:Cut']",,+4%,+26%,+188%,-38%,,,,,,,,['Kunststoff'],,,,,18 g,en quantité modérée,,,1.3 g,en faible quantité,,,+4%,,+92%,,,,,,,,,,,,,,
658,Valériane Extrait De Plante Fraîche - 50 ML - A. vogel,3035620435311,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Jus de Pomme,3760096803660,,['France'],[],[],?,?,,?,,?,,?,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Huile de Noix,3760056670509,,['France'],[],[],?,900,3766 kj(900 kcal),100,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Les p'tis plaisirs de Céleste,3770007116277,,['France'],[],[],?,164,686 kj(164 kcal),"13,5","11,4","6,8","3,7","2,5","0,01","0,004","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-09', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Cidre François SEHEDIC,3760010805312,['François Séhédic'],['France'],[],[],?,?,,?,,?,,?,,,['Bio'],D,,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,jus goyave,3307930001891,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Dessert onctueux Les P'tits plaisirs de Céleste,3770007116307,,['France'],[],[],?,248,1038 kj(248 kcal),"22,4","10,9","4,9","3,6","4,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Comme sur un nuage Framboise et un soupçon de Mangue délicieux mélange de fruits - ALTI FLORE - 300g,3598050004767,['ALTI FLORE'],['France'],"['Framboise 59%*', 'maltodextrine de blé*', 'Mangue 12 %*', 'eau', 'stabilisant* ', 'farine de graines de caroube', ""* Produits issus de /'agriculture biologique Produit fabriqué dans un atelier qui utilise Produits laitiers"", 'oeufs', 'Fruits à coque', 'gluten']",[],?,106,444 kj(106 kcal),"0,5",0,23,"7,2","0,99","0,03","0,012","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Sans sucre ajouté']",C,300 g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets multifruits']",,-9%,+32%,-15%,+73%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,['E410 - Gomme de caroube'],4,0.5 g,en faible quantité,0 g,en faible quantité,7.2 g,en quantité modérée,0.03 g,en faible quantité,-10%,-100%,-68%,+12%,+12%,-4,-193%,A,-193%,,,,,,,,
666,Coco Pops,5050083339103,['Coco Pops'],['France'],[],[],?,382,1598 kj(382 kcal),"1,9","0,9",84,17,"6,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Œuf bio -,3770004280001,,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'en:Organic eggs']",,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Confiture fraise - Valade en Correze,11222279,['Valade en Correze'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Gros sel de Méditerranée aux herbes de Provences - Soléou,3259810008615,['Soléou'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Gelatelli cola,20916039,,['France'],[],[],?,99,414 kj(99 kcal),"0,1","0,1","24,6","22,4","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Ensaïmada de Menorca - Sa Sucreriz,8437005439443,['Sa Sucreriz'],['France'],"['Harina de trigo', 'manteca de cerdo ', 'con estabilizante: mono y diglicéridos de los ácidos grasos y antioxidantes: BHA y BHT', 'azúcar', 'Crema ', 'jarabe de glucosa y fructosa', 'almidón modificado E1442', 'espesantes: E460', 'E466', 'colorantes: E161b', 'E171', 'E160b', 'acidulante: E334 y aroma', 'huevo ', 'con corrector de acidez: ácido cítrico y conservantes: E202 y E211', 'levadura', 'antiaglomerante: carbonato cálcico', 'emulgente: E472e', 'harina de soja', 'agente del tratamiento de la harina: ácido ascórbico', 'enzimas', 'conservante: propionato de calcio y sal', ' Puede contener trazas de avellana y leche']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,343,1435 kj(343 kcal),"16,8","7,7","41,8","14,8","4,6","0,12","0,048",,,,"['Biscuits et gâteaux', 'Pâtisseries']",,-9%,0%,-13%,-14%,,,,,,,,,,,"['E320 - Butylhydroxyanisol', 'E321 - Butylhydroxytoluène', 'E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E161b - Lutéine', 'E171 - Oxyde de titane', 'E160b - Rocou', 'E334 - Acide L-tartrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E170i - Carbonate de calcium', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",4,16.8 g,en quantité modérée,7.7 g,en quantité élevée,14.8 g,en quantité élevée,0.12 g,en faible quantité,-9%,-5%,-49%,-71%,-71%,11,-36%,D,-36%,"['Œufs', 'Gluten']",,,,,,,
672,Lemon sweets - Mac Iver,,['Mac Iver'],"['France', 'Espagne']",[],[],?,386,1615 kj(386 kcal),0,0,"95,1","66,8",0,0,0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,+1%,-100%,+30%,-100%,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,66.8 g,en quantité élevée,0 g,en faible quantité,+1%,-100%,+31%,-100%,-100%,14,-33%,D,-33%,,,,,,,,
673,Super Cadix - Antwerpse Brouw Compagnie - 33cl,5425031010340,['Antwerpse Brouw Compagnie'],['France'],"['Bière', "" Contient de l'orge""]",[],?,?,,?,,?,,?,,,"['World Beer Awards', 'Déconseillé aux femmes enceintes']",C,33 cl,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blondes']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",,,,3,,,,,,,,,,,,,,,,,,['Gluten'],,,['Belgique'],,,,
674,Mini Brotchips - Feurich - 250g,29036646,['Feurich'],"['France', 'Allemagne', 'Espagne']","['89% Weizenmehl', 'Sonnenblumenöl', 'Zucker', '1,5% jodiertes Meersalz ', 'Meersalz ', '1,5%', 'Kaliumjodid', 'Hefe', 'Sojamehl']",['Sans huile de palme'],1895,451,1895 kj(451 kcal),15,2,64,6,14,"1,5","0,6",,,250 g,"['Snacks', 'Snacks salés']",-3%,-2%,-38%,+34%,+65%,,,,,,,,['Tüte'],,,,3,15 g,en quantité modérée,2 g,en quantité modérée,6 g,en quantité modérée,1.5 g,en quantité modérée,-2%,-53%,+83%,-3%,-3%,13,+7%,D,+7%,"['Gluten', 'Soja']",,,,,,,
675,Miel de Fleurs,3760276510050,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Grenade - Natur Attitud,3760159372089,['Natur Attitud'],['France'],[],[],?,130,544 kj(130 kcal),"0,72","0,24","31,2","30,5","0,5","0,5","0,2","['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Biopillows chocolate negro - Biocop,8423903043639,['Biocop'],"['France', 'Espagne']",[],[],?,433,1812 kj(433 kcal),14,"2,9",69,22,"5,8","0,014","0,006",['Bio'],C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,+9%,+61%,+3%,-38%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,14 g,en quantité modérée,2.9 g,en quantité modérée,22 g,en quantité élevée,0.014 g,en faible quantité,+9%,+32%,+32%,-96%,-96%,11,+104%,D,+104%,,,,,,,,
678,Electrolytes tabs - Aptonia,3583788037132,['Aptonia'],['France'],[],[],?,195,816 kj(195 kcal),0,0,"34,2","0,5",0,"11,1","4,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,La croustille,3486859900024,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Cafè Marcilla Senseo Descafeïnat,8410091058453,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Gressins,3760190640369,,['France'],[],[],?,400,1674 kj(400 kcal),"11,5",4,59,"2,5",11,"2,1","0,84",['Sans colorants'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,-5%,+6%,-12%,-4%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,11.5 g,en quantité modérée,4 g,en quantité modérée,2.5 g,en faible quantité,2.1 g,en quantité élevée,-5%,+77%,0%,+11%,+11%,16,+25%,D,+25%,,,,,,,,
682,Le Roi Du Maquis Rosé,3381670000062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Huile d'olive extra vierge saveur citron - Chef Attitude,3700856501245,['Chef Attitude'],['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Café saveur noisette - Atelier des Comptoirs - 125g,3760247150278,['Atelier des Comptoirs'],['France'],"['Cafés arabica', 'arômes']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,E,125 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",,-67%,-100%,-21%,-51%,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,['paquet kraft'],,,,4,,,,,,,,,-71%,-100%,-100%,-100%,-100%,,,,,,,,['Dol-de-Bretagne'],,,,
685,Soupe Tom Yum -  - 300g,8858135071059,,['France'],[],[],?,55,230 kj(55 kcal),"1,8","0,3","7,9","2,4","1,2","1,3","0,52",,B,300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées', 'Soupes de légumes déshydratées']",,-61%,+9%,-67%,-59%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,-61%,-53%,-44%,-51%,-51%,,,,,,,,,,,,
686,Paëlla,26067339,,['France'],[],[],?,177,741 kj(177 kcal),"8,5","1,8",17,"0,9",8,"1,2","0,48",,,,,,,,,,,,,,,,,,"['FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Yaos yogurte con frambuesa - Nestlé,8435257052502,['Nestlé'],"['France', 'Espagne']",[],[],?,129,540 kj(129 kcal),"6,5","4,3","14,7","14,4","2,8","0,12","0,048",['en:gluten-free'],C,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux']",,+55%,+202%,+24%,-23%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,6.5 g,en quantité modérée,4.3 g,en quantité modérée,14.4 g,en quantité élevée,0.12 g,en faible quantité,+53%,+209%,+30%,-4%,-4%,7,+305%,C,+305%,,,,,,,,
688,Frisia,5411011510153,,['France'],[],[],?,343,1435 kj(343 kcal),"0,2","0,2","79,7","60,1","4,5","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Fit Sante Blueberry - 225g,5900617030788,,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,225 g,,,,,,,,,,,,,,"['the berry', 'product']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Waitrose Crisp & Crunchy Mini Breadsticks,5000169084076,['Waitrose'],['France'],[],[],?,401,1678 kj(401 kcal),"7,7","1,1","69,5","3,2","11,3","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
