,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,markets,ingredients_origins,traceability_code,packaging,additives,allergens,nova_score,generic_name,manufacturing,brand_owner,link,palm_ingredients,producer_info
453,Assort Sale Sombrero 5KG !sea Vancrom,5410534051372,['France'],[],[],?,572,2393 kj(572 kcal),41,"6,9",26,"3,5","21,9","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Tomette fruitée,0212489031035,['France'],[],[],?,354,1481 kj(354 kcal),"28,1","18,9","1,1","0,5","24,2","2,06","0,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Dragées,5202460001091,['France'],[],[],?,520,2176 kj(520 kcal),27,11,61,60,"5,9","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Nougat de Montélimar tendre,3267012302028,['France'],[],[],?,446,1866 kj(446 kcal),18,"1,3",65,58,"8,2",4,"1,6",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",,18 g,en quantité modérée,1.3 g,en faible quantité,58 g,en quantité élevée,4 g,en quantité élevée,,-2%,-2%,+7%,-25%,-2%,+2%,+6%,+11104%,+11104%,26,+65%,E,+65%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,
457,Schoko-mix,53393333,['France'],[],[],?,515,2155 kj(515 kcal),31,"8,5",48,38,8,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Grains campagnards,0061077760013,['France'],[],[],?,225,941 kj(225 kcal),"2,5","0,5","42,5","1,25","8,75","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Mott's Healthy Harvest Granny Smith Applesauce - 6 CT,0014800210897,"['France', 'États-Unis']","['Apples', 'water', 'granny smith apple puree concentrate', 'natural flavors', 'ascorbic acid ', 'vitamin c']",[],?,45,188 kj(45 kcal),0,0,"11,71","9,91",0,0,0,,['Snacks'],,0 g,en faible quantité,0 g,en faible quantité,9.91 g,en quantité modérée,0 g,en faible quantité,,-90%,-90%,-100%,-100%,-79%,-67%,-100%,-100%,-100%,2,-89%,B,-89%,,,,,,,,,,,,,,,,4,,,Mott's LLP,,,
460,Barilla Pasta Sun-dried Tomato Pesto Sauce,0076808006421,"['France', 'États-Unis']","['Diced tomatoes', 'sunflower oil', 'onions', 'sun-dried tomatoes', 'basil', 'salt', 'garlic', 'sugar', 'oregano', 'capers']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,167,699 kj(167 kcal),"13,33","0,83","11,67","6,67","1,67","1,292","0,517",,"['Epicerie', 'Sauces']",,13.3 g,en quantité modérée,0.83 g,en faible quantité,6.67 g,en quantité modérée,1.29 g,en quantité modérée,,-30%,-29%,-26%,-62%,+18%,+3%,-38%,-47%,-47%,4,-66%,C,-66%,,,,,,,,,['Barilla'],,,,,,,3,,,Barilla G & R F.Lli S.P.A.,,,
461,Organix Goodies Raspberry & Apple Fruit Moo's Snack 12G +,5024121348112,['France'],[],[],?,334,1397 kj(334 kcal),"0,5","0,1","81,2","57,1",1,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Tomates rondes,0245105013719,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Select protein,0040232426261,['France'],[],[],?,385,1611 kj(385 kcal),"4,5","1,5","4,5","4,5",72,"0,627","0,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Glace artisanale speculos - Glaces des Alpes,3576370710858,['France'],[],[],?,203,849 kj(203 kcal),"7,3","4,9","30,5","26,2","3,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glaces des Alpes'],,,,,,,,,,,,,
465,Jus de pomme,2020100004157,['France'],[],[],?,45,188 kj(45 kcal),"0,8","0,1",11,"10,9","0,5","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Brioche vendéenne «pur beurre»,0231350039697,['France'],[],[],?,316,1322 kj(316 kcal),16,11,52,12,"7,1","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Streussel,2071406000008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Pain complet tranches,0206012007741,['France'],[],[],?,259,1084 kj(259 kcal),"1,6","0,4",45,1,12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Tropical Gold Fruits exotiques -,0038900090319,['France'],"['Früchte in veränderlichen Gewichtsanteilen 65% ', 'Ananas,rote und/oder gelbe Papaya Guave Ananassaft,Wasser Maracujasaftkonzentrat Säureregulator: Zitronensäure']",[],234,56,234 kj(56 kcal),"0,2","0,1",13,8,"0,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Philippines'],,,,,,,,,,,
470,Zerup Choco Caramel,4313042789373,['France'],[],[],?,6,25 kj(6 kcal),0,0,"1,7",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Souris d'agneau Confite,2224658045390,['France'],[],[],?,123,515 kj(123 kcal),"4,9","1,9","1,7","0,9",18,"1,3","0,52",,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,4.9 g,en quantité modérée,1.9 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,,-14%,-14%,-23%,-22%,+21%,+17%,-6%,+18%,+18%,2,-14%,B,-14%,,,,,,,,,,,,,,,,,,,,,,
472,"Miel Grec ""Mediterranean heather"" 100% pure",5200131620145,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Poulet fermier,2481694089607,['France'],[],[],?,148,619 kj(148 kcal),8,"2,9","0,1","0,1",25,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Noria - Bio Miel De Garrigue - Bio Certi,3760005725502,['France'],[],[],?,322,1347 kj(322 kcal),0,0,"80,5","64,5",0,"0,02","0,008",,,"['Bio', 'Bio européen', 'ES-ECO-020-CV']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Miel & caramel,3760032991604,['France'],[],[],?,?,,?,,?,,?,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Briochettes,0200400010504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Grillons Charentais,3302330000062,['France'],[],[],?,268,1121 kj(268 kcal),21,"7,2","0,1","0,1",21,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Hachis aux petits légumes cuisines soja thym,2606393012606,['France'],[],[],?,140,586 kj(140 kcal),24,11,30,"6,9",18,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Confiture danseuse de bali,3760029943814,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Saucisses de lapin,0202167021724,['France'],[],[],?,156,653 kj(156 kcal),"8,3","2,7","1,3","0,8",19,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Acérola sans sucre ajoutes,3229820786766,['France'],[],[],?,52,218 kj(52 kcal),"0,5","0,1","11,1","11,1","0,5","0,5","0,2",,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Caviar d'Aubergines - Le Temps Des Mets,3760037520946,['France'],[],[],?,290,1213 kj(290 kcal),29,4,"7,8","5,4","0,8","0,89","0,356",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,29 g,en quantité élevée,4 g,en quantité modérée,5.4 g,en quantité modérée,0.89 g,en quantité modérée,,+57%,+58%,+74%,+92%,+48%,+81%,-49%,-22%,-22%,10,+52%,C,+52%,,,,,,,,,['Le Temps Des Mets'],,,,,,,,,,,,,
483,Miel d'Aquitaine,3770011035120,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Fit'active - 24g,3700171702235,['France'],[],[],?,42,176 kj(42 kcal),"0,23","0,15","0,5","0,35",9,"0,1","0,04",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 g,,,,,,,,,,,,,,
485,SLIWKI,5907758024683,['France'],[],[],?,352,1473 kj(352 kcal),11,6,57,33,"5,2","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Filet de poulet,0209508082130,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
487,Laxmi Narayan Chiwda,8902050001025,['France'],[],[],?,612,2561 kj(612 kcal),"45,42","12,62","44,09","13,99","6,76",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Salade de gambas aux agrumes - Morue France Cuisine,3760056560640,['France'],[],[],?,109,456 kj(109 kcal),"7,3","0,6","8,4","7,2","2,6","1,02","0,408",,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Morue France Cuisine'],,,"['FR 33.096.003 CE', 'Carbon-Blanc (Gironde, France)']",,,,,,,,,,
489,Velouté artisanal blette,3385302886697,['France'],[],[],?,21,88 kj(21 kcal),"0,4","0,1",2,"0,6",2,"0,026","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Fizzy Delices Framboisinettes,3395503039174,['France'],[],[],?,373,1561 kj(373 kcal),0,0,91,76,"2,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Vitarmonyl Kératine Cheveux & Ongles Gélules,3286010030665,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Delamaris Tuna Mexicana - 125g,3838929610126,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,,,
493,Bouchèes de fruits gourmandes à la noix de coco,3770012461027,['France'],[],[],?,250,1046 kj(250 kcal),"14,08","4,81","31,09","23,09","5,31","5,27","2,108",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Macaroni court,3303070001173,['France'],[],[],?,372,1556 kj(372 kcal),3,"0,9",70,"2,2",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Miel De Fleurs Printanières - La Grande Epicerie de Paris - 350g,3346041395765,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']","['Point Vert', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,350 g,['La Grande Epicerie de Paris'],,,"['EMB 21231', ""Dijon (Côte-d'Or, France)""]",,,,,,,,,,
496,Brownie chocolat,3717000150419,['France'],[],[],?,?,,?,,?,,?,,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",,,,,,,,,,,,,,,,,,,,,,,,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,"['EMB 77085A', 'Chanteloup-en-Brie (Seine-et-Marne, France)']",,,,,,,,,,
497,Fusilli Bucati Lunghi - 500g,8015599071104,['France'],[],[],?,368,1540 kj(368 kcal),"1,5","0,3","74,9","2,7","12,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,,
498,Melange aperitif,2600228026899,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,9",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Mas olivier,3270871047016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Œuf en choccolat au lait Paw patrol - 165g,8714786290433,['France'],[],[],?,543,2272 kj(543 kcal),32,20,57,56,6,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165 g,,,,,,,,,,,,,,
501,Cashew butter,5600826206386,['France'],[],"['Végétalien', 'Végétarien']",?,659,2757 kj(659 kcal),54,"7,5",18,3,24,"0,15","0,06",,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,"Saucisse catalane supérieure à cuire - PEdELHEZ - 0,833kg",2411222043368,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,833 kg",['PEdELHEZ'],,,,,,,,,,,,,
503,0208188009383,0208188009383,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,02149110,02149110,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Gruyere Suisse AOC Biologique,2251637038579,['France'],[],[],?,400,1674 kj(400 kcal),32,19,1,1,27,"1,5","0,6",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Foie gras de canard entier - 230g,3760082240776,['France'],[],[],?,570,2385 kj(570 kcal),59,26,"2,5","1,5","6,8","0,1","0,04",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 g,,,,,,,,,,,,,,
507,Ginseng rouge de Corée,8809004670200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Beignet chocolat *4 - Carrefour - 320g,3123456001500,['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,['Carrefour'],['Carrefour'],,,,,,,,,,,,
509,Joue de porc aux lentilles,3770013044021,['France'],[],['Sans huile de palme'],?,117,490 kj(117 kcal),"3,9","1,1","6,1","0,7",13,"0,42","0,168",,,"['Sans conservateurs', 'Nutriscore', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Confit d'oignons framboisé -,5420058012513,['France'],[],[],?,152,636 kj(152 kcal),0,0,"36,3","35,9",1,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,0 g,en faible quantité,0 g,en faible quantité,35.9 g,en quantité élevée,0 g,en faible quantité,,-10%,-10%,-100%,-100%,+4%,+11%,+0%,-100%,-100%,3,-54%,C,-54%,,,,,,,,,,,,,,,,,,,,,,
511,Saucisses volailles bio herbes,2444013036348,['France'],[],[],?,132,552 kj(132 kcal),"5,8","1,7","0,5","0,5",19,"1,6","0,64",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Nestlé - 25g,9092211762,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 g,['Nestlé'],,,,,,,,,,,,,
513,Emmental Bio Lis d'or,0270537025580,['France'],[],[],?,391,1636 kj(391 kcal),30,18,"1,2","0,5",29,"0,4","0,16",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,3140100367287,3140100367287,['France'],[],[],?,?,,?,,?,,?,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Decorate your own easter bunny,2031714799995,['France'],[],[],?,436,1824 kj(436 kcal),"13,3","6,8","74,5","45,7",4,"0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Quinoa Chips - 30g,5026489500478,['France'],[],"['Végétalien', 'Végétarien']",?,480,2008 kj(480 kcal),21,"1,8","62,9","5,6","7,6","1,7","0,68",,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,,,
517,6 cordons bleus,7595959856585,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,,,,,,,,,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,,,,
518,Cookie,0216259029529,['France'],[],[],?,480,2008 kj(480 kcal),26,16,57,39,"5,5","0,41","0,164",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,26 g,en quantité élevée,16 g,en quantité élevée,39 g,en quantité élevée,0.41 g,en quantité modérée,,+1%,+1%,+25%,+58%,-11%,+32%,-15%,-30%,-30%,24,+21%,E,+21%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,,
519,Tranchée de filet de poulet rôti,5941645104263,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",4,"0,8","19,8","1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['Halal'],1 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en faible quantité,1.4 g,en quantité modérée,,-28%,-28%,-81%,-78%,+593%,+85%,-16%,+4%,+4%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
520,7681810088780,7681810088780,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,3226430270388,3226430270388,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Épinards coupés à la crèmes - Picard - 450g,3270160086863,['France'],[],[],?,81,339 kj(81 kcal),"5,2","3,5","4,2","1,5","3,2","0,12","0,048",,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,['Picard'],['Picard'],,,,,,,,,,,,
523,Cordon bleu de dinde,2294503013515,['France'],[],[],?,241,1008 kj(241 kcal),15,"3,9",13,"1,7",12,"1,27","0,508",D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,15 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,1.27 g,en quantité modérée,,+8%,+8%,+23%,+23%,-10%,-3%,-5%,-5%,-5%,11,+55%,D,+55%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,
524,2 filets de poulet blanc fermier classe a,0208832050051,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
525,Chocolat Taïnori,3395328128145,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Sacla,04140092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sacla'],,,,,,,,,,,,,
527,Paskesz Oodles Strawberry,0025675120501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Paskesz'],,,,,,,,,,,,,
528,Sauce algérienne,3344540088997,['France'],[],[],?,70,293 kj(70 kcal),25,12,30,28,12,1,"0,4",,"['Epicerie', 'Sauces', 'Sauces algériennes']",,25 g,en quantité élevée,12 g,en quantité élevée,28 g,en quantité élevée,1 g,en quantité modérée,,-85%,-85%,-45%,+234%,+95%,+148%,+669%,-46%,-46%,20,+9%,E,+9%,,,,,,,,,,,,,,,,,,,,,,
529,Carottes râpées - 0.278kg,0203187009129,['France'],[],[],?,106,444 kj(106 kcal),"5,8","0,7","9,1","8,6","0,7","0,23","0,092",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278 kg,,,,,,,,,,,,,,
530,Macedoine,0218889027753,['France'],[],[],?,144,602 kj(144 kcal),"10,7","0,8","5,5","1,5","2,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Petits pois extra fins et carottes à l etuvée,3760049550542,['France'],[],[],?,201,841 kj(201 kcal),"0,1",0,"7,5","3,2","2,2","0,87","0,348",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,0.1 g,en faible quantité,0 g,en faible quantité,3.2 g,en faible quantité,0.87 g,en quantité modérée,,+247%,+249%,-80%,-100%,-8%,-6%,-29%,+48%,+48%,-1,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,,,,,,,,,,
532,Rillette de Volaille au sel de Guérande,3760295430032,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
533,Classic nocciola caramellata,8013108620713,['France'],[],[],?,570,2385 kj(570 kcal),36,21,58,56,5,"0,22","0,088",,,"['en:gluten-free', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Lait frais,3760074380084,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Rougail de saucisse,2887117024666,['France'],[],[],?,?,,?,,?,,?,,,,['Rougail de saucisses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Mendiants,3760044310424,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Confiture cassis-mûre - La Ferme du Bois,3760204571214,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['La Ferme du Bois'],,,,,,,,"Confiture mûre, pomme et cassis",,,,,
538,Comté paturage,2250398466461,['France'],[],[],?,412,1724 kj(412 kcal),34,22,"0,5","0,5",26,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,+4%,+4%,+4%,+1%,+8%,+80%,+3%,-18%,-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
539,Pleurote du panicaut,3364699326610,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Bosquets de homard au cognac,3272640110211,['France'],[],[],?,40,167 kj(40 kcal),"1,9","0,9","2,1","0,9","2,7","0,8","0,32",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Chocolat blanc caramélisé,3391860004336,['France'],[],[],?,549,2297 kj(549 kcal),36,22,53,42,"4,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Sauce Rosemary,8718719781517,['France'],[],[],?,347,1452 kj(347 kcal),"20,7","2,2","38,2","37,3","1,9","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Gaillardise,13663338,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
