,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,markets,allergens,nova_score,brand_owner,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,additives,link,ingredients_origins,palm_ingredients,origin_detail,producer_info
668,GALLIA CALISMA 2ème âge 2x350g De 6 à 12 mois - 0.7kg,3041091476890,,['France'],"['Lactose ', 'LAIT', ' - Huiles végétales ', 'palme', 'coprah', 'colza', 'tournesol', ' - Lait écrémé ', 'LAIT', ' - Lactosérum déminéralisé ', 'LAIT', ' - Galacto-oligosaccharides ', 'LAIT', ' - Concentré de lactosérum ', 'LAIT', ' - Fructo-oligosaccharides - Protéines de lactosérum ', 'LAIT', ' - Huile de poisson ', 'POISSON', ' - Emulsifiant : Lécithine de soja ', 'SOJA', "" - Antioxydant : esters d'acides gras de l'acide ascorbique - Chlorure de choline - Taurine - Inositol - Nucléotides - L-Tryptophane - L-Carnitine - Minéraux "", ""sels de calcium et de magnésium de l'acide orthophosphorique"", 'citrates de potassium et de sodium', 'chlorures de potassium', 'de sodium et de magnésium', 'sulfates de fer', 'de zinc', 'de cuivre et de manganèse', 'carbonate de calcium', 'iodure de potassium', 'sélénite de sodium', ' - Vitamines ', 'A', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'C', 'D3', 'E', 'K1']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1959,468,1959 kj(468 kcal),22,"9,9","56,2","55,3","9,4",0,0,0.7 kg,"['Gallia', 'Laboratoire gallia', 'Calisma']",,"['Poisson', 'Lait', 'Soja']",4,,"['Aliments pour bébé', 'Laits pour bébé']",,,,,,,,,+114%,+101%,+108%,+122%,+205%,+111%,+222%,+96%,-100%,-100%,,,,,,B,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,Lait de suite en poudre.,['Boîte en carton'],,"['E322i - Lécithine', 'E304 - Acide palmityle-6-L-ascorbique']",,,['Huile de palme'],,
669,SAUCISSE XXL,26013985,,['France'],[],[],?,250,1046 kj(250 kcal),22,9,1,1,13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Magic mix - Picot,3551101425263,['en:gluten-free'],['France'],[],[],?,0,0 kj(0 kcal),"0,1",0,93,0,"0,3",0,0,,['Picot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Angélina assortiment de biscuits fins - 70g,3392070019004,['Fabriqué en France'],['France'],"['Sucre', 'farine de blé ', 'GLUTEN', 'œufs entiers', 'beurre ', 'LAIT', ' ', 'colorant : E160a', 'AMANDES 6%', 'chocolat en poudre 4', '1% ', 'sucre', 'poudre de cacao 31', '7%', 'huile de tournesol', 'NOISETTES 3', '1%', ""blanc d'œufs"", ""caramel liquide d'Isigny 0"", '9% ', 'sucre', 'eau', 'sirop de glucose', 'fécule de pommes de terre', 'poudre de LAIT écrémé', 'poudre à lever : E503ii', 'sel', 'dextrose', 'arôme naturel de citron 0', '04%', 'vanilline']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,482,2017 kj(482 kcal),20,7,68,42,8,"0,3","0,12",70g,['Angelina'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",20 g,en quantité modérée,7 g,en quantité élevée,42 g,en quantité élevée,0.3 g,en quantité modérée,,-2%,-2%,-13%,-46%,+7%,+37%,+29%,-47%,-47%,22,-4%,E,-4%,,D,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,['Boite métallique'],['France'],"['E160a - Carotènes mélangés', 'E150 - Caramel', ""E503ii - Carbonate acide d'ammonium""]",,,,,
672,Bio Wagner Kurkuma Gemahlen - 60g,4049164121394,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['döschen'],,,,,,,
673,Mini tablettes - Île de Ré Chocolatd - 100g,3663901006792,,['France'],"['Sucre', 'beurre de cacao', ' poudre de lait', 'pâte de cacao', 'sucre caramélisé', 'sel', 'émulsifiant : lécithine de soja', 'arôme  naturel vanilie - Traces possibles de fruits à coques']",['Non végétalien'],?,561,2347 kj(561 kcal),37,22,48,47,"7,2","0,2","0,08",100g,['Île de Ré Chocolatd'],,"['Lait', 'Fruits à coque']",4,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",37 g,en quantité élevée,22 g,en quantité élevée,47 g,en quantité élevée,0.2 g,en faible quantité,,+2%,+2%,+2%,+4%,+4%,+14%,-1%,+44%,+44%,27,+15%,E,+15%,,,,,,,,,,,['Plastique'],['France'],['E322i - Lécithine'],,,,,
674,Haggis & Cracked Black Pepper Potato Crisp -  - 40g,5012262010159,,['France'],[],[],?,508,2125 kj(508 kcal),28,"2,4",53,"2,7","8,3","1,3","0,52",40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Crockki bites,8004735108217,,['France'],[],[],?,443,1854 kj(443 kcal),"19,5",10,53,"27,5","9,5","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Vegan Protein fraise à la crème - The Protein Works,5060455515424,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,369,1544 kj(369 kcal),"3,6","0,4","2,6","0,6",80,"1,3","0,52",,['The Protein Works'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Thé vert aromatisé Douceur fruitée,3576160022291,,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,-92%,-92%,-100%,-100%,-91%,-100%,-52%,-100%,-100%,1,-76%,B,-76%,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
678,Zuppa di Verdure e legumi con grano saraceno - Esselunga,8002330003876,['Sans conservateurs'],['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1","9,2","0,4","2,9","0,8","0,32",,['Esselunga'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Cheddar vegans - Violife - 500g,5202390016653,"['Végétarien', 'Végétalien', 'Sans conservateurs']",['France'],[],"['Végétalien', 'Végétarien']",?,285,1192 kj(285 kcal),23,21,20,0,0,"2,3","0,92",500 g,['Violife'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Pain complet,2635818014437,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Luculus de Valenciennes - Les foies gras de Saulzoir - 180g,3760122671072,,['France'],"['Foie gras de canard ', '70% ove sel', 'gelée neutre', 'genièvre', 'porto ', 'sulfites', 'cassonade', 'épices', 'langue de boeuf fumé ', 'avec sel', 'sucre', 'conservateur E252 E250']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,0,0,180g,['Les foies gras de Saulzoir'],,['Anhydride sulfureux et sulfites'],3,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,"['FR 59.606.005 CE', 'Valenciennes (Nord, France)']",B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,
682,Brioche à la fleur d'oranger,3602826485282,,['France'],[],[],?,0,0 kj(0 kcal),?,1,1,1,1,0,0,,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,,-87%,-98%,-95%,-87%,-100%,-100%,,,,,,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,
683,Liègeois saveur vanille chocolat,3456770994013,,['France'],[],[],?,146,611 kj(146 kcal),"6,5","4,2",18,16,"3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Orecchiette baresi,8008857601021,['Fabriqué en Italie'],['France'],[],[],?,310,1297 kj(310 kcal),"1,5",0,21,2,10,0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Orecchiette']",1.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,,-10%,-9%,+6%,-100%,-69%,-25%,-15%,-100%,-100%,-2,,A,,,,,,,,,,,,,,,,,,,
685,Pain surprise aux céréales - Côté Table,3564706602373,"['Nutriscore', 'Nutriscore C']",['France'],[],[],1207,287,1207 kj(287 kcal),10,"3,4",39,"2,4","9,1","1,4","0,56",,"['Côté Table', 'Marque Repère']",['Leclerc'],,,,"['Sandwichs', 'Pains surprise']",10 g,en quantité modérée,3.4 g,en quantité modérée,2.4 g,en faible quantité,1.4 g,en quantité modérée,+14%,+12%,+13%,-6%,-20%,+33%,-42%,-1%,+15%,+15%,10,+1%,C,+1%,,,,,,,,,,,,,,,,,,
686,Bacon extra,5604925010509,,['France'],[],[],?,228,954 kj(228 kcal),17,"6,4","1,7",1,17,"2,7","1,08",,,,,,,"['Viandes', 'Porc', 'Bacon']",17 g,en quantité modérée,6.4 g,en quantité élevée,1 g,en faible quantité,2.7 g,en quantité élevée,,+43%,+46%,+166%,+160%,+125%,+65%,-21%,0%,0%,18,+43%,D,+43%,,,,,,,,,,,,,,,,,,
687,Rillettes de bulots,3660902521903,,['France'],[],[],?,166,695 kj(166 kcal),10,"6,9",4,"1,1",14,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Capsule en métal']",,,,,,,
688,Mini palet coco framboise,3488433101155,,['France'],[],[],?,515,2155 kj(515 kcal),"30,3","22,5","53,7","35,3","5,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Escargots - 250g,3043033170088,,['France'],[],[],?,80,335 kj(80 kcal),"1,1","0,2","0,9","0,5",16,"0,7","0,28",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,miel de flores - 500g,8436007959232,,['France'],[],[],?,?,,?,0,?,0,?,0,0,500 g,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,-100%,,-100%,,-100%,-100%,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
691,Penne - Combino - 500g,2468368943441,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,343,1435 kj(343 kcal),"1,9",0,65,"4,3",13,0,0,500g,['Combino'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",1.9 g,en faible quantité,0 g,en faible quantité,4.3 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,+12%,-100%,-7%,+47%,+8%,-100%,-100%,-1,,A,,,,,,,,,,,,,,,,,,,
692,Rillettes Lorraine - 100g,3393190036056,,['France'],[],[],?,299,1251 kj(299 kcal),26,11,"0,8",0,18,"1,4","0,56",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Egg things w cauliflower,0893190002394,,['France'],"['egg white', 'egg whore colhcrweser powtler olivs ol soa salt xanthan gum spices contains: ugg']",['Non végétalien'],?,8,33 kj(8 kcal),0,0,0,0,1,"0,062","0,025",,,,['Œufs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Boisson gazeuse a la peche -  - 350ml,8801056017583,,['France'],"['eau raffinée', 'jus de pêche', 'fructose', 'sucre', 'acide citrique ', 'E330', 'arôme artificiel ', 'pêche']",[],?,29,121 kj(29 kcal),0,0,"6,9","6,3","2,3",0,0,350 ml,,['K-Mart'],,3,,"['Boissons', 'Boissons gazeuses']",0 g,en faible quantité,0 g,en faible quantité,6.3 g,en quantité élevée,0 g,en faible quantité,,+16%,+16%,-100%,-100%,+13%,+7%,+4144%,-100%,-100%,9,+9%,D,+9%,,,,,,,,,,,,['Corée'],['E330 - Acide citrique'],,,,,
695,Galette des rois - Thiriet,3292590898663,,['France'],[],[],?,416,1741 kj(416 kcal),30,16,30,"9,8","6,4","0,7","0,28",,['Thiriet'],['Thiriet'],,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",30 g,en quantité élevée,16 g,en quantité élevée,9.8 g,en quantité modérée,0.7 g,en quantité modérée,,-1%,-1%,+14%,+8%,-22%,-24%,+1%,+0%,+0%,20,+4%,E,+4%,,D,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,
696,"Pfirsiche (halbe Früchte, leicht gezuckert) - BelSun - 850ml",4002442810618,,['France'],"['Pfirsiche', 'Wasser', 'Zucker', 'Glukose-Fruktose-Sirup', 'Säuerungsmittel: Citronensäure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,69,289 kj(69 kcal),"0,5","0,1",15,15,"0,7","0,01","0,004",850 ml,['BelSun'],,,4,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits', 'Fruits en conserve', 'Fruits en conserve au jus']",0.5 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,,+21%,+20%,+216%,+182%,+13%,+23%,+89%,-30%,-30%,-2,,A,,,,,,,,,,,,['Dose'],,['E330 - Acide citrique'],,,,,
697,Fauchon Cocoa Powder,0697893195977,,['France'],[],[],?,2,8 kj(2 kcal),65,20,0,0,4,0,0,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Burger liebe,4250231432132,,['France'],[],[],?,484,2025 kj(484 kcal),"50,1","3,8",8,"5,5","0,1","1,32","0,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Meriengue - Louvat - 50g,3308960010341,,['France'],"['sucre', ""blancs d' oeufs"", 'épaississants ', 'gomme guar', 'gomme xanthane', 'arôme naturel framboise', 'colorant E120', ' sel']","['Non végétalien', 'Non végétarien']",?,375,1569 kj(375 kcal),0,0,90,3,1,1,"0,4",50 g,['Louvat'],,['Œufs'],4,,"['Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,1 g,en quantité modérée,,-1%,-1%,-100%,-100%,+3%,-96%,-75%,+521%,+521%,3,-79%,C,-79%,,C,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E120 - Acide carminique']",,,,,
700,Crema a l'aceto balsamico - Pam & Panorama,8004263682883,"['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],[],?,370,1548 kj(370 kcal),0,0,66,63,"0,6","0,7","0,28",,['Pam & Panorama'],,,,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0.7 g,en quantité modérée,,+75%,+74%,-100%,-100%,+32%,+50%,-10%,+451%,+451%,17,+56%,D,+56%,,,,,,,,,,,,,,,,,,
701,Doisy & Dam - 3x 10g,5060507100394,"['Végétarien', 'Végétalien', ""Fabriqué dans l'UE"", 'en:palm-oil-free']",['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,624,2611 kj(624 kcal),51,20,32,20,"8,6","0,24","0,096",3 x 10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Préparation pour fondant noisettes,3760156001715,,['France'],[],[],?,549,2297 kj(549 kcal),37,"2,8",38,35,13,"0,04","0,016",,,,,,,"['Plats préparés', 'Soupes', 'Soupes au pistou']",37 g,en quantité élevée,2.8 g,en quantité modérée,35 g,en quantité élevée,0.04 g,en faible quantité,,+847%,+861%,+2002%,+818%,+601%,+2634%,+618%,-95%,-95%,15,+576%,D,+576%,,,,,,,,,,,,,,,,,,
703,Pizza mozzarella pesto,3273640001226,,['France'],[],[],?,225,941 kj(225 kcal),"8,5","4,1","28,8","5,2","7,3","1,39","0,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Flocon surprise surgelé - Carrefour - 220g,3560071233785,['Fabriqué en France'],['France'],[],[],?,224,937 kj(224 kcal),13,"7,5",17,"4,1","7,8","1,2","0,48",220 g,['Carrefour'],['Carrefour'],,,,"['Sandwichs', 'Pains surprise']",13 g,en quantité modérée,7.5 g,en quantité élevée,4.1 g,en faible quantité,1.2 g,en quantité modérée,,-13%,-12%,+23%,+76%,-42%,-1%,-15%,-2%,-2%,14,+42%,D,+42%,"['EMB 47091A', 'Estillac (Lot-et-Garonne, France)']",,,,,,,,,,"['Carton', 'Surgelé', 'Film en plastique']",,,,,,,
705,Escargots,3576280118096,,['France'],[],[],?,1369,5728 kj(1369 kcal),31,17,3,2,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Safran en Poudre - Albert Ménès,3234750030476,,['France'],[],[],?,310,1297 kj(310 kcal),6,"0,1",65,"0,5",11,"0,37","0,148",,['Albert Ménès'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Croust chocolat,,,['France'],[],[],?,0,0 kj(0 kcal),27,15,30,27,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Green lentils,29061808,,['France'],[],[],?,233,975 kj(233 kcal),"13,3","1,9","2,7","0,87","25,5","2,97","1,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Efsane Pismaniye,8690065690012,,['France'],[],[],?,453,1895 kj(453 kcal),15,"9,9",71,46,"4,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Pate cacao,3457221000512,,['France'],[],[],?,455,1904 kj(455 kcal),24,16,53,50,"3,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Marrons Glaces Box,8001130705577,,['France'],[],[],?,327,1368 kj(327 kcal),"0,5",0,76,58,"2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Ponche caballero,8410863241755,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Madeleine pur beurre enrobés de chocolat - 300g,3171910664372,,['France'],[],[],?,452,1891 kj(452 kcal),26,16,48,31,"5,4","0,44","0,176",300 g,,,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",26 g,en quantité élevée,16 g,en quantité élevée,31 g,en quantité élevée,0.44 g,en quantité modérée,,+1%,+1%,+11%,+140%,-8%,+9%,-5%,-42%,-42%,22,+20%,E,+20%,,D,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,,,,,,,,
714,Coeur de couenne,0209082023093,,['France'],[],[],?,141,590 kj(141 kcal),"6,2","2,2","0,5","0,5","20,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Favorina Blätterkrokant,20036010,,['France'],[],[],?,497,2079 kj(497 kcal),25,"8,9",62,57,0,"0,22","0,088",,['Favorina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Almighurt Erdbeere Panna Cotta - Ehrmann,4002971010602,,"['France', 'Allemagne']",[],[],?,97,406 kj(97 kcal),"2,8","1,8",15,13,3,"0,1","0,04",,['Ehrmann'],,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",2.8 g,en faible quantité,1.8 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+6%,-14%,-12%,+36%,+29%,-20%,-13%,-13%,3,-2%,C,-2%,,,,,,,,,,,['Kunststoff'],,,,,,,
717,Arroz largo extra,8435311100033,,['France'],[],[],?,350.71,1467 kj(350 kcal),"0,73",0,"77,61",0,"8,43",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Terrine au Macvin,3760272100156,,['France'],[],[],?,292,1222 kj(292 kcal),16,"4,7","2,3","0,9",19,"1,4","0,56",,,,,,,['Terrines'],16 g,en quantité modérée,4.7 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en quantité modérée,,-3%,-2%,-38%,-50%,+6%,+15%,+36%,-8%,-8%,13,-27%,D,-27%,,,,,,,,,,,,,,,,,,
719,Mix To Prepare Gingerbreads Eric Bur - 280g,3144550041216,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,280 g,['Eric Bur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Apero Croki à l'Epautre Olives et Oignons - Moulin des moines,3347430018944,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,462,1933 kj(462 kcal),18,3,63,2,10,"2,5",1,,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Mini hogacitas multicereal con masa madre - San Diego,8410581008005,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['San Diego'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Abricot intense,3700422200039,,['France'],[],[],?,712,2979 kj(712 kcal),"0,2",0,"39,1",38,"0,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Aquilea Propolis Sabor Naranja,8470001542700,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Biog Bio Weizenpoppies,5450252061215,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'LU-BIO-04']",['France'],[],[],?,298,1247 kj(298 kcal),"1,3","0,2","65,1","23,3",8,"0,01","0,004",,['Biog'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Confiture de framboise Bio,3770029791063,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,200,837 kj(200 kcal),"0,4","0,01",35,35,"0,7",0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.4 g,en faible quantité,0.01 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,,-11%,-11%,+48%,-78%,-34%,-32%,+4%,-100%,-100%,8,-10%,C,-10%,,B,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,
726,Gambas sauvages décortiquées - Pescanova,3567891131741,,['France'],[],[],?,92,385 kj(92 kcal),"1,1","0,5","0,5","0,5","20,5","0,8","0,32",,['Pescanova'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Gnocchi sardi - Primia - 500g,8030582000381,,"['France', 'Allemagne']",[],[],?,356,1490 kj(356 kcal),"1,4","0,4","71,5","2,9",13,0,0,500 g,['Primia'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",1.4 g,en faible quantité,0.4 g,en faible quantité,2.9 g,en faible quantité,0 g,en faible quantité,,+1%,+1%,-21%,+6%,+3%,-8%,+5%,-100%,-100%,-3,,A,,,,,,,,,,,,,,,,,,,
728,Garmello fruit secs - 300g,5412535005521,,['France'],[],[],?,451,1887 kj(451 kcal),15,"3,7",73,"0,5","5,5","1,7","0,68",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Pate de curry doux - Patak's,3229820799025,,['France'],[],[],?,262,1096 kj(262 kcal),"22,3","1,6","5,6","0,7","3,9","4,8","1,92",,"[""Patak's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Beurre de cacahuètes,3662072032784,,['France'],[],[],?,616,2577 kj(616 kcal),49,"6,7",12,"5,6",28,0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",49 g,en quantité élevée,6.7 g,en quantité élevée,5.6 g,en quantité modérée,0 g,en faible quantité,,+3%,+3%,+2%,-19%,-17%,-12%,+14%,-100%,-100%,14,+27%,D,+27%,,C,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,
731,Mccormick black peppercorn grinder,0052100030654,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
