,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
418,"Multivitamin Mehrfruchtsaftgetränk 12% 0,5l Pet Pfanner",90167621,,,['Pfanner'],['Boissons'],['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,9.1 g,en quantité élevée,0.01 g,en faible quantité,?,,39,-30%,163 kj(39 kcal),-32%,"0,5",+44%,"0,5",+324%,"9,2",-19%,"9,1",-4%,"0,5",+1%,"0,01",-76%,"0,004",-76%,13,+70%,E,+70%,,,,,,,,,,,,,,,,,,,,,,
419,Rauch Juice Multivitamin Glass Bottle,90169748,,,['Rauch'],['Boissons'],"['Chypre', 'France']","['jus de fruits variés à base de concentré ', 'pomme', 'orange', 'mandarine', 'ananas', 'citron', 'poire', 'raisin', 'C fruit de la passion', ' et concentré de purée ', 'banane', 'pomme', 'pêche', 'mangue', 'goyave', 'abricot', 'vitamines ', 'thiamine', 'riboflavin"" B6', 'C', 'E', 'biotine', 'calcium-D-pantothénat', 'niacine', ' et provitamine A']",[],0.1 g,en faible quantité,0.0001 g,en faible quantité,11 g,en quantité élevée,0.008 g,en faible quantité,?,,50,-11%,209 kj(50 kcal),-13%,"0,1",-71%,0,-100%,"11,4",+1%,11,+17%,"0,3",-40%,"0,008",-81%,"0,003",-81%,15,+96%,E,+96%,,,,,,,,,['Carton'],['Entrepreneurs + Engagés'],,,,,,,,,,,,
420,Joya soya natur,9020200017944,B,,['Joya'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Desserts', 'Produits fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Boissons à base de végétaux', 'Substitut du lait', 'Yaourts végétaux', 'Boissons végétales', 'Yaourts au soja', 'Boissons végétales de légumineuses', 'Boissons végétales de soja']","['France', 'Hongrie']","['base di soia 99 % ', 'acqua', 'soia 11 %', ' amido di mais', 'sale', 'fermenti vivi selezionati']","['Végétalien', 'Végétarien']",2.6 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.09 g,en faible quantité,?,,50,-31%,209 kj(50 kcal),-31%,"2,6",+20%,"0,4",+14%,"1,6",-82%,0,-100%,"4,7",+26%,"0,09",-13%,"0,036",-13%,-2,,A,,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,['Soja'],,"['Végétarien', 'Végétalien']",['Austria'],,,,"['Auchan', 'Bio-Barát biobolt', 'Spar']",,,['Autriche'],,,,
421,Heineken 0.0 -  - 250ml,9028800630860,C,250 ml,,"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']","['France', 'Italie']",[],[],0 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,0 g,en faible quantité,?,,21,-28%,88 kj(21 kcal),-27%,0,-100%,0,-100%,"4,8",-26%,"1,3",-67%,0,-100%,0,-100%,0,-100%,4,-49%,C,-49%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,
422,Bière sans alcool,9028800660447,C,,,"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",['France'],"['INGREDIENTE: APĂ', 'MALT DIN ORZ', 'AROMĂ NATURALĂ ȘI EXTRACT DE H PAODUS PASTEURIZAT •A SE FERI DE TEMPERATURI RIDICATE ȘI ÎNGHEȚ • DISTRIBUN HEIMEKEN ROMÂNIA S,A,', 'STR', 'TIPOGRAFILOR NR', '11-15', 'BUCUREȘTI', 'RTOR 1 INFOLINE: 021 203 11 11 ', 'TARIF NORMAL', 'PENTRU MAI MULTE DETALII VIZITEAZĂ WWW,HEINEKENROMANIA,RO DAVDATLA']",[],0 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,0.01 g,en faible quantité,?,,88,+203%,368 kj(88 kcal),+207%,0,-100%,0,-100%,"4,8",-26%,"1,3",-67%,0,-100%,"0,01",+10%,"0,004",+10%,11,+41%,E,+41%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,['Sans alcool'],,,,,,,,,,,,
423,Pain de Mie Nature sans Croûte - horeca - 100g,9032400019260,B,100g,['Horeca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['France'],[],[],4.4 g,en quantité modérée,0.6 g,en faible quantité,5.4 g,en quantité modérée,1.3 g,en quantité modérée,?,,266,0%,1113 kj(266 kcal),-1%,"4,4",-2%,"0,6",-7%,47,+3%,"5,4",+4%,"8,2",-2%,"1,3",+14%,"0,52",+14%,4,+176%,C,+176%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,['Produits destinés aux professionnels'],,,,,,,,,,,,
424,Eau minerale naturelle - Chaudfontaine - 0.5litre,90343643,,0.5 litre,['Chaudfontaine'],,"['Belgique', 'France', 'Suisse']",[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Green tea - Fuzetea - 200ml,90370915,B,200 ml,['Fuzetea'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,20,+67%,84 kj(20 kcal),+75%,2,+1939%,0,-100%,"4,7",+110%,"4,6",+280%,0,-100%,"0,05",+242%,"0,02",+242%,7,+67%,D,+67%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,
426,Redbull - Red Bull,90376054,,,"['Red Bull', 'RedBull']","['Boissons', 'Boissons énergisantes']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,46,+28%,192 kj(46 kcal),+29%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,1",-13%,"0,04",-13%,7,-35%,D,-35%,,,,,,,,,,,,,,,,,,,,,,
427,Red Bull-energy Drink -kiwi-250ml-belgium,90424304,,,['Red Bull'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,11,,11,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
428,Red Bull Orange,90424816,,,['Red Bull'],"['Boissons', 'Boissons énergisantes']","['Belgique', 'France']",[],[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.1 g,en faible quantité,?,,46,+28%,192 kj(46 kcal),+29%,0,-100%,0,-100%,11,+37%,11,+52%,0,-100%,"0,1",-13%,"0,04",-13%,15,+39%,E,+39%,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
429,"Spar Vital Knuspermüsli, Nuss",9100000142005,B,,['Spar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Croatie', 'France']","['MANDEL CASHEW HASELNUSS Zutaten: Haferflocken', 'Reiskissen ', 'Reismehl', 'Zucker', 'Weizengluten', 'Dex - trose', 'Speisesalz', 'Gerstenmalzmehl', ' Rohrzucker', 'Cornflakes ', 'Mais', 'Speise - salz', 'Gerstenmalz', 'Polydextrose', 'Son - nenblumenôl', 'Mandeln 5%', 'Kokosflo - 5%', 'Rosinen', 'cken', 'Cashewkerne Haselnüsse 4%', 'Maisstârke', 'Honig', 'Rohrzuckermelasse', 'Emulgator: Soja - lecithin', 'Speisesalz', ' Fett gedruckte Zutaten enthalten allergene Inhaltsstoffe', ' Kann Spuren von Milchprodukten und Sesam enthalten']",[],19 g,en quantité modérée,7 g,en quantité élevée,18 g,en quantité élevée,0.4 g,en quantité modérée,?,,450,+13%,1883 kj(450 kcal),+13%,19,+79%,7,+158%,55,-10%,18,0%,"9,2",-4%,"0,4",+176%,"0,16",+176%,10,+192%,C,+192%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Gluten', 'Fruits à coque']",,,,,"['E1200 - Polydextrose', 'E322i - Lécithine']",4,"['Lidl', 'Spar']",,,,,,,
430,Bio-Kinder-Fruchtmus - Spar,9100000707792,,,['Spar'],,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,"0,4",,"0,09",,12,,11,,"0,8",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Bio Sprizz organic orange - Hollinger - 250ml,9120008992181,,250 ml,['Hollinger'],"['Boissons', 'Boissons gazeuses', 'Sodas']","['France', 'Espagne']",[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,6.6 g,en quantité élevée,0.01 g,en faible quantité,?,,28,+4%,117 kj(28 kcal),+1%,"0,5",+1122%,"0,1",+926%,"6,6",-3%,"6,6",-0%,"0,5",+811%,"0,01",-28%,"0,004",-28%,9,-2%,D,-2%,,,,,,,,,,['Bio'],,,,,,,,,,,,
432,Eau De Coco Bio - 330 ML - Ethnoscience,9120038754018,,330 ml,"['Ethnoscience', 'Ecoidées']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,3.8 g,en quantité modérée,0.023 g,en faible quantité,?,,20,+5%,84 kj(20 kcal),+1%,0,-100%,0,-100%,5,+10%,"3,8",+5%,"3,8",+3233%,"0,023",-65%,"0,009",-65%,4,+63%,C,+63%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
433,Snack Bars with Milk - Milo - 160g e,9300605021648,,160 g e,"['Milo', 'Nestlé']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées']","['Australie', 'France']","['Wholegrain wheat flour ', '19%', 'white chocolate ', 'sugar', 'milk solids', 'cocoa butter', 'emulsifiers [soy lecithin', '476]', 'glucose syrup [wheat', 'preservative ', 'sulphites', ']', 'wheat flour', 'formulated supplementary food base ', '9%', ' extract of malted barley and rice or wheat or barley milk solids', 'sugar', 'cocoa', 'minerals ', 'calcium', 'iron', 'maltodextrin ', 'com', 'vitamins ', 'C', 'B3', 'A', 'B6', 'D', 'B2', 'B12', 'emulsifier ', 'soy lecithin', ']', 'invert sugar', 'modified starch ', '1412', ' ', 'wheat', 'maltodextrin ', 'wheat', 'humectants ', '420', '422', 'vegetable oil ', 'soy', 'malt extract ', 'barley', 'cocoa', 'sugar', 'flavour', 'emulsifier ', '471', 'salt antioxidant ', '307b', ' Contains a total of 7% milk solids as well as 9% MILO', ' Contains wheat', 'barley', 'milk', 'sulphites and soy']",['Non végétalien'],9.8 g,en quantité modérée,4.8 g,en quantité modérée,24.2 g,en quantité élevée,0.1 g,en faible quantité,?,,460,+9%,1925 kj(460 kcal),+8%,"9,8",-38%,"4,8",-19%,"67,3",+12%,"24,2",-11%,"6,3",-16%,"0,1",-74%,"0,04",-74%,12,-9%,D,-9%,,,,,,,,"['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']","['Box', 'Cardboard', 'Plastic']",['Fabriqué en Australie'],,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E14XX - Amidons modifiés', 'E1412 - Phosphate de diamidon', 'E420 - Sorbitol', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307b - Tocophérol concentré']",4,['Woolworths'],Snack Cereal Bars with Milk,http://btl.nestle.com.au/9300605021648/LC00009974-0/home/,,,,,
434,CurlyWurly - Cadbury,9300617069867,,,['Cadbury'],,"['Australie', 'France']","['wheat glucose syrup', 'sugar', 'milk solids', 'vegetable oil', 'cocoa butter', 'cocoa mass', 'emulsifiers ', '471', '322', '442', '476', 'salt', 'flavours', 'raising agents ', '500', '509', 'milk chocolate contains cocoa solids 24%', 'milk solids minimum 14%', 'allergen statement: contains wheat glucose syrup and milk', 'please store in cool', 'dry conditions,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,456,,1908 kj(456 kcal),,"17,5",,"9,4",,70,,"49,6",,3,,"0,238",,"0,095",,,,,,,,,,,,,['Lait'],,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', ""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500 - Carbonates de sodium', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",4,['Woolworths'],,,,,,,
435,Sanitarium So Good Almond Milk Alm &coconut Uht,9300652803952,,,['So Good'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales']",['France'],"['Eau filtrée', 'sucre de canne', 'amandes ', '2', '5%', 'crème de noix de coco ', '1%', 'minéral ', 'calcium', 'émulsifiant ', 'tournesol lécithine', 'sel', 'sels minéraux ', 'bicarbonate de soude', 'gomme végétale ', 'gellane', 'arôme naturel', 'antioxydant ', 'acide ascorbique', 'vitamines ', 'B12', 'B2', 'B1', ' Contient des amandes', "" Peut contenir des traces d'autres noix""]",[],1.5 g,en quantité modérée,0.3 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,?,,26,-64%,109 kj(26 kcal),-63%,"1,5",-67%,"0,3",-89%,"2,7",-53%,"2,5",-32%,"0,5",-63%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,['Fruits à coque'],,,,,"['E500ii - Carbonate acide de sodium', 'E300 - Acide ascorbique']",4,,,,,,,,
436,Original rice crackers,9310288712542,,,,,"['Australie', 'France']","['rice flour', 'rice bran oil', 'maltodextrin ', 'from corn', 'salt', 'sugar', 'soy sauce powder', 'natural antioxidant ', 'vitamin e', ',']",['Sans huile de palme'],,,,,,,,,?,,426,,1782 kj(426 kcal),,"7,5",,"2,1",,"81,5",,"0,8",,7,,"0,43",,"0,172",,,,,,,,,,,,,,,['en:gluten-free'],,,,,['Woolworths'],,,,,,,
437,Udons Précuits - Chef's World - 200g,9310432080305,,200 g,"[""Chef's World""]",,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,"0,6",,"0,05",,"29,1",,"0,6",,"3,5",,"0,6",,"0,24",,,,,,,,,,,,,,,,['Corée'],,,,,,,,,,,
438,Realfoods Corn Thins Sesame - Real Foods,9322969000046,,,['Real Foods'],,"['Australie', 'France']",[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"3,4",,"0,5",,"69,9",,"0,4",,"10,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,,
439,Vegemite -,9352042000267,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Pâtes à tartiner à base de levures']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,2.1 g,en faible quantité,3.3 g,en quantité élevée,?,,174,-27%,728 kj(174 kcal),-28%,1,-67%,1,-28%,"11,1",-35%,"2,1",+4%,"25,9",-4%,"3,3",-42%,"1,32",-42%,12,-3%,D,-3%,,,,,,,,,,['Fabriqué en Australie'],,,,,,,,,,,,
440,Comvita Honey 5+ - 500g,9400501001116,B,500g,['Comvita'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']","['France', 'Hong Kong', 'États-Unis']",['Umf 5+ manuka honey'],[],0 g,en faible quantité,,,81 g,en quantité élevée,0 g,en faible quantité,?,,286,-1%,1197 kj(286 kcal),-2%,0,-100%,,,"80,95",+5%,"80,95",+16%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['ne pas dépasser 25°C'],,['Nouvelle-Zélande'],,,,['Amazon'],,http://www.comvita.com,['en:Nouvelle-Zélande'],,COMVITA,,
441,Multi-Flora with Manuka Honey - Arataki - 500g,9414887000700,B,500 g,['Arataki'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']","['France', 'Nouvelle-Zélande']",['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,78.1 g,en quantité élevée,0.0305 g,en faible quantité,?,,320,+8%,1339 kj(320 kcal),+7%,0,-100%,0,-100%,"79,6",+3%,"78,1",+12%,1,+195%,"0,03",+30%,"0,012",+30%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Plastique'],['Fabriqué en Nouvelle-Zélande'],['Nouvelle-Zélande'],,,2,,Miel de Fleurs avec Miel de Manuka,,['Nouvelle-Zélande'],,,,
442,Sucre En Poudre - CHELSEA - 1Kg,9415272101057,B,1 Kg,['CHELSEA'],"['Édulcorants', 'Sucres', 'Sucres blancs']",['France'],['Sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,?,,407,+2%,1703 kj(407 kcal),+1%,0,,0,,100,0%,100,+0%,0,,0,,0,,15,+5%,D,+5%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,['sac plastique'],,['Nouvelle Zelande'],,,2,['Champion'],,,,,,,
443,Mother Earth Oaty Slice Chocolate Chip 240g,9416050902651,,,,,"['Australie', 'France']","['wholegrain cereals ', '30%', ' ', 'wholegrain oats ', '97%', 'wholemeal wheat flour', 'dark chocolate ', '21%', ' ', 'sugar', 'cocoa mass', 'cocoa butter', 'cocoa powder', 'o anhydrous milk fat', 'emulsifiers ', 'soy lecithin', '476', 'natural flavour ', 'contains milk ', 'invert sugar', 'wheat flour', 'butter ', '8%', ' ', 'cream ', 'milk', 'salt', 'brown šugar', 'desiccated coconut ', 'coconut', 'colour stabiliser ', '223 ', 'contains sulphites', 'whole egg powder', 'raising agents ', '450', '500', 'dark chocolatè contains 45% cocoa solids ', '2% milk solids', 'contains gluten', 'milk', 'soy', 'sulphites and egg as indicated in bold type', 'may be present: peanuts', 'sesame seeds and treenuts,']",['Non végétalien'],,,,,,,,,?,,423,,1770 kj(423 kcal),,19,,11,,55,,30,,7,,0,,0,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",4,['Woolworths'],,,,,,,
444,Vitale,9501100000965,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Etumax Royal Honey For Him -12 Sachets,9554100191997,,,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,1,,"0,1",,62,,"51,5",,"3,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Express Cup Tom Yam Flavour - Mamee - 60g,9555022301235,,60 g,['Mamee'],,['France'],"['\\àtional value I Voedingswaardc / Nâhrwert / Valeurs moelles PtoaGt$elMesure de la portion: préparation: IPodionen roller ackun /Poflions aremballa ter ', 'na bereiding', ' 100È 319kJ']",[],,,,,,,,,?,,76,,318 kj(76 kcal),,"3,5",,"1,9",,"9,3",,"1,1",,"1,5",,"0,83",,"0,332",,,,,,,,,,,,,,['Gobelet'],,,,,,,,,,,,,
447,Bio Herbs coffee,9555249900150,,,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,2",,0,,0,,0,,"6,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Nestum - nestle - 500g,9556001092533,,500g,['Nestle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",['France'],[],[],1.8 g,en faible quantité,0.4 g,en faible quantité,13 g,en quantité élevée,0.39 g,en quantité modérée,?,,362,+4%,1515 kj(362 kcal),+4%,"1,8",-68%,"0,4",-75%,"72,9",+24%,13,+128%,"9,5",+1%,"0,39",+30%,"0,156",+30%,-3,-284%,A,-284%,,,,,,,,,['Sachet'],,,,,,,céréales,,,,,,
449,Milo Activ-Go - Nestle - 1.5Kg,9556001212931,D,1.5 Kg,['Nestle'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",['France'],"['Extrait de malt Protomalt ', 'contient du gluten et des sulfites', 'poudre de lait écrémé', 'sucre', 'cacao', 'huile de palme', 'minéraux ', 'phosphore', 'calcium', 'fer', 'maltodextrine ', 'contient des sulfites', 'vitamines ', 'C', 'B3', 'B6', 'B2', 'D', 'B12', 'arôme']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,80,-76%,335 kj(80 kcal),-77%,"2,8",-35%,"1,6",-37%,"10,8",-83%,"7,4",-87%,"2,8",-56%,"0,04",-81%,"0,016",-81%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,"['Gluten', 'Anhydride sulfureux et sulfites']",,['Halal'],,,,4,,,,,['Huile de palme'],,,
450,Vermicelles cristal Ayam™ - 100g,9556041130936,,100 g,['Ayam'],['Vermicelle de haricot'],"['Belgique', 'France']","['POIS 80%', 'AMIDON DE MAÏS', 'EAU']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,353,,1477 kj(353 kcal),,0,,0,,"87,4",,0,,"0,21",,"0,02",,"0,008",,4,,C,,,,,,,,,['Anhydride sulfureux et sulfites'],"['Sachet', 'Plastique']","['Végétarien', 'en:gluten-free', 'Halal', 'Sans exhausteur de goût', 'Sans OGM', 'Végétalien', '100% naturel', '100% végétal', 'Sans glutamate', 'Sans conservateurs']",['Thailande'],,,3,,Vermicelles cristal 100% naturelles,http://www.ayam.fr/fr/toutes-nouilles/609-vermicelles-cristal-100g.html,['Thaïlande'],,,,
451,Ayam Sardines In Tomato Sauce - Ayam brand,9556041601214,D,,['Ayam brand'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines à la tomate']",['France'],"['POISSON DE TYPE SARDINES ', 'PILCHARDS', ""SAGAX DE L'OCÉAN PACIFIQUE"", ' 65% SAUCE TOMATE ', 'EAU', 'CONCENTRÉ Dé TOMATE 13%', 'SEL', 'ÉPAISSISSANT ', 'E415']",[],8.4 g,en quantité modérée,2.7 g,en quantité modérée,1.1 g,en faible quantité,0.92 g,en quantité modérée,?,,135,-27%,565 kj(135 kcal),-27%,"8,4",-30%,"2,7",-11%,"1,1",-33%,"1,1",+17%,13,-25%,"0,92",-2%,"0,368",-2%,2,-42%,B,-42%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,,['E415 - Gomme xanthane'],4,,,,,,,,
452,Ayam Pilchards en sauce épicée - 400g,9556041601368,,400 g,['Ayam'],,"['France', 'La Réunion']",[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,"9,2",,"4,9",,1,,1,,15,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Pâte à tartiner de coco - Ayam - 200g,9556041613545,C,200 g,['Ayam'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Pâtes à tartiner']","['Belgique', 'France']","['SUCRE ', 'LAIT DE COCO 33% ', 'EAU', ""POUDRE D'ŒUF "", 'AMIDON DE MAÏS ', 'EXTRAIT DE FEUILLES DE PANDAN']",['Non végétalien'],11 g,en quantité modérée,8.7 g,en quantité élevée,45 g,en quantité élevée,0.175 g,en faible quantité,?,,315,-40%,1318 kj(315 kcal),-40%,11,-66%,"8,7",+7%,50,-1%,45,+3%,"3,8",-39%,"0,175",-4%,"0,07",-4%,19,-7%,E,-7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['pot en verre', 'glass jar']",['100% naturel'],['Malaisie'],,,3,,Pâte à tartiner à la noix de coco,http://www.ayam.fr/fr/autres-coco/499-pate-a-tartiner-de-coco-185g.html,['Malaisie'],,,,
454,"Lychee Drink, Lychee - 250ml",9556092621117,,250 ml,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,11,,11,,0,,0,,0,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,,
455,Pacific crackers - Julie s - 200g,9556121020164,,200g,"['Julie s', ""Julie's""]",,"['France', 'Nouvelle-Calédonie']","['Farine de blé', 'huile végétale ', 'huile de palme', 'amidon de maïs', 'sucre', 'lactosérum en poudre', 'Et,-sirop de giucose', 'amidon de tapioca', 'levure', 'Agent disodique ', 'E450 ', 'i', 'bicarbonate de soude ', 'E50', 'bicarbonate ammonium ', 'E503', 'I', 'beurre', ' Arôme']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,180,,753 kj(180 kcal),,10,,"4,5",,19,,1,,3,,0,,0,,,,,,,,,,,,,['Gluten'],,,,,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", ""E503 - Carbonates d'ammonium""]",4,,,,,['Huile de palme'],,,
456,Yeo's Soy Bean Drink,9556156046641,,,"[""Yeo's""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",['France'],[],[],1.1 g,en faible quantité,0.2 g,en faible quantité,8.3 g,en quantité élevée,0.01 g,en faible quantité,?,,53,+32%,222 kj(53 kcal),+32%,"1,1",+270%,"0,2",+243%,"8,6",+3%,"8,3",+12%,2,+418%,"0,01",-59%,"0,004",-59%,14,+137%,E,+137%,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
457,quaker - 369g,9556174300404,,369g,['Quaker'],,"['France', 'Hong Kong']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
