,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,traceability_code,quantity,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,additives,allergens,nova_score,manufacturing,ingredients_origins,generic_name,link,origin_detail,brand_owner,palm_ingredients
398,Velouté de courge butternut patate douce girolle - Picard - 600g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],"['Courge butternut 40%', 'eau', 'patate douce 14%', 'girolle 6,2%', ""huile d'olive vierge extra 2,8%"", 'échalote', 'sel', 'ail', 'poivre blanc']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2.8 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en faible quantité,0.48 g,en quantité modérée,156,38,156 kj(38 kcal),"2,8","0,5","1,9","1,9","0,6","0,48","0,192",0,B,,600 g,"['Végétarien', 'Union Végétarienne Européenne', 'Nutriscore', 'Nutriscore A']",-2%,-3%,-4%,+82%,-17%,-60%,+3%,-30%,-25%,-25%,-100%,-100%,B,['Picard'],25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['Surgelé'],['PICARD'],,,3,['France'],"['France', 'Pologne', 'Espagne']","Velouté de courge butternut, patate douce,girolle cuisiné à l'huile d'olive (2,8%) - surgelé",https://www.picard.fr/produits/veloute-courge-butternut-patate-douce-girolle-000000000000068070.html,,,
399,Croustillant chocolat au lait,57591056,,['France'],[],[],,,,,,,,,?,438,1833 kj(438 kcal),16,4,59,14,"9,9",,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE', 'Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Chipirons à l'encre,3760225930304,,['France'],[],[],,,,,,,,,?,118,494 kj(118 kcal),"3,5","0,54","5,4","2,5","13,4","0,9","0,36",,,"['FR 40.075.005 CE', 'Castets (Landes, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Biscotti cerealive,8015997000232,,['France'],[],[],,,,,,,,,?,497,2079 kj(497 kcal),20,"4,7","66,3","25,1","7,7","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,POULET FERMIER,0215094048542,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Echalote,3326509695118,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,"['EMB 01159K', 'Feillens (Ain, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Saucisse à cuire fumée d'Alsace - Produits de la Cigogne,3527480020528,,['France'],[],[],,,,,,,,,?,348,1456 kj(348 kcal),32,12,"0,5","0,5",15,"2,2","0,88",,,,,,,,,,,,,,,,,,,['Produits de la Cigogne'],,,,,,,,,,,,,,,,,,,
405,Jalapenos,8699073292898,,['France'],[],[],,,,,,,,,?,27,113 kj(27 kcal),"0,31","0,08","5,12","0,47","0,85","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Fraise Rose -,3701247400031,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,57 g,en quantité élevée,0 g,en faible quantité,?,240,1004 kj(240 kcal),"0,5","0,1",58,57,"0,5",0,0,11,D,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-09']",,+11%,+10%,+107%,+122%,+9%,+12%,+13%,-100%,-100%,+26%,+26%,C,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
407,La courgette chèvre,3760198780029,,['France'],[],[],,,,,,,,,?,50,209 kj(50 kcal),"4,2",2,"1,8","0,3","1,1","0,4","0,16",,,"['FR 37.029.011 CE', 'Bossée (Indre-et-Loire, France)']",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Akwa,5060211461316,,['France'],[],[],,,,,,,,,?,68,285 kj(68 kcal),0,0,"16,2","14,5","0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Krounchy 5 fruits,3421557920622,,['France'],[],[],,,,,,,,,?,445,1862 kj(445 kcal),16,"4,7",63,27,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Idée du jour. pour émincés de poulet à l'indienne - Maggi,7613031408245,,['France'],[],[],,,,,,,,,?,369,1544 kj(369 kcal),"11,3","4,4","52,2","26,2","9,3","3,2","1,28",,,,,,,,,,,,,,,,,,,['Maggi'],,,,,,,,,,,,,,,,,,,
411,Nouilles,8992388134021,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",['France'],[],[],13 g,en quantité modérée,6 g,en quantité élevée,2 g,en faible quantité,1.53 g,en quantité élevée,?,320,1339 kj(320 kcal),13,6,3,2,7,"1,53","0,612",14,D,,,,,+7%,+6%,+89%,+105%,-94%,-3%,-8%,+1%,+1%,+2757%,+2757%,,,,,,,,,,,,,,,,,,,,,
412,"Noix de cajou grillées, aromatisées curry",2600299043290,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,E,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
413,La salad facon Tex Mex,3350033772373,,['France'],[],[],,,,,,,,,?,267,1117 kj(267 kcal),11,"1,1","9,2","9,2","4,7","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Boeuf Bourguignon,2692508059895,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",['France'],[],[],2.8 g,en faible quantité,0.9 g,en faible quantité,1.6 g,en faible quantité,0.71 g,en quantité modérée,?,91,381 kj(91 kcal),"2,8","0,9","3,2","1,6",13,"0,71","0,284",-1,A,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,-5%,-4%,-3%,-10%,-45%,+8%,+29%,-12%,-12%,,,E,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,"['Sachet en plastique', 'Etui en carton']",,,,,,,,,,,
415,Jarreton cuit,2959377008455,,['France'],[],[],,,,,,,,,?,184,770 kj(184 kcal),8,"2,6","0,5","0,5",28,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Emmental Francese - Conad - 220g,8003170000001,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['France'],[],[],29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,?,369,1544 kj(369 kcal),29,19,0,0,27,"0,5","0,2",11,D,,220 g,,,-3%,-2%,-2%,-4%,-100%,-100%,-3%,-15%,-15%,-2%,-2%,D,['Conad'],82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
417,Tatin pomme caramel,3760039596031,,['France'],[],[],,,,,,,,,?,174,728 kj(174 kcal),"8,51","5,08","22,45","18,99","0,99",,,,,"['EMB 89096', 'Chemilly-sur-Yonne (Yonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Bio baies de goji,8006860574523,,['France'],[],[],,,,,,,,,?,399,1669 kj(399 kcal),11,"1,4",63,52,"10,6",,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Tomme pur Brebis,2488009031221,,['France'],[],[],,,,,,,,,?,400,1674 kj(400 kcal),34,25,"1,5","0,5",22,"1,6","0,64",,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Tomme des Pyrenees igp,2488705013453,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,?,346,1448 kj(346 kcal),28,20,"1,5","0,5",22,"1,8","0,72",16,D,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,-0%,-0%,-1%,+1%,+17%,+54%,+2%,+1%,+1%,-1%,-1%,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
421,Talon jambon blanc,0223027009317,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Chorizo pur porc (extra fort),3439496304694,,['France'],[],[],,,,,,,,,?,469,1962 kj(469 kcal),40,15,"0,9","0,9",26,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet en plastique'],,,,,,,,,,,
423,Quiche Lorainne,3287390069450,,['France'],[],[],,,,,,,,,?,311,1301 kj(311 kcal),21,11,19,"2,3",11,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Confiture de poires a la vanille,3760105990459,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,B,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
425,Salade poulet,0209980018566,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Cordon bleu,0200212024140,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Moutarde de Dijon à la truffe noire,3770013624025,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,B,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,
428,Langes fermier AOP,3589110391682,,['France'],[],[],,,,,,,,,?,292,1222 kj(292 kcal),"24,6","15,9","0,68","0,68","17,2","0,54","0,216",,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Croquette pour chien,3344951100158,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture sèche pour animaux', 'Nourriture pour chiens', 'Croquettes pour chien']",['France'],[],[],,,0 g,en faible quantité,0 g,en faible quantité,,,?,?,,?,0,?,0,?,,,,,,,,,,,,-100%,,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Le torchonay jambon supérieur,0211719019294,,['France'],[],[],,,,,,,,,?,137,573 kj(137 kcal),"6,2","2,8","0,7","0,7",19,"1,9","0,76",,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,9 assorted chocolate squares,5413415911734,,['France'],[],[],,,,,,,,,?,542,2268 kj(542 kcal),35,21,47,44,"7,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Assortiment de chocolat,3474341101905,,['France'],[],[],,,,,,,,,?,557,2330 kj(557 kcal),35,15,51,45,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Thon et tomates - Rana,8001665712552,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,['Rana'],,,,,,,,,,,,,,,,,,,
434,Fritures simples noir lair caramel,3760165759843,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,MIEL DE TILLEULS,3368800000611,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
436,Bière du Vexin de Noël,3760210300167,,['France'],[],[],,,,,,,,,?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Effeuillés de pomme de terre sarladaise,3503651611078,,['France'],[],[],,,,,,,,,?,179,749 kj(179 kcal),12,"4,1",15,"0,5","1,8","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Plats cuisiner,0200521025913,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Chakier ahlam - Thiriet,3292590705145,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,['Thiriet'],,,,,,,,,,
440,Dots ORIGINAL,3523680448520,,['France'],[],[],,,,,,,,,?,456,1908 kj(456 kcal),31,16,33,12,"7,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Gratin de pomme de terre au bloc de foie gras,3492500068265,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Soufflés a l’emmental bio,3503651631250,,['France'],[],[],,,,,,,,,?,176,736 kj(176 kcal),12,"6,7","4,9",2,12,"0,77","0,308",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Biscotti da latte con gocce di cioccolato,8034003353148,,['France'],[],[],,,,,,,,,?,461,1929 kj(461 kcal),15,4,70,22,10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Innocent,9038899166508,,['France'],[],[],,,,,,,,,?,41,172 kj(41 kcal),"0,5","0,1",10,"8,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Palmier,3608580975182,,['France'],[],[],,,,,,,,,?,317,1326 kj(317 kcal),5,1,70,39,5,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Balsamic vinegar flavour chips,8718537793068,,['France'],[],[],,,,,,,,,?,485,2029 kj(485 kcal),24,"2,4","58,7","3,3","6,8","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Granona Keto with raspberry,5906660508120,,['France'],[],[],,,,,,,,,?,510,2134 kj(510 kcal),44,"5,2","13,5","2,8","14,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Granola Keto with cocoa,5906660508137,,['France'],[],[],,,,,,,,,?,512,2142 kj(512 kcal),43,6,12,"2,5","15,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Caramélie au beurre salé,000555452222,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Moon Balance,8718868809377,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,drink water beauty cassis aloe vera acérola,3770016381024,,['France'],[],[],,,,,,,,,?,3.3,14 kj(3 kcal),"0,1","0,1","0,1","0,1","0,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Omega3 65%,3700446415310,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Puree de pomme,37019181,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,
454,Aiguillettes de poulet tomate origan,0215711014042,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.63 g,en quantité modérée,?,103,431 kj(103 kcal),"1,3","0,4","0,9",0,22,"0,63","0,252",-2,A,,,"['Nutriscore', 'Nutriscore A']",,-18%,-18%,-30%,-16%,-0%,-100%,-3%,+44%,+44%,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
455,Petit doré - Lidl,4056489040767,,['France'],[],[],,,,,,,,,?,437,1828 kj(437 kcal),"10,6","0,9","76,6","24,6","7,5","1,01","0,404",,,,,,,,,,,,,,,,,,,"['Lidl', 'Sondey']",,,,,,,,,,,,,,,,,,,
456,"Barretta con semi di sesamo, zucca e miele",8006780201851,,['France'],[],[],,,,,,,,,?,560,2343 kj(560 kcal),"35,5",11,"52,2","34,4","9,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Flocons pois chiches -,3273144019451,,['France'],['Flocons de Pois Chiches bio'],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],['Biocoop Caluire'],,,,,['France'],Flocons de pois chiches biologiques,,,,
458,Cal Valls,06812867,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,['Cal Valls'],,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
459,sauce ail sauvage aux poivrons doux,5214000181613,,['France'],"['Poivron de Florina*', 'ail sauvage*', 'tomate*', 'oignon*', 'ail asséché *', ""huile d'olive*"", 'sel*', 'poivre*', 'épices *', "" *Produit issu de l'agriculture biologique""]",[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'GR-BIO-05']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
460,sauce piment au gingembre,5214000181569,,['France'],"['Piments authentiques de Florina*', 'chou*', 'gingembre*', 'tomate*,herbes*', ""huile d'olive vierge extra *"", 'oignon*', 'sel', "" *Produit issu de l'agriculture biologique""]",[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'GR-BIO-05']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
461,Boule tranchée sans gluten,0201830022891,,['France'],[],[],,,,,,,,,?,233,975 kj(233 kcal),7,"0,9","31,7",3,5,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Châtaignes entières bio,3770009562089,,['France'],"[""Chátaignes d'Ardèche Bio""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
463,Petits pois extra fins,3339772004723,,['France'],"['Petits pois* extra fins', 'eau', 'Sucre de canne* non raffiné', 'garniture* 3% ', 'oignon* carotte*', 'sel de mer', 'oignon* poudre', 'échalote* poudre', "" *Ingrédients issus de l'agriculture biologique"", ' Souligné : ingrédient issu du commerce éguitable']",[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Capsule en métal', 'Pot en verre', 'Couvercle en métal']",['Biocoop Caluire'],,,,,,,,,,
464,elixir Circulation,3760115091764,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Lentilles vertes,3493831762389,,['France'],"['Lentilles vertes* ', 'France', 'eau', 'sel de Guérande', "" *Ingrédient issu de l'agriculture biologique"", ' Ingrédient issu du commerce équitable']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Capsule en métal']",['Biocoop Caluire'],,,,,,,,,,
466,Haricots blancs,9286204131370,,['France'],"['Haricots blancs secs trempés*', 'eau', 'sel', 'antioxydant: acide ascorbique', "" *Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,['FSC-C014047'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,"['Brique en carton', 'Tetra Pak']",['Biocoop Caluire'],['E300 - Acide ascorbique'],,,,,,,,,
467,Blettes,3760156640365,,['France'],"['Blettes*', 'eau', 'sel', "" *Produits Issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
468,Ravioli farce au boeuf,3493833887721,,['France'],"['Ravioli : Pâte ', '70%', ' : Semoule de blé dur*', 'eau', 'œufs*', ' Farce ', '30%', ' : bœuf* 17% origine France', 'couscous*', 'carottes*', 'oignons*', 'sel', 'huile de tournesol*', 'épices*', 'ail*', "" Sauce : Coulis de tomate de Provence à l'Ancienne*"", 'eau', 'oignons*', 'carottes*', 'sel de Guérande', ""huile d'olive vierge extra*"", 'herbes*', "" *Produit issu de l'agriculture biologique""]",['Non végétalien'],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,"['Œufs', 'Gluten']",,,,,,,,
469,55833783,55833783,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Capsule en métal']",['Biocoop Caluire'],,,,,,,,,,
470,Crazy bulles - jus de raisin pétillant,3770000412178,,['France'],['Jus de Raisin bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
471,Deliscus - verveine citronnée hibiscus blanc fines bulles,3770011385836,,['France'],"[""Infusion de Fleur d'Hibiscus Blanc BIO et Verveine BIO "", '95,1%', ' ', 'eau', ""fleur d'Hibiscus Blanc Bio "", '2,8%', 'Verveine Bio ', '0,5%', 'Sucre cristal Betterave BIO ', '4,9%', 'gaz carbonique']",[],,,,,,,,,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],['E290 - Dioxyde de carbone'],,4,,,,,,,
472,Potion détoxifiante,3770011787852,,['France'],"['Infusion de plantes françaises bio ', 'eau gazéifiée', 'sureau*', 'sauge*', 'stevia*', 'jus de pomme* français ', '4%', 'jus de citron* ', '2,5%', 'jus de carotte français* ', '2%', "" *Issu de l'agriculture biologique""]",[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,4,,,,,,,
473,0673756630489,0673756630489,,['France'],[],[],,,,,,,,,?,?,,?,,?,,?,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,['Biocoop Caluire'],,,,,,,,,,
474,Saucisson le 1920 de mamie Chazel,3421010006436,,['France'],[],[],,,,,,,,,?,352,1473 kj(352 kcal),"26,6","8,7","1,16","0,2","26,7","5,8","2,32",,,"['FR 07.259.002 CE', ""Saint-Just-d'Ardèche (Ardèche, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,100% pur jus de grenade,1978391490566,,['France'],['Jus de grenade biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,['Bouteille en verre'],['Biocoop Caluire'],,,,,,,,,,
476,Thé glacé équitable matcha thé vert - Voelkel - 500ml,4015533042331,"['Boissons', 'Thés glacés']",['France'],"['Infusion de thé vert** 86% ', 'eau minérale naturelle', 'thé vert**', 'jus de pomme** 7%', 'sucre de canne** 3%', 'jus de citron vert* 2%', 'purée de mangue jus de citron**', 'matcha* ', 'poudre de thé vert*', "" 0,3% *issu de l'agriculture biologique **issu de l'agriculture biodynamique""]","['Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.01 g,en faible quantité,105,25,105 kj(25 kcal),"< 0,5","< 0,1",6,"5,5","< 0,5","< 0,01","0,004",8,D,,500 ml,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Végétalien', 'Bio-dynamie', 'DE-ÖKO-007', 'Demeter', 'Agriculture UE', 'Agriculture UE/Non UE']",+12%,+14%,+14%,+257%,+279%,+14%,+9%,+240%,-64%,-64%,+10%,+10%,,['Voelkel'],,,,,,,,,['Biocoop Caluire'],,,3,,,,,,,
