,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
409,"Santé & Bien-être / Minceur, élimination / Détox",3770001361123,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Yaourt green black Doris plum,9421027712119,['France'],[],[],?,92,385 kj(92 kcal),2,"1,4",10,"9,8","8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Moelleux de brebis,3483130000602,['France'],[],[],?,246,1029 kj(246 kcal),20,11,"5,4","2,5",11,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Frippons pur beurre,3000000114094,['France'],[],[],?,465,1946 kj(465 kcal),25,12,51,23,"7,5","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Thé - Palais des Thés,2700271001062,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Pâtes Tagliatelle,3346041413582,['France'],[],[],?,360,1506 kj(360 kcal),1,"0,3",73,"2,5",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Eau de source,9782226140272,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,['Bottle'],,['Non alimentaire'],,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,
416,2 FILETS DE POULET FERMIER JAUNE,0210403033783,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
417,Lait maternisé prêt à l'emploi 1e âge - Gallia,3041091477835,['France'],[],[],?,?,,?,,?,,?,,,,,,['Gallia'],"['Aliments pour bébé', 'Laits pour bébé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,,,,
418,L'original jambon cuit superieur,0239352026141,['France'],[],[],?,554,2318 kj(554 kcal),"5,7","1,9","0,8","0,8",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 58.079.005 CE', 'Clamecy (Nièvre, France)']",,,
419,Sanglier sauvage au gewurtztraminer,3760252831544,['France'],[],[],?,166,695 kj(166 kcal),9,3,1,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Salade vermicelles et carottes marinées,3760275625267,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Burge zucchine - Valsoia,8006040255167,['France'],[],[],?,110,460 kj(110 kcal),"2,1","0,3","8,6","2,7",11,1,"0,4",,,,['Valsoia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,le champignon entier,3083681120097,['France'],[],[],?,?,,?,,?,,?,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Frollini extra dark,8007640930720,['France'],[],[],?,458,1916 kj(458 kcal),18,3,46,22,25,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,CONVAR-7,5060428433878,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,La soupe italienne,8014190014794,['France'],[],[],?,29,121 kj(29 kcal),"0,1",0,"4,8","0,4","1,6","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Pain de seigle,3571450000201,['France'],[],[],?,233,975 kj(233 kcal),"0,7","0,2",45,0,"8,7","1,7","0,68",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,,,,0.7 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+1%,-64%,-41%,+8%,-100%,+26%,+49%,+49%,4,+264%,C,+264%,B,,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,
427,Baguette tradigraine,0250886006232,['France'],[],[],?,328,1372 kj(328 kcal),"3,6","0,5",62,"1,8",11,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Huel V3,5060495115448,['France'],[],[],?,400,1674 kj(400 kcal),13,"2,3",37,"0,6",29,"0,9","0,36",,,,['Huel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Mousse pur canard,2212401013918,['France'],[],[],?,410,1715 kj(410 kcal),40,13,3,"1,5","9,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Maté,7840078000723,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Escalope de poulet bolognaise,3596690769657,['France'],[],[],?,179,749 kj(179 kcal),"7,1","0,9",14,"2,3",14,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Avocat bio,3701272603049,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
433,Lapin entier de découpé,2258950011944,['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Barquette', 'Film en plastique']",,"['Viandes', 'Viande de lapin']",,,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,D,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,
434,raisin sec,3569880001813,['France'],[],[],?,?,,?,,?,,?,"21,9","8,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Jus de pomme  Amour,3514110000135,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Morbier AOP,2890688028407,['France'],[],[],?,357,1494 kj(357 kcal),29,20,1,1,20,"1,3","0,52",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+1%,+1%,+3%,+29%,+141%,-12%,-9%,-9%,14,-6%,D,-6%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
437,Pommes de terre farcies 6*200g,3445420004028,['France'],[],[],?,149,623 kj(149 kcal),10,"4,5","8,6","0,7","6,3","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 76.400.001 CE', 'Luneray (Seine-Maritime, France)']",,,
438,Crêpes fraîches au blé noir,3760080261308,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 22.158.002 CE', ""Mûr-de-Bretagne (Côtes-d'Armor, France)""]",,,
439,Huile d'olive vierge extra,3770005841157,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,-100%,-100%,6,-2%,C,-2%,D,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,
440,Cake au chocolat,3276556538435,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Taste thailand chiken pad thai,29089147,['France'],[],[],?,176,736 kj(176 kcal),"6,6",1,"21,5","3,6","7,2","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C012938'],,,
442,Figuier,72271643,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",
443,Les petits sujets,3760083995026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Manu,15258687,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Mole cola,8054377870027,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,6","10,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Mogettes de Vendée Cuisinés a la tomate,3242010003504,['France'],[],[],?,78,326 kj(78 kcal),"0,5","0,1",13,"0,8","5,6","0,63","0,252",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Légumes français', 'en:White kidney beans', 'Mogette de Vendée', 'Mogettes de Vendée cuisinées à la tomate']",,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,0.63 g,en quantité modérée,,-49%,-49%,-53%,-54%,-30%,-33%,-45%,+24%,+24%,-6,,A,,,,,,,,,,,,,,
447,Pulled pork à l'asiatique & purée de carotte,0748367062346,['France'],[],[],?,101,423 kj(101 kcal),6,2,2,1,9,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Beignet tressé - Cora,5400134330342,['France'],[],[],?,375,1569 kj(375 kcal),"22,4","9,2","36,7",4,"6,6","0,6","0,24",,,,['Cora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Ajvar,3850104255120,['France'],[],[],?,99,414 kj(99 kcal),"5,3","0,4","9,6","9,6","1,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Haribo starmix,8426617009458,['France'],[],[],?,399,1669 kj(399 kcal),"0,5","0,1",78,53,"5,9",0,0,,,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0 g,en faible quantité,,+12%,+11%,-73%,-91%,-6%,-9%,+178%,-100%,-100%,14,-3%,D,-3%,E,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
451,Carrés salés,3760280910013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Filets de poulet,0213311058381,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
453,Terrine de campagne,3770017355000,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Salade boulgour amarante - Knorr,8717163886922,['France'],[],[],?,170,711 kj(170 kcal),"5,6","0,9",21,1,"6,5","0,62","0,248",,,,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,6 yaourts à la vanille,3000001002352,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Coleslaw,3700009273081,['France'],[],[],?,179,749 kj(179 kcal),17,"1,3","3,8","3,3",1,"0,85","0,34",,,,,"['Plats préparés', 'Entrées', 'Coleslaw']",,,,,,17 g,en quantité modérée,1.3 g,en faible quantité,3.3 g,en faible quantité,0.85 g,en quantité modérée,,+38%,+41%,+70%,+48%,-39%,-34%,-10%,+7%,+7%,6,+74%,C,+74%,B,,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,,,
457,Gouttes de sel,3700389707145,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Foccacia aux olives,8059070740837,['France'],[],[],?,261,1092 kj(261 kcal),"7,3","1,7",39,"0,5",10,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Volluto - Nespresso,7640140333434,['France'],[],[],?,?,,?,,?,,?,,,,,,['Nespresso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Multigrain,0025675015562,['France'],[],[],?,370,1548 kj(370 kcal),"2,4","1,2","69,8","0,6","12,2","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,kit kat birthday cake,0034000402632,['France'],[],[],?,1,4 kj(1 kcal),12,7,27,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Poulet fermier bio,0213044050973,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
463,Chateau Baret,3700387096043,['France'],[],[],?,?,,?,0,?,,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,-100%,,,,,,,,,,C,['France'],46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,
464,Poulet a la caponata,2006050017515,['France'],[],[],?,121,506 kj(121 kcal),"6,1","1,1","8,3","1,9","7,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Farro dicocco corallini n°,8009385142321,['France'],[],[],?,358,1498 kj(358 kcal),"2,2","0,5",70,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,High energy,8722200960947,['France'],[],[],?,60.2,252 kj(60 kcal),0,0,"14,8","14,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Carottes rapees - Cora,04659347,['France'],[],[],?,71,297 kj(71 kcal),4,"0,3","6,3","5,4","0,9","0,58","0,232",,,,['Cora'],"['Plats préparés', 'Légumes préparés', 'Carottes râpées']",,,,,,4 g,en quantité modérée,0.3 g,en faible quantité,5.4 g,en quantité modérée,0.58 g,en quantité modérée,,-8%,-7%,-14%,-26%,+5%,+10%,+3%,-6%,-6%,3,+450%,C,+450%,B,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,
468,Panettone poire chocolat - La Vie Claire,3266191013275,['France'],[],[],?,395,1653 kj(395 kcal),18,10,51,27,"6,4","0,75","0,3",,,,['La Vie Claire'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,18 g,en quantité modérée,10 g,en quantité élevée,27 g,en quantité élevée,0.75 g,en quantité modérée,,+6%,+6%,+20%,+11%,-1%,+4%,-6%,+70%,+70%,21,+13%,E,+13%,C,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'IT-BIO-009', 'AB Agriculture Biologique']",
469,Latte intero a lunga conservazione - Granarolo,8002670169911,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,5",5,5,"3,2","0,1","0,04",,,,['Granarolo'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers']",,,,,,3.6 g,en quantité modérée,2.5 g,en quantité modérée,5 g,en quantité modérée,0.1 g,en faible quantité,,-2%,-3%,-3%,+5%,+4%,+5%,-3%,-15%,-15%,2,+27%,B,+27%,D,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,
470,Milshake Fraise instatane,8690504639299,['France'],[],[],?,234,979 kj(234 kcal),60,"4,3","38,4",30,"6,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Safran + bio,3700292878970,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
472,Bleu d'Auvergne,2200362020335,['France'],[],[],?,336,1406 kj(336 kcal),27,21,"1,3",0,22,"2,5",1,,,['Film en plastique'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', ""Bleus d'Auvergne""]",,,,,,27 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,-3%,-2%,-5%,+4%,+80%,-100%,+7%,-7%,-7%,19,0%,E,0%,C,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,
473,Nougat à la rose,3760101392257,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,
474,curry rouge de crevettes et duo de riz - 300g,3270120616925,['France'],[],[],?,112,469 kj(112 kcal),"2,3","0,9",17,"1,5","5,3","0,42","0,168",,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Chocolat Banane Nilk2Go,4251680804051,['France'],[],[],?,50,209 kj(50 kcal),"1,4","0,4","8,7","4,6","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Flan,0203290027881,['France'],[],[],?,205,858 kj(205 kcal),8,"0,22","4,9","3,3",30,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Café avoine Nilk2Go,4251680804068,['France'],[],[],?,51,213 kj(51 kcal),"2,2","0,3","9,4","4,5","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Coco mangue Nilk2Go,4251680804686,['France'],[],[],?,57,238 kj(57 kcal),"2,3",2,"8,5","3,3","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,POWA POWERFUL OBLITERATING WORKOUT ACTIVATOR - Prozis,5600380899352,['France'],[],[],?,?,,?,,?,,?,0,0,,,,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Black horse,9554109822151,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Miel de castaño,8437002223373,['France'],[],[],?,315,1318 kj(315 kcal),0,0,"78,8","76,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Aracjide wasabi,2600287017128,['France'],[],[],?,668,2795 kj(668 kcal),21,"6,8",56,"9,7",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,The Complete Cookie,1230000066549,['France'],[],[],?,226,946 kj(226 kcal),6,3,30,4,"0,29",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Lapin chocolat au lait,5415148019879,['France'],[],[],?,563,2356 kj(563 kcal),"36,8","22,3","51,1","50,2","6,6","0,2","0,08",,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",,,,,,36.8 g,en quantité élevée,22.3 g,en quantité élevée,50.2 g,en quantité élevée,0.2 g,en faible quantité,,+2%,+2%,+8%,+7%,-5%,-4%,+1%,+3%,+3%,27,+3%,E,+3%,,,,,,,,,,,,,
485,Miio,58933121,['France'],[],[],?,498.8,2087 kj(498 kcal),"23,3",11,"67,6","35,6","4,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Bolacha Maria - Amanhecer,5601227032239,['France'],[],[],?,430,1799 kj(430 kcal),"2,3","1,2",77,20,"7,8","0,6","0,24",,,,['Amanhecer'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,2.3 g,en faible quantité,1.2 g,en faible quantité,20 g,en quantité élevée,0.6 g,en quantité modérée,,-9%,-10%,-89%,-88%,+20%,-32%,+20%,+2%,+2%,12,-39%,D,-39%,C,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,
487,Party toast fette,8032998903744,['France'],[],[],?,299,1251 kj(299 kcal),"6,3","0,6",52,"5,7","7,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,viande bovine,2480519046702,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Olio Extra Vergine di Oliva,8024460900757,['France'],[],[],?,825,3452 kj(825 kcal),"91,6","14,1",0,0,0,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,91.6 g,en quantité élevée,14.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,+1%,,,,-100%,-100%,6,-2%,C,-2%,D,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,
490,Sape di saporIGPiadine fresche romagnole i p - Selex,8003100896353,['France'],[],[],?,354,1481 kj(354 kcal),13,"5,3",51,"1,1","7,4","1,6","0,64",,,,['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Deli'cheese,3222119460958,['France'],[],[],?,1434,6000 kj(1434 kcal),21,10,23,"0,8",15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Café grains,3281740001749,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Sirop de miel - Teisseire,3092718627195,['France'],[],[],?,343,1435 kj(343 kcal),"0,1","0,1",86,86,"0,1","0,1","0,04",,,,['Teisseire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Sirop de fruit de la passion - Teisseire,3092719700309,['France'],[],[],?,316,1322 kj(316 kcal),"0,1","0,1",77,73,"0,1","0,1","0,04",,,,['Teisseire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Granola The Nutty - Kazidomi - 350g,4321000000001,['France'],"['Flocons d’avoine* 53,5%', 'graines de tournesol*12%', 'huile de tournesol*', 'kasha* 6%', 'sucre de fleur de coco*', 'purée de pomme*', 'noisettes*', '3%', 'amandes* 3%', 'graines de potiron*', ' ', '*issu de l’agriculture biologique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1859,443,1859 kj(443 kcal),"23,7","2,5","43,4","6,6","11,4","0,03","0,012",Granola aux noix,350g,"['Carton', 'Plastique']",['Kazidomi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['Pays-Bas'],https://www.kazidomi.com/fr/granola/8104-granola-the-nutty.html,['Kazidomi'],"['Fruits à coque', 'Flocons d’avoine']",3,23.7 g,en quantité élevée,2.5 g,en quantité modérée,6.6 g,en quantité modérée,0.03 g,en faible quantité,+4%,+6%,+7%,+81%,-25%,-28%,-61%,+16%,-83%,-83%,-2,-141%,A,-141%,B,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,"['Bio', 'Bio européen', 'NL-BIO-01', 'B corp']",
496,Nettoyant 3 en 1,3298960920668,['France'],[],[],?,89,372 kj(89 kcal),19,16,23,12,12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Salade Mechouia,6194004804291,['France'],[],[],?,5,21 kj(5 kcal),5,5,5,"0,5",2,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Power fruits mix,3770017654202,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,chocolat lindt noir extra fondant - 3X  100grammes,11119296,['France'],[],[],?,?,,?,,?,,?,,,,3 X  100 grammes,['3 paquets de 100 grammes'],['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Crème de châtaignes avec morceaux,3511281005235,['France'],[],[],?,236,987 kj(236 kcal),"0,48","0,1",56,47,"0,77","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Etorki,0285211019298,['France'],[],[],?,393,1644 kj(393 kcal),33,23,0,,24,"1,5","0,6",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France']",,,,,,33 g,en quantité élevée,23 g,en quantité élevée,,,1.5 g,en quantité modérée,,+9%,+10%,+13%,+16%,-100%,,+5%,+16%,+16%,,,,,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,
