,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,traceability_code,eco_score,packaging,ingredients_origins,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,generic_name,palm_ingredients,origin_detail,producer_info,brand_owner
663,Concombre bio espagnol,8718366663006,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Les oeufs geslin,3760084055385,,['France'],[],[],?,?,?,?,?,,,,,,,['Les oeufs geslin'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,,,,,"['FR 85 054 003', 'Chapelle-Hermier (Vendée, France)']",D,['6 oeufs'],,['85140 chauché'],http://www.lesoeufsgeslin.fr,['fromagerie barat'],,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,
665,Tarte aux fromages - Casino - 2x 130g,3222477219076,,['France'],[],[],?,378,18,22,"9,8",2 x 130 g,1582 kj(378 kcal),12,"1,8","0,78","0,312",['Casino'],"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",,+48%,+18%,+11%,+12%,"['EMB 38449A', 'Saint-Quentin-Fallavier (Isère, France)']",C,,,,,['Casino'],,18 g,en quantité modérée,12 g,en quantité élevée,1.8 g,en faible quantité,0.78 g,en quantité modérée,+46%,+43%,-23%,-16%,-16%,17,+31%,D,+31%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,,,,
666,Cakes Pépite de chocolat,3174591000729,,['France'],[],[],?,454,26,48,"5,8",,1900 kj(454 kcal),"5,4",28,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Mousse crujiente de cappuccino - Nestlé,8435257052922,['en:gluten-free'],['France'],[],[],?,206,"13,6","15,7","4,5",,862 kj(206 kcal),9,"15,4","0,2","0,08",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Sorbet Fraise de Dordogne - Thiriet - 350g (500mL),3292590516253,"['Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",['France'],"['fraise de Dordogne 70%', 'sucre', 'sirop de glucose', 'eau', 'jus de citron', 'épaississants : farine de graines de caroube - gomme guar - gomme de xanthane']",[],?,116,~ 0,27,~ 0,350g (500mL),485 kj(116 kcal),~ 0,24,"0,01","0,004",['Thiriet'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",,-1%,-100%,-1%,-100%,,C,"['Pot plastique', 'Foureau carton', 'Surgelé']",,,,['Thiriet'],4,0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0.01 g,en faible quantité,-0%,-100%,+3%,-55%,-55%,3,-39%,C,-39%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,Sorbet de fraises de Dordogne,,,,
669,arôme naturel de fleurs d'oranger,3274373022007,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Sel de Guerande - 250g,08531317,['Nature et Progrès'],['France'],['Sel marin gris de table'],[],?,?,?,?,?,250g,,,,,,['Sel de Guerande'],"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels de Guérande']",,,,,,"['EMB 44069B', 'Guérande (Loire-Atlantique, France)']",A,['Salière carton'],['France'],['Guerande'],http://www.seldeguerande.com,['Carrefour'],,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
671,Cacahuetes fritos con miel sin gluten - El Corte Inglés - 150g,8433329088664,"['en:gluten-free', 'Riche en fibres']","['France', 'Espagne']",[],[],2556,616,45,25,23,150 g,2556 kj(616 kcal),"7,7",18,"0,44","0,176",['El Corte Inglés'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Cacahuètes caramélisées']",+16%,+14%,+39%,-41%,+42%,,,['Plástico'],,"['Madrid', 'España']",,['El corte inglés'],,45 g,en quantité élevée,7.7 g,en quantité élevée,18 g,en quantité élevée,0.44 g,en quantité modérée,+14%,+65%,-50%,+653%,+653%,13,-3%,D,-3%,,,,,,,,,['Arachides'],,,,,
672,Nutelle biscuits - Ferrero,8900500319447,,['France'],[],[],?,513,24,63,8,,2146 kj(513 kcal),12,35,1,"0,4",['Ferrero'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Mélange alsacien - Ancel,3027030011292,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,397,"5,5",74,10,,1661 kj(397 kcal),"0,4","2,7",3,"1,2",['Ancel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,sucre vanillé,6189110993175,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Horeca - 1l,3439495021110,"['Fabriqué en Espagne', 'Produits destinés aux professionnels']",['France'],[],[],?,?,?,?,?,1l,,,,,,['Horeca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Kras Napolitanke Nougat Wafers - 420g,3850102326174,,"['France', 'Slovénie']",[],[],?,539,"29,4","63,3","5,2",420 g,2255 kj(539 kcal),"14,4",38,"0,3","0,12",['Kras'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",,+8%,+19%,+2%,-0%,,C,,,,,,,29.4 g,en quantité élevée,14.4 g,en quantité élevée,38 g,en quantité élevée,0.3 g,en quantité modérée,+8%,-3%,+8%,-7%,-7%,25,+13%,E,+13%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,
677,Souchet - 1kg,0703556751609,,['France'],[],[],?,497,"24,9","63,6","4,58",1 kg,2079 kj(497 kcal),"5,01","21,83","0,012","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Jambon cru fumé - Saint Alby - 350g,4056489035749,,['France'],"['Viande de porc ', 'Origine UE', 'sel', 'épices', 'dextrose', 'conservateurs : nitrite de sodium', 'nitrate de potassium', ' ferments', 'fumée de bois de sapin']","['Non végétalien', 'Non végétarien']",977,234,14,1,26,350 g,977 kj(234 kcal),6,"0,5","4,95","1,98",['Saint Alby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons crus fumés', 'en:raw-cured-ham']",-5%,-9%,-14%,+18%,-1%,['DE BW-05068 EG'],,['Barquette plastique transparente'],['Porc UE'],['Allemagne'],,['Lidl'],4,14 g,en quantité modérée,6 g,en quantité élevée,0.5 g,en faible quantité,4.95 g,en quantité élevée,-9%,-6%,-8%,+7%,+7%,17,-7%,D,-7%,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"Jambon cru fumé, en tranches",,,,
679,Barre tendre break - Milka - 156g,7622210611093,,['France'],"['Sucre', 'farine de blé', 'huiles végétales ', 'colza', 'palme', 'beurre pâtissier', 'pâte de cacao', 'beurre de cacao', 'amidon modifié', 'lactose ', 'de lait', 'lait entier en poudre', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'cacao inaigre en poudre', 'émulsifiants ', 'lécithine de soja', 'E476', 'oeufs en poudre', 'sel', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'arômes ', 'contient lait', ' Peut contenir sésame']","['Huile de palme', 'Non végétalien']",2152,515,27,62,"4,4",156 g,2152 kj(515 kcal),11,39,"0,31","0,124",['Milka'],['Barre chocolatés'],,,,,,,,"['Carton', 'Plastique']",,,,,4,27 g,en quantité élevée,11 g,en quantité élevée,39 g,en quantité élevée,0.31 g,en quantité modérée,,,,,,23,,E,,,,,,,,,"['E14XX - Amidons modifiés', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Gluten', 'Lait', 'Soja']",Barre énergétique,['Huile de palme'],,,
680,Gallo Pistón mediano,8410069002136,,['France'],[],[],?,344,2,68,12,,1439 kj(344 kcal),"0,5","3,5","0,03","0,012",['Gallo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,U,3256226097431,,['France'],[],[],?,?,?,?,?,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Biscuit Nappé Chocolat au lait - Carrefour - 200g,3270190006084,['Fabriqué en France'],['France'],"['Farine de blé 51%', 'chocolat au lait 27% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithines ', 'soja', 'arôme', 'graisse de palme', 'sucre', 'sirop de glucose', ""poudre à lever : carbonates d'ammonium - carbonates de sodium - phosphates de calcium"", 'noix de coco râpée', 'sel', 'protéines de lait', 'poudre de lait écrémé', "" Peut contenir des traces d'œufs et de fruits à coque""]","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2116,505,24,65,"6,4",200 g,2116 kj(505 kcal),13,29,"0,49","0,196",['Carrefour'],,,,,,,"['EMB 82121', 'Montauban (Tarn-et-Garonne, France)']",,,,,,['Carrefour'],4,,,,,,,,,,,,,,,,,,,,,,,,,"['E322 - Lécithines', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",Biscuits nappés de chocolat au lait,['Huile de palme'],Ces biscuits sont élaborés en France à partir de blé français. Le chocolat au lait est fabriqué en UE.,Fabriqué en France par EMB 82121 pour Interdis.,
683,Confettura Extra Di Fichi Jam - Terre d'italia,8012666503957,,"['France', 'Espagne']","['Higos 70%', 'azúcar', 'zumo de limón', 'gelificante: pectina']","['Sans huile de palme', 'Végétalien', 'Végétarien']",795,187,0,45,"0,7",,795 kj(187 kcal),0,38,"0,08","0,032","[""Terre d'italia""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",-17%,-19%,-100%,-19%,-5%,,D,,,,,,4,0 g,en faible quantité,0 g,en faible quantité,38 g,en quantité élevée,0.08 g,en faible quantité,-18%,-100%,-28%,+330%,+330%,6,-37%,C,-37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],['es:Ausencia'],,,,,
684,Biologische Appelciderazijn Fles,8718906118188,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",['France'],[],[],?,19,0,1,0,,79 kj(19 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Miel de montagne Api Velay - la maison du miel - 500g,3375801987025,,['France'],['miel de fleurs sauvages'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,500g,,,,0,0,['la maison du miel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,A,['Bocal'],['France'],['43000 le puy en Velay'],,['Tinel'],2,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
686,Unfiltered cerveza rubia sin alcohol sin filtrar - Clausthaler,4053400288833,,['France'],[],[],?,26,0,"5,6","0,2",,109 kj(26 kcal),0,"2,8","0,01","0,004",['Clausthaler'],,,,,,,,,['glass-bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,donut milka,0202237022965,,['France'],[],[],?,465,28,"46,3",6,,1946 kj(465 kcal),"13,8",18,"0,6","0,24",['Milka'],"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+14%,+23%,+3%,+1%,,B,,,,,,,28 g,en quantité élevée,13.8 g,en quantité élevée,18 g,en quantité élevée,0.6 g,en quantité modérée,+14%,+30%,+7%,-37%,-37%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,
688,"Schwartau Samt, Limited Edition, Rote Früchte",4011800193713,,['France'],[],[],?,199,"0,2","47,7","0,4",,833 kj(199 kcal),0,"47,4","0,3","0,12",['Schwartau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Fruits snacks - Welch's - 80x 25g,0034856258056,"['en:gluten-free', 'Sans conservateurs']",['France'],[],[],?,312,1,75,3,80 x 25 g,1305 kj(312 kcal),1,47,"0,037","0,015","[""Welch's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Taboulet - Pierre Martinet,3281780872156,,['France'],[],[],?,160,"5,9",20,"5,4",,669 kj(160 kcal),"0,8","2,6","0,88","0,352",['Pierre Martinet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Sorbet plein fruit abricot - L'Angélys,3760039984272,"['en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",['France'],[],[],?,125,"0,5",30,"0,6",,523 kj(125 kcal),"0,1",26,"0,01","0,004","[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', ""Sorbets à l'abricot""]",,+2%,+110%,+3%,+7%,,C,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,26 g,en quantité élevée,0.01 g,en faible quantité,+2%,+203%,+7%,-49%,-49%,5,+4%,C,+4%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,
692,panettone classico - il vecchio forno s.r.l. - 900g,07242786,,['France'],[],[],1497,?,13,53,"5,8",900 g,1497 kj(358 kcal),"6,2",28,"0,37","0,148",['il vecchio forno s.r.l.'],['Gateau brioché fruits confits'],,,,,,,,,,,,,,13 g,en quantité modérée,6.2 g,en quantité élevée,28 g,en quantité élevée,0.37 g,en quantité modérée,,,,,,15,,D,,,,,,,,,,,,,,,
693,"Terréo, Vin de Pays rouge Comté Tolosan, la bouteille de 75",3581170903225,,['France'],[],[],?,?,?,?,?,,,,,0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Comté Tolosan']",,,,,,,D,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,
694,Cuisses de poulet crues Auchan,3596710339396,"['Nutriscore', 'Nutriscore B']",['France'],[],[],?,203,15,"0,5",17,,849 kj(203 kcal),"4,9","0,5","0,01","0,004",['Auchan'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+6%,+21%,+57%,-8%,,D,,,,,['Auchan'],,15 g,en quantité modérée,4.9 g,en quantité modérée,0.5 g,en faible quantité,0.01 g,en faible quantité,+6%,+46%,+223%,-99%,-99%,1,-72%,B,-72%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
695,Chocolate con leche intenso con almendras y sin gluten - Nestlé,7613036928243,,['France'],[],[],?,562,"36,9","45,4","9,5",,2351 kj(562 kcal),"17,5",43,"0,13","0,052",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Cheerios Bio - Nestlé,7613036669016,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,392,"5,5",73,"8,6",,1640 kj(392 kcal),"0,8",24,"1,07","0,428",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Pistachos tostados de Irán tarrina 375 g - El Corte Inglés,8433329020749,['en:gluten-free'],"['France', 'Espagne']",[],[],?,592,50,"6,3",23,,2477 kj(592 kcal),"5,9","6,3","2,2","0,88",['El Corte Inglés'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pistaches', 'Pistaches grillées']",,-3%,+2%,-58%,+2%,,D,,,,,,,50 g,en quantité élevée,5.9 g,en quantité élevée,6.3 g,en quantité modérée,2.2 g,en quantité élevée,-3%,-8%,-7%,+82%,+82%,12,+91%,D,+91%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,
698,Marinade thym citron,3660159355764,,['France'],[],[],?,764,"82,5","3,1","1,1",,3197 kj(764 kcal),"14,1","0,7",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Bio et Vegetal - nature et santé - 250ml,3515450049952,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Fabriqué en France', 'AB Agriculture Biologique']",['France'],"['huiles de lin,huile de Cameline ', 'huile de chanvre,']","['Végétalien', 'Végétarien']",?,?,?,?,?,250 ml,,,,,,['nature et santé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",,,,,,,,['bouteille en verre'],,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Expresso Papua New Guinea,8711000450628,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Huile de bourrache/onagre - Nat & Form,3535400008853,,['France'],[],[],?,?,?,?,?,,,,,,,['Nat & Form'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Rosé Gris Sable de Camargue,3222476413079,,['France'],[],[],?,?,?,?,?,,,,,0,0,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Sable de Camargue']",,,,,,,C,,['France'],,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,
703,Melange Tokyo,2600803020144,,['France'],[],[],?,467,"20,9","54,8","13,2",,1954 kj(467 kcal),"5,7","11,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Pommette bio,3250392805104,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,68,"1,8","9,2",3,,285 kj(68 kcal),"0,6","3,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Pousse rapière - Monluc - 700ml,3273592000506,,['France'],[],[],?,?,?,?,?,700ml,,,,,,['Monluc'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,
706,Melange de condiments - Coop,7610845673036,,['France'],[],[],?,?,?,?,?,,,,,,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Aceite de oliva intenso 1º - Abril - 1l,8436001252018,,"['France', 'Espagne']",[],[],?,900,100,0,0,1 l,3766 kj(900 kcal),15,0,0,0,['Abril'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,+5%,+5%,,,,C,['Botella'],['Espagne'],"['Pol. Ind. San Cibrao', 'C/6', 'Nº 18 32901 San Cibrao das Viñas Ourense']",,,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,+7%,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
708,Trufas al cacao - El Corte Ingles,8433329066297,,['France'],[],[],?,570,38,49,"6,4",,2385 kj(570 kcal),33,45,"0,13","0,052",['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Tahin de sésame salé - Urtekram,5765228374009,,['France'],[],[],?,647,58,3,22,,2707 kj(647 kcal),8,"0,7","0,6","0,24",['Urtekram'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Mister Choc Knuspo,20839970,,['France'],[],[],?,546,33,53,"7,8",,2284 kj(546 kcal),18,46,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Speculoos pasta - Albert Heijn,8718906915046,,['France'],[],[],?,?,?,?,?,,,,,,,['Albert Heijn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Patates - Bonpreu - 2x 150g,8422410191871,,['France'],[],[],?,542,33,51,"6,7",2 x 150 g,2268 kj(542 kcal),"3,6","0,5",1,"0,4",['Bonpreu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Tomette de chèvre,3760014991929,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,309,25,1,20,,1293 kj(309 kcal),19,1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Cono de helado sabor a trufa con salsa de cacao - Nestle,8436575291420,,"['France', 'Espagne']",[],[],?,281,12,38,"3,9",,1176 kj(281 kcal),"7,3",28,"0,25","0,1",['Nestle'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,+21%,+3%,+36%,+23%,,B,,,,,,,12 g,en quantité modérée,7.3 g,en quantité élevée,28 g,en quantité élevée,0.25 g,en faible quantité,+21%,-4%,+20%,+67%,+67%,17,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,
715,Kétoprofène,3400926618698,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Kinder surprise -,3017620738371,,['France'],[],[],?,552,"34,2","52,3","8,1",,2310 kj(552 kcal),"22,6","52,1","0,323","0,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,3250391877683,3250391877683,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
