,name,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,allergens,link,traceability_code,palm_ingredients,bar_code,brand_owner
126,Choco' Pralinés - Assortiment de bonbons de chocolat - Jeff de Bruges - 320g e,,Assortiment de bonbons de chocolat.,320 g e,"['boîte', 'Carton', 'Plastique']",['Jeff de Bruges'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Aliments et boissons de Noël', 'Bonbons de chocolat']","['Point Vert', 'Fabriqué en France', 'Triman']",,['France'],['Jeff de Bruges'],['France'],"['sucre', 'pâte de cacao', 'noisettes', 'beurre de cacao', 'lait entier en poudre', 'éclats de crêpe dentelle ', 'farine de blé', 'sucre', 'beurre concentré', 'lait écrémé en poudre', ""malt d'orge"", 'sel', 'beurre pâtissier lactose', 'sucre pétillant ', 'sucre', 'sirop de glucose', 'beurre de cacao', 'lactose', 'dioxyde de carbone', 'poudre de cacao', 'émulsifiant : lécithine de soja', 'sel', 'arômes']",['Non végétalien'],4,2258,+34%,541,+22%,32,+32%,14,+62%,56,+21%,52,+33%,"6,2",-16%,"0,11",-17%,"0,044",-17%,,,,,,,,32 g,en quantité élevée,14 g,en quantité élevée,52 g,en quantité élevée,0.11 g,en faible quantité,2258 kj(541 kcal),+22%,26,+45%,E,+45%,"['E290 - Dioxyde de carbone', 'E322i - Lécithine']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,
127,Filets de Sardines Sauce à la Provençale - Connétable - 100g,C,,100 g,"['Conserve', 'Aluminium', 'Acier', 'Boite']",['Connétable'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Filets de poissons', 'Filets de sardines', 'Sardines à la tomate', 'Sardines sans huile']","['Point Vert', 'Tidy man']",,"['ZI de Lannugat', 'Douarnenez', '29100', 'Finistère', 'Bretagne', 'France']",,['France'],"['Filets de Sardines 70%', 'eau', 'tomates 8%', 'olives vertes et noires 5%', ""vinaigre d'alcool"", 'concentré de tomate 1,5%', 'oignon 1,3%', 'sel', 'sucre', 'ail', 'herbes de provence', 'épaississant : gomme guar', 'gomme xanthane', 'piment fort', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,142,-9%,"8,4",-7%,"2,5",-7%,"1,2",+23%,"1,1",+95%,"14,8",-22%,1,+1%,"0,4",+1%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,8.4 g,en quantité modérée,2.5 g,en quantité modérée,1.1 g,en faible quantité,1 g,en quantité modérée,594 kj(142 kcal),-11%,2,-19%,B,-19%,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Poisson'],,"['FR 29.046.500 CE', 'Douarnenez (Finistère, France)']",,,
128,dukan barres de son d'avoine -,,,,,,,,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Natto du dragon - poudre de Natto - 125g,,Poudre de natto,125 g,['Sachet en papier'],['Natto du Dragon'],['Soja fermenté'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Var'],['Draguigan - Var'],,['France'],['Graines de soja'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,448,,?,,"23,1",,,,"13,2",,,,"42,3",,,,,,,,,,,,,23.1 g,en quantité élevée,,,,,,,448 kj(107 kcal),,,,,,,['Soja'],https://natto-dragon.com,,,,
130,Château Lafoux - SCEA Château Lafoux - 75cl,B,,75 cl,"['Verre', 'Bouteille']",['SCEA Château Lafoux'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', 'Coteaux Varois en Provence']","['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes', 'Agriculture France']",['France'],['France'],['Cultures Caves'],['France'],"['Vin rosé Coteaux Varois en Provence AOP', ' Contient des sulfites']",[],,?,,?,,?,,,,?,,,,?,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,['83-R-936'],,,
131,Chassagne-Montrachet Premier Cru Abbaye de Morgeot - Jean Féry & Fils - 750ml,B,,750 ml,"['Verre', 'Bouteille']",['Jean Féry & Fils'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bourgogne', 'Vins blancs', 'Chassagne-Montrachet', 'Chassagne-Montrachet premier cru Abbaye de Morgeot']","['Bio', 'Bio européen', 'AOP', 'FR-BIO-01', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes', 'Agriculture France']",['France'],['France'],['Cultures Caves'],['France'],"['Vin blanc Chassagne-Montrachet 1er cru ""Abbaye de Morgeot"" AOP', 'cépage Chardonnay', ' Contient des sulfites']",[],,?,,?,,?,,,,?,,,,?,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,
132,Ready Salted Crisps - Marks & Spencer - 25 g,,,25 g,['Plastic'],['Marks & Spencer'],['Chips et frites'],,['Royaume-Uni'],['UK'],"['Marks & Spencer Food', 'Marks & Spencer']",['France'],['Potatoes\rSunflowerOil\rSalt'],[],,2296,+17%,?,,"35,7",+33%,"2,6",-9%,"49,6",-2%,"1,2",-45%,"6,3",+18%,"1,2",-2%,"0,48",-2%,,,,,,,,35.7 g,en quantité élevée,2.6 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en quantité modérée,2296 kj(549 kcal),+14%,10,-6%,C,-6%,,,,['M0879415S'],,,
133,Vitaline Recover Butternut - 106g,,,106 g,['Bouteille'],['Vitaline'],['Repas à boire'],"['Bio', 'Végétarien', 'en:gluten-free', 'Fabriqué en France']",,['France'],,['France'],"['Protéines de lait bio ', 'origine : Suisse', 'butternut ', '14,1 g', 'extrait de manioc bio', 'farine de sarrasin bio', 'farine de châtaigne bio', 'lin jaune bio', 'huile de tournesol oléique', 'protéines de pois bio', 'oignon bio ', '4,5 g', 'agave bio', 'malate de citrulline ', '2 g', 'lait de coco bio', 'maca bio', 'BCAA ', 'L-Leucine ', '500 mg', 'L-Isoleucine ', '250 mg', 'L-Valine ', '250 mg', 'créatine ', '1 g', 'curcuma bio', ""baies d'açaï bio"", 'extraits et concentrés de fruits et légumes ', 'extraits végétaux titrés en polyphénols : thé vert 69 mg', 'pépins et marc de raisin 30 mg ', ' concentrés de fruits et légumes 105 mg : myrtille', 'carotte', 'pamplemousse', 'papaye', 'ananas', 'fraise', 'pomme', 'abricot', 'cerise', 'orange', 'tomate', 'cassis', 'brocoli', 'chou vert', 'oignon', 'ail', 'asperge', 'concombre', 'lactose', 'spiruline bio', 'chlorella bio', 'antioxydant : extrait naturel de romarin bio', 'poivre noir bio', 'probiotiques', '\rMix de vitamines : A', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'C ', 'acérola', 'D3', 'K2', '\rMix de minéraux : chlorure de sodium', 'chlorure de potassium', 'citrate de fer', 'gluconate de zinc', 'iodure de potassium', 'molybdate de sodium', 'sélénite de sodium', 'chlorure de chrome']","['Non végétalien', 'Végétarien']",4,?,,83.3,,"2,1",,"0,4",,"10,9",,"2,3",,"5,6",,"0,21",,"0,084",,,,,,,,,2.1 g,en faible quantité,0.4 g,en faible quantité,2.3 g,en faible quantité,0.21 g,en faible quantité,349 kj(83 kcal),,-3,,A,,"['E296 - Acide malique', 'E641 - L-leucine']",['Lait'],https://vitaline.fr/products/vitaline-recover,,,,
134,Velouté Potiron Châtaigne - So Shape - 60g,B,,60g,['Berlingot'],['So Shape'],"['Plats préparés', 'Substituts de repas']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Riche en fibres', 'Riche en protéines', 'Sans OGM']",,['France'],,['France'],"['Protéines de pois', 'farine de tournesol déshuilée', 'farine d’avoine sans gluten', 'tomate en poudre', 'lin jaune', 'farine de riz', 'saveur ', 'céleri', 'minéraux', 'matière grasse végétale ', 'huile de tournesol', 'maltodextrine', 'carotte en morceaux', 'oignon grillé en poudre', 'sel', 'fibres d’acacia', 'maltodextrine', 'extrait de thé vert', 'colorant : apocarotenal', 'vitamines ', 'C', 'E', 'A', 'D', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'poivre', 'extrait naturel de romarin']","['Végétalien', 'Végétarien']",4,?,,363,+11%,"9,67",+2%,1,-51%,"23,3",-29%,7,-49%,40,+94%,"3,33",+317%,"1,33",+317%,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,9.67 g,en quantité modérée,1 g,en faible quantité,7 g,en quantité modérée,3.33 g,en quantité élevée,1520 kj(363 kcal),+14%,,,,,"[""E160e - Apocaroténal 8'""]",['Céleri'],http://www.soshape.com,,,,
135,Velouté de Tomates - So Shape - 60g,B,,60g,['Berlingot'],['So Shape'],"['Plats préparés', 'Substituts de repas']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Riche en fibres', 'Riche en protéines', 'Sans OGM']",,['France'],,['France'],"['Protéines de pois', 'tomate en poudre 15%', 'farine de tournesol déshuilée', 'farine d’avoine sans gluten', 'saveurs ', 'céleri', 'lin jaune', 'farine de riz', 'minéraux', 'matière grasse végétale ', 'huile de tournesol', 'maltodextrine', 'oignon grillé en poudre', 'sel', 'fibres d’acacia', 'ail en poudre', 'maltodextrine', 'colorant : apocarotenal', 'extrait de thé vert', 'herbes de Provence', 'vitamines ', 'C', 'E', 'A', 'D', 'B1', 'B2', 'B3', 'B5', 'B6', 'B8', 'B9', 'B12', 'poivre', 'extrait naturel de romarin', 'piment de Cayenne']","['Végétalien', 'Végétarien']",4,?,,358,+10%,"9,33",-1%,1,-51%,25,-24%,"9,67",-29%,40,+94%,,,,,62.5%,17.1%,9.5%,6.2%,3.7%,1.0%,84,9.33 g,en quantité modérée,1 g,en faible quantité,9.67 g,en quantité modérée,,,1500 kj(358 kcal),+13%,,,,,"[""E160e - Apocaroténal 8'""]",['Céleri'],http://www.soshape.com,,,,
136,Salade Cézanne - Melchior - 350g,C,Salade Cézanne,350g,"['Bocal', 'Verre', 'Sous-vide']",['Melchior'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Salede']",,,['Sainte Luce sur Loire'],['Melchior'],['France'],"['boulgour ', 'GLUTEN', ' ', '28%', 'aubergines ', '26%', 'poivrons rouges ', '14%', 'petits pois', 'jus de citron', ""huile d'olive"", 'tahini ', 'pâte de SESAME', 'graines de SESAME', 'persil', 'eau', 'sel', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,451,-73%,?,,6,-31%,"0,8",-64%,8,-88%,"2,5",-85%,"4,2",-55%,"0,6",+68%,"0,24",+68%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,6 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,0.6 g,en quantité modérée,451 kj(108 kcal),-73%,-2,-137%,A,-137%,,"['Gluten', 'Graines de sésame']",http://www.melchior.pro/,,,,
137,Les saucisses de Baptiste - La Popote Compagnie - 200g,C,"Saucisses cuites de porc, panais bio et curry",200 g,"['Frais', 'Barquette', 'Carton']",['La Popote Compagnie'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de porc']","['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-01', 'Viande Porcine Française', 'Sans additifs', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A', 'Panais Bio', 'Porc nourri sans OGM']",['France'],['Ardèche'],,['France'],"['Porc origine France 48%', 'panais bio 42%', ""blanc d'œuf en poudre"", 'semoule de blé fine', 'sel', 'curry 0,3%', 'poivre', 'boyau naturel de mouton']","['Non végétalien', 'Non végétarien']",3,612,-38%,?,,"7,5",-62%,"2,9",-64%,"7,3",+535%,"2,2",+192%,12,-18%,"0,83",-52%,"0,332",-52%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,7.5 g,en quantité modérée,2.9 g,en quantité modérée,2.2 g,en faible quantité,0.83 g,en quantité modérée,612 kj(146 kcal),-42%,-1,-106%,A,-106%,,"['Œufs', 'Gluten']",https://www.lapopotecompagnie.com/,,,,
138,"Thon Entier Albacore au Naturel - Nixe - 80g e poids net, 56g égoutté",D,Thon entier,"80g e poids net, 56g égoutté","['Conserve', 'métal']","['Nixe', 'Lidl']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons tropicaux', 'Thons au naturel', 'Thons albacore']",['Protection des dauphins'],,['Espagne'],['Lidl'],['France'],"['Thon ', 'poisson', 'eau', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,114,-8%,"1,4",-33%,"0,3",-45%,0,-100%,0,-100%,25,0%,"1,25",+29%,"0,5",+29%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,1.4 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.25 g,en quantité modérée,477 kj(114 kcal),-7%,1,+153%,B,+153%,,['Poisson'],,['ES- 36980'],,,
139,toto -,,,,,,,,,,,['France'],"['Farine de blé 30,3%', 'sucre', 'chocolat au lait 13% ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'lactose', 'matière grasse laitière anhydre', 'lactosérum en poudre', 'émulsifiant : lécithines de tournesol', 'chocolat blanc 8% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'émulsifiant : lécithines de tournesol', 'beurre pâtissier', 'chocolat noir 6% ', 'pâte : lécithines', 'cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière', 'émulsifiant: tournesol', ""blancs d'œufs"", 'fourrage à la purée de framboise 3,5% ', 'sirop d glucose-fructose', 'stabilisant : glycérol', 'purée et brisures de framboise', 'purée de framboise concentrée', 'purée de pomme', 'beurre', 'arômes', 'acidifiant : acide citrique', 'gélifiant : pectine de fruits', ""correcteur d'acidité : citrates de sodium"", 'jus concentré de sureau', 'huile d tournesol', 'œufs entiers', 'amandes 1,3%', 'poudre de noix de cajou 1,2%', 'sucre de canne roux', 'noisettes', 'poudre pour florentin 0,6% ', 'sucre', 'sirop de glucose', 'beurre', 'émulsifiant lécithines de soja', 'poudre de lait écrémé', 'sirop de sucre inverti et partiellement inverti', 'grains de riz soufflés 0,5% ', 'farine de riz', 'gluten de blé', 'malt de blé', 'sucre', 'sel', 'dextrose nougatine 0,4% ', 'sucre', 'amandes et noisettes torrifiées', 'éclats de caramel aromatique 0,4% ', 'sucre', 'sirop de glucose', 'crème et beurre caramélisés', 'farine de seigle', 'sel', ""poudre à lever : carbonates de sodium,carbonates d'ammonium,diphosphates,tartrates d potassium"", 'amidon de blé', 'poudre de lait écrémé', ""extrait de malt d'orge"", 'noix de coco 0,1 %', 'arômes', ""jaune d'œuf en poudre"", 'fécule de pomme de terre', ""farine d'orge"", 'amidon de maïs', 'colorants : caramel ordinaire et curcumine', 'lactose et protéine de lait en poudre', 'cannelle en poudre', 'émulsifiant ', 'lécithines de tournesol', 'antioxydant : acide ascorbique', ' Traces éventuelles de graines de sésame et autres fruits à coque']",['Non végétalien'],4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E322 - Lécithines', 'E422 - Glycérol', 'E330 - Acide citrique', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E336 - Tartrates de potassium', 'E150a - Caramel E150a', 'E100 - Curcumine', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,
140,Cocktail de la mer fariné - BLUVER - 1kg,,Fritto misto mare infarinata,1 kg,['2.5kg ou 5kg'],['BLUVER'],"['Surgelés', 'Surgelé de la mer']",,['Italie'],['Italie Puglia'],,['France'],"['Calmar', 'encornet', 'crevettes', 'seiche', 'poulpe', 'farine']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,,213,+24%,"10,1",+36%,"1,3",-64%,"10,1",-48%,"0,95",-91%,"19,87",+298%,"0,07",-83%,"0,028",-83%,,,,,,,,10.1 g,en quantité modérée,1.3 g,en faible quantité,0.95 g,en faible quantité,0.07 g,en faible quantité,891 kj(213 kcal),+23%,-5,-187%,A,-187%,,"['Crustacés', 'Gluten', 'Mollusques']",http://www.bluversas.com,"['IT 3034 CE', 'EAN 8011019012535']",,,
141,Terrine au Roquefort - AJM - 180gr,,Pâté de viande de porc et du Roquefort pour 180 gr,180 gr,"['Conserve', 'Bocal', 'Verre', 'Verrine']","['AJM', 'SARL AJM']",['Terrines'],['Fait maison'],['France'],"['Bagard', 'GARD', 'OCCITANIE', 'FRANCE']","['Sarl AJM', 'AJM']",['France'],"['Viande', 'gras', 'foie de porc 30% ', 'origine France', 'Roquefort 10 %', 'Lait', 'Sel', 'Poivre', 'Épices', 'Ail']","['Non végétalien', 'Non végétarien']",3,?,,395,+31%,"36,8",+43%,"14,3",+51%,"< 0,4",-82%,"< 0,4",-49%,"15,3",+9%,"1,7",+11%,"0,68",+11%,,,,,,,,36.8 g,en quantité élevée,14.3 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,1653 kj(395 kcal),+32%,21,+19%,E,+19%,,['Lait'],,"['FR30.027.002', 'Bagard (Gard, France)']",,,
142,Pain aux céréales,,,,,,,,,,,['France'],[],[],,?,,265,,"0,9",,"0,9",,43,,0,,13,,"0,18",,"0,072",,,,,,,,,,,,,,,,,1109 kj(265 kcal),,,,,,,,,,,,
143,Bande Tarte aux Mirabelles - Leclerc,,"Mirabelles de Lorraine, crème pâtissière, fond de tarte nappage blond.",,"['Frais', 'Plastique']",['Leclerc'],['Tartes aux mirabelles'],,,,['Leclerc'],['France'],"['Mirabelles de Lorraine 38 % mini', ' acide ascorbique', 'acide citrique', '\rCREME pâtissière : sucre', 'amidon modifie', ' LACTOSE et protéines LAITIERES', ' LAIT écrémé', 'matière grasse végétale', 'dextrose', 'gélifiant: alginate de sodium ', 'E401', 'arômes colorant E160a', '\rFond de tarte: farine de BLE', 'BEURRE tracé', 'sucre', 'ŒUFS', 'poudre 100 % AMANDE', ' sel fin', ' farine', ' BLE tendre', 'GLUTEN', 'farine de BLE malté alpha-amylase et hemi-cellulase', 'acide ascorbique', ' BEURRE tracé 9,06%', 'LAIT/dérivés de LAIT', 'carotène', '\rNappage blond: eau', 'sirop de sucre', 'pectine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E440 - Pectines']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,
144,Rillettes pur Canard - Foie Gras Jacquin,D,,,,['Foie Gras Jacquin'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,['France'],"['Chair et graisse de canard 98 %', 'sel et poivre 2%']",[],3,?,,?,,?,,,,?,,,,?,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,,,,,,
145,Croissant + pain au chocolat - U - 10,B,,10,,['U'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants']",,,,['Magasins U'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,,,,,,,,,,,,,,,,,,,,
146,Baguette Aux Céréales - Hyper u,,,,,['Hyper u'],,,,,,['France'],"[""farine de BLE,eau,graines 1 de ELE malte torrefieiGLiJTE'1 de BLE,farine de BLE malte,farine d'ORGE maltee torrefiee,agentde aitement de la de SEIGLE :E535"", ' Peut a coque,sulfites']",[],,?,,298,,6,,"0,8",,49,,"1,6",,"9,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,1247 kj(298 kcal),,,,,,['E535 - Ferrocyanure de sodium'],"['Gluten', 'Anhydride sulfureux et sulfites']",,,,,
147,Torn Din 933 M-6 x 10 8.8 - U - 1,,,1,,['U'],,,,,['Magasins U'],['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Assortiment de mini viennoiserie au beurre,,,,,,,,,,,['France'],[],[],,?,,?,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Punchs - Fines Galettes - 600grammes,C,,600 grammes,,['Fines Galettes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,['France'],[],[],,?,,516,+9%,26,+25%,17,+68%,65,+2%,31,+5%,"5,7",-12%,"0,8",+36%,"0,32",+36%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,26 g,en quantité élevée,17 g,en quantité élevée,31 g,en quantité élevée,0.8 g,en quantité modérée,2159 kj(516 kcal),+8%,25,+26%,E,+26%,,,,,,,
150,Brioche Tressée,C,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,,,,['France'],[],[],,?,,365,+2%,"13,5",+5%,"5,75",-10%,52,+1%,"14,5",+1%,"7,5",-7%,1,0%,"0,4",0%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,13.5 g,en quantité modérée,5.75 g,en quantité élevée,14.5 g,en quantité élevée,1 g,en quantité modérée,1527 kj(365 kcal),+2%,16,0%,D,0%,,,,,,,
151,Tarte Framboise 6/8 personnes - Leclerc,,,,,['Leclerc'],,,,,,['France'],[],[],,?,,127,,"2,9",,"1,8",,22,,12,,"1,7",,"0,14",,"0,056",,,,,,,,,,,,,,,,,531 kj(127 kcal),,,,,,,,,,,,
152,Mini Tropéziennes Praliné - Les Délices des 7 Vallées - 195g,,,195 g,"['Plsatique', 'décongelé']",['Les Délices des 7 Vallées'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes tropéziennes']","['Fabriqué en France', 'Décongelé']",,['France'],['Super U'],['France'],"['Préparation mousseline 45,45 % ', 'eau', 'sucre', 'huile de coco', 'amidon modifié', 'lactosérum et protéines de lait ', 'lécithine de _soja', 'sirop de glucose arôme naturel [lait', 'œuf', 'émulsifiant: E472b', 'gélifiant: E407', 'colorant: E160aiii', 'pâte pralinée 8 %', 'noisette 50 %', 'sucre', 'émulsifiant: lécithine de _soja', 'farine de BLE', ' décor 15,2 % ', 'praliin ', 'NOISETTES 50%', 'sucre', 'nappage ', 'eau', 'sirop de glucose de BLE', 'sucre', 'gélifiant: E440', 'acidifiant: E330', 'eau', 'œufs', 'sucre', 'beurre', 'huile de colza', 'levure', 'gluten de blé', 'sel', 'émulsifiant: E471', 'colorant: E160a', 'antioxydant: E300', 'malt de blé']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,316,+15%,15,+47%,7,+3%,40,+3%,20,-1%,"4,7",+10%,"0,53",+6%,"0,212",+6%,,,,,,,,15 g,en quantité modérée,7 g,en quantité élevée,20 g,en quantité élevée,0.53 g,en quantité modérée,1322 kj(316 kcal),+15%,8,-47%,C,-47%,"['E14XX - Amidons modifiés', 'E322i - Lécithine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160aiii - Bêta-carotène issu de blakeslea trispora', 'E440 - Pectines', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160a - Carotènes mélangés', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,
153,Assortiments Pians au chocolat & Croissants - U - 400g,B,,400 g,['Barquette'],['U'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants']",,,,,['France'],"['Croissants 50% ', 'Pate 99', '5% ', 'farine de Blé et BLE malté', 'BEURRE 27%', 'eau', 'Sucre', 'levure', 'GLUTEN DE BLE', 'sel', ""extrait d'acérola"", 'E300', 'enzymes', 'Dorure 0,5% ', 'OEUFS', '\r Pain chocolat 50% ', 'Pate 88', '5% ', 'farine de BLE et BLE malté', 'BEURRE 27%', 'eau', 'sucre', 'levure', 'GLUTEN DE BLÉ', 'sel', ""extrait d' acérola"", 'E300', ' enzymes', 'Chocolat 11% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lécithine de SOJA', 'Dorure 0,5% ', 'œufs', ""\r Traces éventuelles d'arachides"", ' graines de sésame et fruits a coque']",['Non végétalien'],4,?,,447,+16%,"26,67",+23%,"14,67",+10%,"44,44",+5%,"12,89",+63%,"6,44",-13%,"0,4",-58%,"0,16",-58%,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,26.7 g,en quantité élevée,14.7 g,en quantité élevée,12.9 g,en quantité élevée,0.4 g,en quantité modérée,1870 kj(447 kcal),+15%,18,-3%,D,-3%,"['E300 - Acide ascorbique', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,
