,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,allergens,nova_score,quantity,packaging,traceability_code,generic_name,ingredients_origins,manufacturing,link,brand_owner,palm_ingredients
910,Gelomyrtol - null,01479157,['Null'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,,,,,,,,
911,Patè di Carciofini,8033874029145,,,['France'],[],[],?,389,1628 kj(389 kcal),"38,8",6,5,4,3,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Dobendan Direkt,06866410,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,
913,Graton porc français - 250g,3770011248155,,,['France'],[],[],?,776,3247 kj(776 kcal),"38,5",24,12,"0,5",14,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,
914,Saucisse seche,2871750036018,,,['France'],[],[],?,406,1699 kj(406 kcal),30,12,"4,1","1,6",30,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
915,Dolo-Dobendan,06865787,,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Aspirin Complex - Bayer,04114918,['Bayer'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Œuf de mouette caramel,3260260212514,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Bavarois Végétal - Ancel,3506170015624,['Ancel'],,['France'],[],[],?,374,1565 kj(374 kcal),0,0,93,47,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Donut chocolat,0207076021650,,,['France'],[],[],?,440,1841 kj(440 kcal),27,13,41,14,"6,8",1,"0,4",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",27 g,en quantité élevée,13 g,en quantité élevée,14 g,en quantité élevée,1 g,en quantité modérée,,+1%,+2%,+4%,+3%,-4%,-11%,+5%,-4%,-4%,22,+2%,E,+2%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
920,Escalope de dinde milanaise,0217827027039,,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,
921,GrandLait - Candia,04268987,['Candia'],,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Risotto Champignons Facile ! - Panzani,95769673456642,['Panzani'],,['France'],[],[],?,81,339 kj(81 kcal),"6,5","4,7","4,4","0,6","1,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,kitti.titio40@gmail.com,0205875008674,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Kashkawal - 700g,5998207906070,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,700 g,,,,,,,,
925,"Vegetarische Streichcreme, Zwiebelschmalz",4019738010065,,,['France'],[],[],?,786,3289 kj(786 kcal),82,"38,9","8,8","6,1",0,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Pâte de poivron rouge doux,3770012106034,,,['France'],[],[],?,50,209 kj(50 kcal),1,"0,1",10,"7,5","1,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Vermicelles de riz - 375g,8932514138011,,,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375 g,,,,,,,,
928,Caprice au foie de canard,3274760845028,,,['France'],[],[],?,465,1946 kj(465 kcal),47,17,"2,2","1,1","8,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Wine gums,375566,,,['France'],[],[],?,357,1494 kj(357 kcal),"0,7","0,5","87,4","51,8","0,1","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Gorgonzola mascarpone,2449193017712,,,['France'],[],[],?,377,1577 kj(377 kcal),36,26,"1,3","1,3",12,"0,84","0,336",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Gorgonzola et mascarpone']",36 g,en quantité élevée,26 g,en quantité élevée,1.3 g,en faible quantité,0.84 g,en quantité modérée,,-1%,-1%,-1%,+2%,+15%,+33%,0%,+5%,+5%,12,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['Gorgonzola et mascarpone'],,,,,,,
931,Chou Atlas - 231g,2868250008928,,,['France'],[],[],?,28,117 kj(28 kcal),"0,2","0,041","4,25",0,"1,25","0,024","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,231 g,,,,,,,,
932,Chiffonade de lomo seché,0206303010566,,,['France'],[],[],?,213,891 kj(213 kcal),"5,8",2,"2,3","1,6",38,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Comté - JuraFlore,2481232024145,['JuraFlore'],,['France'],"['lait cru', 'ferments lactiques ', 'lait', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['AOP'],,['Lait'],3,,,,,,,,,
934,Rillettes de Saint Pierre au citron,3200741000216,,,['France'],[],[],?,166,695 kj(166 kcal),13,"8,3","1,5","1,3",11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,GNOCCHI DI PATATE FRESH - 500g,8002367017068,,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,,,,,,,,,,,,,,,,,,,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,500 g,,,,,,,,
936,Ajvar adria,3858890262643,,,['France'],[],[],?,172,720 kj(172 kcal),"11,68","1,79","13,36","2,1","2,3","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,
937,gruyère (emmental) - President,3228022946060,['President'],,['France'],[],[],?,373,1561 kj(373 kcal),29,21,1,"0,1",27,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Chorizo pata negra,2859980116502,,,['France'],[],[],?,46,192 kj(46 kcal),"36,4","14,7",1,"0,5",32,"2,99","1,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Triti bell,5941411000379,,,['France'],[],[],?,366,1531 kj(366 kcal),"1,2","0,1","77,4","33,5","9,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Arroz con coco y chile - Santa Maria,7311312003225,['Santa Maria'],,['France'],[],[],?,199,833 kj(199 kcal),"3,7","2,6",37,3,"3,9","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Maasdam,2456331023948,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Légumes secs pétales,00932011,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Flanela Grande Lv Branca,,,,['France'],[],[],?,479,2004 kj(479 kcal),24,17,59,57,"3,6","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Rooibostee,4020989058744,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Sorbet Peche Jasmin - Maison Alpérel - 340g,3483640001250,['Maison Alpérel'],,['France'],"['PURÉE DE PÊCHE BLANCHE ', 'PURÉE DE PÊCHE BLANCHE', 'SUCRE DE CANNE', ' 68,8%', 'EAU', 'SUCRE', 'GLUCOSE ATOMISÉ', 'HUILE ESSENTIELLE DE JASMIN ', 'INF À 1%', 'STABILISANTS: GOMME DE GUAR BIO', 'FARINE DE CAROUBE BIO', ' EN GRAS SONT INDIQUÉS LES ALLERGÈNES Traces possibles de : soja', 'fruits à coques', 'gluten', 'oeufs', 'arachide', 'sésame', 'lait et lactose']",[],?,118,494 kj(118 kcal),"0,1",0,28,22,"0,4","0,04","0,016",C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la pêche']",0.1 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,0.04 g,en faible quantité,,-5%,-4%,-36%,-100%,-6%,-12%,+10%,+225%,+225%,3,-35%,C,-35%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",,4,340 g,,,,,,,,
946,Houmous à la menthe - Sud'n'sol,3585510021372,"[""Sud'n'sol""]",,['France'],[],[],?,300,1255 kj(300 kcal),24,"1,7",12,"1,2","5,8","1,1","0,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",24 g,en quantité élevée,1.7 g,en quantité modérée,1.2 g,en faible quantité,1.1 g,en quantité modérée,,+14%,+14%,+19%,-31%,+13%,-10%,-11%,+6%,+6%,5,+0%,C,+0%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,
947,Sorbet façon piña colada - La Belle Aude,3760015741479,['La Belle Aude'],,['France'],[],[],?,169,707 kj(169 kcal),"5,2","4,8","25,4","19,6","0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Fabriqué en France']",,,,,,,,,,,,
948,Chocolat artisanal,3701100200013,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Tomme des Pyrénées igp,2092825015480,,,['France'],[],[],?,378,1582 kj(378 kcal),30,21,"1,5","0,5",25,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+9%,+9%,+6%,+6%,+17%,+54%,+16%,+12%,+12%,17,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
950,Damla sakizli muhallebi,8690637832994,,,['France'],[],[],?,126,527 kj(126 kcal),"4,9","2,4",17,13,"2,9","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Sorbet Bio Passion,3770011610082,,,['France'],[],[],?,121,506 kj(121 kcal),"0,01","0,01","29,62","26,08","0,25","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
952,L'expresso gourmand,3760247351637,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Beef lasagne - Tesco,5057753098926,['Tesco'],,['France'],[],[],?,356,1490 kj(356 kcal),9,4,"43,2","10,1","23,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Dos de lieu noir Pollachius virens,2825654032089,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.160.254 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,,
955,Brochettes de poulet curry ananas,2600192053723,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Schoko Küsst Waffel VM,4005967511695,,,['France'],[],[],?,558,2335 kj(558 kcal),"36,6","22,4","48,3","35,7","7,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,,,,,,
957,Viva - Yum Yum,0062907004512,['Yum Yum'],,['France'],[],[],?,560,2343 kj(560 kcal),15,3,60,4,4,"10,4","4,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Chocolat noir quinoa & riz,93209595,,,['France'],[],[],?,547,2289 kj(547 kcal),37,23,42,36,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Eclairs,6132501330011,,,['France'],[],[],?,455,1904 kj(455 kcal),"17,9",10,"68,8","46,5","4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Organic Dijon Mustard Senf Tube Demeter,4024297011606,,,['France'],[],[],?,160,669 kj(160 kcal),11,1,10,0,8,"8,5","3,4",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",11 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,,+1%,+0%,-4%,+31%,+174%,-100%,+11%,+43%,+43%,11,+2%,D,+2%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,
961,Brocoli - Migros,7617027953580,['Migros'],['Migros'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Lot de 16 paninis pré-grillés - 300g,3495566925947,,,['France'],[],[],?,241,1008 kj(241 kcal),"1,2","0,26","48,9","4,4","8,3","1,01","0,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,"['EMB 59225', 'Feignies (Nord, France)']",,,,,,
963,Cotes du rhone,3351650024289,,,['France'],[],[],?,?,,?,,?,,?,0,0,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,['France'],,,,
964,Huile d'olive extraite à froid,8031388000018,,,['France'],[],[],?,899,3761 kj(899 kcal),"99,91","15,65",0,0,"0,01","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Apples - Asda,5057172014880,['Asda'],,['France'],[],[],?,231,967 kj(231 kcal),"0,1","0,01",12,12,"0,4",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes']",0.1 g,en faible quantité,0.01 g,en faible quantité,12 g,en quantité modérée,,,,+391%,+406%,-66%,-88%,+13%,+47%,+10%,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,,,,,,,
966,Morrison’s crunchy red apples - Morrisons,5010251799115,['Morrisons'],,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bag'],,,,,,,
967,lemons & limes,5010251748397,,,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Cherry tomatoes,5010251729266,,,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Container', 'item(s)', 'mixed plastic film-wrapper']",,,,,,,
969,2000000099441,,,,['France'],"['broccoli ', '26%', 'cauliflower ', '17%', 'wheat flour', 'barn egg ', 'cheddar ', '10%', ' ', 'milk', 'potato starch', 'salt', 'starter culture', 'microbial rennet', 'spinach ', '6%', 'tomato ', '6%', 'vegetable oils ', 'rapeseed-', 'extra vergin olive-', 'quark ', 'milk', 'wheat fibre', 'modified corn starch', 'full cream milk powder', 'garlic', 'salt', 'bakery yeast', 'herbs', 'vinegar powder', 'spices']",['Non végétalien'],?,184,770 kj(184 kcal),"9,6","3,1","14,3","1,7","8,3","0,627","0,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,
