,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
369,Valencia-late - Mademoiselle - 2kg,8425174006511,['France'],"['IMAZALIL,FLUDIOXONIL,THIABENDAZOLTraitement d enrobage', 'Preparation a base  de cires', 'E-904 E-914']",[],?,?,?,?,?,,2 kg,['Mademoiselle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,
370,Tropifrutti - Haribo,8426617007140,"['France', 'Espagne']",[],[],?,349,"0,5",82,"4,5",E,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,,+1%,1460 kj(349 kcal),+1%,+25%,"0,1",-40%,+2%,63,+9%,+22%,0,-100%,0,-100%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,
371,Croquetas de Bacalao,8427318755019,['France'],[],[],?,150,6,20,"3,4",,,,,,,,,,,,,,,,,628 kj(150 kcal),,,"3,2",,,"3,6",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
372,Tyler quality lemons,8429867010038,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
373,sel aux épices Herbes Aromatiques -  - 120g,8436029930103,['France'],"['Ingrédients: sel de rivière de Villena', 'laurier 3,25%', 'origan 3%', 'romarin 1,25%', 'thym 1,25%', 'poivre noir 1 ,25%']",[],?,?,?,?,?,B,120g,,"['Epicerie', 'Condiments', 'Sels']",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,http://www.fossilriver.es/fr/productos/sal-con-especias/hierbas-aromaticas,,,,,
374,Jambon serrant (père 100% Duroc) - Aire Sano Duroc - 100g,8436046062153,['France'],"['jambon de porc', 'sel', 'sucre', 'conservateurs E-252 et antioxydants E-301']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,242,"10,6",0,"36,6",E,100 g,['Aire Sano Duroc'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,3,10.6 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,4.8 g,en quantité élevée,,+1%,1013 kj(242 kcal),+1%,-16%,"3,5",-25%,-100%,0,-100%,+20%,"4,8",+2%,"1,92",+2%,16,-2%,D,-2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['100 gr'],['Grossiste'],,"['en:gluten-free', 'Sans lactose']",,"['La puebla de Valverde', 'Teruel']",['ES 10.08777/TE CE'],https://www.descubreairesano.com/fr,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,
375,8437009939086,8437009939086,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Lap ices -,8438001443120,"['France', 'Espagne']",[],[],?,36,0,"8,99",0,B,,,"['Desserts', 'Surgelés', 'Desserts glacés', ""Glaces à l'eau""]",,,0 g,en faible quantité,0 g,en faible quantité,8.1 g,en quantité modérée,0 g,en faible quantité,,-61%,151 kj(36 kcal),-59%,-100%,0,-100%,-54%,"8,1",-54%,-100%,0,-100%,0,-100%,1,-74%,B,-74%,45.8%,21.9%,8.3%,10.5%,8.6%,4.9%,91,,,,['en:gluten-free'],,,,,,,,,
377,Bio 3 Control Peso 100bolsitas - Bio3 - 25,8470003536530,['France'],[],[],?,0,0,0,0,,25,['Bio3'],,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en Espagne']",,,,,,,,,
378,Omega 3plus+ - Nutrend - 120gellules,8594073178879,['France'],[],[],?,?,?,?,?,,120 gellules,['Nutrend'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Tartinuts -,8595222230196,['France'],[],[],?,560,39,46,"5,7",,,,,,,,,,,,,,,,,2343 kj(560 kcal),,,"3,6",,,36,,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
380,crisp roll,8595564508625,['France'],[],[],?,394,"6,7",69,10,,,,,,,,,,,,,,,,,1648 kj(394 kcal),,,"0,7",,,7,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
381,"Lifefood Bio Life Crackers, Rosmarin",8595657100149,"['France', 'Suisse']",[],"['Végétalien', 'Végétarien']",?,545,40,25,16,,,['Lifefood'],,,,,,,,,,,,,,2280 kj(545 kcal),,,7,,,3,,,"1,2",,"0,48",,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien']",,,,,,,,,
382,Plazma posna - Bambi,8600043015546,['France'],[],[],?,441,"12,5","69,4","10,5",,,['Bambi'],,,,,,,,,,,,,,1845 kj(441 kcal),,,6,,,"19,1",,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
383,Abricot & miel,8606018021246,['France'],[],[],?,164,"0,17",39,"0,9",,,,,,,,,,,,,,,,,686 kj(164 kcal),,,0,,,36,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
384,Rusk bread,8690526097022,['France'],[],[],?,398,"2,9","80,3","10,5",,,,,,,,,,,,,,,,,1665 kj(398 kcal),,,"1,5",,,7,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
385,Super croissants - ON,8710400402954,['France'],[],[],?,?,?,?,?,,,['ON'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Champignons - limburg - 400g,8710609410705,['France'],"['e al a llau M Wetto gewicht / Poids net total /Net weight Pes emeavilat etto /Netovag gropd wia olligewin /Poldnet égotéDrained weigh', 'eso spocciolato7 Dranet vagt ar dem Ufthen kün lagen,', ' a openen', 'koel bewaren', 'Apres ouverture,se onsere2 jours au retirigerateur dams un recipient adapte', ' Keep cool aftr penino 230 lapertura conservare al fresco', ' Opbevares koligt efter ab', 'r ry place rch ort Opbevares kjdlig og tert Kühl und trocken lagern', "" Mindestens hatharbhe So Deckel oder Boden 'Ten minste houdbaar tot"", "" Zie deksel of bodem» A consommer de pre ant l voir la date figurant sur l'un des fonds de la boîte"", ' Best before: See lid or batrar ansumars refeanbimente entro', ' vedi coperchio o fondo Mindst holdhartil se lageler d itaten', ' Champignons', 'Wasser', 'Salz', 'Säuerungsmittel: Citronensäaure', 'Antioidiatons sorbinsaure', ' Ingrediënten: champignons', 'water', 'zout', 'voedingszuur: citrenzur artoe soroneaur', ' Ingedients:champignons de Paris', 'eau', 'sel', 'acidifiant: acide citique,ai ade sorbique Ingredients: mushrooms', 'w gradienti Agaricus bisporus', 'acqua', 'sale', 'correttore di acidità: acido citrno Store in a cool ater', ' salt', 'acid: citric acid', 'antiokidantsw au tmeenser: champignoner', 'vand', 'salt', 'surhedsregulerende mide']",[],?,18,"0,4","0,2","2,1",,400g,['Limburg'],,,,,,,,,,,,,,75 kj(18 kcal),,,"0,1",,,"0,1",,,"0,63",,"0,252",,,,,,,,,,,,,['boîte de conserve'],,,,,,,,['E330 - Acide citrique'],,,,
387,Marie Biscuits,8710736731056,['France'],[],[],?,450,12,74,"8,7",,,,,,,,,,,,,,,,,1883 kj(450 kcal),,,"5,9",,,19,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
388,L´or Espresso Lungo matinata,8711000357989,"['Belgique', 'France']",[],[],?,?,?,?,?,,,['l or'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,['Fabriqué en France'],,,,,,,,,
389,Capuccino noisette - maxwell house - 1kg,8711000365632,['France'],"['Sucre ', '52%', 'sirop de glucose', 'graisse de noix de coco totalement hydrogénée', 'café soluble ', '6,5%', 'lactose ', 'de lait', 'stabilisants ', 'E451', 'E340', 'E1450', 'sel', 'protéines de lait', 'émulsifiant E471', 'anti-agglomérant ', 'E551', 'arômes', 'maltodextrine', 'colorant ', 'E160a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",347,?,2,16,"0,39",B,1kg,['maxwell house'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre']",['Lait'],4,,,,,,,,,-74%,,347 kj(83 kcal),-73%,-73%,2,-69%,-68%,12,-71%,-95%,,,,,,,,,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,['Sous-vide'],,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', ""E1450 - Octényle succinate d'amidon sodique"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E551 - Dioxyde de silicium', 'E160a - Carotènes mélangés']",,,,
390,popcorn,8713276071064,['France'],[],[],?,433,"16,9",58,"8,9",B,,,"['Snacks', 'Popcorn']",,,16.9 g,en quantité modérée,5.9 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-2%,1812 kj(433 kcal),-2%,+6%,"5,9",+26%,-8%,0,-100%,+34%,"1,7",+87%,"0,68",+87%,17,+22%,D,+22%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,,,,,,,,,,,
391,Hero baby,8713500010470,"['Belgique', 'France']","['Fruits 70% ', 'purée de banane 25,5%', 'purée de fraise 16%', 'JUS de pomme et de raisin à base de Concentré', 'myrtille', 'eau', 'céréales 8% ', 'raine de riz', ""farine d'avoine"", ""flocons d'ivoine"", 'huile de colza', 'jus de Citron a base de concentré', 'minéraux phosphate de calcium', 'sulfates de Ter t de zinc', 'iodure de potassium', ' vitamines ', 'C', 'PP', 'E', 'B1', 'B6', 'acide folique']",[],?,83,"1,9",15,10,,,['Hero'],,['Avoine'],,,,,,,,,,,,347 kj(83 kcal),,,"0,1",,,"9,7",,,"0,08",,"0,032",,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,,,,,,
392,Ice tee green Mint Lime - Lipton - 330ml,8714100911600,"['Belgique', 'France']",[],[],?,20,"0,5","4,7","0,5",,330 ml,['Lipton'],,,,,,,,,,,,,,84 kj(20 kcal),,,"0,1",,,"4,5",,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
393,bonbons langue de chats,8716100068643,['France'],[],[],?,369,"2,2",82,"2,3",D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",,,2.2 g,en faible quantité,1.2 g,en faible quantité,64 g,en quantité élevée,0.1 g,en faible quantité,,-16%,1544 kj(369 kcal),-17%,-86%,"1,2",-86%,+22%,64,+67%,-61%,"0,1",-79%,"0,04",-79%,15,-25%,D,-25%,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,,,,,,,,,
394,Croustis - Hero baby - 4,8718148002153,['France'],[],[],?,448,"13,3",70,"11,2",,4,['Hero baby'],,,,,,,,,,,,,,1874 kj(448 kcal),,,"2,7",,,"3,9",,,"0,2",,"0,08",,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-014']",,,,,,,,,
395,Oerrr koek,8718215834649,['France'],[],[],?,481,"22,5","58,7","7,7",,,,,,,,,,,,,,,,,2013 kj(481 kcal),,,"11,3",,,"24,6",,,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,
396,Tripoux de l'Aveyron -  - 400g,3663589000815,['France'],[],[],?,71,"1,7",1,14,,400 g,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au mouton', 'Tripoux']",,,1.7 g,en faible quantité,0.7 g,en faible quantité,0.9 g,en faible quantité,0.75 g,en quantité modérée,,-39%,297 kj(71 kcal),-40%,-61%,"0,7",-40%,+58%,"0,9",+406%,-8%,"0,75",-28%,"0,3",-28%,-2,-274%,A,-274%,,,,,,,,,,,,,,"['FR 12.198.002 CE', 'Rieupeyroux (Aveyron, France)']",,,,,,
397,Riz gluant à la mangue -  - 85g,8854460002317,['France'],[],[],?,240,12,28,0,,85 g,,"['Plats préparés', 'Plats à base de riz']",,,12 g,en quantité modérée,2 g,en quantité modérée,8 g,en quantité modérée,1.56 g,en quantité élevée,,+55%,1004 kj(240 kcal),+58%,+163%,2,+31%,+47%,8,+441%,-100%,"1,56",+95%,"0,624",+95%,10,+485%,C,+485%,,,,,,,,,,,,,,,,,,,,
398,Hello Panda Chocolate 35G,8888077102061,['France'],[],[],?,531,"30,6","29,7","7,1",,,,,,,,,,,,,,,,,2222 kj(531 kcal),,,"16,2",,,"29,7",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
399,8904018300591,8904018300591,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,8904018300591,8904018300591,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,caro - Nestle - 250g,91166517,['France'],"['pour 5gde CARO-96AR +200 ml par FORMATION pour RITIONNELLE | 100 ml | de lait-hécréme portion-/s | Energie - eres grasses l 1', '6a']",[],?,?,?,?,?,,250 g,['Nestle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PASSATA DI POMODORO,28353423,['France'],[],[],?,29,"0,2","4,2","1,6",,,,['it:Passata di pomodoro'],,,0.2 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en faible quantité,0.39 g,en quantité modérée,,,121 kj(29 kcal),,,"0,1",,,"4,2",,,"0,39",,"0,156",,1,,B,,,,,,,,,,,,,,,,,,,,,
403,Toast bread,9416352000666,"['France', 'Polynésie française']",[],[],?,250,"2,6","45,1","10,5",,,,,,,,,,,,,,,,,1046 kj(250 kcal),,,"0,4",,,3,,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,
404,White bread,9501100379511,['France'],[],[],?,272,"2,3",52,10,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs']",,,2.3 g,en faible quantité,1 g,en faible quantité,5.6 g,en quantité modérée,0.4 g,en quantité modérée,,-7%,1138 kj(272 kcal),-8%,-61%,1,-22%,+3%,"5,6",+140%,+18%,"0,4",-68%,"0,16",-68%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,
405,Cafe moulu Bredele SATI - les cafés Sati - 250grammes,3149330005037,['France'],"['Ingrédients 99,5% café', '0', '5% aromes']",[],?,?,?,?,?,,250 grammes,['les cafés Sati'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Paquet spuple'],,,,,,,,,,,,
406,Huile de noisettes - Huilerie Richard,3021885000883,['France'],[],[],?,900,100,0,0,D,,['Huilerie Richard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noisette']",,,100 g,en quantité élevée,8.22 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,3766 kj(900 kcal),+3%,+3%,"8,22",-4%,-100%,0,-100%,-100%,0,-100%,0,-100%,10,-4%,C,-4%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,
407,Filetés de CABALA en tomate - DANI - 4%,8410721111282,"['France', 'Espagne']",[],[],?,?,?,?,?,,4%,['DANI'],"['Produits de la mer', 'Poissons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,saison Dupont - Brasserie Dupont - 33cl,5410702000331,['France'],"['Brassée et mise en bouteille par: etrouwen en gebotteld door Brewed an bottled by: Gebraut und abgefilt durch: Prodotta ed imbottigliata dal Fabricada y embotellada buf:Bryggt och buteljerat av: bit Dupont', 'rue Basse 5', 'B 7904-Tourpes ere refermentée en bouteilte Ingrédients: eau', 'malt d Sucre', 'houblon', 'levure', ' ', ' Bier meu nagisting in de fles', ' Ingrediènt ter', 'gerstemout cuikr hoo', ' gis water']",[],?,?,?,?,?,C,33cl,['Brasserie Dupont'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,
409,Mirabelles - Mon Marché Plaisir,3250392092122,['France'],[],[],?,34,7,48,0,,,['Mon Marché Plaisir'],,,,,,,,,,,,,,142 kj(34 kcal),,,5,,,48,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
410,Courgette Filet,3606760007685,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Confiture Myrtille,8410727122909,['France'],[],[],?,86,"0,21",20,"0,21",D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,0.21 g,en faible quantité,0.21 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,-61%,360 kj(86 kcal),-61%,-20%,"0,21",+374%,-63%,"0,1",-100%,-46%,0,-100%,0,-100%,-4,-143%,A,-143%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
412,Spinazieburger (6) - De Paddestoel - 2x 80G,5425009672020,"['Belgique', 'France', 'Pays-Bas']",[],[],?,267,"11,6","27,7","4,8",,2 x 80 G,['De Paddestoel'],,,,,,,,,,,,,,1117 kj(267 kcal),,,"4,3",,,"2,9",,,"1,3",,"0,52",,,,,,,,,,,,,,['Ekoplaza'],,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,,,,,
413,33 export - 10x25cl,3184520000133,['France'],[],[],?,?,?,?,?,,10x25cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Côtes de porc - Thiriet,3292590862213,['France'],[],[],?,0,15,"0,5",19,E,,['Thiriet'],"['Viandes', 'Porc', 'Côtes de porc']",,,15 g,en quantité modérée,6.7 g,en quantité élevée,0 g,en faible quantité,0.14 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,+28%,"6,7",+40%,-32%,0,-100%,-2%,"0,14",-85%,"0,056",-85%,1,-85%,B,-85%,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,['Thiriet'],,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,
415,Sauce Madère cruz - 20cl,3147690076100,['France'],[],[],?,114,"0,6","5,1","0,5",,20 cl,['CRUZ'],,,,,,,,,,,,,,477 kj(114 kcal),,,0,,,"5,1",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
416,Thym bio - Roman natur,3388742804511,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,['Roman natur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans colorants']",,,,,,,,,
417,Pain paysan aux noix -,3523680235434,['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Backofen leberkäse - Tann,9100200099758,['France'],[],[],?,?,?,?,?,,,['Tann'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Fromage Blanc Sur Fraises - Luxlait - 150g,5450168561144,"['France', 'Luxembourg']","['fromage blanc ', 'lait écrémé', 'pasteurisé', 'crème pasteurisée', 'présure', 'ferments lactiques', 'préparation fraise ', 'sucre', 'fraises 9,7%', 'épaississant: adipate de diamidon acétylé', 'jus de betteraves rouges concentré', 'épaississant: pectine', ""correcteurs d'acidité: citrate de sodium"", 'citrate de calcium', 'arôme']",['Non végétalien'],?,128,5,"14,6","6,1",C,150g,['Luxlait'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème', 'Fromages blancs au lait de vache']",['Lait'],4,5 g,en quantité modérée,3.5 g,en quantité modérée,10.8 g,en quantité modérée,0.17 g,en faible quantité,,+27%,536 kj(128 kcal),+29%,-1%,"3,5",+7%,+173%,"10,8",+119%,-10%,"0,17",+8%,"0,068",+8%,3,+218%,C,+218%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,Fromage blanc sur lit de fraises à 5% m.g.,['Luxembourg'],['LU L2 EC'],,"['E1422 - Adipate de diamidon acétylé', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium']",,,,
420,Roquefort - Papillon - 1,2293230036217,['France'],[],[],?,?,?,?,?,C,1,['Papillon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,"['FR 12.203.026 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,,
421,"Yaourt du luxembourg nature 0,1% m.g. - Luxlait - 2X 125g",5450168544116,"['France', 'Luxembourg']","['Lait écrémé pasteurisé', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,65,"0,1","7,5","5,4",B,2 X 125 g,['Luxlait'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",['Lait'],3,0.1 g,en faible quantité,0.07 g,en faible quantité,7.5 g,en quantité modérée,0.17 g,en faible quantité,,-10%,272 kj(65 kcal),-9%,-97%,"0,07",-97%,+54%,"7,5",+69%,+31%,"0,17",+42%,"0,068",+42%,-2,-453%,A,-453%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,['pot de 125 g'],,,,"Yaourt maigre nature à 0,1% m.g.",['Luxembourg'],['LU L2 EC'],,,,,,
422,saucisson de l'Ardèche artisanale - Ferdinand chaudouard - 0.280kg,3594364444657,['France'],[],[],?,400,"32,5","2,6",25,,0.280 kg,['Ferdinand chaudouard'],"['Viandes', 'Charcuteries', 'Charcuteries diverses']",,,32.5 g,en quantité élevée,13.3 g,en quantité élevée,1.5 g,en faible quantité,5 g,en quantité élevée,,+36%,1674 kj(400 kcal),+38%,+33%,"13,3",+44%,+49%,"1,5",+91%,+67%,5,+156%,2,+156%,24,+28%,E,+28%,,,,,,,,['1 piece'],['super u'],['France'],"['Viande Française', 'Viande Porcine Française', 'IGP']",,['Ardèche'],"['FR 07.138.002 CE', 'Lavilledieu (Ardèche, France)']",,,,,,
423,"Kingsbrau, Panache saveur grenadine, les 6 bouteilles de",3250391676491,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
424,Légumes & fromage - Soup' idéale - 1l,3300060400220,['France'],"['Eau', 'légumes 35% ', 'carottes', 'pommes de terre', 'potiron', 'oignons', 'poireaux', 'céleri petits pois', 'amidon transformé de mais', 'beurre', 'fromage fondu 2% ', 'fromages', 'eau', 'beurre', 'lait écrémé en poudre', 'lactosérum', 'amidon modifié', 'sels de fonte: E331]', 'crème', 'sucre', 'sel', 'arômes']",['Non végétalien'],235,56,"2,9","6,5","0,7",A,1l,"[""Soup' idéale""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['Lait'],4,2.9 g,en faible quantité,2.6 g,en quantité modérée,1.8 g,en faible quantité,0.79 g,en quantité modérée,+47%,+44%,235 kj(56 kcal),+44%,+88%,"2,6",+329%,+37%,"1,8",-3%,-18%,"0,79",+23%,"0,316",+23%,5,+273%,C,+273%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Brique', 'Carton']",,,,,,,,"['E14XX - Amidons modifiés', 'E331 - Citrates de sodium']",,,,
425,Casino,3602826507618,['France'],[],[],?,?,?,?,?,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,
426,Denner Baguette Mit Knoblauchbutter - 175gr,7610029184846,"['France', 'Suisse']",[],[],?,305,12,40,8,,175 gr,['Denner'],"['Snacks', 'Snacks salés', 'Apéritif', ""Pains à l'ail"", 'de:Baguette Mit Knoblauchbutter']",,,12 g,en quantité modérée,8 g,en quantité élevée,2.5 g,en faible quantité,1.4 g,en quantité modérée,,,1276 kj(305 kcal),-20%,-37%,8,+7%,-8%,"2,5",-7%,+1%,"1,4",+22%,"0,56",+22%,16,+13%,D,+13%,,,,,,,,['packung(en)'],['Denner'],,,,,,,,,,,
