,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
282,sablés fourrés à la frambois - les douceurs challoises - 250g,3760135611072,['les douceurs challoises'],"['Biscuits et gâteaux', 'Gâteaux']",['super u'],"['France', 'Suisse']",[],,,[],,14.4 g,en quantité modérée,10 g,en quantité élevée,39.9 g,en quantité élevée,0.13 g,en faible quantité,?,,430,+7%,1799 kj(430 kcal),+7%,"14,4",-26%,10,+31%,"67,8",+36%,"39,9",+43%,"7,1",+31%,"0,13",-79%,"0,052",-79%,22,+23%,E,+23%,250g,,,,['Sac'],,,,,,,,,,,,,,,
283,Danish Fetta - Coles,9310645110059,['Coles'],,,['France'],[],,,[],,,,,,,,,,?,,305.92734,,1280 kj(305 kcal),,"28,6",,"8,8",,"3,5",,"2,4",,"9,6",,"2,875",,"1,15",,,,,,,,,,,,,,,,,,,,,,,,,
284,Cérégal,6130777001291,,,,['France'],[],,,[],,,,,,,,,,?,,383,,1602 kj(383 kcal),,1,,"0,4",,88,,37,,5,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
285,Graines de chia bio,0701197959781,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,['France'],[],,,[],,28 g,en quantité élevée,2.6 g,en quantité modérée,0.8 g,en faible quantité,1.7 g,en quantité élevée,?,,429,-4%,1795 kj(429 kcal),-4%,28,-9%,"2,6",-17%,"8,4",-30%,"0,8",+45%,20,-0%,"1,7",+7013%,"0,68",+7013%,14,+1452%,D,+1452%,,,,D,,['Bio'],88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,
286,Jambon traditionnel - Saint Alby,2205870003672,['Saint Alby'],,,['France'],[],,,[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"4,5",,"1,5",,1,,"0,5",,20,,"1,9",,"0,76",,,,,,,['DE RP-03001 EG'],,,,,,,,,,,,,,,,,,
287,Polenta,8005671000115,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,72,,301 kj(72 kcal),,"0,5",,"0,5",,16,,"0,5",,"1,4",,"0,94",,"0,376",,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans conservateurs']",,,,,,,,,,,,,,
288,Jambonneau de porc,3582340010217,,,,['France'],[],,,[],,,,,,,,,,?,,143,,598 kj(143 kcal),,"7,2",,7,,"0,2",,"0,1",,"19,4",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
289,Mulberry - Elite,8697404763888,['Elite'],,,['France'],[],,,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,0,,0,,"13,2",,"12,8",,"0,4",,0,,0,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,
290,Protein joy,5425002409470,,,,['France'],[],,,[],,,,,,,,,,?,,374,,1565 kj(374 kcal),,14,,"8,5",,33,,"1,3",,36,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
291,Bruschettina - Carrefour,5400101048997,['Carrefour'],,['Carrefour'],['France'],[],,,[],,,,,,,,,,?,,425,,1778 kj(425 kcal),,11,,"1,6",,70,,"1,6",,"9,9",,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,
292,Crepes x 6,0207142022963,,,,['France'],[],,,[],,,,,,,,,,?,,230,,962 kj(230 kcal),,"6,4",,"3,6",,37,,16,,6,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,
293,Mozzarella di bufala campana,8007968008002,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,['France'],[],,,[],,45 g,en quantité élevée,3.8 g,en quantité modérée,0.2 g,en faible quantité,0.412 g,en quantité modérée,?,,61,-77%,255 kj(61 kcal),-77%,45,+95%,"3,8",-76%,"0,2",-73%,"0,2",-67%,4,-72%,"0,412",-33%,"0,165",-33%,2,-80%,B,-80%,,,,D,,['AOP'],84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
294,Vitago,5319990227546,,,,['France'],[],,,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,"8,5",,"8,5",,0,,0,,0,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
295,Amande,2600112026769,,,,['France'],[],,,[],,,,,,,,,,?,,645,,2699 kj(645 kcal),,"49,9",,"3,8",,"21,5",,"4,2",,"21,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
296,Riz long grain,27008812,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,['France'],[],,,[],,0.8 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,?,,355,+6%,1485 kj(355 kcal),+5%,"0,8",-25%,"0,2",-16%,79,+8%,"0,5",+74%,"7,3",-0%,"0,02",+5%,"0,008",+5%,0,,B,,,,,C,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
297,VEGEFIIT PROTEIN,8594159530980,,,,['France'],[],,,[],,,,,,,,,,?,,110,,460 kj(110 kcal),,"3,6",,"1,5",,"7,4",,"0,5",,0,,"2,8",,"1,12",,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,
298,Plums - Suntrail Farms - 400g,03266168,"['Suntrail Farms', 'Tesco']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Prunes']",['Tesco'],"['France', 'Royaume-Uni']",['Plums'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.1 g,en faible quantité,8.8 g,en quantité modérée,0.01 g,en faible quantité,176,-71%,42,-77%,176 kj(42 kcal),-76%,"0,1",-86%,"< 0,1",-35%,"8,8",-76%,"8,8",-69%,"0,6",-62%,"< 0,01",-67%,"0,004",-67%,-5,-708%,A,-708%,400g,,Plums,B,"['Plastic', 'Net']",['Catégorie I'],92.5%,0.0%,0.0%,3.3%,3.2%,1.0%,63,['United Kingdom'],['Espagne'],https://www.tesco.com/groceries/en-GB/products/292275580,,,,
299,Sirop fleur de coco,8033162401516,,,,['France'],[],,,[],,,,,,,,,,?,,312,,1305 kj(312 kcal),,0,,0,,78,,78,,0,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
300,Pâte à tartiner sans huile de palme - NaturéO,3701091700745,['NaturéO'],,,['France'],[],,,[],,,,,,,,,,?,,576,,2410 kj(576 kcal),,39,,"7,3",,49,,47,,"6,5",,"0,01",,"0,004",,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,
301,Choco Puffies - Delhaize - 375g,5400111524368,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['Delhaize'],"['Belgique', 'France']","['semoule de riz 35,5%', 'farine complète de blé', 'chocolat en poudre 21% ', 'sucre', 'cacao en poudre', 'son de blé', 'sirop de glucose', 'sucre', ""extrait de malt d'orge"", 'huile de tournesol non hydrogénée', 'sel', 'arôme', 'vitamines ', 'Thiamine', 'Riboflavine', 'niacine', 'vitamine B6', 'acide folique', 'vitamine B12', 'biotine', 'acide pantothénique', 'fer', 'antioxydant ', 'extrait riche en tocophérols']",['E306 - Extrait riche en tocophérols'],['Gluten'],['Sans huile de palme'],4,3.4 g,en quantité modérée,1.3 g,en faible quantité,20.1 g,en quantité élevée,0.65 g,en quantité modérée,?,,386,-3%,1615 kj(386 kcal),-3%,"3,4",-61%,"1,3",-41%,"78,3",+17%,"20,1",+20%,"7,9",-15%,"0,65",+82%,"0,26",+82%,6,+11%,C,+11%,375 g,,,C,"['Carton', 'Sachet', 'Plastique']","['Agriculture durable', 'Nutriscore', 'Nutriscore C', 'en:UTZ Certified']",74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
302,Activia,5900643038949,['Activia'],,,['France'],[],,,[],,,,,,,,,,?,,73,,305 kj(73 kcal),,"1,5",,1,,"11,8",,"11,3",,"3,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
303,Gelatine saveur ananas - Royal,7622210479723,['Royal'],"['Desserts', 'Desserts gélifiés']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité modérée,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"8,2",-21%,"8,2",-9%,"8,3",+603%,0,-100%,0,-100%,-4,-477%,A,-477%,,,,,,,,,,,,,,,,,,,,
304,Poulet rôti œuf - 240g,3250392765798,,,,['France'],[],,,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,"6,5",,"0,8",,"26,5",,"2,6",,"2,9",,1,,"0,4",,,,,,240 g,,,,,,,,,,,,,,,,,,,
305,Les mijotés souris d'agneau fondante cuite dabs son jus de thym,0206076058383,,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,['France'],[],,,[],,7.1 g,en quantité modérée,3.1 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en quantité modérée,?,,150,+5%,628 kj(150 kcal),+5%,"7,1",+11%,"3,1",+28%,"1,1",-22%,"0,6",-22%,21,+10%,"0,8",-27%,"0,32",-27%,2,-14%,B,-14%,,,,,,,,,,,,,,,,,,,,
306,Sauce pour pâtes ricotta - Carrefour,5400101039100,['Carrefour'],,['Carrefour'],['France'],[],,,[],,,,,,,,,,?,,94,,393 kj(94 kcal),,"5,4",,"1,8",,"6,9",,"5,9",,"3,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
307,Poulet Sauce Cocktail - COOP,7613331426864,"['COOP', 'Betty Bossi']",,,['France'],[],,,[],,,,,,,,,,?,,289,,1209 kj(289 kcal),,10,,10,,38,,38,,11,,"1,6",,"0,64",,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,,,,,
308,Turròn yema tostada - 200g,8410771101066,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],[],,,[],,13 g,en quantité modérée,1.5 g,en quantité modérée,22 g,en quantité élevée,0 g,en faible quantité,?,,480,-8%,2008 kj(480 kcal),-8%,13,-58%,"1,5",-72%,26,-42%,22,-43%,7,-42%,0,-100%,0,-100%,6,-64%,C,-64%,200 g,,,E,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
309,2 bavettes d'aloyau - Charal,0292475044676,['Charal'],"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,['France'],[],,,[],,5.7 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,131,0%,548 kj(131 kcal),0%,"5,7",0%,"2,2",0%,"0,5",+1892%,"0,5",+2532%,20,0%,"0,2",+5%,"0,08",+5%,-2,,A,,,,,,,,,,,,,,,,,,,,,
310,BonsBecs Framboise Baies de goji,3770013401015,,,,['France'],[],,,[],,,,,,,,,,?,,298,,1247 kj(298 kcal),,"0,5",,"0,5",,"72,2",,"45,9",,"1,1",,"0,09",,"0,036",,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,
311,Samosas au poulet,3366760041910,,"['Plats préparés', 'Samoussas']",,['France'],[],,,[],,16 g,en quantité modérée,3.1 g,en quantité modérée,1.8 g,en faible quantité,0.9 g,en quantité modérée,?,,225,+6%,941 kj(225 kcal),+6%,16,+64%,"3,1",+60%,12,-48%,"1,8",-51%,"8,1",+11%,"0,9",-17%,"0,36",-17%,3,-41%,C,-41%,,,,E,,,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,,,,,
312,12 bouchés festives - Fauchon,3251516134001,['Fauchon'],,,['France'],[],,,[],,,,,,,,,,?,,306,,1280 kj(306 kcal),,21,,"11,8",,18,,8,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
313,Confiture banane chocolat - Sandrine Confiture,3760217400266,['Sandrine Confiture'],,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,8,,0,,62,,62,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
314,Poulet U bleu blanc coeur,0253079045209,,,,['France'],[],,,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"1,3",,"0,4",,0,,0,,23,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
315,Pandeajo,8410998000951,,,,['France'],[],,,[],,,,,,,,,,?,,468,,1958 kj(468 kcal),,21,,2,,59,,"1,5",,"9,6",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
316,Confiture cerises-myrtilles,27050897,,,,['France'],[],,,[],,,,,,,,,,?,,252,,1054 kj(252 kcal),,"0,5",,"0,1",,60,,60,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
317,Mayonnaise maison - Anda,5412541010168,['Anda'],"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],[],,,[],,80.1 g,en quantité élevée,6 g,en quantité élevée,0.4 g,en faible quantité,1.2 g,en quantité modérée,?,,718,+17%,3004 kj(718 kcal),+17%,"80,1",+21%,6,-3%,"3,8",+41%,"0,4",-73%,"1,2",-2%,"1,2",-10%,"0,48",-10%,18,+1%,D,+1%,,,,D,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
318,Premium Soy Sauce,6925843403297,,,,['France'],[],,,[],,,,,,,,,,?,,116,,485 kj(116 kcal),,0,,0,,17,,"9,7",,12,,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,
319,Marshmallow Daifuku,4711931032157,,,,['France'],[],,,[],,,,,,,,,,?,,96,,402 kj(96 kcal),,0,,0,,23,,7,,1,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
320,Fer+B9 complément alimentaire,3760192463218,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
321,Chocolate crisp - Harvest Morn,4088600033129,['Harvest Morn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,['France'],[],,,[],,18 g,en quantité modérée,9.8 g,en quantité élevée,24 g,en quantité élevée,0.03 g,en faible quantité,?,,463,+16%,1937 kj(463 kcal),+16%,18,+107%,"9,8",+345%,65,-3%,24,+44%,"7,7",-17%,"0,03",-92%,"0,012",-92%,19,+253%,E,+253%,,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
322,Pomegranate - 290ml,3760184322479,,,,['France'],[],,,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,0,,0,,"13,2",,"12,3",,0,,0,,0,,,,,,290 ml,,,,,,,,,,,,,,,,,,,
323,Fresh Asia Handmade Beef Onion Dumplings,5060198530104,,,,['France'],[],,,[],,,,,,,,,,?,,200,,837 kj(200 kcal),,"8,6",,"2,7",,24,,"1,1",,"7,3",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
324,Vegan protein blend - MyProtein,5055534369067,['MyProtein'],['Compléments alimentaires'],,['France'],[],,,"['Végétalien', 'Végétarien']",,0.9 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.6 g,en quantité élevée,?,,102,-65%,427 kj(102 kcal),-65%,"0,9",-86%,"0,3",-88%,"1,8",-91%,0,-100%,81,+137%,"1,6",+188%,"0,64",+188%,3,-54%,C,-54%,,,,,,"['Végétarien', 'Sans gluten', 'Végétalien', 'en:The Vegan Society']",,,,,,,,,,,,,,
325,Bonbons - Haribo,8691216092938,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.03 g,en faible quantité,?,,362,+2%,1515 kj(362 kcal),+1%,"0,5",-73%,"0,1",-91%,84,+1%,54,-7%,6,+183%,"0,03",-75%,"0,012",-75%,14,-3%,D,-3%,,,,E,,['Halal'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
326,Barbecue sauce & dip - Heinz,0021000052363,"['Heinz', 'Kraft']","['Epicerie', 'Sauces', 'Sauces barbecue']",,['France'],"['high fructose corn syrup', 'tomato puree ', 'water', 'tomato paste than 2% of natural hickory smoke flavor', 'dried onion', 'mustard flour', 'dried garlic', 'spices', 'paprika', 'potassium sorbate ', 'to preserve freshness', ' distributed by kraft heinz foods company', 'chicago', 'il 60601 © kraft foods refrigerate after opening kraftheinz']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,B,,,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,
327,Huile de Cameline - Graines de curieux,5425038000085,['Graines de curieux'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,['France'],['huile de caméline'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+9%,3766 kj(900 kcal),+9%,0,-100%,"9,3",-11%,0,,0,,0,,0,,0,,20,+75%,E,+75%,,,,,['Bouteille en verre'],,,,,,,,,,['Belgique'],,,,,
328,Sirop d'erable - Bio Today,8718858937172,['Bio Today'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,?,,345,+26%,1443 kj(345 kcal),+27%,0,-100%,0,-100%,86,+26%,84,+38%,"0,26",+434%,0,-100%,0,-100%,14,+6%,D,+6%,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,
329,Crème glacée à la noisette - Migros,7613312149515,"['Migros', 'Migros Selection']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,"['France', 'Suisse']","['crème 46%', 'lait entier 30%', 'sucre', 'noisettes 4,5%', 'jaune d’œuf ', ""d'élevage en plein air"", ' Peut contenir du blé et du soja']",,"['Œufs', 'Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien']",3,21 g,en quantité élevée,11 g,en quantité élevée,21 g,en quantité élevée,0.07 g,en faible quantité,?,,285,+30%,1192 kj(285 kcal),+30%,21,+93%,11,+61%,21,-20%,21,-6%,38,+1038%,"0,07",-54%,"0,028",-54%,17,+35%,D,+35%,,,,B,,"['Sans colorants', 'Sans arômes ajoutés']",60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,
330,Assortiment de bonbons - Haribo,3103220000052,['Haribo'],,,['France'],[],,,[],,,,,,,,,,?,,340,,1423 kj(340 kcal),,"0,5",,"0,1",,78,,49,,"5,8",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
331,"Datte Medjoul - 0,664kg",2609923043101,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,['France'],[],,,[],,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0 g,en faible quantité,?,,322,+1%,1347 kj(322 kcal),+1%,"0,2",+2%,0,,75,+0%,"66,5",+0%,"1,8",0%,0,-100%,0,-100%,8,+8%,C,+8%,"0,664 kg",,,C,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,
332,Gourmet shelled chestnut - 150g,0886727001076,,,,['France'],[],,,[],,,,,,,,,,?,,190,,795 kj(190 kcal),,"0,5",,0,,41,,12,,5,,0,,0,,,,,,150 g,,,,,,,,,,,,,,,,,,,
333,Oatmeal peanut butter - Prozis,5600380894579,['Prozis'],,,['France'],[],,,[],,,,,,,,,,?,,368,,1540 kj(368 kcal),,"7,6",,"1,4",,56,,"1,4",,14,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
334,Barbecue sauce,4260353176869,,"['Epicerie', 'Sauces', 'Sauces barbecue']",,['France'],[],,,[],,0.1 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en quantité élevée,?,,21,-87%,88 kj(21 kcal),-87%,"0,1",-90%,0,-100%,"3,1",-90%,"0,6",-98%,"0,5",-44%,"1,9",-6%,"0,76",-6%,8,-45%,C,-45%,,,,B,,,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,
335,Pick up chocolat noir,4017100287985,,,,['France'],[],,,[],,,,,,,,,,?,,503,,2105 kj(503 kcal),,25,,15,,61,,32,,"6,6",,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,
336,Appel Pomme - Nocco,7340131600162,['Nocco'],,,['France'],[],,,[],,,,,,,,,,?,,6,,25 kj(6 kcal),,0,,0,,0,,0,,"1,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
337,Wafers sabor chocolate - Florbú,8411414011520,['Florbú'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes']",,"['France', 'Espagne']",[],,,[],,28 g,en quantité élevée,14 g,en quantité élevée,1.3 g,en faible quantité,0.07 g,en faible quantité,?,,475,-5%,1987 kj(475 kcal),-5%,28,+13%,14,-5%,59,-5%,"1,3",-96%,"5,7",+4%,"0,07",-80%,"0,028",-80%,15,-32%,D,-32%,,,,C,,,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,
338,Graines de gascogne lin dore - La Vie Claire - 250g,3266191125282,['La Vie Claire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graine de lin doré']",,['France'],[],,,[],,36 g,en quantité élevée,4.1 g,en quantité modérée,2.7 g,en faible quantité,0.093 g,en faible quantité,?,,487,-0%,2038 kj(487 kcal),+2%,36,-2%,"4,1",+20%,"5,9",-42%,"2,7",+99%,22,+12%,"0,093",+16%,"0,037",+16%,5,+173%,C,+173%,250 g,,,D,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,,,,,,,
339,Fiesta !,7633034644440,,,,['France'],[],,,[],,,,,,,,,,?,,277,,1159 kj(277 kcal),,"11,4",,"5,2",,"30,2",,"4,9",,"12,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
340,Simply fruity* Fraise - *Simplement fruité - Casino - 4x 100g,3222477066786,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la fraise']",['Casino'],['France'],"['Yaourt 70,2% [lait entier - protéines de lait - poudre de lait écrémé - ferments lactiques ', 'contient lait', '] - fraise 19% ', 'morceaux de fraise 11% - purée de fraise concentrée 8%', ' - sucre 10,3% - jus concentré de citronlait origine : france']",,['Lait'],['Non végétalien'],4,2.7 g,en faible quantité,1.8 g,en quantité modérée,15 g,en quantité élevée,0.09 g,en faible quantité,421,+6%,100,+2%,421 kj(100 kcal),+3%,"2,7",-10%,"1,8",-5%,16,+21%,15,+21%,"2,9",-21%,"0,09",-16%,"0,036",-16%,4,+49%,C,+49%,4 x 100 g,,"Yaourt sucré, avec des fruits",C,,['Lait Français'],79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
341,Kit à crumble fruits rouges - Légendes Gourmandes,3760155981292,['Légendes Gourmandes'],,,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"1,6",,"0,1",,83,,4,,"6,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
342,Erikli -,8690793010038,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
343,Chanty Deco - 1l,5410093136183,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Crèmes végétales', 'Crèmes végétales pour cuisiner']",,"['France', 'Espagne']",[],,,[],,27 g,en quantité élevée,26 g,en quantité élevée,11 g,en quantité modérée,0.08 g,en faible quantité,?,,279,+80%,1167 kj(279 kcal),+82%,27,+94%,26,+512%,11,+164%,11,+488%,"0,6",-72%,"0,08",-22%,"0,032",-22%,15,+334%,D,+334%,1 l,,,,,,,,,,,,,,,,,,,
344,Mes flocons bio de sarrasin - Naturéo,3701091725113,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons de sarrasin']",,['France'],[],,,[],,2.6 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en faible quantité,0.003 g,en faible quantité,?,,340,-1%,1423 kj(340 kcal),-2%,"2,6",-6%,"0,5",-4%,65,-0%,"1,5",+34%,10,-12%,"0,003",-73%,"0,001",-73%,-1,,A,,,,,B,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
