,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
1367,Pommes Chantecler,3276556228527,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 05118B', 'Ribiers (Hautes-Alpes, France)']",,,,,,,,,,
1368,Ketchup aux tomates - Heinz,0057000611286,"['Canada', 'France']",[],[],?,280,0,33,2,B,,['Heinz'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,+164%,-100%,+45%,+54%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,1172 kj(280 kcal),0,27,"0,95","0,38",,0 g,en faible quantité,0 g,en faible quantité,27 g,en quantité élevée,0.95 g,en quantité modérée,+167%,-100%,+38%,-52%,-52%,12,-1%,D,-1%,['Frais'],,,,,,,,,,,,
1369,CarbRite Diet - S'mores - 56.7g,0039442081148,['France'],"['Isolated soy protein', 'glycerine', 'whey protein concentrate', 'maltitol syrup', 'sugar - ocolate flavored coating ', 'maltitol', 'cocoa butter', 'unsweetened chocolate', 'calcium Tate', 'milk fat', 'calcium caseinate', 'soy lecithin', 'and natural vanilla extract', 'hydrolyzed polydextrose', 'graham cracker and marshmallow flavors', 'peanut flour', 'and almonds']",['Non végétalien'],?,344,"7,05",37,37,,56.7 g,"[""S'mores"", ""Doctor's""]","['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,-7%,-46%,+13%,+26%,,,,,,,,1440 kj(344 kcal),"3,53",0,"0,618","0,247",['en:gluten-free'],7.05 g,en quantité modérée,3.53 g,en quantité modérée,0 g,en faible quantité,0.618 g,en quantité modérée,-7%,-40%,-100%,+26%,+26%,4,-61%,C,-61%,['Plastique'],4,,CarbRite Diet,"['E422 - Glycérol', 'E965ii - Sirop de maltitol', 'E965 - Maltitol', 'E322i - Lécithine', 'E1200 - Polydextrose']","['Fruits à coque', 'Soja']",,,,,,,
1370,Mini Conchas Original - Codan,8410368033329,['France'],[],[],?,476,27,54,"4,2",,,['Codan'],,,,,,,,,,,,,,,1992 kj(476 kcal),13,35,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Végétaline,5035048663134,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Gavottes - 200g,3535800170617,['France'],[],[],?,482,21,65,"5,6",,200 g,['Gavottes'],,,,,,,,,,,,,,,2017 kj(482 kcal),13,43,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Quorn 2 Cheese And Broccoli Escalopes 240G,5019503011678,['France'],"['MycoproteinTM ', '37%', 'Wheat Flour ', 'contains added Calcium', 'Iron', 'Niacin & Thiamine', 'Medium Fat Soft Cheese ', 'Milk', ' ', '11%', 'Water', 'Vegetable Oils ', 'Sunflower', 'Rapeseed', 'Vegetarian Mature Cheddar Cheese ', 'Milk', ' ', '7%', 'Broccoli ', '4%', 'Rehydrated Free Range Egg White', 'Wheat Starch', 'Milk Proteins', 'Natural Flavouring', 'Wheat Semolina', 'Salt', 'Firming Agents: Calcium Chloride', 'Calcium Acetate', ' Yeast', 'Gelling Agent: Pectin']",[],?,203,"8,7",20,"9,6",,,['Quorn'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits panés', 'Substituts de viande']",,,+6%,-1%,+92%,-32%,,,,,,,,849 kj(203 kcal),"1,6","1,1","1,4","0,56",,8.7 g,en quantité modérée,1.6 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en quantité modérée,+6%,+19%,-32%,+30%,+30%,4,+281%,C,+281%,,4,,Escalope panée fromage brocolis à base de mycoprotéine,"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E263 - Acétate de calcium', 'E440 - Pectines']","['Gluten', 'Lait']",,,,,,,
1374,Salsa mexicana casera lata 220 g - La Costeña,7501017005079,['France'],[],[],?,70,0,"0,4",0,,,['La Costeña'],,,,,,,,,,,,,,,293 kj(70 kcal),0,"0,2","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Vitamine drink,8719075630051,['France'],[],[],?,44,"0,5",10,"0,5",,,,,,,,,,,,,,,,,,184 kj(44 kcal),"0,1",10,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Goku - Hadalabo,4987241155712,['France'],[],[],?,?,?,?,?,,,['Hadalabo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Poudre De Spiruline Bio,7640102150819,['France'],[],[],?,378,"8,2","9,1","63,5",E,,,"['Compléments alimentaires', 'Spiruline']",,,+51%,+124%,-12%,+28%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,1582 kj(378 kcal),0,0,0,0,['Bio'],8.2 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+49%,-100%,-100%,-100%,-100%,-1,-120%,A,-120%,,,,,,,,,,,,,
1378,3282770112917,3282770112917,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Terrine de campagne - Les bons pâtés du père André - 280g,3275412806008,['France'],"['Porc 91 % ', 'gorge', 'foie', 'épaule', 'lait', 'œufs', 'sel', 'Cognac', 'épices', 'arômes naturels']","['Non végétalien', 'Non végétarien']",?,315,28,"0,8",15,,280 g,['Les bons pâtés du père André'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,-2%,-1%,-65%,+7%,,,,,,,,1318 kj(315 kcal),10,"0,6","1,8","0,72",['Label Rouge'],28 g,en quantité élevée,10 g,en quantité élevée,0.6 g,en faible quantité,1.8 g,en quantité élevée,-2%,-7%,-31%,+12%,+12%,19,-2%,E,-2%,"['Barquette', 'Pot', 'Verre']",4,"['FR 87.001.001 CE', 'Aixe-sur-Vienne (Haute-Vienne, France)']",,,"['Œufs', 'Lait']",,,,,,,
1380,6 Mincerettes porc - Socopa,3039050542106,['France'],[],[],?,?,?,?,?,,,['Socopa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Huile d'olive,5200101809518,['France'],[],[],?,828,92,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,-3%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3464 kj(828 kcal),13,0,0,0,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-3%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,,
1382,Tapas del Chef - con nueces - Recondo,8410700000804,['France'],[],[],?,419,12,62,13,,,['Recondo'],,,,,,,,,,,,,,,1753 kj(419 kcal),"1,3","4,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Verrine crevette surimi - Mix Buffet - 140g,3700009268247,['France'],[],[],?,181,15,"5,6","5,3",,140 g,['Mix Buffet'],,,,,,,,,,,,,,,757 kj(181 kcal),"1,1","3,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Souris d'agneau,2224658055825,['France'],[],[],?,123,"4,9","1,7",18,,,,"['Viandes', ""Viandes d'agneau"", ""Souris d'agneau""]",,,-14%,-23%,+21%,-6%,,,,,,,,515 kj(123 kcal),"1,9","0,9","1,3","0,52",,4.9 g,en quantité modérée,1.9 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,-14%,-22%,+17%,+18%,+18%,2,-14%,B,-14%,,,,,,,,,,,,,
1385,Dalky con yogur y arandanos - Nestlé,8435257042855,['France'],[],[],?,128,"5,9","14,5","3,3",,,['Nestlé'],,,,,,,,,,,,,,,536 kj(128 kcal),"3,8","14,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,"['FR 59.165.030 CE', 'Cuincy (Nord, France)']",,,,,,,,,,
1386,Hipp Groentemélange Bio 2X190G 6M,4062300089464,"['Belgique', 'France']",[],[],?,168,"1,3","4,7","1,2",,,['Hipp'],,['Delhaize'],,,,,,,,,,,,,703 kj(168 kcal),"0,1","2,2","0,05","0,02","['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Haribo KinderMix - 25g,4001686710289,['France'],[],[],?,339,"0,5",80,"2,9",,25g,['Haribo'],,,,,,,,,,,,,,,1418 kj(339 kcal),"0,1",47,"0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,DESPERADOS - 6x33cl,3119780268771,['France'],"['eau', ""malt d'orge"", 'maïs', 'sirop de glucose', 'sucre', 'extraits de houblon', 'arômes ', 'Tequila 75%', 'acidifiant: acide citrique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,59,0,"6,3",0,C,6x33cl,['Desperados'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",,,+7%,-100%,+17%,-100%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,247 kj(59 kcal),0,"2,2",0,0,,,,,,,,,,+9%,,+5%,-100%,-100%,,,,,['bouteille en verre'],4,,,['E330 - Acide citrique'],['Gluten'],,,,,,,
1389,Pain intégral - Froiz,8424818113639,"['France', 'Espagne']",[],[],?,275,"3,8",42,10,B,,['Froiz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,+3%,-15%,-8%,+19%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,1151 kj(275 kcal),"0,8",6,"1,2","0,48",,3.8 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité modérée,1.2 g,en quantité modérée,+3%,+23%,+15%,+5%,+5%,4,+176%,C,+176%,,,,,,,,,,,,,
1390,100G Cafe Soluble,8711138359992,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,['Ekoplaza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Himbeeren,4311501444498,"['France', 'Allemagne']",[],[],?,?,?,?,?,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Framboises']",,,,,,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Crevettes rouges d Argentine - Marès - 400g,3760282770059,['France'],"[""Crevettes rouges d'Argentine sauvages surgelées "", 'espèce : Pleoticus muelleri', 'antioxydant E223 ', 'sulfites']",[],?,95,"1,3",0,21,E,400 g,['Marès'],"['Produits de la mer', 'Surgelés', 'Crustacés', 'Fruits de mer surgelés', 'Crevettes', 'Crevettes surgelées']",,,+27%,+76%,-100%,+24%,71.3%,8.8%,3.9%,9.5%,3.1%,3.5%,27,397 kj(95 kcal),"0,29",0,"0,28","0,112",,1.3 g,en faible quantité,0.29 g,en faible quantité,0 g,en faible quantité,0.28 g,en faible quantité,+25%,-1%,-100%,-70%,-70%,-3,,A,,['Surgelés'],1,,Crevettes rouges d Argentine,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Crustacés', 'Anhydride sulfureux et sulfites']",['Argentine'],,,,https://mares.global/produits/crevettes-sauvages/,,
1393,Principe barritas,23251854,['France'],[],[],?,27,"7,2",17,"1,6",,,,,,,,,,,,,,,,,,113 kj(27 kcal),"3,8",10,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Carottes rapés - Jean Nicolas,3156250212957,['France'],[],[],?,26,"0,2","3,4","1,2",B,,['Jean Nicolas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Carottes', 'Légumes préparés', 'Carottes en conserve', 'Carottes râpées', 'Carottes râpées assaisonnées']",,,-30%,-48%,-40%,-5%,23.7%,34.6%,15.8%,8.2%,11.2%,6.5%,87,109 kj(26 kcal),0,"2,2","0,65","0,26",,0.2 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,0.65 g,en quantité modérée,-29%,-100%,-33%,+14%,+14%,-3,,A,,,,,,,,,,,,,,
1395,Crêpe jambon - Monique Ranou,3250392727635,['France'],[],[],?,192,"8,9","19,3","8,1",B,,['Monique Ranou'],"['Plats préparés', 'Crêpes au fromage', 'Crêpes au jambon']",,,+12%,+31%,+7%,+9%,57.1%,15.7%,5.5%,6.6%,3.2%,11.9%,79,803 kj(192 kcal),"3,6","2,5","1,27","0,508",,8.9 g,en quantité modérée,3.6 g,en quantité modérée,2.5 g,en faible quantité,1.27 g,en quantité modérée,+13%,+48%,-23%,+32%,+32%,5,+34%,C,+34%,,,,,,,,,,,,,
1396,Pur jus de raisin du roussillon -,3770000554007,['France'],[],[],?,?,?,?,?,C,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin', 'Jus de fruits pur jus']",,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Foie gras de canard du Sud-Ouest - Montfort,3104544070837,['France'],"['Foie gras de canard ', 'origine France', 'sel', 'Armagnac', 'Porto', 'poivres', 'sucre', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,528,54,"2,7","7,6",B,,['Montfort'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,-0%,-1%,+12%,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2209 kj(528 kcal),23,"0,9","1,2","0,48",['IGP'],54 g,en quantité élevée,23 g,en quantité élevée,0.9 g,en faible quantité,1.2 g,en quantité modérée,-0%,-0%,-33%,0%,0%,21,+1%,E,+1%,,3,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['France'],,,,,,
1398,3267980083332,3267980083332,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Noodles -  - 270g,0609728699574,"['France', 'Espagne']",[],[],?,35,"0,14","8,4","0,1",,270 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,-88%,-99%,-79%,-98%,,,,,,,,146 kj(35 kcal),0,"0,5",0,0,"['Bio', 'Bio européen', 'en:CN-BIO-141']",,,,,,,,,-88%,-100%,-79%,-100%,-100%,,,,,,,,,,,,,,,,,
1400,Smoothie betterave et pomme,3770009761352,['France'],[],[],?,40,"0,5","9,2","0,5",,,,,,,,,,,,,,,,,,167 kj(40 kcal),"0,1","7,8",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Filboum,3588400255123,['France'],[],[],?,338,"0,8",81,"1,8",,,,,,,,,,,,,,,,,,1414 kj(338 kcal),"0,5",56,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Söhnlein Brilliant Sekt Trocken -,4003310013476,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Sekt']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,
1403,Wholegrain crackers,9400553448877,['France'],[],[],?,413,"9,1","69,7","12,1",,,,,,,,,,,,,,,,,,1728 kj(413 kcal),1,"0,9","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,semola di grano duro - la molisana - 1,8004690258316,"['France', 'Italie']",['farina di grano duro'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,351,1,70,14,,1,['la molisana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",,,-7%,-86%,+16%,+19%,,,,,,,,1469 kj(351 kcal),"0,3",4,"0,2","0,08",,1 g,en faible quantité,0.3 g,en faible quantité,4 g,en faible quantité,0.2 g,en faible quantité,-7%,-63%,+79%,+225%,+225%,-4,,A,,['Plastici'],1,,,,,['Italie'],,,,,,
1405,Billa Edelnussmix - 50g,9002233021884,"['Autriche', 'France']",[],[],?,?,?,?,?,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,
1406,Solgar,0033984004085,['France'],[],[],?,?,?,?,?,,,['Solgar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Alprose Chocolate Surtido 500 g,7610209135040,"['France', 'Suisse']",[],[],?,543,"32,8",53,"6,9",,,,,,,,,,,,,,,,,,2272 kj(543 kcal),"18,6",51,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Bepanthen Sensiderm Creme - 20g,7640109660533,"['France', 'Suisse']",[],[],?,?,?,?,?,,20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,,,
1409,Perskindol Classic Gel - 100g,7680480090505,"['France', 'Suisse']",[],[],?,?,?,?,?,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Dafalgan 500mg - 5g,7680475040157,"['France', 'Suisse']",[],[],?,?,?,?,?,,5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Karton'],,,,,,,,,,,,
1411,Reggia Vermicelli Semola GR 500 - 500g,8008857200170,"['France', 'Ukraine']",[],[],?,358,"1,3",73,12,,500 g,,,,,,,,,,,,,,,,1498 kj(358 kcal),"0,2",3,"0,007","0,003",,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,,,,,
1412,Olio extra vergine di oliva,8008460004561,['France'],[],[],?,900,100,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,+5%,+5%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3766 kj(900 kcal),15,0,0,0,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,+7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,,
1413,huître de normandie - cultimer - 24,3700096607462,"['France', 'La Réunion']",[],[],?,?,?,?,?,C,24,['Cultimer'],"['Produits de la mer', 'Mollusques', 'Huîtres', 'Huîtres creuses']",['Casino'],,,,,,48.8%,0.0%,17.1%,13.8%,7.5%,12.7%,56,,,,,,,,,,,,,,,,,,,,,,,,['Bourriche'],,,,,,,,,,,,
1414,Nougats - Le Comptoir de Mathilde,3760170099446,['France'],[],[],?,?,?,?,?,E,,['Le Comptoir de Mathilde'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Foie gras canard Bloc morceaux 6 tranches - Labeyrie,3033610041375,['France'],[],[],?,511,53,2,"6,4",B,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",,,+4%,+4%,-10%,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2138 kj(511 kcal),23,"1,6","1,1","0,44",,53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,+4%,+5%,+27%,-12%,-12%,20,-2%,E,-2%,,,,,,,,,,,,,
1416,Foie gras de canard entier du Sud-Ouest mi-cuit au vin de Sauternes IGP Saveurs - U Saveurs - 200g,3368951158087,['France'],"['Foie gras de canard entier du Sud-Ouest', 'vin de Sauternes 1', '9% sel', 'sucre de canne', 'poivre', 'épice']",[],2097,508,50,6,"8,3",B,200 g,"['U Saveurs', 'U']","['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['Magasins U'],-5%,-4%,-8%,+152%,+10%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2097 kj(508 kcal),23,"3,1","0,97","0,388","['IGP', 'Transformé en France', 'Sans nitrite de sodium']",50 g,en quantité élevée,23 g,en quantité élevée,3.1 g,en faible quantité,0.97 g,en quantité modérée,-5%,-1%,+135%,-19%,-19%,20,-4%,E,-4%,['Frais'],,,,,,,,,,,,
1417,Malee Juice Apple -,8853333000023,['France'],[],[],?,50,0,"12,5",0,,,,,,,,,,,,,,,,,,209 kj(50 kcal),0,12,"12,5",5,"['en:FSC', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,['FSC-C014047'],,,,,,,,,,
1418,Balade cévenole - 3l,3760006630270,['France'],['vin'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,C,3 l,['balade cévenole'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Igp cévennes']",,,,,,,,,,,,,,,,,,['Cubi'],3,,,,,,,,,,,
1419,Romarin bio - Ducros,3166296210855,['France'],[],[],?,?,?,?,?,,,['Ducros'],,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Foie gras - Ernest Soulard,3274760827864,['France'],[],[],?,495,50,"3,3",8,,,['Ernest Soulard'],,,,,,,,,,,,,,,2071 kj(495 kcal),21,"2,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,kalao,3297565711558,['France'],[],[],?,26,0,"6,4",0,,,,,,,,,,,,,,,,,,109 kj(26 kcal),0,"6,4","0,01","0,004","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,château neuf du pape - château de la grande gardiole - 1,3263810144600,['France'],[],[],?,?,?,?,?,D,1,['château de la grande gardiole'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,['AOC'],,,,,,,,,,,,,,,,,,['750 ml'],,,,,,,,,,,,
1423,Jambon supérieur,4006259022554,['France'],[],[],?,111,3,1,20,E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,-16%,-38%,+49%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,464 kj(111 kcal),"1,5",1,2,"0,8",['Qualité supérieure'],3 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,-15%,-18%,+68%,+7%,+7%,5,-29%,C,-29%,,,,,,,,,,,,,
1424,Homard canadien entier cuit - ronde des mers - 325g,3564706504578,"['Canada', 'France']","['matières grasses 0', '9g', 'dont 0', '2 acide gras saturé', 'glucide 0', '6 g', 'dont sucre <0', '5 g', 'fibres alimentaires <0', '5g', 'protéines 19 g', 'sel 1', '2g']","[""Pourrait contenir de l'huile de palme""]",?,87,"0,9","0,6",19,,325 g,"['ronde des mers', 'Marque repère']",['Entrée plat principal'],['Leclerc'],,,,,,,,,,,,,364 kj(87 kcal),"0,2","0,5","1,2","0,48","['Pêche durable', 'Pêche durable MSC', 'Marque repère']",0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,,,,,,1,,B,,['entier cuit'],,['MSC-C-53950'],,,,['Canada'],['Bateau'],,,,,
1425,Foie gras - Lartigue,3760067666805,['France'],[],[],?,508,"50,1",6,"8,3",,,['Lartigue'],,,,,,,,,,,,,,,2125 kj(508 kcal),"22,6","3,14","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,monólogo - 75cl,8436034031130,"['France', 'Espagne']",[],[],?,?,?,?,?,D,75 cl,['Monologo'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,
1427,Goji et graines gourmandes - Jardin Bio - 75g,3760020506131,['France'],"['Baies de goji séchées 38%', 'graines 20% ', 'lin', 'tournesol', 'courge', 'physalis *séchées', 'mûres blanches* séchées', 'raisins* secs', 'huile de tournesol*']",[],?,428,"14,5","55,8","12,3",,75 g,['Jardin Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,+27%,+110%,-4%,+199%,,,,,,,,1791 kj(428 kcal),,39,"0,01","0,004","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",14.5 g,en quantité modérée,,,39 g,en quantité élevée,0.01 g,en faible quantité,+27%,,-10%,-89%,-89%,,,,,['Plastique'],3,,,,,,,,,,,
1428,Choux-fleurs en fleurettes - Monoprix Bio,3350033566415,"['France', 'Qatar']",[],[],?,?,?,?,?,B,,"['Monoprix Bio', 'Monoprix']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Choux-fleurs', 'Choux-fleurs en fleurettes surgelés']",['Monoprix'],,,,,,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
