,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,traceability_code,eco_score,quantity,packaging,brand,categories,manufacturing,link,markets,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,allergens,ingredients_origins,brand_owner,palm_ingredients,producer_info
587,Miel de fleurs - Arev - 350g,3700066105943,['France'],[],[],?,?,,?,,?,,?,,,,,B,350 g,,['Arev'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,
588,Mafer Cacahuate Japones Tostado 180GR Japones,7501011132139,['France'],[],[],?,140,586 kj(140 kcal),8,1,12,3,5,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Haricots rouge - 500g,3446400000078,['France'],[],[],?,?,,?,,?,,?,,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Aronal - 75ml,7610108056316,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,75 ml,['Tub'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Zewa wisch und weg -,7322540973297,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Zewa Ultra Soft,7322540739442,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Jambon tradition - Saint Alby,2205876002662,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,['DE RP-03001 EG'],E,,"['Barquette en plastique', 'Film en plastique']",['Saint Alby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,-5%,-6%,+49%,-5%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-4%,-18%,-16%,+2%,+2%,5,-29%,C,-29%,,,,,,,
594,Biscuits good gout vanille - 4x 20g,75065652,['France'],[],[],?,444,1858 kj(444 kcal),"13,2","1,8","73,5","15,5","6,7","0,43","0,172","['Bio', 'Agriculture UE/Non UE']",,C,4 x 20 g,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,,,-6%,-37%,+15%,+3%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,13.2 g,en quantité modérée,1.8 g,en quantité modérée,15.5 g,en quantité élevée,0.43 g,en quantité modérée,-7%,-82%,-47%,-27%,-27%,6,-70%,C,-70%,,,,,,,
595,Crème de Munster à l'ail des ours -  - 125g,3337650004643,['France'],"['Munster 70%', 'eau', 'beurre', 'ail des ours ', '0', '6%', 'citrates']",['Non végétalien'],?,?,,25,,?,,?,,,,"['FR 57.392.008 CE', 'Lemud (Moselle, France)']",D,125 g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Munsters']",,,,3,,,-8%,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,25 g,en quantité élevée,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,['Lait'],,,,
596,Indomie Fried Noodle 5 PC. - 5 PC X,5285000390589,['France'],[],[],?,475,1987 kj(475 kcal),21,9,62,8,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,foie gras - Labeyrie - 360g,3033610031734,['France'],"['Foie Gras de Canard du Sud-Ouest ', 'Origine France', 'sel', 'épices', 'sucre', 'fleur de sel ', '0,1%', 'conservateur: E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2200,?,2200 kj(526 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",,,B,360g,['Paquet'],['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras']",,,,3,+4%,,+5%,+3%,+4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,+3%,+3%,+41%,-1%,-1%,21,+2%,E,+2%,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,"['France', 'Sud ouest']",,,
598,Huile d'olive extra vierge -,6191480200074,['France'],[],[],?,800,3350 kj(800 kcal),"93,3","13,3",0,0,0,0,0,,,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,,,,,-6%,-2%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,93.3 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-6%,-3%,,,,5,-18%,C,-18%,,,,,,,
599,Turkish Delight,8690686010060,['France'],[],[],?,363,1519 kj(363 kcal),"0,1","0,1",75,75,"0,2","0,1","0,04",,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,,+3%,-95%,-8%,-79%,,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,75 g,en quantité élevée,0.1 g,en faible quantité,+3%,-80%,+19%,-50%,-50%,14,+4%,D,+4%,,,,,,,
600,Crevettes,3457650030449,['France'],[],[],?,98,410 kj(98 kcal),"1,1","0,3","0,5","0,5",22,"1,9","0,76",,,D,,"['Barquette en plastique', 'Film en plastique']",,"['Produits de la mer', 'Crustacés', 'Crevettes']",,,,,,-8%,-50%,-54%,+21%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,1.1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.9 g,en quantité élevée,-7%,-35%,+43%,+29%,+29%,4,+61%,C,+61%,,,,,,,
601,Mini Biscuits LOL,5425019203078,['France'],[],[],?,450,1883 kj(450 kcal),12,"4,2",76,23,"8,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Penne - AGNESI - 500g,8001200045190,['France'],[],[],?,359,1502 kj(359 kcal),"1,5","0,5",72,"2,5",13,,,,,,500 g,,['AGNESI'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,,,,,+8%,-42%,+17%,+12%,,,,,,,,1.5 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,,,+8%,-28%,-10%,,,,,,,,,,,,,
603,18436587800136,18436587800136,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Bio Bananas,8720165700011,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,"['Bio', 'Bio européen', 'en:DO-BIO-149']",,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,-100%,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,-100%,,,,,,,,,,,,,,,
605,Rote Bete,4337185451874,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Bâtisse vieille -  - 750ml,3569401004279,['France'],[],[],?,?,,?,,?,,?,,,,,,750 ml,,,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Chips Rotisserie - Pirato - 120g,10210697,['France'],"['Pommes de terre 70%', 'huile de tournesol 29%', 'sel de mer 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,511,2138 kj(511 kcal),29,"2,6",54,"< 0,5",6,1,"0,4",['Fabriqué en France'],,,120g,['Sachet'],['Pirato'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,,3,,-0%,-2%,-0%,+5%,,,,,,,,29 g,en quantité élevée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,-1%,-16%,-79%,-25%,-25%,12,+3%,D,+3%,,,,,,,
608,Haricots blancs a la tomate saint eloi - 4250ml,3250390252269,['France'],[],[],?,82,343 kj(82 kcal),"0,5","0,1",12,"1,2","4,9","0,86","0,344",,,,4250 ml,['Couvercle en métal'],['Saint Eloi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Milch,9024800102000,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Les gourmandises de Sophie - 180g,3700345904267,['France'],[],[],?,333,1393 kj(333 kcal),"0,5","0,5",79,72,"3,7",0,0,,,,180 g,,['Les Gourmandises De Sophie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Basmati Reis - K-Bio - 500g,4337185654015,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung']",,B,500g,"['Tüte', 'Tüte', 'Beutel', 'Tüte', 'Tüte']",['K-Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,
612,Langkorn Reis - K-Bio - 500g,4300175849548,"['France', 'Allemagne']",['Reis'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'en:EG-Öko-Verordnung']",,B,500 g,['Beutel'],['K-Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,,1,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,
613,Gnocchi patates douces - Plural - 400g,3184340044461,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,189,791 kj(189 kcal),"0,8","0,1","40,4","1,4","4,7","1,63","0,652","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'en:palm-oil-free']",,B,400 g,,"['Plural', 'Pural']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",,,,,,+9%,-58%,+22%,+2%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,0.8 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en faible quantité,1.63 g,en quantité élevée,+8%,-82%,+6%,+38%,+38%,7,+78%,C,+78%,,,,,,,
614,Sootfy,3554110079175,['France'],[],[],?,34,142 kj(34 kcal),"0,01",0,"8,2","8,2",0,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Praline concassée - 750g,3760070240894,['France'],[],[],?,436,1824 kj(436 kcal),"8,8","0,7","83,2","82,6","4,2","0,5","0,2",,,,750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Herbamare - A.Vogel - 1000g,7610313012237,"['France', 'Suisse']",[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['Végétarien', 'Végétalien']",,,1000 g,"['boîte', 'boîte', 'boîte', 'boîte', 'boîte', 'boîte', 'boîte', 'boîte', 'boîte']",['A.Vogel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Campanini espresso intenso,8437014735215,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Carciofi arrostiti,8005695025019,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,['Product'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Tutower Senf Rotisseur - Peeneland - 200ml,4013156032401,"['France', 'États-Unis']","['Moutarde rotisseur 200ml Ingrédients eau', 'graines de moutarde', ""vinaigre d'alcod"", 'sel', 'sucre', 'épices', 'herbes barder dans un endroit hais et sec']",[],?,96,402 kj(96 kcal),"6,6","0,5",3,3,"5,7",1,"0,4",,,B,200ml,['Bocal en verre'],['Peeneland'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,https://www.tutower-senf.de,,3,,-44%,-39%,-57%,-13%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,6.6 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,1 g,en quantité modérée,-43%,-39%,-22%,-79%,-79%,2,-83%,B,-83%,,,['Moutarde'],,,,
620,Brioche Nanterre leclerc,0204321018960,['France'],[],[],?,184,770 kj(184 kcal),12,"9,3","6,1","4,6",12,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Miel & propolis bio - Famille Mary,3760115098503,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['Famille Mary'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Drinking Hot Chocolate 30% Less Sugar - Cadbury - 280g,7622210613370,['France'],"['soluble maize fibre', 'cocoa powder ', '29 %', 'sugar', 'acidity regulator ', 'sodium carbonate', 'flavouring', 'may contain milk,']",[],?,337,1410 kj(337 kcal),"6,1","3,6",44,33,"6,9","0,42","0,168",,,D,280g,['boite en plastique'],"['Cadbury', 'Mondelez']","['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,https://www.cadbury.co.uk/products/cadbury-drinking-chocolate-11360,['Asda'],4,,+2%,+42%,-31%,+9%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,,-1%,+41%,-41%,+101%,+101%,,,,,['E500i - Carbonate de sodium'],,,,,,
623,Seeded Bloomer,5060202390410,['France'],[],[],?,292,1222 kj(292 kcal),8,1,"42,3","3,4","10,3","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Cordon bleu de poulet raclette,3230890005633,['France'],[],[],?,240,1004 kj(240 kcal),14,"3,8",16,"1,1",11,"0,94","0,376",,,D,,,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Cordons bleus', 'Cordons bleus de poulet']",,,,,,+14%,+27%,+15%,-20%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,14 g,en quantité modérée,3.8 g,en quantité modérée,1.1 g,en faible quantité,0.94 g,en quantité modérée,+13%,+34%,-34%,-28%,-28%,4,-22%,C,-22%,,,,,,,
625,Confit de manchons de canard,3450180056460,['France'],[],[],?,262,1096 kj(262 kcal),18,"6,3",0,0,25,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,4 Blinis - Odyssée - 200g,3250392887735,['France'],"['Farine de blé', 'eau', 'œufs* 12,5%', 'huile de tournesol', 'lait écrémé en poudre', 'levure', 'sel', 'levain de froment ', 'dont blé', ' déshydraté et dévitalisé', ' *OEufs issus de poules élevées en plein air']",['Non végétalien'],?,252,1054 kj(252 kcal),"10,7","1,3","29,9","3,7","7,8","1,1","0,44","['Plein air', 'Œufs de poules élevées en plein air', 'Sans additifs', 'Nutriscore', 'Nutriscore B']","['EMB 56119D', 'Locoal-Mendon (Morbihan, France)']",B,200 g,,"['Odyssée', 'Intermarché']","['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,,,3,,-3%,+1%,-10%,+23%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,10.7 g,en quantité modérée,1.3 g,en faible quantité,3.7 g,en faible quantité,1.1 g,en quantité modérée,-3%,-8%,-16%,-19%,-19%,2,-70%,B,-70%,,,"['Œufs', 'Gluten']",,,,
627,"Bloc Foie Gras Canard Sel Guerande 110 G, 1 Pièce",3443705041294,['France'],[],[],?,549,2297 kj(549 kcal),58,22,"1,9","1,8","4,9","0,81","0,324",,,,110 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Chou à la crème,2030000000210,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Brique bio affinée,3489188880050,['France'],[],[],?,315,1318 kj(315 kcal),26,18,2,1,20,"1,5","0,6",['Bio'],,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,-4%,-2%,+65%,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,26 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,-4%,+1%,+35%,+15%,+15%,14,+2%,D,+2%,,,,,,,
630,Ulker Alpella 3D Milk Wafer - 32 GR - 32g,8690504089261,['France'],[],[],?,534,2234 kj(534 kcal),32,"17,8","57,8","42,1",5,0,0,,,,32 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Coffee coach - Melitta - 2pcs,4006508221127,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,2pcs,,['Melitta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Semoule au lait saveur vanille - L.N.U.F - 200g,302390152812,['France'],[],[],?,117,490 kj(117 kcal),"2,9","1,8","19,4","13,9","3,1","0,1","0,04",,,B,200g,['pot plastique'],['L.N.U.F'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Semoules au lait']",,,,,,-4%,-27%,+10%,-8%,57.6%,19.3%,8.9%,7.9%,4.9%,1.3%,91,2.9 g,en faible quantité,1.8 g,en quantité modérée,13.9 g,en quantité élevée,0.1 g,en faible quantité,-4%,-29%,+8%,-9%,-9%,4,+2%,C,+2%,,,,,,,
633,Vin de thoron,3264380083139,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Entremet Déshydraté Pour Flan à La Pistache - Alsa,8712566288755,['France'],[],[],?,385,1611 kj(385 kcal),"0,5","0,1",95,79,"0,5","0,12","0,048",,,,,,"['Alsa', 'Unilever Food Solutions']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Pinot noir Pays d'oc,26036038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Blévita mit Dinkel - 280g,7613312211724,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,280 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Purée de pomme - Casino,3222477359116,['France'],[],[],?,47,197 kj(47 kcal),0,0,11,11,0,0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,B,,,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,,['Casino'],,,-28%,-100%,-23%,-100%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité modérée,0 g,en faible quantité,-28%,-100%,-15%,-100%,-100%,-3,,A,,,,,,,,
638,Pasta,8008703010403,['France'],[],[],?,333,1393 kj(333 kcal),"1,7","0,4","51,6","1,2","24,8",,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,3760197947706,3760197947706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,La Framboisière - Idyl - 125g,3700344603970,['France'],['La Framboisière'],[],?,?,,?,,?,,?,,,,,,125 g,['R-PET'],['Idyl'],,,,['Intermarche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maroc'],,,
641,Couscous royal,3266110602290,['France'],[],[],?,177,741 kj(177 kcal),10,4,12,2,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Langnese Pure Bee Honey,4023300850300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Tout bon tout veggie Couscous semoule Falafels courgettes carottes céleri - Picard - 370g,44222277,['France'],[],[],426,101,426 kj(101 kcal),"2,5","0,6",15,"1,8","3,5","0,6","0,24",['Sans additifs'],,,370 g,['Opercule en plastique'],['Picard'],,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Hähnchenschnitzel,4388844106932,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,['Kunststoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Madeleine nappées chocolat - Leaderprice - 250g,3263852678095,['France'],[],[],?,459,1920 kj(459 kcal),26,"8,8",51,29,"5,3","0,95","0,38",,,D,250 g,,['Leaderprice'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,,,,+3%,+11%,-2%,-7%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,26 g,en quantité élevée,8.8 g,en quantité élevée,29 g,en quantité élevée,0.95 g,en quantité modérée,+3%,+32%,+2%,+25%,+25%,23,+25%,E,+25%,,,,,,,
646,8 choco,7613404239490,['France'],[],['Sans huile de palme'],?,466,1950 kj(466 kcal),23,"6,2",57,38,"6,6","1,1","0,44","['Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Jus pomme-poire - 1.0g,3652145879651,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,"['Sans sucre ajouté', 'Sans conservateurs']",,,1.0 g,['Pot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Lentilles cuisine façon sud ouest - Cassegrain,03237885,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Cassegrain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Excellence - Chocolat Noir Framboise Intense - Lindt Excellence,3046920030045,['France'],[],[],?,520,2176 kj(520 kcal),29,18,55,53,"4,6","0,11","0,044",,,,,,"['Lindt Excellence', 'Lindt & Sprüngli']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"Gros Sel Cedo, Sachet -",3252378004075,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Petits pois maïs riz - Auchan - 2x 200g,3596710475032,['France'],[],[],?,63,264 kj(63 kcal),"1,4","0,2","8,4",2,"2,8",,,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,2 x 200 g,,['Auchan'],,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Miel de nectar cremeux - Denner,7610029183337,['France'],[],[],?,?,,?,,?,,?,,,,,,,,['Denner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Haché au boeuf - Sans marque - 200g,3265980154083,['France'],"['viande bovine origine France 75 %', 'eau', 'protéines de pois réhydratées 7 %', 'fibres de pousses de bambou', 'sel', 'fécule de pomme de terre', 'arôme', 'betterave rouge réhydratée', 'antioxydant : E301']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",861,207,861 kj(207 kcal),15,6,"0,8",0,16,"0,95","0,38","['Viande Française', 'Viande-bovine-francaise']","['EMB 38051', 'Bougé-Chambalud (Isère, France)', 'FR 38.051.001 CE', 'Bougé-Chambalud (Isère, France)']",,200 g,"['Barquette', 'Plastique']","['Sans marque', 'Elivia']","['Viandes', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Préparations de viande hachées fraîches']",['France'],,,4,+11%,-3%,+3%,-65%,+3%,,,,,,,,15 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,0.95 g,en quantité modérée,+1%,+5%,-100%,-15%,-15%,11,+11%,D,+11%,['E301 - Ascorbate de sodium'],,,['France'],,,
654,Green Pea pasta - Pedon,8008703010717,['France'],[],"['Végétalien', 'Végétarien']",?,339,1418 kj(339 kcal),"2,2","0,5","54,5","2,4","21,6","0,14","0,056","['Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en Italie']",,,,,['Pedon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Speisestärke Alnatura,4104420215542,"['France', 'Allemagne', 'Suisse']",[],[],?,?,,?,,?,,?,,,['Bio'],,,,['Karton'],['Alnatura'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Oeuf hema chocolat blanc matcha citron vert,8718537571802,['France'],[],[],?,563,2356 kj(563 kcal),"34,6",22,"57,6","55,8","5,1","0,3","0,12","['Agriculture durable', 'en:UTZ Certified']",,,,,['Hema'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Kitkat chunky white,7613037267716,['France'],[],[],?,518,2167 kj(518 kcal),"26,5","14,9","61,1","49,5","8,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
