,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,packaging,categories,ingredients_origins,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,allergens,nova_score,labels,producer_info,traceability_code,additives,link,generic_name,palm_ingredients,origin_detail,brand_owner
554,Actimel,3033491426155,"['Actimel', 'Danone']",['France'],[],[],?,76,318 kj(76 kcal),"1,5",1,12,"11,9","2,8","0,1","0,04",,,['Bouteille'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Schwäbische Knöpfle,4061458018807,,"['France', 'Espagne']",[],[],?,150,628 kj(150 kcal),"2,8","0,7",23,"0,4","7,4",1,"0,4",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,,2.8 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en faible quantité,1 g,en quantité modérée,,-55%,-55%,+8%,+0%,-63%,-86%,-36%,+372%,+372%,1,,B,,,,,,,,,,,,,,,,,,,,
556,Préparation pour Fondant au chocolat sans gluten - Casino - 500g,3222477030053,['Casino'],['France'],"['Sucre - huile de colza - eau - chocolat en poudre 15% ', 'sucre', 'pâte de cacao', "" - farine de riz - poudre d'œuf entier - amidon de pomme de terre - stabilisants : glycérol et gomme xanthane - cacao en poudre - poudres à lever : diphosphates et carbonates de sodium - conservateur : sorbate de potassium - sel"", ' traces de soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1830,438,1830 kj(438 kcal),26,"4,2",45,30,"5,1","0,46","0,184",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],['Œufs'],4,,,,"['E422 - Glycérol', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,Pâte à gâteau prête à cuire pour fondant au chocolat sans gluten,,,
557,Bierre miller,8593868004690,['Miller'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,
558,P'tit Robin Bio,3272320013641,,"['Belgique', 'France']",[],[],?,329,1377 kj(329 kcal),28,"17,8","0,8","0,5","18,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
559,Cointreau Liqueur 40º - CLS Remy Cointreau - 1l,3035542001908,['CLS Remy Cointreau'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Lot De 20 Pukka Infusion Menthe Poivrée & Réglisse Bio,5060229011107,['Pukka'],['France'],[],[],?,?,,?,,?,,?,,,,,['card-box'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
561,Haribo,4001686703984,['Haribo'],['France'],[],[],?,371,1552 kj(371 kcal),"0,5","0,1",92,58,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Snack Fun Dips Mild Salsa - 300g,4099200015644,['Snack Fun'],"['France', 'Italie']",[],[],?,58,243 kj(58 kcal),"0,5","0,1",11,"8,8","1,4","1,2","0,48",300 g,,['Bocal'],"['Epicerie', 'Sauces']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,8.8 g,en quantité modérée,1.2 g,en quantité modérée,,-76%,-75%,-97%,-95%,+11%,+36%,-48%,-50%,-50%,6,-48%,C,-48%,,,,,,,,,,,,,,,,,,,
563,framboise et pivoine - le petit marseillais - 300mle,3574660702675,['le petit marseillais'],['France'],['aquas ammonium lauryl sulfate'],[],?,?,,?,,?,,?,,,300mle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,"Wolfberger Riesling Yellow Selection, Alsace, Frankrig, 2015",3221249350344,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Kefir-Drink - Biomilk,7640102944401,['Biomilk'],['France'],[],[],?,69,289 kj(69 kcal),"3,8","2,5","4,7","4,7","3,6","0,04","0,016",,,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']",,,3.8 g,en quantité modérée,2.5 g,en quantité modérée,4.7 g,en quantité modérée,0.04 g,en faible quantité,,+25%,+22%,+67%,+79%,-9%,+4%,+12%,-63%,-63%,16,+40%,E,+40%,,,,,,,,,,,"['Bio', 'Bio-dynamie', 'Demeter']",,,,,,,,
566,Cerveza Cobra Botella,5010038441312,['Cobra'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,
567,"Côte Rotie AOP, rouge",3536650101004,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Kiwi jaune,3366217548634,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kiwis', 'Kiwis jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,,,,,,,
569,Echinacea miel citron - Ricola,7610700923214,['Ricola'],['France'],[],[],?,385,1611 kj(385 kcal),0,0,95,72,0,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
570,sel marin plantes et légumes frais - A.Vogel - 250g,96243558,['A.Vogel'],['France'],"[""le secret d'un goût unique et naturel Herbamare c'est le mélar e du sel marin de Camargue sans anti-a omérant et des 13 plantes et légumes frai aromatiques BIO"", ' Des la récolte', 'les plantes et légumes frais sont mélangés au sel marin', ' Pendant la macération', 'le sel est impregne de d saveur des léqumes', ' Le mélange est ensuite seche a faible température', 'sous vide pour Conserver tous les principes actifs', ""les arômes et sels minéraux des ingrédients d'Herbamare A0 Un goût frais et unique"", 'un plaisir sain et naturel Ideal pour assaisonner et relever tous vos plats table ou en cuisine', "" C'est une aide culinaire facile"", ""naturelle et unique qui donne une pointe d'originalité et des saveurs incomparables à vOs recettes"", ' Notre savoir-faire unique de plus de 60 ans fait la différence Bioforce France - Service consommateurs - BP 61525 68015 Colmar Cedex Tél', "" 03 89 21 42 00 Retrouvez I'univers Herbamare et nos recettes Sur www"", 'mon-herbamare', ' Pioneer in Natural Health Since 1923']",[],?,?,,?,,?,,?,,,250g,B,,"['Epicerie', 'Condiments', 'Sels']",,,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,
571,cidre bouché de Normande Doux - cora - 75cl,3257980251244,['Cora'],['France'],[],[],?,?,,?,,?,,?,,,75 cl,D,['Cidre'],"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bouchés', 'Cidres doux']",,,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,['IGP'],,,,,,,,
572,Sopa de cebola,8712566313242,,['France'],[],[],?,38,159 kj(38 kcal),"0,7","0,5","6,3","2,8",1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Organic Peanut Butter,5600445609285,,['France'],[],[],?,590,2469 kj(590 kcal),"48,9","6,2","7,6","4,7","25,6","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Beurre de cachuete - Kraft,0068100901399,['Kraft'],['France'],[],[],?,90,377 kj(90 kcal),8,"1,5",4,"1,5",3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,3600542081238,3600542081238,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Sardines Tomate mouettes  d arvor - Les Mouettes d'Arvor,3365622012068,"[""Les Mouettes d'Arvor""]",['France'],[],[],?,190,795 kj(190 kcal),13,"2,8","3,2","2,8",17,1,"0,4",,D,['Conserve'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", 'Sardines à la tomate']",,,13 g,en quantité modérée,2.8 g,en quantité modérée,2.8 g,en faible quantité,1 g,en quantité modérée,,+3%,+3%,+8%,-8%,+94%,+198%,-2%,+6%,+6%,3,-13%,C,-13%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,,,,,,,,
577,Nestlé,05759718,['Nestlé'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Duo de raclette Nature Fumée - Cora,3257986175261,['Cora'],['France'],[],[],?,340,1423 kj(340 kcal),28,19,"0,5","0,5",22,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Tropicana Golden Grapefruit Juice - 950ML,5022313730127,['Tropicana'],['France'],[],[],?,38,159 kj(38 kcal),0,0,"7,7","7,7","0,6",0,0,950 ML,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans sucre ajouté']",,,0 g,en faible quantité,0 g,en faible quantité,7.7 g,en quantité élevée,0 g,en faible quantité,,-14%,-19%,-100%,-100%,-11%,+14%,+20%,-100%,-100%,2,-64%,C,-64%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
580,La faisselle fermiere - La ferme de l'Isle - 500g,3760222460019,"[""La ferme de l'Isle""]",['France'],[],[],?,103,431 kj(103 kcal),"6,5","3,6","4,6","4,6","6,6","0,1","0,04",500 g,D,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",,,6.5 g,en quantité modérée,3.6 g,en quantité modérée,4.6 g,en faible quantité,0.1 g,en faible quantité,,+20%,+20%,+22%,+7%,+5%,+35%,+49%,-10%,-10%,1,-32%,B,-32%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,,,,,,,,,
581,Claude Vétillard Lentilles cuisinées à l'Auvergnate,3021690005219,,['France'],[],[],?,111,464 kj(111 kcal),"3,6","1,4",11,"1,2","6,6","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Eau pétillante,3700004293633,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Yag Go ! - 80g,3451790012488,"['yag Go!', 'Elle & Vire', 'Savencia']",['France'],[],[],?,110,460 kj(110 kcal),"3,3",2,"16,7","13,9","3,3","0,1","0,04",80 g,,,"['Boissons', 'Produits laitiers', 'Boissons lactées']",,,3.3 g,en quantité modérée,2 g,en quantité modérée,13.9 g,en quantité élevée,0.1 g,en faible quantité,,+59%,+57%,+105%,+104%,+61%,+43%,+14%,-10%,-10%,21,+44%,E,+44%,,,,,,,,,,,['Sans conservateurs'],,"['FR 80.001.008 CE', 'Abbeville (Somme, France)']",,,,,,
584,Arôme pistache - La Patelière - 60ml,3278584146248,['La Patelière'],['France'],"['Sucre', 'eau', 'arôme naturel', ""correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,60ml,,,"['Additifs alimentaires', 'Arômes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,['E330 - Acide citrique'],,,,,
585,Pommes en quartiers - Picard,3270160680436,['Picard'],['France'],[],[],?,36,151 kj(36 kcal),"0,5","0,1","8,1","8,1","0,5","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,
586,Biscoff,7312220096019,,['France'],[],[],?,484,2025 kj(484 kcal),19,8,"72,6","38,1","4,9","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Spar Vital Red Fruit Multigrain Flakes - 425g,9100000800974,['Vital'],"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,425 g,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,,,,,,,,,,,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,,
588,Miel - Savimiel,3429960075038,['Savimiel'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
589,Emile noel,19818818,['Emile noel'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Kuky,7802230081162,,['France'],[],[],?,495,2071 kj(495 kcal),"22,5","12,7","66,2","7,4","6,8","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"Möhrensaft Bio Natur Pur, Möhre - Carrefour Bio",4005047031112,['Carrefour Bio'],['France'],[],[],?,28,117 kj(28 kcal),0,0,6,5,"0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,['Bio'],,,,,,,,
592,"Etui Porto Ferreira Dona Antonia 75Cl, - 75cL",5601007001110,,['France'],[],[],?,?,,?,,?,,?,,,75 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Guimauves de paques - Hema,8717763010833,['Hema'],['France'],[],[],?,323,1351 kj(323 kcal),0,0,79,"63,8","3,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Riesling,26011462,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Tarte fine tomates billes de mozzarella,3700009268612,,['France'],[],[],?,246,1029 kj(246 kcal),17,"8,6",17,"1,7","5,5","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Kitkat Mini Maccha,4902201172981,['KitKat'],['France'],[],[],?,575,2406 kj(575 kcal),"36,2",0,"58,4",35,"3,9","0,42","0,168",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées']",,,36.2 g,en quantité élevée,0 g,en faible quantité,35 g,en quantité élevée,0.42 g,en quantité modérée,,+15%,+14%,+33%,-100%,+5%,-22%,-43%,+30%,+30%,15,-39%,D,-39%,,,,,,,,,,,['Nestle-cocoa-plan'],,,,,,,,
597,Miel d’acacia - Jurabeille - 500g,3354020003303,['Jurabeille'],['France'],['Miel d’acacia'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,500 g,B,['Pot en plastique'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels du Jura', ""Miels d'acacia"", ""Miels d'acacia du Jura""]",['France'],['Saffloz'],,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,2,,,,,,,,,
