,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,ingredients_origins,manufacturing,link,allergens,nova_score,generic_name,origin_detail,brand_owner,palm_ingredients,producer_info
682,Kuoflook/Ail - Sol Mar - 180g,20252342,"['France', 'Allemagne']","[""préparation de gousses d'ail au vinaigre "", '62%', ' ', 'ail', ""vinaigre d'alcool"", 'sel', 'huile de colza', 'épices ', 'moutarde', 'piment ', '0,7%', ""extrait d'arôme""]",[],?,347,1452 kj(347 kcal),"0,5","0,1",83,72,"0,8","0,29","0,116",['Sol Mar'],,,180 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plantes condimentaires', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Ail et dérivés', 'en:Pickled garlic']",0.5 g,en faible quantité,0.1 g,en faible quantité,72 g,en quantité élevée,0.29 g,en faible quantité,,+251%,+221%,-84%,-76%,+548%,+2712%,-79%,-72%,-72%,10,,C,,,,,,,,,['Glas/Gläser'],,,,,,,['Moutarde'],4,,,,,
683,Filet d anvers - Saint Alby - 80g,20279998,"['Belgique', 'France']","['96% viande de bœuf', '3% sel', 'sirop de glucose', 'sucre', 'dextrose', 'acidifiant: citrates de sodium', ' extrait de levure', 'conservateurs', ""' nitrate de potassium"", 'nitrite de sodiums', 'arôme ', 'céleri', 'épices ', 'céleri', "" 100g de filet d'Anvers sont élaborés à partir de 103g de viande de bœuf"", ' Peut contenir des traces de céréales contentant du gluten', ""d'œuf"", 'de soja', 'de lait', 'de fruits à coque et de moutarde', ' Suggestion de présentation: délicieux comme garniture', 'dans les salades ou comme carpaccio', "" Servir avec un peu d'huile"", 'du pesto', 'de la roquette et des pignons de pin grillés']","['Non végétalien', 'Non végétarien']",?,104,435 kj(104 kcal),"0,9","0,4","0,9","0,9","22,9","3,5","1,4",['Saint Alby'],['Fabriqué en Belgique'],,80 g,"['Viandes', 'Bœuf']",0.9 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en faible quantité,3.5 g,en quantité élevée,,-42%,-42%,-91%,-90%,-15%,+106%,+14%,+215%,+215%,11,+110%,D,+110%,,,,,,,,,,,"['E331 - Citrates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,['Céleri'],4,,,,,
684,Kerst: Dessertsaus Mango Fles 250 ml (delicieux),20293284,['France'],[],[],?,224,937 kj(224 kcal),"1,101","0,1","58,8","54,5","0,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Poulet rôti - Maître Coq,2030500418218,['France'],"['CARACTERISTIQUES DU POULET CERTIFIE : Alimentation 100% végétale', 'comp!émentée en vitamines et minéraux', 'dont de céréales 70%', ""Durée d'élevage : 56 jours minimum"", ""Suivi et identifié de l'élevage jusqu'au consommateur,""]",[],?,196,820 kj(196 kcal),"9,6","2,5",0,0,25,"0,19","0,076",['Maître Coq'],,D,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",9.6 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,,+19%,+18%,+19%,+12%,-100%,-100%,+12%,-84%,-84%,-1,-122%,A,-122%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
686,Meringue - Auchan - 125,2030500443838,['France'],[],[],?,396,1657 kj(396 kcal),"0,5","0,01","94,2","94,2","4,08","0,16","0,064",['Auchan'],,C,125,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0.5 g,en faible quantité,0.01 g,en faible quantité,94.2 g,en quantité élevée,0.16 g,en faible quantité,,+5%,+5%,-51%,-97%,+8%,+13%,+1%,-1%,-1%,14,-3%,D,-3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,['Auchan'],,,,,,,,,,,
687,Baguette fibre - Auchan,2030508020550,['France'],"['farine de BLE', ' GLUTEN', 'farine de malt de BLE', 'fractions de BLE', ' levain de SEIGLE desactive et deshydrate', 'agent de traitement dela farine E300', 'levure desactivee', 'eau', 'sel', 'levure']",[],?,241,1008 kj(241 kcal),"1,3","0,2",48,"0,7","7,5","1,2","0,48",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,['Gluten'],4,,,,,
688,Chicken wings mild -,20341183,"['France', 'Allemagne']",[],[],?,183,766 kj(183 kcal),12,5,"1,5","0,2",17,"1,25","0,5",,,,,"['Viandes', 'Surgelés', 'Viandes surgelées']",12 g,en quantité modérée,5 g,en quantité modérée,0.2 g,en faible quantité,1.25 g,en quantité modérée,,-8%,-9%,-12%,-12%,-5%,-56%,-2%,+117%,+117%,11,+81%,D,+81%,,,,,,,,,,,,,,,,,,,,,
689,Kiwi Sungold - Zespri - 7,20343590,"['France', 'Espagne']",[],[],?,79,331 kj(79 kcal),"0,3","0,1","15,8","12,3",1,0,0,['Zespri'],,B,7,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",0.3 g,en faible quantité,0.1 g,en faible quantité,12.3 g,en quantité modérée,0 g,en faible quantité,,+7%,+4%,-35%,+41%,+9%,+21%,-9%,-100%,-100%,-4,,A,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,['FSC-C139714'],,,,,,,,Kiwi amarillo,,,,
690,Proviact fraise - Milbona - 4 * 125g (500g),20349066,['France'],[],[],?,87,364 kj(87 kcal),"2,5","1,6","12,5","12,1","2,9","0,1","0,04",['Milbona'],,,4 * 125 g (500 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus']",2.5 g,en faible quantité,1.6 g,en quantité modérée,12.1 g,en quantité modérée,0.1 g,en faible quantité,,+6%,+5%,-13%,-13%,+20%,+20%,-22%,-19%,-19%,2,+31%,B,+31%,,,,,,,,"['Pots', 'Plastique']",,['Lidl'],,,,,,,,,,,
691,Chewing Gum Smile sans sucres goût tropical -,20389314,['France'],"['édulcorants: sorbitols', 'xylitol', 'acésutfame-k', 'sucralose', ' gomme base', 'humectant: glycérol', ' acidifiants: acide citrique', 'acide malt', 'cue', ' arômes', 'émulsifiant: lécithines', "" exh lusteur de goût'"", ' acétate de zinc', ' antioxydant: butylhydroxy-to!uère ', 'BHT', 'Content une source de phénylalanine']",[],?,147,615 kj(147 kcal),0,0,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['LIDL'],"['E420 - Sorbitol', 'E967 - Xylitol', 'E955 - Sucralose', 'E422 - Glycérol', 'E330 - Acide citrique', 'E322 - Lécithines', 'E650 - Acétate de zinc', 'E321 - Butylhydroxytoluène']",,,,,4,,,,,
692,Plateau grill volaille,20409630,['France'],[],[],?,175,732 kj(175 kcal),13,4,"1,2","1,1","16,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Gateau chocolat - Lidl - 400g,20427467,"['France', 'Suisse']",[],[],1920,?,1920 kj(459 kcal),"26,5","9,8","49,2","36,4","4,7","1,15","0,46",['Lidl'],"['Agriculture durable', 'Fabriqué en Allemagne', 'en:UTZ Certified']",,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Sauce tomate pour pates - Baresa,20429669,['France'],"['Tomato sauce with onions al nerbs Ingredients 76% Tomatoes', '11% Concentrated Tomato Purée', '6% Onions', 'Sugar', 'Modified Maize Starch', 'Salt', 'Concentrated Lemon Juice', 'Herbs', 'Garlic Purée', 'Rapeseed Oil', 'Onion Powder', 'Ground Black Pepper']",[],?,39,163 kj(39 kcal),"0,4","0,1","7,6","5,5","0,9","0,67","0,268",['Baresa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Sale marino iodato - 1kg,20430177,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,100,40,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Chocolate Trufftes - J.D. Gross - 200g,20430467,"['France', 'Espagne']","['BG Шоколадови трюфели с 22,5% тъмен шоколад', 'декорирани с 17,5% парченца млечен шоколад', 'Съставки: захар', 'растителни мазнини ', 'от палмова ядка', 'кокос', 'палма', 'ший', 'какаова маса', 'нискомаслено какао на прах', 'суроватка', 'какаово масло', 'сухо пълномаслено мляко', 'дехидратирани млечни мазнини', 'емулгатор: лецитин ', 'соев', 'естествен ароматизант от ванилия', 'Съдьржа минимум 52% какаова маса', 'Може да съдържа']",['Non végétalien'],?,597,2498 kj(597 kcal),44,33,45,44,"3,8","0,16","0,064",['J.D. Gross'],"['Agriculture durable', 'Fabriqué en Belgique', 'en:UTZ Certified']",,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E322i - Lécithine'],,,,['Lait'],4,,,,,
697,"Cappelletti, Ricotta Basilikum - Deluxe",20438326,['France'],"['semoule de blé dur', 'eau', '11 % Ricotta ', 'fromage de lactosérum ', 'lactosérum doux ', 'lait', 'crème fraîche ', 'CH: crème fouettée', ' ', 'lait', 'lait', 'sel de cuisine', 'acidifiant: acide citrique', '5,5% fromage blanc maigre ', 'lait', 'fromage ', 'lait', 'farine de blé', 'huile de tournesol', '2,5 % œuf entier*', '1 % basilic', 'ciboulette', 'sel de cuisfèà ice,é ', 'se{ de cuisine', 'iodate de potassium', 'sucre', 'épices', '*issu de élevées au sol', 'Peut contenir des traces de moutarde', 'de soja', 'de st de graines de sésame,']",['Non végétalien'],?,224,937 kj(224 kcal),"8,3","3,7","26,4","0,6","9,2","1,1","0,44",['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],['E330 - Acide citrique'],,,,"['Gluten', 'Lait']",4,,,,,
698,Confiture d'Abricot - Les Fermes De Gally,2051540000478,['France'],[],[],?,243,1017 kj(243 kcal),"0,1",0,"59,7","58,9","0,5","3,2","1,28",['Les Fermes De Gally'],,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0 g,en faible quantité,58.9 g,en quantité élevée,3.2 g,en quantité élevée,,+11%,+11%,-56%,-100%,+12%,+17%,-0%,+14445%,+14445%,22,+145%,E,+145%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,
699,Panna da montare - Latteria,20531065,['France'],"['Panna da montare 11HTa lunga conservazione Inc,redienti: panna', 'esteri lattici di moro e e tl,cenCi decli acidi crassi', ' carragen:na', ' SENZA OriCine del 200 ml e']",['Non végétalien'],?,301,1259 kj(301 kcal),31,21,"3,3","3,3","2,3","0,1","0,04",['Latteria'],['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Julienne de bacon fumé - Saint Alby - 200g,20563080,"['Belgique', 'France']","['viande de porc', 'sel', 'sirop de glucose', 'épices', 'arôme', 'antioxydant: ascorbate de sodium', ' conservateurs: nitrite de sodium', 'nitrate de potassium', ' arôme de fumée', 'fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,113,473 kj(113 kcal),3,"1,2","0,4","0,04","20,6","0,25","0,1",['Saint Alby'],,,200 g,"['Viandes', 'Porc', 'Bacon', 'Allumettes de bacon']",3 g,en quantité modérée,1.2 g,en faible quantité,0.04 g,en faible quantité,0.25 g,en faible quantité,,-21%,-22%,-50%,-48%,-29%,-92%,+4%,-88%,-88%,-2,-119%,A,-119%,,,,,,,,"['Plastic', 'Fresh']",['BE B255 EC'],['Lidl'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,,,,4,Julienne de bacon fumé,,,,
701,Poulet au Curry et lait de Coco - Toque du Chef - 300g,20593254,['France'],[],[],?,145,607 kj(145 kcal),"5,4","3,28",17,2,"6,6","0,84","0,336",['Toque du Chef'],,D,300g,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à base de riz', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet', 'Poulets au curry']",5.4 g,en quantité modérée,3.28 g,en quantité modérée,2 g,en faible quantité,0.84 g,en quantité modérée,,+7%,+11%,+18%,+81%,+23%,+11%,-8%,+9%,+9%,3,+119%,C,+119%,80.4%,13.1%,1.9%,2.8%,1.1%,0.8%,36,,,['Lidl'],,,,,,,,,,,
702,Escalopes de poulet panées - lidl - 500g,20613426,['France'],"[""Peut contenir des traces d'auttes Œ'téales contenant du gluten"", ' Alimente avec des inqtédents 1000• vitamines Ciasse A A à Conditionne sous atmosphèlË Pl ice API ès ouveitute', 'à consommer lilpldemet', ""t jusqu'au"", ' voir en desss:', 's Malgi€ soin appotté a la decoupe de la Viande', 'la dans les filets de poulet ne peut exclue', ' Vateuts nuta Itionrtel\\es moyennes/']",[],?,162,678 kj(162 kcal),"2,1","0,8",15,"2,9",20,"0,85","0,34",['Lidl'],,D,500 g,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",2.1 g,en faible quantité,0.8 g,en faible quantité,2.9 g,en faible quantité,0.85 g,en quantité modérée,,+23%,+23%,-22%,+10%,+329%,+437%,-8%,+94%,+94%,-1,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Lidl'],,,,,,,,,,,
703,Fagottini di cioccolato - Nastrecce - 50g,20622749,"['France', 'Italie']","['FAGOTTINI AL CIOCCOLATO Prodotto dolciario da forno a lievitazione naturale con 25% farcitura al cioccolato', ' farina di frumento', '25% farcitura al sciroppo di glucosio ,acqua', 'destrosio', 'olio di girasole', 'cxolato 6,5% corrispondente a I ,6% sul prodotto finito', ' ', 'cacao magro in plvere', 'burro di cacao', 'zucchero', ' ', 'zuccherol latte scremato in pivere', 'aromi', 'gelificanfe: conservante: sorœto ai potassio', ' sale]', 'burro lievito naturale ', 'farina di fn', 'mento', 'acqua', 'azchero', 'uova*', 'olio di girasole', 'emulsionanti: monoe digliceridi dgli acidi grassi', ' latte scremato in potvere ', 'sale ', 'aromi', ' Pub contenere tracce di soia', ' *da allevamento a terra']","['Sans huile de palme', 'Non végétalien']",?,419,1753 kj(419 kcal),21,"9,1",50,22,"6,6","0,57","0,228",['Nastrecce'],['en:palm-oil-free'],,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",4,,,,,
704,Fromage frais - Milbona,20669928,['France'],[],[],?,139,582 kj(139 kcal),"3,5","2,4",21,20,6,"0,1","0,04",['Milbona'],['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Gel douche,20677442,['France'],[],[],?,79,331 kj(79 kcal),"0,9","0,5",14,13,"3,2","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE BY-77723 EG'],,,,,,,,,,,,
706,Bûche Exotique - Deluxe,20682293,['France'],[],[],?,203,849 kj(203 kcal),"11,7","8,3","21,6","18,3","3,5","0,9","0,36",['Deluxe'],,D,,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",11.7 g,en quantité modérée,8.3 g,en quantité élevée,18.3 g,en quantité élevée,0.9 g,en quantité modérée,,+2%,+2%,+44%,+53%,-24%,-26%,+51%,+626%,+626%,17,+50%,D,+50%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,,['Lidl'],,,,,,,,,,,
707,Croccantino di mais al gusto formaggio - Snack day,20685324,['France'],['Snack a base di mais al gusto di formaggio'],['Sans huile de palme'],?,497,2079 kj(497 kcal),25,"2,2",60,"4,5",7,"2,45","0,98",['Snack day'],['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Ice tea peach - Freeway,20695118,['France'],"[""au,'rccht KûhSchrank ren und 'bon 3 Tagen ren"", ' Unieôffnet m:ndestens ha!tbar bis sehe Deckel', 'O Infusion de thé noir I avec cynorrhodon', 'fleurs de carcadé et jus de tt citron', ' Produit pastctrisé Ingrid', 'ents: Infuson de thé noir avec cy', ' norrhodon et fleurs carcadé de I lus de citron à base de concentré', ' tf&fiant: acide citrique', ' arôme', ' Après a conserver en position debout au réfrigérateur et â consommer sous 3 jours', ' Non ouvert,']",[],?,30,126 kj(30 kcal),1,1,"7,4","7,4",0,"0,03","0,012",['Freeway'],"['Agriculture durable', 'Fabriqué en Suisse', 'en:UTZ Certified']",,,['Boissons'],1 g,en faible quantité,1 g,en quantité modérée,7.4 g,en quantité élevée,0.03 g,en faible quantité,,-46%,-48%,+188%,+747%,-35%,-22%,-100%,-28%,-28%,10,+31%,E,+31%,,,,,,,,,,['Lidl'],['E330 - Acide citrique'],,,,,4,,,,,
709,Formaggio fresco free from lattosio - Milbona - 175g,20710767,"['France', 'Suède']","['panna', 'saie', 'caglio microbico', 'fermenti Energia 0,01g peE100g-diprodottoüll Grassi prodotto contiene glucosio e galattosio in conseguenza della di cui acidi grass scissione del lattosio', ' Una volta aperto conservare in frigo e Carboidrati consumare entro 3 giorni', ' Conservare in frigo a max', ' +40C', ' Da di cui zuccheri consumarsi preferibilmente entro il ', 'in confezione integra', ':']",[],789,190,789 kj(190 kcal),16,"10,2","3,3","3,3","7,8","0,8","0,32","['Milbona', 'AF Deutschland']",['Sans lactose'],D,175 g,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages à la crème']",16 g,en quantité modérée,10.2 g,en quantité élevée,3.3 g,en faible quantité,0.8 g,en quantité modérée,-26%,-18%,-20%,-23%,-28%,-2%,+11%,-7%,-32%,-32%,11,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['05 PP', '90 C/LDPE', '01 PET']",['DK M 198 EC'],['Lidl'],,,['Denmark'],,['Lait'],,"Laktosefri friskost, naturel",,,,
710,Original nectar pêssego - Solevita,20797263,"['France', 'Espagne']",[],[],?,43,180 kj(43 kcal),0,0,"9,8","9,8","0,5",0,0,['Solevita'],,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",0 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0 g,en faible quantité,,-7%,-6%,-100%,-100%,-7%,+1%,+30%,-100%,-100%,13,+136%,E,+136%,,,,,,,,,,,,,,,,,,,,,
711,Culinea Safari nuggets - 400g,20813727,"['France', 'Allemagne']","['65% filet de poulet ', 'origine: UE et non UE', '20% chapelure ', 'farine de blé', 'amidon modifié ', 'blé', 'gluten de blé', 'levure', 'épiceS', 'huile de colza', 'eau', 'sel', 'sirop de glucose déshydraté', ""correcteur d'acidité: citrates de sodium"", ' assaisonnement liquide ', 'sel', 'protéines de maïs hydrolysées', 'sirop de glucose déshydraté', 'épices', ""extraits d'épices"", ""extraits d'épices"", 'arôme naturel de citron', ' Élaboré en Allemagne']","['Non végétalien', 'Non végétarien']",891,213,891 kj(213 kcal),11,"1,4",13,"0,8",15,"1,2","0,48",['Culinea'],,D,400g,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",11 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,1.2 g,en quantité modérée,-3%,-5%,-5%,-2%,-30%,-23%,-39%,+17%,+3%,+3%,3,-18%,C,-18%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,"['Pappe', 'Kunststoff']",,['Lidl'],,,,,['Gluten'],4,,,,,
712,Mélange de fête de champignons - Deluxe,20841270,['France'],"['Bolet ', 'Boletus/Suillu granulatus ou luteus', 'Pleurote ', 'Pleurotus Ostreatus', 'Volvaire ', 'Volvariella Volvacea', 'Lactaire ', 'Lactarius Deliciosus', 'Mousseron ', 'Marasmius Oreades', 'eau', 'sel', 'acidifiant : acide citrique ', ' antioxydant: acide ascorbique']",[],?,13,54 kj(13 kcal),"0,5","0,2","0,5","0,5",1,"0,76","0,304",['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,,,
713,Bûche exotique - Deluxe,20841386,['France'],"['BÛCHE EXOTIQUE @zambcuje', 'cyJZŒnguc', 'de Coco']",[],?,157,657 kj(157 kcal),"3,2","2,4",30,27,"1,2",0,0,['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,,,,,,,,
714,Süß Popcorn - Snack Delay - 120g,20983659,['France'],"['Glukose-Fruktose-Sirup', 'Mais', 'Zucker,Sonnenblumenöl', 'Emulgator:Lecitine ', 'Sonnenblume']",[],?,417,1745 kj(417 kcal),"5,9","0,7",84,44,"4,4","0,01","0,004",['Snack Delay'],,B,120g,"['Snacks', 'Snacks sucrés', 'Popcorn']",5.9 g,en quantité modérée,0.7 g,en faible quantité,44 g,en quantité élevée,0.01 g,en faible quantité,,-5%,-5%,-63%,-85%,+33%,+126%,-34%,-99%,-99%,14,+1%,D,+1%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,,,,,,,,,,,,
715,Créatine monohydrate creapure - Nutrimuscle - 1kg,2100020090109,['France'],['Créatine monohydrate Creapure'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['Nutrimuscle'],,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Jambon,2102498006309,['France'],[],[],?,119,498 kj(119 kcal),3,1,2,1,21,2,"0,8",,,,,"['Viandes', 'Charcuteries', 'Jambons']",3 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,2 g,en quantité élevée,,-30%,-29%,-61%,-66%,+203%,+88%,-11%,-31%,-31%,4,-62%,C,-62%,,,,,,,,,,,,,,,,,,,,,
717,Le gruyere - COOP,2111227005506,['France'],[],[],?,392,1640 kj(392 kcal),32,0,0,0,27,"1,5","0,6",['COOP'],"['Fabriqué en Suisse', 'Sans lactose']",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",32 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,,-2%,-2%,-2%,-100%,-100%,-100%,+0%,+3%,+3%,5,-65%,C,-65%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
718,Speckwürfeli - 400g,2134906005000,['France'],[],[],?,?,,?,,?,,?,,,,,,400 g,['de:Speckwürfeli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Fromage d'italie delicatesse tranchés fines,2183813003203,['France'],[],[],?,246,1029 kj(246 kcal),22,8,1,1,12,2,"0,8",,['Fabriqué en Suisse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Tomme des pyrénées igp - Monoprix,2200247019812,['France'],[],[],?,346,1448 kj(346 kcal),28,20,"1,5","0,5",22,"1,8","0,72",['Monoprix'],,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-0%,-0%,-1%,+1%,+17%,+54%,+2%,+1%,+1%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",['Monoprix'],,,,,,,,,,,
721,Jambon traditionnel fumé au bois de hêtre - Saint Alby - 250g,2205872003236,['France'],[],[],525,125,525 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",['Saint Alby'],,,250g,"['Viandes', 'Charcuteries']",4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,-46%,-52%,-51%,-77%,-79%,-32%,-37%,+7%,-20%,-20%,5,-69%,C,-69%,,,,,,,,"['Plastique', 'Barquette', 'Film en plastique']","['RP03001', 'DE RP-03001 EG']",['Lidl'],,,['Allemagne'],,,,,,,,
