,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,additives,generic_name,link,palm_ingredients,origin_detail
108,Pilons de Poulet,3531940410002,['France'],[],[],?,155,"9,05",0,"18,4",649 kj(155 kcal),"2,49",0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Mangue,2868532017655,['France'],[],[],?,67.380996704102,"0,5","15,3","0,7",282 kj(67 kcal),"0,01","12,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Ribs de porc barbecue,2245063042972,['France'],[],[],?,249,17,"5,9",18,1042 kj(249 kcal),"6,6","4,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Carottes,3664288000229,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Persillade maître d’hôtel,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Soupe Harira Marocaine,3683080568188,['France'],[],[],?,330,"3,5","58,4",12,1381 kj(330 kcal),"0,45",18,"6,75","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Cornichons au vinaigre,3275550700138,['France'],[],[],?,14,"0,1","2,2","0,6",59 kj(14 kcal),"0,1",1,"1,7","0,68",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,0.1 g,en faible quantité,1.7 g,en quantité élevée,,-48%,-66%,-36%,-41%,-1%,-1%,,,,,,,,0.1 g,en faible quantité,1 g,en faible quantité,-45%,+46%,-62%,2,-8%,B,-8%,,,,,,
115,Matcha ginger latte,7888290919508,['France'],[],[],?,440,13,80,2,1841 kj(440 kcal),13,62,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Confiserie grand frais,2600280032081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,8 crepes fourrage au chocolat,3222477533325,['France'],[],[],?,437,20,57,"6,3",1828 kj(437 kcal),"1,5",36,"1,1","0,44",,"['Agriculture durable', 'Nutriscore', 'Nutriscore E', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Thé slim instantané,3700803900602,['France'],[],[],?,264,0,"0,67",0,1105 kj(264 kcal),0,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Truffes Fantaisie crêpe dentelle,3701175701507,['France'],[],[],?,591,44,43,"4,2",2473 kj(591 kcal),37,39,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Haricots verts extra croquants cuits à la vapeur,3083681131925,['France'],[],[],?,32,"0,3","3,3","1,7",134 kj(32 kcal),"0,1",1,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Jardiniere de legumes poulet,3041091677754,['France'],[],[],?,56,"1,6","0,422","2,8",234 kj(56 kcal),"0,3","0,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Truffes fantaisie caramel au beurre salé,3701175701491,['France'],[],[],?,590,44,43,"3,9",2469 kj(590 kcal),37,41,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,3266052239134,3266052239134,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Maca,8425402605622,['France'],[],[],?,289,2,8,64,1209 kj(289 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Bonbon Super-Crème - Super Creamy,4897043381205,['France'],[],[],?,430,9,86,1,1799 kj(430 kcal),"7,1",65,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,La bonne vache,3032220061834,['France'],[],[],?,240,"19,5","8,5","7,5",1004 kj(240 kcal),14,"8,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Farine de lentille,8425402607206,['France'],[],[],?,360,"1,3",58,25,1506 kj(360 kcal),"0,1",0,"0,512","0,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Dattes,3770010503033,['France'],[],[],?,295,"0,5",66,"2,3",1234 kj(295 kcal),"0,5",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Kuruyemis keifi,8680569001360,['France'],[],[],?,632,"55,4","5,5","23,8",2644 kj(632 kcal),"10,1","2,8","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Tictac,7000556022696,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Olive vertes en saumure,2609816010234,['France'],[],[],?,167,"17,4","0,7","0,6",699 kj(167 kcal),"3,4",0,"2,73","1,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Miel,3770018793023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Cozze al naturale,8017384050097,['France'],[],[],?,162,4,7,24,678 kj(162 kcal),1,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Zakuska Pickled Cherry Tomatoes 680G,4030957501004,['France'],[],[],?,19,"0,5",3,"0,7",79 kj(19 kcal),"0,1","2,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Limone,8033210746149,['France'],[],[],?,674,"9,4",68,"3,7",2820 kj(674 kcal),"6,5",26,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Cocktail d'olives aux petits légumes,3262880100042,['France'],[],[],?,296,"6,6","1,1","0,6",1238 kj(296 kcal),1,"0,5","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Cassoulet au confit de canard du Périgord,3424830000165,['France'],[],[],?,?,?,?,?,,,,0,0,"['FR 24.138.001 CE', 'Coulounieix-Chamiers (Dordogne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Bresi bœuf,2800706003767,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Le sirop de pétales de rose bio,3701304500193,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Mayonnaise,5425031099536,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Torta dolci castello mele,8009890000857,['France'],[],[],?,396,"15,8","58,3","4,6",1657 kj(396 kcal),"9,2","34,8","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Pain complet,5410063039223,['France'],[],[],?,224,4,33,"7,5",937 kj(224 kcal),"0,5","4,2","1,1","0,44",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Compoter de carottes,2955636569147,['France'],[],[],?,126.3,"0,1",5,"0,7",528 kj(126 kcal),"0,02","4,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Airwaves - 6X14g,4009900532655,['France'],[],[],?,?,?,?,?,,,,,,,,,6X14g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Croc ton pote,3596710491063,['France'],[],[],?,486,20,68,6,2033 kj(486 kcal),11,31,"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Zwergenwiese Kleiner Streich´s Drauf, 50 GR Packung Sendi",4019736005926,['France'],[],[],?,349,33,8,"3,9",1460 kj(349 kcal),"2,8","6,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Bacardi 10 ans,0080480983406,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,8710604788823,8710604788823,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Cornichons Extra Fins 660g,3258561139838,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,,0 g,en faible quantité,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,
150,Grillade de porc à la mexicaine,2666162020331,['France'],[],[],?,167,10,18,18,699 kj(167 kcal),"3,7","8,6","8,78","3,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Parmigiano reggiano 24mois,2098738041134,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Chocolat à patisser,3514280120435,['France'],[],[],?,560,35,54,"4,5",2343 kj(560 kcal),24,50,"0,1","0,04",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Saucisse d'herbes,2240691040017,['France'],[],[],?,245,19,"0,5",18,1025 kj(245 kcal),"7,2","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Zinc,8412181419892,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Bretzels,3027030019502,['France'],[],[],?,401,"6,5",73,11,1678 kj(401 kcal),1,"2,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Melange d'epices bio Asie BIO WAGNER,4001639182057,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Sauce teriyaki,3564040039460,['France'],[],[],?,90,0,"22,4",0,377 kj(90 kcal),0,18,"7,9","3,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Patate douce et romarin,3073781159196,['France'],[],[],?,219,16,13,"4,5",916 kj(219 kcal),6,"4,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Mushroom Pâté,8719153031060,['France'],[],[],?,222,18,11,"3,1",929 kj(222 kcal),12,"1,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Panes de poulet et churros,3338310001996,['France'],[],[],?,250,12,23,11,1046 kj(250 kcal),"2,1","2,6",1,"0,4",,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Nectardechois Peche Abricot,3760271450245,['France'],[],[],?,53.5,"0,1","12,2","0,4",224 kj(53 kcal),0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2101016002809,2101016002809,['France'],[],[],?,?,?,?,?,,,,,,"['FR 33.036.008 CE', 'Bazas (Gironde, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Fraise,3507030000460,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Wok asiatique,2868071022639,['France'],[],[],?,17,"0,3",2,"0,9",71 kj(17 kcal),"0,01","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Nonna rosa,8033837800415,['France'],[],[],?,92,"5,7","4,8","5,2",385 kj(92 kcal),"1,2","4,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Délices - Menet - 500g,4394168001587,['France'],"[""Pruneaux d'AgenE200 conservateur""]",[],?,?,"0,3",54,2,,,35,0,0,['07050-2'],['Certifié par Qualisud'],,500g,['Sachet'],['Menet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",['Agen'],['Villeneuve sur Lot'],['Carrefour Contact'],,0.3 g,en faible quantité,0 g,en faible quantité,,,-96%,-7%,-51%,-100%,-100%,,,,,,,,,,35 g,en quantité élevée,,,-19%,,,,,,,,,,
167,Pâtes coquillages,3770012967109,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Pick Up,03215777,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Sweet & salty popcorn,00899710,['France'],[],[],?,332,5,75,7,1389 kj(332 kcal),1,43,"2,95","1,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,échalote traditionnelle 250g,3304430810206,['France'],[],[],?,0,5,35,2,0 kj(0 kcal),5,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"moule - grimal mer - 1,40kg",3770010114109,['France'],['moule'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,"['FR 34.039.003 CE', 'Bouzigues (Hérault, France)']",,,"1,40 kg",['Plastique'],['grimal mer'],['Produits de la mer'],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mollusques'],,,,,
172,Super Jus Français,3760271560135,['France'],[],[],?,45.400001525879,"0,3","9,8","0,8",190 kj(45 kcal),"0,1","9,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Filets de colin d’Alaska,26024356,['France'],[],[],?,161,"7,4",10,13,674 kj(161 kcal),"0,8","1,6","0,63","0,252",,,E,,,,"['Produits de la mer', 'Poissons', 'Colins', ""Lieu d'Alaska cru"", 'Filet de colin d’alaska']",,,,,7.4 g,en quantité modérée,0.63 g,en quantité modérée,,+29%,+89%,+58%,-9%,+15%,+15%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,0.8 g,en faible quantité,1.6 g,en faible quantité,+32%,+48%,+154%,-1,,A,,,,,,,
174,Wini -rolls milk,9002859110290,['France'],[],[],?,395,18,52,"5,8",1653 kj(395 kcal),12,37,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Epicerie / Huiles Alimentaires Bio / Huiles D'olive Bio,3155700003848,['France'],[],[],?,828,92,0,0,3464 kj(828 kcal),"13,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Creme de framboise,3340770000624,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Beuf seché,3770000390315,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Coeur de boule - Funky Veggie - 36g,3770008009387,['France'],"['FR En-cas blologlgue à hare le cacao', ' Ingredients Dates ', '48,6%', ' noix de coco et noix de cajou *', 'purée de noisettes ', '17,6%', 'noix de coco rapée* ', '10,2%', 'farine de noix de coco ', '2,6%', 'cacao en poudre ', '1,3%', 'poudre de datte', 'sel']",[],?,?,"4,9","8,5","1,6",,,7,"0,05","0,02",,"['Bio', 'Bio européen', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,36g,['Paquet plastique et barquette carton'],['Funky Veggie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries chocolatées', 'Confiseries de fruits à coques']",['Non indiqué'],['France'],,3,4.9 g,en quantité modérée,0.05 g,en faible quantité,,,-37%,-88%,-56%,+31%,+31%,,,,,,,,,,7 g,en quantité modérée,,,-86%,,,,,['Fruits à coque'],,,,,
179,Huile cameline,3155700006405,['France'],[],[],?,828,92,0,0,3464 kj(828 kcal),"10,3",0,3,"1,2",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,,,,92 g,en quantité élevée,3 g,en quantité élevée,,+0%,+0%,,,,,,,,,,,,10.3 g,en quantité élevée,0 g,en faible quantité,+0%,-1%,,21,+84%,E,+84%,,,,,,
180,Pizza Margherita,3760175203077,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Paneangeli Creme Chantilly,8003000363313,['France'],[],[],?,138,"4,6",21,"3,1",577 kj(138 kcal),"3,7",15,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,risotto onctueux aux petits legumes,30182219,['France'],[],[],?,220,"12,8","17,6","5,9",920 kj(220 kcal),"1,5","11,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Beurre bio aux cristaux de sel de Noirmoutier,3523230055451,['France'],[],[],?,735,80,"0,6","0,6",3075 kj(735 kcal),56,"0,6",24,"9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Les triangles fondants,16565720,['France'],[],[],?,244,"19,5",6,11,1021 kj(244 kcal),13,6,0,0,,,,,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Banane,2664522005127,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Bar à la Libanaise,3700961308722,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,POITRINE SALEE FUMEE DISCOUNT,0242321017323,['France'],[],[],?,?,?,?,?,,,,0,0,"['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,5709769992902,5709769992902,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Vitpris extra,3027030020119,['France'],[],[],?,177,"0,3",42,"0,6",741 kj(177 kcal),0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"Baby Squids In Olive Oil (3 Cans x 138 G), Ramón Peña, Spain",8426441106194,['France'],[],[],?,205,15,1,17,858 kj(205 kcal),15,"0,9","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Sauce algerienne,3560071261962,['France'],[],[],?,440,41,15,"1,3",1841 kj(440 kcal),"3,3",12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Foie gras de canard entier Ernest Poulard - Ernesto Poulard - 200gr,3274763124410,['France'],"['Foie gras de canard', 'sel', 'Coteaux du Layon', 'épices', 'sucre', 'fleur de sel de noimoutier antioxydant: ascorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,?,53,"1,5",8,,,"1,2","1,4","0,56",,['Origine France'],A,200 gr,['Verre'],['Ernesto Poulard'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foie gras de canard entier cuit']",['France'],"[""85140 L'Oie""]",,3,53 g,en quantité élevée,1.4 g,en quantité modérée,,,-2%,-38%,+6%,+17%,+17%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,1.2 g,en faible quantité,,,-11%,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
193,Vain château des tours,3326801134179,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Oumaty émincé kebab,5902487124260,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,100% jus bio multifruits - Franprix,3263857902416,['France'],[],[],?,50,0,12,0,209 kj(50 kcal),0,12,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore C']",,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Parmesan en copeaux AOP - 100g,3664042003732,['France'],[],[],?,402,30,0,32,1682 kj(402 kcal),20,0,"1,6","0,64",,['AOP'],D,100 g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,30 g,en quantité élevée,1.6 g,en quantité élevée,,+0%,+1%,-100%,-1%,0%,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,20 g,en quantité élevée,0 g,en faible quantité,+1%,+1%,,17,+2%,D,+2%,,,,,,
197,Compote Pomme - Pêche de vigne,3106232761683,['France'],[],[],?,64,"0,5",15,"0,5",268 kj(64 kcal),"0,1",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Pâte a pizza,3760246500975,['France'],[],[],?,?,?,?,?,,,,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Vanille,3415581589924,['France'],[],[],?,0,17,20,"4,3",0 kj(0 kcal),"10,4","18,8","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Tapenade verte,3512680000807,['France'],[],[],?,243,"24,25","3,6","2,4",1017 kj(243 kcal),"3,5","0,1","4,17","1,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Caille farcie au foie de canard 25% de foie gras -,3461950020963,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Miel d acacia,15867720,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Turkish delight,8690123812356,['France'],[],[],?,368,"7,1",73,"2,2",1540 kj(368 kcal),"0,6",62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Nafisa,6253502973004,['France'],[],[],?,419,"28,5",39,"1,3",1753 kj(419 kcal),0,"38,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,tablette m&m au chocolat au lait - 165g,5000159527422,['France'],[],[],?,?,?,?,?,,,,,,,['Aucun'],D,165g,['Papier'],['m&m'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['Belgique'],,['Auchan'],,,,,,,,,,,,,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,,,,,
206,Origan,3760022906335,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Tapenadine Olivades verte,2609853006955,['France'],[],[],?,203,21,"0,9","1,5",849 kj(203 kcal),"2,3","0,5","3,13","1,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Mousse givrée chocolat lait copeaux de chocolat noir,3700913110618,['France'],[],[],?,353,22,35,"4,2",1477 kj(353 kcal),16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Saucisse  marinées,3273230277819,['France'],[],[],?,1072,21,2,15,4485 kj(1072 kcal),2,2,"1,6","0,64","['FR 20.233.001 CE', 'Pino (Corse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,La souris d'agneau confite,2224658053593,['France'],[],[],?,125,5,"1,9",18,523 kj(125 kcal),"1,9",0,"0,96","0,384",,,,,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Mangue,2868532016993,['France'],[],[],?,67.381,"0,5","15,3","0,7",282 kj(67 kcal),"0,01","12,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,6176000110194,6176000110194,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
