,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,markets,additives,allergens,nova_score,palm_ingredients,link,producer_info
448,Choix farcis - Netto,3250392007942,,,['Netto'],,['France'],"['55%', ""Farce '5% : choux 25,3%"", 'maigre de porc 25,1%', 'viande de bœuf 15,6%', 'eau', 'Aras chapelure ', 'farine de blé', 'levure', 'sel', 'oignons préftit$ 17% ', 'oignons', 'fibre deblé lactose* et protéines de lait', 'persil 0,1%', 'sell mélange aromatiqu?', 'dextrose', ""mélange d'épices et d'aromates"", 'arômes/ arôme de fumée', 'poudle de jus de betterave rouge', 'colorant : carmins', 'Aactose*', 'sel nitrité', ' Pourcentages exprimés sur la farce', "" * dont lait 'Traces éventuelles de : crustacés/ œufs"", 'poissons', 'mollusques', 'céleri', 'moutarde']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,91,,381 kj(91 kcal),,"4,9",,2,,"4,7",,"3,8",,"5,3",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,['Netto'],"['E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,,,
449,"Odyssée, Petites seiches, le sachet de 500 g",3250392009021,,,,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,1,,"0,4",,"0,5",,"0,5",,9,,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,
450,Cône gourmand crunchy choco (CG) x6 - Netto - 406g,3250392017118,B,406 g,['Netto'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Crèmes glacées en pot', 'Glaces au chocolat', 'Glaces à la vanille', 'Cônes et batonnets surgelés']",['France'],"['Sucre ', ' eau ', ' lait  écrémé réhydraté ', ' crème** fraîche', ' farine de froment ', ' blé ', ' ', ' chocolat en poudre 6,1% ', 'sucre,cacao', ' ', ' sirop de glucose-fructose ', ' lactose** et protéines de lait  ', 'graisse végétale ', 'noix de coco', ' ', ' sirop de glucose ', ' chocolat blanc en poudre**2,4% ', ' masse de cacao ', ' cacao maigre en poudre 0,7% ', ' émulsifiants : lécithinesde soja ', ""mono - et diglycérides d'acides gras "", 'originevégétale', 'stéaroyl - 2 - lactylate de sodium ', ' chocolat au  lait  enpoudre 0,5% ', ' beurre de cacao ', ' farine de riz ', ' lait  entieren poudre ', ' huile végétale ', 'colza', ' ', ' farine complète de  blé  ', ' lait  écrémé en poudre ', ' amidon transformé ', ' extrait demalt ', ' gluten ', ' ', ' lait  écrémé en poudre ', 'stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes ', 'lactosérum** en poudre ', ' blé  malté ', "" agents d'enrobage : gommearabique"", 'shellac ', ' gluten de  blé  ', ' poudres à lever :carbonates de magnésium', 'carbonates de sodium', 'acide tartrique ', ' arômesnaturels de vanille ', ' sel ', ' mélasse ', ' arôme', ' **Dont lait ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",11.5 g,en quantité modérée,8.2 g,en quantité élevée,30.7 g,en quantité élevée,0.15 g,en faible quantité,1221,+9%,?,,1221 kj(292 kcal),-2%,"11,5",-32%,"8,2",-24%,"42,4",+31%,"30,7",+20%,"3,7",+9%,"0,15",-19%,"0,06",-19%,16,-2%,D,-2%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Cônes de glace vanille sauce chocolat avec morceaux de cookies,"['Carton', 'Boite', 'Surgelé', 'Papier']",,,,,['Netto'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E904 - Gomme-laque', 'E504 - Carbonates de magnésium', 'E500 - Carbonates de sodium', 'E334 - Acide L-tartrique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,
451,Cookies Aux 2 Chocolats - Netto - 200g,3250392024178,D,200 g,['Netto'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['France'],"['Farine de blé 32% ', 'France', 'éclats de chocolat noir 18% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines ', ' _soja', '_ tournesol', 'arômes', 'éclats de chocolat au lait 18% ', 'sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'lactose* et protéines de lait ', 'lait écrémé en poudre', 'émulsifiant : lécithines ', ' soja ', 'arôme', 'UE', 'sucre', 'matière grasse végétale ', 'palme', 'œufs  frais', 'beurre* concentré', 'poudre de  lait  écrémé', ""poudres à lever : carbonates d'ammonium"", 'colorant : caramel ordinaire', 'arôme ', ' lait ', 'poudre de cacao', ' * dont  lait ']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",26.2 g,en quantité élevée,14.6 g,en quantité élevée,32.8 g,en quantité élevée,0.43 g,en quantité modérée,2138,+3%,?,,2138 kj(511 kcal),+4%,"26,2",+12%,"14,6",+24%,"61,6",-1%,"32,8",+1%,6,-9%,"0,43",-22%,"0,172",-22%,22,+3%,E,+3%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,['Netto'],"['E322 - Lécithines', ""E503 - Carbonates d'ammonium"", 'E150a - Caramel E150a']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Arachides', 'Soja']",4,,,
452,Kiwis de l'Adour - Itinéraire des Saveurs - 6kiwis,3250392032241,A,6 kiwis,"['Itinéraire des Saveurs', 'Les Mousquetaires']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,9 g,en quantité modérée,0 g,en faible quantité,?,,61,-18%,255 kj(61 kcal),-20%,"0,5",+9%,0,-100%,15,+3%,9,-12%,"1,1",0%,0,-100%,0,-100%,-7,,A,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,['Barquette'],"['Bio', 'Catégorie “Extra”', 'IGP', 'Label Rouge']",['France'],"[""Saint Etienne d'Orthe"", 'Landes', 'Nouvelle-Aquitaine', 'France']",,['Intermarché'],,,,,,
453,Pomme Multifruits - Pommette - 4x 100g,3250392033491,B,4 x 100 g,['Pommette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",['France'],"['Purée de Pommes ', '57%', 'purée de poires ', '20%', ""purée d'ananas "", '10%', 'purée de bananes ', '8%', 'purée de pêches ', '5%', 'antioxydant: acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.1 g,en faible quantité,219,-19%,52,-22%,219 kj(52 kcal),-22%,"< 0,5",+53%,"< 0,1",+18%,11,-25%,10,-25%,"< 0,5",+20%,"< 0,1",+907%,"0,04",+907%,-5,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,['Intermarché'],['E300 - Acide ascorbique'],,1,,,
454,Compote pomme - Pommette,3250392033521,B,,['Pommette'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],"['purée de pommes ', '100%', 'antioxydant : acide ascort INFORMATIONS :']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.01 g,en faible quantité,?,,47,-28%,197 kj(47 kcal),-28%,"0,5",+52%,"0,1",+15%,10,-30%,10,-23%,"0,5",+33%,"0,01",+18%,"0,004",+18%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,['Intermarché'],,,1,,,
455,Thon Crudités - Netto - 140g,3250392038236,C,140 g,['Netto'],"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon', 'en:raw-vegetable-sandwiches']",['France'],"['Pain de mie complet 51,4% : farine complète de blé', 'eau', 'huile de colza', 'sucre', 'sel', 'gluten de blé', 'dextrose', 'levure', 'farine de blé', 'émulsifiant : E471', 'conservateur : E282', 'agent de traitement de la farine : E300', '\rGarniture 48,6% : thon ', 'poisson', ' 42,6% ', 'thon ', 'poisson', 'eau', 'sel', 'crudités 29,4% ', 'tomate décongelée', 'salade', 'mayonnaise allégée ', 'eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'conservateur : E222', 'sucre', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidons modifiés', 'sel', 'épaississant : E415']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",7.2 g,en quantité modérée,0.6 g,en faible quantité,1.7 g,en faible quantité,1.19 g,en quantité modérée,840,-10%,?,,840 kj(201 kcal),-10%,"7,2",-15%,"0,6",-42%,"22,1",-12%,"1,7",-39%,"10,1",+4%,"1,19",+10%,"0,476",+10%,2,+148%,B,+148%,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,Sandwiches au pain de mie complet garnis de thon et de crudités,"['Barquette', 'Plastique']",,,"['Bretagne', 'France']","['EMB 56251C', 'Theix (Morbihan, France)']",['Netto'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Poisson', 'Gluten', 'Moutarde']",4,,,
456,Petit pot de crème saveur pistache sur lit de chocolat - Pâturages - 4x100g,3250392040901,,4x100g,['Pâturages'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,,
457,Lait Demi-écrémé - Páturages - 6x 25cl,3250392041786,B,6 x 25 cl,"['Páturages', 'Sélection des Mousquetaires', 'Les Mousquetaires']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['France'],['Lait stérilisé UHT demi-écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,195,-1%,46,-2%,195 kj(46 kcal),-1%,"1,6",-5%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,13",+17%,"0,052",+17%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,Lait demi-écrémé stérilisé UHT,"['Bouteille', 'Bouchon', 'Plastique', 'Film plastique']","['Labels de distributeurs', 'Point Vert', 'Sélection Intermarché', 'en:lait-francais-french-milk', 'Eco-Emballages']",['France'],"['Candia (Filiale Sodiaal International) - 1040 Route Nationale - 59400 Awoingt', 'Nord', 'Nord-Pas-de-Calais', 'Candia (Filiale Sodiaal International) - Avenue Marcel Dassault - ZI Induspal - 64140 Lons', 'Pyrénées-Atlantiques', 'Aquitaine', 'France']","['FR 59.039.030 CE', 'Awoingt (Nord, France)', 'FR 64.348.100 CE', 'Lons (Pyrénées-Atlantiques, France)']",['Intermarché'],,,1,,,
458,Bouton d'or bio huile de tournesol - 75cl,3250392042011,,75 cl,"[""Bouton d'Or""]",['Huile bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,huile de tournesol,['Verre'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"['EMB 26220L', 'Nyons (Drôme, France)']",['Intermarche'],,,,,http://www.intermarche.com,
459,Bordeaux superieur - Expert Club,3250392043780,C,,['Expert Club'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Bordeaux supérieur']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,,
460,Tekiros saveur Caipirinha - Kings Bräu - 3 * 33cl,3250392044503,C,3 * 33 cl,['Kings Bräu'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",['France'],"['Eau', ""malt d'orge"", 'glucose', 'cachaça ', '1%', 'maïs', 'sucre', 'arômes', 'houblon', 'colorant : E150c', 'antioxydant : acide ascorbique']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière aromatisée saveur Caipirinha,"['Bouteille', 'Verre', 'Carton']",,,"['Douai', 'France']","['EMB 59178', 'Douai (Nord, France)']",,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E300 - Acide ascorbique']",['Gluten'],4,,,
461,mousse caramel beurre salé  - pâturages  - 60grammes,3250392046552,,60 grammes,['pâturages'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,,
462,Sarah grenache - La croix du pin - 5litre,3250392051686,,5litre,['La croix du pin'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Suiss Fruits Exotiques - Pâturages,3250392052331,,,['Pâturages'],,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"2,2",,"1,5",,"13,2",,"12,5",,"6,6",,"0,09",,"0,036",,,,,,,,,,,,,,,"['Labels de distributeurs', 'Sans conservateurs', 'Sélection Intermarché']",,,,['Intermarché'],,,,,,
464,Pain au céréales,3250392054366,,,,,['France'],[],[],,,,,,,,,?,,286,,1197 kj(286 kcal),,1,,"0,2",,"58,6",,"1,9",,"9,1",,"1,62",,"0,648",,,,,,,,,,,,,,,,,,,,,,,,,
465,Saucisses blanches à l'emmental - Itinéraire des Saveurs - 400g,3250392058296,,400 g,['Itinéraire des Saveurs'],['Saucisses blanches'],['France'],"['Viande de porc 55%', 'eau', 'emmental 17% ', 'lait', 'sel', 'ferments lactiques', 'coagulant', 'présure', 'gras de porce', 'sel', 'arômes', 'émulsifiants: diphosphates', 'triphosphates ', 'sirop de glucose', 'plante aromatique', 'enveloppe : boyau naturel de porc']","['Non végétalien', 'Non végétarien']",24.7 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,1.73 g,en quantité élevée,1185,,?,,1185 kj(283 kcal),+0%,"24,7",-2%,11,+16%,"0,6",-48%,"0,6",-19%,"15,4",+25%,"1,73",-1%,"0,692",-1%,20,+8%,E,+8%,,,,,,,,,"['Barquette', 'Plastique']","['Viande-francaise', 'Viande-porcine-francaise']",,['France'],,"['Intermarcher', 'Intermarché']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,
466,Brousse Pâturages - 250g,3250392060824,,250 g,['Pâturages'],,['France'],"['Lactosérum** de brebis ', 'Origine : UE', 'lait  reconstitué de brebis ', 'Origine : France', 'sel', ' **dont lait ']",['Non végétalien'],,,,,,,,,506,,?,,506 kj(121 kcal),,"6,6",,5,,5,,5,,"9,5",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,['Intermarché'],,['Lait'],,,,
467,Crêpes Jambon Fromage - Intermarché,3250392062767,B,,['Intermarché'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Crêpes et galettes', 'Galettes', 'Galettes de blé noir', 'Crêpes au jambon']",['France'],[],[],8.3 g,en quantité modérée,5.5 g,en quantité élevée,1.2 g,en faible quantité,1.41 g,en quantité modérée,?,,171,0%,715 kj(171 kcal),+1%,"8,3",+22%,"5,5",+125%,"11,6",-36%,"1,2",-63%,"11,8",+58%,"1,41",+47%,"0,564",+47%,8,+114%,C,+114%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,galettes jambon fromage,,,,,,['Intermarché'],,,,,,
468,Feuilletés jambon fromage - Netto - 650g (10x 65g),3250392062880,E,650 g (10 x 65g),['Netto'],"['Surgelés', 'Plats préparés', 'Feuilleté salé', 'Plats préparés surgelés', 'Feuilletés jambon fromage']",['France'],"['Pâte ', '70%', ' : Farine de blé', 'eau', 'margarine ', 'huiles et graisses de palme et de colza', 'eau', 'sel', 'émulsifiant : E471', 'acidifiant : E330', 'sel', 'protéines de lait', 'œufs en poudre', 'colorant : extrait de rocou', '\rGarniture ', '30%', ' : Eau', 'amidons modifiés de pomme de terre', 'jambon cuit 9,4% ', 'viande de porc 66%', 'eau', 'sel nitrité ', 'sel', 'conservateur : E250', 'stabilisant : E407', 'saccharose', 'sirop de glucose', 'émulsifiants : E450', 'E451', 'sel', 'anti-oxydant : E316', 'dextrose', 'arôme', ""extrait d'épices"", 'lactose*', 'fromage fondu 3,2% ', 'fromage* 70%', 'eau', 'sel', 'protéines de lait', 'œufs en poudre', 'arôme naturel*', 'arôme', 'arôme de fumée', ' Pourcentages exprimés sur la garniture', '\r* : dont lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",18 g,en quantité modérée,9.5 g,en quantité élevée,3.5 g,en faible quantité,0.8 g,en quantité modérée,1252,+12%,?,,1252 kj(299 kcal),+4%,18,+3%,"9,5",-10%,31,+27%,"3,5",+45%,"5,3",-29%,"0,8",-22%,"0,32",-22%,15,-5%,D,-5%,75.0%,16.7%,3.7%,1.3%,0.7%,2.7%,25,"10 feuilletés à base de garniture au jambon et au fromage, surgelés","['boîte', 'Carton', 'surgelé']",,,,,['Netto'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160b - Rocou', 'E14XX - Amidons modifiés', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Œufs', 'Gluten', 'Lait']",4,['Huile de palme'],,
469,Lasagnes à la bolognaise - Netto - 325g,3250392062910,D,325 g,['Netto'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['France'],"['Sauce bolognaise 58% : eau', 'viande de bœuf ', 'origine : France', ' 10%', 'concentré de tomates ', 'UE', ' 10%', 'oignons ', 'UE', ' 4,7%', 'amidon transformé de maïs', 'sucre', 'arôme naturel', 'sel', 'basilic 0,5%', 'ail', ' Sauce béchamel 24% : eau', 'huile de colza', 'lactose* et protéines de lait ', 'crème*', 'farine de blé ', 'amidon transformé de maïs', 'sel', 'muscade', 'arôme naturel', ' Pâtes fraîches cuites 16% : semoule de blé  dur', 'eau', 'oeufs ', ' Gratinage 2% : emmental ', ' lait  : France', ' 1,5%', 'arôme* ', 'dont gluten ', ' Pourcentages exprimés sur le produit total', ' *dont lait ']","['Non végétalien', 'Non végétarien']",4.9 g,en quantité modérée,2.2 g,en quantité modérée,3.5 g,en faible quantité,1.27 g,en quantité modérée,497,-7%,?,,497 kj(119 kcal),-11%,"4,9",-19%,"2,2",-13%,"13,1",+5%,"3,5",+29%,"4,6",-27%,"1,27",+61%,"0,508",+61%,5,+116%,C,+116%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,['Netto'],['E14XX - Amidons modifiés'],"['Œufs', 'Gluten', 'Lait']",4,,,
470,Torsades Carbonara - Netto - 900g,3250392062941,,900 g,['Netto'],,['France'],"['Pâtes torsades cuites 50% ', 'semoule de blé dur', 'eau', 'eau', 'lardons fumés cuits 12% [poitrine de porc ', 'origine : France', ' 11,4%', 'sel', 'dextrose', 'arôme de fumée', 'antioxydant : érythorbate de sodium', 'conservateur: nitrite de sodium]', 'crème fraîche ', ' lait  : France', ' 11%', 'farine de blé ', 'fécule de manioc', 'emmental ', ' lait : France', ' 1%', 'arômes ', 'dont  lait ', 'arômes de fumée', 'sel', 'épaississant : gomme xanthane', ' Pourcentages exprimés sur le produit total']","['Non végétalien', 'Non végétarien']",,,,,,,,,609,,?,,609 kj(146 kcal),,"5,3",,3,,18,,"1,4",,"5,5",,"0,77",,"0,308",,,,,,,,,,,,,,,['Sans colorants'],,,,['Netto'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Gluten', 'Lait']",4,,,
471,Mon Marché Plaisir Cerises la barquette de 600 g,3250392065072,,600 g,['Mon Marché Plaisir'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Cerises', 'Cerises fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Barquette', 'Plastique']",,['France'],,,,,,,,,
472,Frites piquantes - Netto,3250392066321,,,['Netto'],,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,"0,5",,"0,1",,"89,5",,70,,"5,4",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
473,6 Nectarines jaunes,3250392067205,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pêches', 'Nectarines']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,"['EMB 84044', 'Entrechaux (Vaucluse, France)', 'EMB 84344']",,,,,,,
474,Penne à la Bolognaise,3250392070977,,,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"3,7",,"1,8",,"16,6",,"1,1",,"5,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
475,Brocciu frais Itinéraire des Saveurs - 250g,3250392073930,D,250 g,['Itineraire des saveurs'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de Corse', 'Fromages à la crème', 'Brocciu Corse']",['France'],"['Lactosérum frais de brebis', 'lait entier de brebis', 'sel']",['Non végétalien'],13 g,en quantité modérée,9.2 g,en quantité élevée,4 g,en faible quantité,0.85 g,en quantité modérée,719,,?,,719 kj(172 kcal),+10%,13,+6%,"9,2",+12%,4,+8%,4,+19%,10,+15%,"0,85",+8%,"0,34",+8%,9,+20%,C,+20%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,['AOP'],,,,['Intermarché'],,['Lait'],3,,,
476,fraises surgelées - Netto,3250392076153,C,,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits rouges', 'Fruits surgelés', 'Fraises', 'Fruits rouges surgelés', 'Fraises surgelées']",['France'],['100% fraises camarossa équeutées'],[],0.5 g,en faible quantité,0.1 g,en faible quantité,6 g,en quantité modérée,0.01 g,en faible quantité,?,,33,-33%,138 kj(33 kcal),-30%,"0,5",+39%,"0,1",+55%,"6,6",-9%,6,-8%,"0,8",-25%,"0,01",+1%,"0,004",+1%,-4,,A,,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,,,,,,,['Netto'],,,,,,
477,Framboises - Netto,3250392076184,C,,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits rouges', 'Fruits surgelés', 'Framboises', 'Fruits rouges surgelés', 'Framboises surgelées']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,5.4 g,en quantité modérée,0.01 g,en faible quantité,?,,43,0%,180 kj(43 kcal),+1%,"0,5",+54%,"0,1",+124%,"5,4",-5%,"5,4",+1%,"1,6",+23%,"0,01",+36%,"0,004",+36%,-4,,A,,78.6%,0.1%,4.4%,7.6%,7.4%,1.9%,55,,,,,,,,,,,,,
