,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,labels,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,brand_owner,additives,allergens,nova_score,generic_name,ingredients_origins,manufacturing,link
554,Enjoyed repas chocolat -  - 6x 65g,3701299912544,['France'],"[""POudre d'avoine sans gluten"", 'protéines de pois', 'dextrine de blé', 'fructose de raisin', ' hulle de tournesol', 'cacao en poudre ', '6%', 'arômes naturels', 'amidon modifié', 'minéraux ', 'citrate de calcium', 'carbonate de magnésium', 'fumarate de fer', 'oxyde de zinc', 'sulfate de manganèse', 'sulfate de cuivre', 'iodure de potassium', 'sélénite de sodium', ' sur support maltodextrine', 'farine de graines de caroube', 'extrait de baies de Goji', 'vitamines ', 'C', 'B3', 'E', 'B5', 'B6', 'B2', 'B1', 'A', 'B9', 'B8', '812', 'D3', 'K']",[],?,393,1644 kj(393 kcal),12,"1,9",42,12,21,"0,7","0,28",,6 x 65 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Boissons végétales en poudre', 'Boissons végétales de céréales en poudre']","['en:gluten-free', 'Sans lactose', 'Nutriscore', 'Nutriscore A']",,12 g,en quantité modérée,1.9 g,en quantité modérée,12 g,en quantité modérée,0.7 g,en quantité modérée,,+21%,+21%,+34%,+81%,-2%,+6%,+100%,+438%,+438%,0,-100%,B,-100%,,,,,,,,,,,"['E1400 - Dextrines', 'E14XX - Amidons modifiés', 'E410 - Gomme de caroube']",,4,,,,
555,Enjoyed repas fraise -  - 6x 65g,3701299912063,['France'],"[""Poudre d'avoine sans gluten"", 'protéines de pois', 'dextrine de blé', 'fructose de raisin', 'huile de tournesol', 'amidon modifié', 'minéraux ', 'citrate de calcium', 'carbonate de magnésium', 'chlorure de potassium', 'fumarate de fer', 'oxyde de zinc', 'sulfate de manganèse', 'sulfate de cuivre', 'iodure de potassium', 'sélénite de sodium', ' de fruits ', 'fraise ', 'extrait sec 40% ', ' ', 'citron ', 'extrait sec farine de graines de caroube', 'extrait de baies de Goji', 'vitamines ', 'C', 'B3', 'E', 'B5', 'B6', 'B2', 'B1', 'A 89', 'B8', 'B12', 'D3', 'K']",[],?,390,1632 kj(390 kcal),12,"1,3",42,12,21,"0,8","0,32",,6 x 65 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons végétales en poudre', 'Boissons végétales de céréales en poudre']","['en:gluten-free', 'Nutriscore', 'Nutriscore A']",,12 g,en quantité modérée,1.3 g,en faible quantité,12 g,en quantité modérée,0.8 g,en quantité modérée,,+20%,+20%,+34%,+24%,-2%,+6%,+100%,+515%,+515%,5,+303%,C,+303%,,,,,,,,,,,"['E1400 - Dextrines', 'E14XX - Amidons modifiés']",,4,,,,
556,Cocktail Aperitif - 180g,3565280005376,['France'],[],[],?,184,770 kj(184 kcal),18,"3,5",0,0,"1,4","2,7","1,08",,180 g,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Sirop d'érable,0187248000167,['France'],[],[],?,220,920 kj(220 kcal),0,0,54,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Tomates sechées,2600102015155,['France'],[],[],?,114,477 kj(114 kcal),0,0,25,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Thé chai masala - 10x 2g,3700324425158,['France'],[],[],?,?,,?,,?,,?,,,,10 x 2 g,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Caballas en ACEITE VEGETAL,8410234831066,['France'],[],[],?,236,987 kj(236 kcal),16,"3,4",0,0,23,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Kersen - Albert Heijn,8710400427230,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,['Albert Heijn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Burger,8718906864481,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,
563,Risoto rice - Iceland,5010482732219,"['France', 'Royaume-Uni']",[],[],?,154,644 kj(154 kcal),"3,5","1,9","27,1","1,5","3,5","0,7","0,28",,,['Iceland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Poivre,0837038000050,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Fruits du Plaisir - Florette,3303910007075,['France'],[],[],?,?,,?,,?,,?,,,,,['Florette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Nappes chocolat noir - Nutrisaveurs,3760143951245,['France'],[],[],?,491,2054 kj(491 kcal),23,10,43,22,26,"0,4","0,16",,,['Nutrisaveurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Txistorra basque,2156506025257,['France'],[],[],?,368,1540 kj(368 kcal),31,"11,2","1,6","1,4","18,8","2,76","1,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Smoothie Mangue Passion,5400139013721,['France'],[],[],?,64,268 kj(64 kcal),"0,2",0,"14,2","12,6","0,8","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Des de jambon cuit,0207004020472,['France'],[],[],?,106,444 kj(106 kcal),"2,8",1,"1,1","1,1",19,"2,8","1,12",E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,2.8 g,en faible quantité,1 g,en faible quantité,1.1 g,en faible quantité,2.8 g,en quantité élevée,,-20%,-19%,-42%,-46%,+64%,+85%,-10%,+50%,+50%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,,,,,,,
570,Magret de canard,2209030006251,['France'],[],[],?,334,1397 kj(334 kcal),29,"9,8","1,3","0,3",17,"0,13","0,052",E,,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,29 g,en quantité élevée,9.8 g,en quantité élevée,0.3 g,en faible quantité,0.13 g,en faible quantité,,-2%,-2%,-1%,-2%,+4%,-55%,-5%,-92%,-92%,13,-29%,D,-29%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,,,,,
571,sauce cocktail - Saint Christophe,5420058015798,['France'],[],[],?,664,2778 kj(664 kcal),"69,1","5,5","7,5",7,1,"1,5","0,6",,,['Saint Christophe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,"Le savoureux, thon miettes genereuses a l'huile d'olive",3263670724912,['France'],[],[],?,255,1067 kj(255 kcal),19,3,0,0,21,1,"0,4",E,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,,19 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,+1%,+2%,+9%,-1%,-100%,-100%,-11%,+2%,+2%,4,-26%,C,-26%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,
573,Huile de tournesol,5060479996414,['France'],[],[],?,899,3761 kj(899 kcal),100,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Filet de poulet rôtis -,0211791002702,['France'],"['Filets de poulet avec peau huile te tournesol', 'sel', 'cassonade', 'sirop de glucose', 'protéine de pois', 'fibres de carotte', 'gélifiant : carraghénanes']",[],?,141,590 kj(141 kcal),"5,5","1,4","0,6","0,6","22,3","1,26","0,504",D,,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']","['Nutriscore', 'Nutriscore A']",,5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,,-15%,-15%,-32%,-38%,-7%,+71%,0%,+6%,+6%,2,-57%,B,-57%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,4,,,,
575,Tartinade aux poivrons,3760112143619,['France'],[],[],?,163,682 kj(163 kcal),12,"1,9",10,"7,3","2,1","0,84","0,336",,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 47326B', 'Virazeil (Lot-et-Garonne, France)']",,,,,,,,
576,Filets de poulet - Carrefour,0219965044411,['France'],[],[],?,?,,?,,?,,?,,,C,,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Barquette', 'Plastique', 'Frais']",,,,,,,['France'],,
577,Fourme d'Ambert,2225651016141,['France'],[],[],?,1480,6192 kj(1480 kcal),26,22,1,0,24,"2,5",1,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,,26 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,+333%,+333%,-8%,+11%,+1%,-100%,+19%,+13%,+13%,25,+39%,E,+39%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,
578,Boisson plate à l'extrait de spiruline,3390005226039,['France'],[],[],?,14,59 kj(14 kcal),0,0,"3,4","3,4",0,"0,01","0,004",,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,La haute-Loire Saucisse sèche courbe supérieure,2602602028536,['France'],[],[],?,462,1933 kj(462 kcal),"36,6",15,"4,3","3,32","28,8","4,7","1,88",,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Plant-based deli slice with truffle,8053853070852,['France'],[],"['Végétalien', 'Végétarien']",?,241,1008 kj(241 kcal),"7,2","2,4",13,"2,2",30,"1,47","0,588",,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Pachisi,4005556232970,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Caviar d'aubergine sans gluten,3253330001194,['France'],[],[],?,157,657 kj(157 kcal),16,"2,1","2,6","1,5","0,8","1,8","0,72",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,16 g,en quantité modérée,2.1 g,en quantité modérée,1.5 g,en faible quantité,1.8 g,en quantité élevée,,-15%,-15%,-4%,+1%,-51%,-50%,-49%,+58%,+58%,10,+52%,C,+52%,,,,,,,,,"['FR 95.306.002 CE', ""Herblay (Val-d'Oise, France)""]",,,,,,,,
583,Baguette polka 250g,0203700004266,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Mini sausise,3760114530080,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Chorizo Vela,3700118308513,['France'],[],[],?,344,1439 kj(344 kcal),"27,2","9,2","2,7","1,3","22,7",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 12063C', 'Cavalerie (Aveyron, France)']",,,,,,,,
586,Cœur de palmier - Leader Price - 800g,8851011115267,['France'],[],[],?,?,,?,,?,,?,,,C,800 g,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier']",,['Leader Price'],,,,,,,,,,,,,,,,,,,,,,,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,['Conserve'],,,,,,,,,
587,Tablette,3556940902098,['France'],[],[],?,491,2054 kj(491 kcal),"23,6","14,3","61,1","32,6","6,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Brioche Nanterre,0204959008531,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Mimolette extra vieille,2862494031483,['France'],[],[],?,385,1611 kj(385 kcal),29,21,"0,4",0,31,3,"1,2",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",,,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,3 g,en quantité élevée,,-2%,-2%,-0%,+2%,-55%,-100%,-4%,+0%,+0%,19,-2%,E,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['FR 59.343.030 CE', 'Lesquin (Nord, France)']",,,,,,,,
590,Farine de froment biologique,3760048700320,['France'],[],[],?,341,1427 kj(341 kcal),"1,4","0,3",70,"2,4","9,8","0,01","0,004",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Crème de beurre à la truffe d'été - 15g,8025386005090,['France'],[],[],?,779,3259 kj(779 kcal),86,62,"0,5",0,"0,4","0,07","0,028",,15 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Tapenade forestière,3760072490273,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Saucisson paysan poivre 300g,8413107001962,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Yaourt framboise au lait d'amande - Yoplait - 4x 100g,3349770063653,['France'],[],[],?,109,456 kj(109 kcal),"3,8","0,3",16,"11,8","1,7","0,07","0,028",,4 x 100 g,['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Zeta ekologisk Strozzapreti,7350002407165,['France'],[],[],?,358,1498 kj(358 kcal),"1,5","0,5",3,3,12,0,0,,,['Zeta'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Saucisson,2203742029393,['France'],[],[],?,424,1774 kj(424 kcal),"36,1","13,71","1,2","1,2","23,7","5,29","2,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Farine de froment type 80,3760048700221,['France'],[],[],?,342,1431 kj(342 kcal),"1,3","0,4",71,"2,3","9,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Huile d'olive,3770007816009,['France'],[],[],?,896,3749 kj(896 kcal),100,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Pizza au feu de bois - 250g,20190605,['France'],[],"['Végétalien', 'Végétarien']",?,187,782 kj(187 kcal),"3,4","0,9","33,5",1,"4,2","1,2","0,48",,250 g,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Pain pavé St Jacques - Sans marque - 400g,0206907007351,['France'],"['Farine de froment', 'sel', 'levure', 'levain liquide', 'GRAINE DE TOURNESOL', 'farine type 170', 'GLUTEN']",[],?,?,,?,,?,,?,,,,400 g,['Sans marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,['Super U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Film', 'Plastique']",,,,"['Gluten', 'Graines de tournesol']",4,,,,
601,Abricot  moelleux - 250g,3361291955088,['France'],[],[],?,145,607 kj(145 kcal),"0,1",0,"39,7",34,"1,9","0,5","0,2",,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Confiture fraises framboises,2500123123054,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Organic White Tea,96044032,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Thé à la pêche - Selex,8003100390011,['France'],[],[],?,386,1615 kj(386 kcal),0,0,96,95,"0,5","0,4","0,16",,,['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Grand vin de bordeau,3292144634136,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Glace bourbon vanille - Valsoia,8006040140364,['France'],[],"['Végétalien', 'Végétarien']",?,171,715 kj(171 kcal),"6,8","5,1",25,25,"2,4","0,08","0,032",,,['Valsoia'],,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Lemon Green Tea Drink 500ML,6921168593576,['France'],[],[],?,33,138 kj(33 kcal),0,0,8,1,0,"0,022","0,009",B,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,+175%,+188%,-100%,-100%,+257%,-17%,-100%,+54%,+54%,6,+43%,D,+43%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
608,Glace à la mangue - Cremo,8850387003895,['France'],[],[],?,?,,?,,?,,?,,,,,['Cremo'],,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Risotto aux girolles,3700140800139,['France'],[],[],?,355,1485 kj(355 kcal),"1,6","0,6","76,1","2,1","8,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Floup au lait,3291330009086,['France'],[],[],?,135,565 kj(135 kcal),"2,9","2,4",24,23,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Pains au chocolat,0219290011812,['France'],[],[],?,514,2151 kj(514 kcal),27,18,56,15,10,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Panache - 6x 25cl,3250390833574,['France'],[],[],?,39,163 kj(39 kcal),"0,5","0,1","9,4","7,8","0,5","0,01","0,004",,6 x 25 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Mélange bien-être,2600289062515,['France'],[],[],?,500,2092 kj(500 kcal),31,"0,8",37,33,13,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Pain complet,3191280021001,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Le sablé marron vanille - Les Petits Cagniotes,3700796302919,['France'],"['Farine de BLE', 'sucre', 'BEURRE', 'pâte de MARRON ', 'marron', 'sucre', 'sirop de glucose', 'extrait de vanille', ' 12%', 'OEUF', 'amidon de BLE', 'MARRONS entiers 6%', 'farine de CHATAIGNE bio', 'fleur de sel de Noirmoutier 0', '35%', 'vanille gousse 0', '12%', ' Traces possibles de GLUTEN et FRUITS A COQUES']",['Non végétalien'],?,478,2000 kj(478 kcal),"18,3","11,2","71,3","29,5","7,2","0,61","0,244",C,,['Les Petits Cagniotes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['Sans colorants', 'Sans conservateurs']",,18.3 g,en quantité modérée,11.2 g,en quantité élevée,29.5 g,en quantité élevée,0.61 g,en quantité modérée,,-2%,-3%,-21%,-19%,+13%,+16%,+16%,-11%,-11%,23,+5%,E,+5%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,"['Œufs', 'Gluten', 'Lait']",4,,,,
616,Jambon cuit sup blanc,0281450034375,['France'],[],[],?,126,527 kj(126 kcal),"4,4","1,6","0,5",0,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Smart water,9449062465661,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Pavé céréales bio 3 meuniers,0209405012797,['France'],[],[],?,241,1008 kj(241 kcal),"1,9","0,4",45,"1,7","7,8","1,7","0,68",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Summer Berry compote,667128,['France'],[],[],?,127,531 kj(127 kcal),3,"0,8",18,"10,3",6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,0642628125019,0642628125019,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Pain de mie complet,3760278611687,['France'],[],[],?,230,962 kj(230 kcal),"2,6","0,3",39,4,"9,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Antep Fistikli Saray Helvasi,8697436541157,['France'],[],[],?,468,1958 kj(468 kcal),"12,08",0,"82,15","50,77","3,56",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Antep Baklavalari,3701305100057,['France'],[],[],?,328,1372 kj(328 kcal),0,0,50,30,"4,4","11,12","4,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Chocolat barry Venezuela - Cacao Barry,3073416101040,['France'],[],[],?,566,2368 kj(566 kcal),43,26,29,25,"8,2","0,02","0,008",,,['Cacao Barry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Saucisse Toulouse portion a bouillir,2617599027356,['France'],[],[],?,802,3356 kj(802 kcal),"13,1","5,1","0,8","0,4",18,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Glace au caramel beurre salé,3760068620165,['France'],[],[],?,182,761 kj(182 kcal),"5,7","3,7",26,26,"3,6","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Pain Automne raisins,figues, cranberry et abricots",2030500466134,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Jambon à l'ancienne,2602660022835,['France'],[],[],?,?,,?,,?,,?,,,E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
629,Haricots Géants à la sauce tomate piquante,3662444002247,['France'],[],[],?,123,515 kj(123 kcal),"4,5","0,5",11,"1,7","4,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Galette blé noir - La CRÊPE de BROCÉLIANDE - 300g,3326120010451,['France'],"['Eau', 'farine de blé noir de Bretagne IGP ', 'Indication Géographique Protégée', ' 47%', 'sel de Guérande']","['Sans huile de palme', 'Végétalien', 'Végétarien']",710,0,710 kj(0 kcal),"1,8","0,4",30,"0,5","6,3","1,5","0,6",A,300 g,['La CRÊPE de BROCÉLIANDE'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']","['en:produced-in-bretagne', 'Blé Noir Tradition Bretagne']",,1.8 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,-5%,-100%,-4%,-54%,-75%,+10%,-30%,-8%,+14%,+14%,5,-3%,C,-3%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,['Sachet'],"['EMB 35027A', 'Boisgervilly (Ille-et-Vilaine, France)', 'FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",,,,3,6 Galettes de Blé Noir Tradition Bretagne en sachet,['France'],['Boisgervilly'],
631,300ml,4084579361928,['France'],[],[],?,?,,?,,?,,?,,,,300 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 41018A', 'Blois (Loir-et-Cher, France)']",,,,,,,,
632,Le chocolatier,3760061497535,['France'],[],['Sans huile de palme'],?,474,1983 kj(474 kcal),31,15,42,33,"5,9","0,2","0,08",,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'FR-BIO-01', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Sour Cherry Drops,4037719061516,['France'],[],[],?,392,1640 kj(392 kcal),"0,5","0,1",97,70,"0,5","0,01","0,004",,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
