,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,markets,manufacturing,generic_name,additives,link,origin_detail
632,Paleta Super Rebanaditas Mango 25gr,7502225962147,,['France'],[],[],?,90,"0,5",20,0,377 kj(90 kcal),0,12,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Huile d’olive de Tunisie vierge extra,6194017404051,,['France'],[],[],?,120,14,0,0,502 kj(120 kcal),2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Déjeuner REM - LU - 255g,07575952,,['France'],[],[],1662,394,8,72,"7,6",1662 kj(394 kcal),"3,8",18,"1,3","0,52",['LU'],,,,,,,,,,,,,,,,,,,,,,,,,255 g,['film plastique'],,,,,,,,,,,,,,,,,
635,Sirop d'agave - Sunny Via,32726565,,['France'],[],[],1315,310,"0,5",76,0,1315 kj(310 kcal),0,73,"0,072","0,029",['Sunny Via'],,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",0.5 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,+1%,0%,+1%,+114%,-100%,-1%,-0%,-100%,,,,,,,,,,,,0.0725 g,en faible quantité,+47%,+47%,13,+1%,D,+1%,,,,,,,
636,Crinkles au chocolat,3770014003058,,['France'],[],[],?,434,16,62,"7,9",1816 kj(434 kcal),"9,6",34,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Pumpernickel,0002000002886,,['France'],[],[],?,188,"1,3",34,"4,6",787 kj(188 kcal),"0,1","3,4","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Stevia - Pure via - 250g,6372711008908,,['France'],"['érythritol', 'glycosides de stéviol', 'arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,?,?,?,,,,,,['Pure via'],['Point Vert'],,"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre']",,,,,,,,,,,,,,,,,,,,,,250 g,,,4,,,,,,,,,,,,,"['E968 - Érythritol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,
639,Orange pomme fraise framboise pressé a froid,0205758013719,,['France'],[],[],?,47,"0,2",10,"0,5",197 kj(47 kcal),"0,02","8,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Celeri branche bio,4056489447931,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Lentillons du Perche,0272734020474,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Beschuit rusk,5714039000201,,['France'],[],[],?,382,"2,7",73,15,1598 kj(382 kcal),"1,3",12,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Krounchy chocolat,3421557110306,,['France'],[],[],?,442,15,65,9,1849 kj(442 kcal),"2,4",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Comté AOP,2295340004957,,['France'],[],[],?,418,"35,6",0,"26,7",1749 kj(418 kcal),"23,5",0,"0,82","0,328",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'Comté AOP']",35.6 g,en quantité élevée,23.5 g,en quantité élevée,0 g,en faible quantité,,-0%,-0%,+3%,+4%,-100%,-100%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,0.82 g,en quantité modérée,-2%,-2%,13,0%,D,0%,,,,,,,
645,Groovy  tenders,5425036630444,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"Lessive liquide savon de Marseille - U - 2,25l",3256227748721,,['France'],"['5% ou plus', 'mais moins de 15% : AGENTS DE SURFAČE ANIONIQUES', 'ÁGENTS DE SURFACE NON IONIQUES Moins de 5%: PHOSPHONATES', 'SAVON', ' Également : ENZYMES', 'AZURANTS OPTIQUES', 'PARFUMS', 'CONSERVĂTEURS ', 'DIMETHYLOL GLYCOL', 'CITRONELLOL', 'GERANIOL', 'HEXYL CINNAMAL']",[],?,?,?,?,?,,,,,,['U'],,,"['Non alimentaire', 'Open Beauty Facts', 'Lessive']",,,,,,,,,,,,,,,,,,,,,,"2,25 l",['Plastique'],,,,,,,,,,,,['U'],,,,,
647,Pierredes burons fe,0205713026969,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Découpes de poulet - Ronsard,3276724293326,,['France'],[],[],?,191,11,"2,7",20,799 kj(191 kcal),3,"1,5",,,['Ronsard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Date Butter,5425038430530,,['France'],[],[],?,309,"16,4","33,7","4,6",1293 kj(309 kcal),7,"23,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Truite fumee de france,3664866007978,,['France'],[],[],?,175,"8,7","0,5",23,732 kj(175 kcal),"2,5","0,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Seaweed crackers,8720354023624,,['France'],[],[],?,401,"7,8","73,7","7,6",1678 kj(401 kcal),"1,4","12,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Penne compete biologique,2233000000015,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,"A l’apéro, tomates & paprika",3770016098090,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Ravioli bolognaise  pur boeuf,3017800503386,,['France'],[],[],?,97,"3,2",11,"4,9",406 kj(97 kcal),"1,4","1,6","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Cafe tchanqué biscarrosse,3770006952524,,['France'],[],[],?,1,0,"0,3","0,2",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Snacks riche en poulet - 50g,3564700996942,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,,,,,,,
657,Sardine fillets,4750616003563,,['France'],[],[],?,226,18,0,17,946 kj(226 kcal),"4,9",0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Pomme de terre,3411060007996,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Coco passion,10534366,,['France'],[],[],?,322,"9,9",55,"1,6",1347 kj(322 kcal),"6,6",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Fougasse,3511244340809,,['France'],[],[],?,321,14,34,14,1343 kj(321 kcal),"7,2","2,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,La mole,8008685001918,,['France'],[],[],?,445,15,67,10,1862 kj(445 kcal),"7,6","2,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Piments verts à la Feta grecque,3770015864085,,['France'],[],[],?,180,15,"3,6","8,3",753 kj(180 kcal),0,0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Saucisse de Strasbourg et pâtes,3106220035581,,['France'],[],[],?,174,10,12,"7,2",728 kj(174 kcal),"4,1","0,6","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Loctite 3090,5010266001357,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Latte parzialmente scremato uht,8000005010594,,['France'],[],[],?,47,"1,6","4,9","3,2",197 kj(47 kcal),"1,1","4,9",,,,,D,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT']",1.6 g,en faible quantité,1.1 g,en faible quantité,4.9 g,en faible quantité,,0%,0%,-5%,+7%,+2%,+2%,-1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,,,,,,
666,Eau,42417149,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Yaourt myrtilles intense,3023290048184,,['France'],[],[],?,116,5,"12,9","3,6",485 kj(116 kcal),"3,3","12,8","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Date,6132057160346,,['France'],[],[],?,200,10,5,6,837 kj(200 kcal),5,5,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Aequilibrium uova grandissime da allevamento a terra,8008110025779,,['France'],[],[],?,126,"8,7",0,12,527 kj(126 kcal),"3,2",0,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Stecks haches bio 5%,3361114011380,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Noix de cajou à la truffe,3743110080766,,['France'],[],[],?,619,49,23,19,2590 kj(619 kcal),"7,9","6,4","0,25","0,1",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",49 g,en quantité élevée,7.9 g,en quantité élevée,6.4 g,en quantité modérée,,+3%,+4%,+6%,-7%,-10%,-1%,+2%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,0.25 g,en faible quantité,-60%,-60%,6,-21%,C,-21%,,,,,,,
672,Cornet pistache chocolat,3292590082321,,['France'],[],[],?,270,13,33,"4,3",1130 kj(270 kcal),"8,7",23,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,JBL Novolotl Perles Alimentaires Submersibles Pour Axolotls,4014162045287,,['France'],[],[],?,12,20,2,70,50 kj(12 kcal),18,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Foie de morue sauvage nature à l’aneth bio,3200073280003,['MSC-C-53082'],['France'],[],[],?,612,65,"4,9","4,8",2561 kj(612 kcal),11,"0,5","0,75","0,3",,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Ace,8008295000851,,['France'],[],[],?,40,0,"9,4","0,1",167 kj(40 kcal),0,"9,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Organic energy drink by DarkDog,3244851005693,,['France'],[],[],?,36,0,"8,5",0,151 kj(36 kcal),0,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Croustilles gout tomate chili,7622201433161,,['France'],[],[],?,530,30,56,"6,2",2218 kj(530 kcal),13,"8,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Summer fruits yogurt,5390053003154,,['France'],[],[],?,144,"4,3","20,9","4,6",602 kj(144 kcal),2,"12,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Nodino 60GR - Barquette 250GR LS,8032956070709,,['France'],[],[],?,236,18,"0,4",18,987 kj(236 kcal),11,"0,3","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Cornet framboise pistache,3292590084400,,['France'],[],[],?,221,"6,9",36,"2,7",925 kj(221 kcal),"4,7",24,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Basses cotes de boeuf,3250392923716,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",['France'],[],[],?,201,"13,2","1,45",19,841 kj(201 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Brunoise méditerranéenne,3250308997619,,['France'],[],[],?,30,"0,8","3,4","1,1",126 kj(30 kcal),"0,1","3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,8121731111017,8121731111017,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Croissant four.cacao noisette,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Grando’s Hand Crafted Salame Street Pizza,8027697001402,,['France'],[],[],?,982,"6,6",32,11,4109 kj(982 kcal),4,6,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Bordeaux superieur,3760120930102,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Espresso tradizione capsule végétale N°7 - Legal,6410121624711,,['France'],[],[],?,?,?,?,?,,,,,,['Legal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Roti cuit au four charentais,2497660051622,,['France'],[],[],?,179,"10,4","0,7","22,5",749 kj(179 kcal),"3,9","0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Sauce cocktail,5420058005652,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Filet de plie,8420321680385,,['France'],[],[],?,76,"2,4","0,4",13,318 kj(76 kcal),"0,8",0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Lardons de volaille,3286952307627,,['France'],[],[],?,204,"4,95",0,"16,5",854 kj(204 kcal),"4,95",0,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Haricots,3524670307032,,['France'],[],[],?,16,0,"2,1","0,97",67 kj(16 kcal),0,"0,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Comté,0210841044013,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",['France'],[],[],?,427,35,1,27,1787 kj(427 kcal),23,"0,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Tortiglioni feve ricotta - Seazon,3701456305523,,['France'],[],[],?,131,6,13,5,548 kj(131 kcal),3,1,1,"0,4",['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Ratatouille Provençale - Marcel  & Fils,3760313530072,,['France'],[],[],?,46,"1,6","6,1","0,9",192 kj(46 kcal),"0,3",3,,,['Marcel  & Fils'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Chocolat lait aux raisins et noisettes entières - Franprix,3263850583094,,['France'],[],[],?,532,32,51,"8,3",2226 kj(532 kcal),14,47,"0,16","0,064",['Franprix'],"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Champignons de paris blanc cat1,3760130213318,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons blancs']",,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,,,,,,,,,
698,Cerveza rubia nacional doble malta latas,8410793036438,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Pot de crème saveur caramel beurre salé,3506170017949,,['France'],[],[],?,201,14,17,"2,6",841 kj(201 kcal),"8,5",16,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Cuisses de poulet paprika,3564706560178,,['France'],[],[],?,175,11,"1,9",17,732 kj(175 kcal),"3,2","0,5","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Vinaigre balsamique de modène argent,3760129029319,,['France'],[],[],?,286,0,66,"1,1",1197 kj(286 kcal),0,"65,9","0,135","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Saucisson à l'ail,2641114024148,"['FR 88.470.033 CE', 'Tholy (Vosges, France)']",['France'],[],[],?,276,"24,6","1,6","11,9",1155 kj(276 kcal),"9,4",1,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Pan sandwich tradizionale,8006287002463,,['France'],[],[],?,259,2,"48,5","10,7",1084 kj(259 kcal),"0,7",3,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Pain,0207983009512,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Poire conférence sur 2kg,26008097,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Balsamico Zimt Dip,8717677369935,,['France'],[],[],?,260,"1,3","60,5",17,1088 kj(260 kcal),"0,1","57,4","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Uva biologica,8024046245012,,['France'],[],[],?,76,0,19,"0,2",318 kj(76 kcal),0,17,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Beurre demi-sel  fermier au lait cru,3770008329027,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Moussaka aux legumes du soleil,3017800501849,,['France'],[],[],?,101,"3,7",12,"3,8",423 kj(101 kcal),"1,2","2,2","0,63","0,252",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,La sauce tomate cuisinée bio,3660603082338,,['France'],[],[],?,69,"3,1","9,2","1,1",289 kj(69 kcal),"0,4","7,2","1,5","0,6",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Asperges a la florentine, oeuf poché, épinard et grana padano - Seazon",3701456312842,,['France'],[],[],?,97,8,2,5,406 kj(97 kcal),5,1,0,0,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Salade charcuterie et emmental,3327511637806,,['France'],[],[],?,?,?,?,?,,,,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Torsades au chanvre,3267460031310,,['France'],[],[],?,35,"4,2",55,"20,4",146 kj(35 kcal),"0,7","2,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Mozzarella Cerises - Grand Frais,3701002405905,,['France'],[],[],?,167,11,"0,5",17,699 kj(167 kcal),"7,8","0,4","0,66","0,264",['Grand Frais'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Café liégeois,3528161506164,,['France'],[],[],?,222,"12,7","25,2","1,6",929 kj(222 kcal),"10,4","23,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Les Cassis d'Alice,3760198271695,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Soupe à l'ail,3574314380662,,['France'],[],[],?,42,"1,2","6,3","1,1",176 kj(42 kcal),"0,8","0,6","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Grissino Il Classico,0806891763075,,['France'],[],[],?,377,"6,1","71,2","9,4",1577 kj(377 kcal),"2,4","4,9","2,54","1,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Génoises framboise,3222477448421,,['France'],[],[],?,374,"8,1",70,"3,7",1565 kj(374 kcal),"4,9",49,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,"Filet de poulet ""L'extra tendre""",2276746038371,,['France'],[],[],?,95,6,"1,2",21,397 kj(95 kcal),0,0,1,"0,4",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",6 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,-27%,-27%,+108%,-100%,+151%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,1 g,en quantité modérée,+33%,+33%,0,,B,,,,,,,,
721,Vinaigre pomme,8053677443009,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Huit coques bio,3265821410088,,['France'],[],[],?,411,7,"79,2","6,6",1720 kj(411 kcal),"5,2","33,6","0,24","0,096",,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Granola Salé Tomates séchées Cumin,3760302470082,,['France'],[],[],?,506,"30,9","33,8","18,1",2117 kj(506 kcal),"4,5","4,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Etoiles de Noel,3421375528178,,['France'],[],[],?,571,43,32,"7,9",2389 kj(571 kcal),26,26,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Bratöl Sonnenblume & Raps,4260014352885,,['France'],[],[],?,819,91,0,0,3427 kj(819 kcal),"6,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Quince Triangles,5600499575420,,['France'],[],[],?,261,0,64,0,1092 kj(261 kcal),0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Curcuma Evolution,3700790021823,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Gouda jeune,2417652014435,,['France'],[],[],?,377,31,0,"23,7",1577 kj(377 kcal),21,0,"1,8","0,72",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,+4%,+6%,-100%,-100%,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,1.8 g,en quantité élevée,-8%,-8%,16,-5%,D,-5%,,,,,,,
729,Chocolate & Cereal Breakfast Biscuits,5400606987210,,['France'],[],[],?,463,"20,1","58,5","8,6",1937 kj(463 kcal),"3,6","26,3","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Le wrap poulet cesar - Monoprix,3350033831766,,['France'],[],[],?,250,12,23,12,1046 kj(250 kcal),"3,3","1,8","0,92","0,368",['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,
731,Rôti cuit superieur,2659010054251,,['France'],[],[],?,232,"17,3","0,3","18,7",971 kj(232 kcal),7,"0,3","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Bûche artisanale rocher noisette café moka - Maison antonin,3665018026069,,['France'],[],[],?,210,"11,07","24,07","2,59",879 kj(210 kcal),"6,48","23,65",,,['Maison antonin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Arachide Peanut Bio organic,0628110294487,,['France'],[],[],?,91,7,3,4,381 kj(91 kcal),"0,1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Confiture 55% fruits poire comice grise,3770002248126,"['EMB 79269A', 'Saint-Maixent-de-Beugné (Deux-Sèvres, France)']",['France'],[],[],?,212,0,53,"0,5",887 kj(212 kcal),0,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Fraise entiere desydratee,2600105038700,,['France'],[],[],?,364,0,90,0,1523 kj(364 kcal),0,74,"0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Saint-chinan,3531380086997,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,La Perche,2602615042444,,['France'],[],[],?,430,"33,5","6,7","25,4",1799 kj(430 kcal),"14,1","2,63","4,47","1,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Délice de canard au foie gras,3280950106039,,['France'],[],[],?,136,"8,1","4,9",11,569 kj(136 kcal),"3,5","1,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
